match_date,match_time,final_score,home_team,away_team,goals,season,round
17. october 2020,15:00,0:5,Scunthorpe United,Cambridge United,"{'35': 'away', '44': 'away', '51': 'away', None: 'away'}",2020-2021,6
17. october 2020,15:00,0:2,Southend United,Cheltenham Town,"{'10': 'away', None: 'away'}",2020-2021,6
17. october 2020,17:30,2:3,Leyton Orient,Grimsby Town,"{None: 'home', '90': 'away'}",2020-2021,6
20. october 2020,18:00,1:0,Cheltenham Town,Scunthorpe United,{'5': 'home'},2020-2021,7
20. october 2020,18:30,1:1,Morecambe FC,Mansfield Town,{None: 'away'},2020-2021,7
20. october 2020,19:00,3:3,Barrow AFC,Bolton Wanderers,{None: 'away'},2020-2021,7
20. october 2020,19:00,3:1,Cambridge United,Port Vale FC,"{'3': 'home', '18': 'away', None: 'home'}",2020-2021,7
20. october 2020,19:00,1:0,Colchester United,Forest Green Rovers,{None: 'home'},2020-2021,7
20. october 2020,19:00,2:1,Exeter City,Crawley Town,{None: 'home'},2020-2021,7
20. october 2020,19:00,0:1,Stevenage FC,Newport County,{'8': 'away'},2020-2021,7
20. october 2020,19:00,1:1,Oldham Athletic,Carlisle United,{None: 'home'},2020-2021,7
20. october 2020,19:00,0:1,Tranmere Rovers,Leyton Orient,{None: 'away'},2020-2021,7
20. october 2020,19:45,1:1,Bradford City,Walsall FC,"{None: 'away', '76': 'home'}",2020-2021,7
20. october 2020,19:45,1:2,Grimsby Town,Harrogate Town,{None: 'away'},2020-2021,7
20. october 2020,19:45,3:0,Salford City,Southend United,"{'26': 'home', None: 'home'}",2020-2021,7
24. october 2020,13:00,3:1,Exeter City,Scunthorpe United,{None: 'home'},2020-2021,8
24. october 2020,15:00,2:2,Barrow AFC,Walsall FC,"{'25': 'home', None: 'home', '58': 'away'}",2020-2021,8
24. october 2020,15:00,0:3,Bradford City,Newport County,{None: 'away'},2020-2021,8
24. october 2020,15:00,1:1,Cambridge United,Bolton Wanderers,"{'72': 'home', None: 'away'}",2020-2021,8
24. october 2020,15:00,0:0,Cheltenham Town,Mansfield Town,,2020-2021,8
24. october 2020,15:00,2:1,Colchester United,Harrogate Town,{None: 'away'},2020-2021,8
24. october 2020,15:00,1:2,Morecambe FC,Forest Green Rovers,{None: 'away'},2020-2021,8
24. october 2020,15:00,0:2,Stevenage FC,Leyton Orient,{None: 'away'},2020-2021,8
24. october 2020,15:00,1:1,Grimsby Town,Carlisle United,"{None: 'home', '46': 'away'}",2020-2021,8
24. october 2020,15:00,1:2,Oldham Athletic,Port Vale FC,{None: 'home'},2020-2021,8
24. october 2020,15:00,1:1,Salford City,Crawley Town,{None: 'away'},2020-2021,8
24. october 2020,15:00,2:0,Tranmere Rovers,Southend United,{None: 'home'},2020-2021,8
27. october 2020,18:30,4:0,Crawley Town,Tranmere Rovers,{None: 'home'},2020-2021,9
27. october 2020,19:00,3:1,Carlisle United,Morecambe FC,"{'1': 'home', None: 'home'}",2020-2021,9
27. october 2020,19:00,0:2,Walsall FC,Cambridge United,"{'9': 'away', '80': 'away'}",2020-2021,9
27. october 2020,19:00,1:0,Forest Green Rovers,Grimsby Town,{None: 'home'},2020-2021,9
27. october 2020,19:00,0:0,Harrogate Town,Stevenage FC,,2020-2021,9
27. october 2020,19:00,1:1,Leyton Orient,Exeter City,{None: 'away'},2020-2021,9
27. october 2020,19:00,2:4,Mansfield Town,Barrow AFC,{None: 'home'},2020-2021,9
27. october 2020,19:00,2:1,Newport County,Colchester United,{None: 'home'},2020-2021,9
27. october 2020,19:00,2:1,Port Vale FC,Cheltenham Town,{None: 'home'},2020-2021,9
27. october 2020,19:00,1:2,Southend United,Oldham Athletic,{None: 'away'},2020-2021,9
27. october 2020,19:00,1:0,Bolton Wanderers,Bradford City,{None: 'home'},2020-2021,9
12. january 2021,19:00,0:1,Scunthorpe United,Salford City,{None: 'away'},2020-2021,9
31. october 2020,13:00,1:0,Exeter City,Carlisle United,{None: 'home'},2020-2021,10
31. october 2020,15:00,1:0,Barrow AFC,Bradford City,{None: 'home'},2020-2021,10
31. october 2020,15:00,2:1,Cheltenham Town,Forest Green Rovers,"{None: 'home', '73': 'away'}",2020-2021,10
31. october 2020,15:00,2:1,Crawley Town,Cambridge United,{None: 'home'},2020-2021,10
31. october 2020,15:00,0:0,Stevenage FC,Grimsby Town,,2020-2021,10
31. october 2020,15:00,4:0,Leyton Orient,Bolton Wanderers,{None: 'home'},2020-2021,10
31. october 2020,15:00,1:1,Mansfield Town,Walsall FC,{None: 'away'},2020-2021,10
31. october 2020,15:00,2:1,Newport County,Harrogate Town,{None: 'home'},2020-2021,10
31. october 2020,15:00,2:0,Salford City,Oldham Athletic,{None: 'home'},2020-2021,10
31. october 2020,15:00,0:2,Southend United,Port Vale FC,{None: 'away'},2020-2021,10
31. october 2020,15:00,0:1,Tranmere Rovers,Morecambe FC,{'57': 'away'},2020-2021,10
8. december 2020,19:00,0:1,Scunthorpe United,Colchester United,{None: 'away'},2020-2021,10
3. november 2020,18:00,2:1,Oldham Athletic,Cheltenham Town,{None: 'home'},2020-2021,11
3. november 2020,18:30,2:2,Morecambe FC,Exeter City,{None: 'away'},2020-2021,11
3. november 2020,19:00,3:0,Bradford City,Southend United,{None: 'home'},2020-2021,11
3. november 2020,19:00,2:1,Cambridge United,Salford City,"{None: 'home', '49': 'home'}",2020-2021,11
3. november 2020,19:00,3:2,Carlisle United,Newport County,"{'15': 'home', None: 'away'}",2020-2021,11
3. november 2020,19:00,3:1,Colchester United,Stevenage FC,{None: 'home'},2020-2021,11
3. november 2020,19:00,1:0,Walsall FC,Crawley Town,{None: 'home'},2020-2021,11
3. november 2020,19:00,2:1,Forest Green Rovers,Leyton Orient,{None: 'home'},2020-2021,11
3. november 2020,19:00,1:0,Grimsby Town,Barrow AFC,{None: 'home'},2020-2021,11
3. november 2020,19:00,0:1,Harrogate Town,Tranmere Rovers,{None: 'away'},2020-2021,11
3. november 2020,19:00,1:1,Bolton Wanderers,Mansfield Town,{None: 'home'},2020-2021,11
17. november 2020,19:00,0:1,Port Vale FC,Scunthorpe United,{None: 'away'},2020-2021,11
13. november 2020,19:45,2:0,Bolton Wanderers,Salford City,"{None: 'home', '67': 'home'}",2020-2021,12
14. november 2020,15:00,2:2,Bradford City,Exeter City,{None: 'home'},2020-2021,12
14. november 2020,15:00,1:1,Cambridge United,Barrow AFC,{None: 'away'},2020-2021,12
14. november 2020,15:00,1:2,Carlisle United,Cheltenham Town,"{None: 'home', '36': 'away'}",2020-2021,12
14. november 2020,15:00,2:1,Colchester United,Leyton Orient,{None: 'away'},2020-2021,12
14. november 2020,15:00,1:1,Morecambe FC,Stevenage FC,"{'27': 'away', None: 'home'}",2020-2021,12
14. november 2020,15:00,0:1,Walsall FC,Southend United,{None: 'away'},2020-2021,12
14. november 2020,15:00,1:2,Forest Green Rovers,Mansfield Town,{None: 'home'},2020-2021,12
14. november 2020,15:00,1:1,Harrogate Town,Crawley Town,{None: 'home'},2020-2021,12
14. november 2020,15:00,0:2,Oldham Athletic,Scunthorpe United,{None: 'away'},2020-2021,12
14. november 2020,15:00,3:4,Port Vale FC,Tranmere Rovers,"{'16': 'home', None: 'away', '71': 'away'}",2020-2021,12
8. december 2020,19:00,0:2,Grimsby Town,Newport County,"{None: 'away', '45': 'away'}",2020-2021,12
20. november 2020,19:00,1:1,Mansfield Town,Colchester United,{None: 'away'},2020-2021,13
21. november 2020,13:30,0:3,Crawley Town,Carlisle United,{None: 'away'},2020-2021,13
21. november 2020,15:00,2:2,Barrow AFC,Forest Green Rovers,"{None: 'away', '83': 'home'}",2020-2021,13
21. november 2020,15:00,3:0,Cheltenham Town,Walsall FC,"{'50': 'home', None: 'home'}",2020-2021,13
21. november 2020,15:00,1:2,Exeter City,Oldham Athletic,{None: 'away'},2020-2021,13
21. november 2020,15:00,1:2,Stevenage FC,Bolton Wanderers,{None: 'home'},2020-2021,13
21. november 2020,15:00,3:0,Leyton Orient,Harrogate Town,{None: 'home'},2020-2021,13
21. november 2020,15:00,1:0,Newport County,Port Vale FC,{None: 'home'},2020-2021,13
21. november 2020,15:00,3:0,Salford City,Bradford City,{None: 'home'},2020-2021,13
21. november 2020,15:00,1:1,Scunthorpe United,Morecambe FC,{None: 'away'},2020-2021,13
21. november 2020,15:00,5:0,Tranmere Rovers,Grimsby Town,"{None: 'home', '29': 'home'}",2020-2021,13
19. january 2021,19:00,1:2,Southend United,Cambridge United,{None: 'away'},2020-2021,13
24. november 2020,19:00,3:4,Barrow AFC,Oldham Athletic,"{None: 'away', '82': 'away', '90': 'home'}",2020-2021,14
24. november 2020,19:00,1:1,Cheltenham Town,Cambridge United,{None: 'away'},2020-2021,14
24. november 2020,19:00,1:2,Crawley Town,Grimsby Town,{None: 'away'},2020-2021,14
24. november 2020,19:00,6:1,Exeter City,Colchester United,{None: 'home'},2020-2021,14
24. november 2020,19:00,2:1,Stevenage FC,Port Vale FC,{None: 'away'},2020-2021,14
24. november 2020,19:00,1:0,Leyton Orient,Bradford City,{None: 'home'},2020-2021,14
24. november 2020,19:00,0:1,Mansfield Town,Harrogate Town,{None: 'away'},2020-2021,14
24. november 2020,19:00,1:1,Newport County,Walsall FC,{None: 'home'},2020-2021,14
24. november 2020,19:00,2:1,Salford City,Morecambe FC,{None: 'away'},2020-2021,14
24. november 2020,19:00,0:1,Scunthorpe United,Bolton Wanderers,{None: 'away'},2020-2021,14
24. november 2020,19:00,0:1,Southend United,Forest Green Rovers,{None: 'away'},2020-2021,14
24. november 2020,19:00,1:0,Tranmere Rovers,Carlisle United,{None: 'home'},2020-2021,14
28. november 2020,13:00,2:3,Port Vale FC,Leyton Orient,{None: 'away'},2020-2021,15
28. november 2020,15:00,3:0,Bolton Wanderers,Southend United,"{None: 'home', '65': 'home'}",2020-2021,15
1. december 2020,18:30,1:0,Morecambe FC,Barrow AFC,{None: 'home'},2020-2021,15
1. december 2020,19:00,1:2,Bradford City,Cheltenham Town,{None: 'away'},2020-2021,15
1. december 2020,19:00,1:1,Colchester United,Crawley Town,{None: 'away'},2020-2021,15
1. december 2020,19:00,1:1,Forest Green Rovers,Newport County,"{'45': 'away', None: 'home'}",2020-2021,15
1. december 2020,19:00,1:4,Grimsby Town,Exeter City,{None: 'away'},2020-2021,15
1. december 2020,19:00,2:5,Harrogate Town,Scunthorpe United,"{None: 'home', '63': 'away'}",2020-2021,15
1. december 2020,19:00,0:1,Oldham Athletic,Tranmere Rovers,{None: 'away'},2020-2021,15
2. december 2020,19:00,2:1,Carlisle United,Salford City,{None: 'away'},2020-2021,15
2. december 2020,19:00,1:1,Walsall FC,Stevenage FC,"{'50': 'away', '90': 'home'}",2020-2021,15
2. december 2020,19:45,0:1,Cambridge United,Mansfield Town,{None: 'away'},2020-2021,15
5. december 2020,13:00,2:0,Scunthorpe United,Leyton Orient,{None: 'home'},2020-2021,16
5. december 2020,15:00,0:1,Barrow AFC,Salford City,{None: 'away'},2020-2021,16
5. december 2020,15:00,3:6,Bolton Wanderers,Port Vale FC,"{None: 'home', '42': 'away'}",2020-2021,16
5. december 2020,15:00,0:1,Bradford City,Carlisle United,{None: 'away'},2020-2021,16
5. december 2020,15:00,1:2,Cambridge United,Oldham Athletic,{None: 'home'},2020-2021,16
5. december 2020,15:00,5:3,Cheltenham Town,Exeter City,"{None: 'home', '45': 'home'}",2020-2021,16
5. december 2020,15:00,0:0,Stevenage FC,Southend United,,2020-2021,16
5. december 2020,15:00,0:1,Harrogate Town,Forest Green Rovers,{None: 'away'},2020-2021,16
5. december 2020,15:00,3:3,Mansfield Town,Crawley Town,{None: 'home'},2020-2021,16
5. december 2020,15:00,2:1,Newport County,Morecambe FC,"{None: 'away', '83': 'home'}",2020-2021,16
5. december 2020,15:00,1:3,Tranmere Rovers,Walsall FC,{None: 'away'},2020-2021,16
5. december 2020,17:30,2:1,Colchester United,Grimsby Town,{None: 'home'},2020-2021,16
12. december 2020,15:00,4:0,Carlisle United,Stevenage FC,{None: 'home'},2020-2021,17
12. december 2020,15:00,4:2,Crawley Town,Barrow AFC,"{None: 'home', '81': 'home'}",2020-2021,17
12. december 2020,15:00,5:0,Exeter City,Tranmere Rovers,"{None: 'home', '18': 'home'}",2020-2021,17
12. december 2020,15:00,1:0,Morecambe FC,Harrogate Town,{None: 'home'},2020-2021,17
12. december 2020,15:00,2:1,Walsall FC,Bolton Wanderers,{None: 'home'},2020-2021,17
12. december 2020,15:00,2:0,Forest Green Rovers,Cambridge United,"{None: 'home', '65': 'home'}",2020-2021,17
12. december 2020,15:00,1:1,Grimsby Town,Mansfield Town,"{None: 'home', '69': 'away'}",2020-2021,17
12. december 2020,15:00,2:1,Leyton Orient,Newport County,{None: 'home'},2020-2021,17
12. december 2020,15:00,3:1,Oldham Athletic,Bradford City,{None: 'away'},2020-2021,17
12. december 2020,15:00,1:1,Port Vale FC,Colchester United,{None: 'away'},2020-2021,17
12. december 2020,15:00,0:0,Salford City,Cheltenham Town,,2020-2021,17
12. december 2020,15:00,1:0,Southend United,Scunthorpe United,{None: 'home'},2020-2021,17
15. december 2020,18:30,2:1,Morecambe FC,Leyton Orient,{None: 'home'},2020-2021,18
15. december 2020,19:00,1:0,Carlisle United,Mansfield Town,{None: 'home'},2020-2021,18
15. december 2020,19:00,2:3,Oldham Athletic,Walsall FC,"{'23': 'away', '52': 'away', None: 'away'}",2020-2021,18
15. december 2020,19:00,1:1,Port Vale FC,Forest Green Rovers,"{'34': 'home', None: 'away'}",2020-2021,18
15. december 2020,19:00,1:1,Salford City,Newport County,"{None: 'home', '90': 'away'}",2020-2021,18
15. december 2020,19:00,2:1,Scunthorpe United,Barrow AFC,{None: 'home'},2020-2021,18
15. december 2020,19:45,2:1,Cambridge United,Colchester United,"{None: 'home', '68': 'away'}",2020-2021,18
15. december 2020,19:45,0:1,Cheltenham Town,Bolton Wanderers,{None: 'away'},2020-2021,18
15. december 2020,19:45,1:1,Crawley Town,Bradford City,"{None: 'away', '25': 'home'}",2020-2021,18
15. december 2020,19:45,1:2,Exeter City,Harrogate Town,{None: 'away'},2020-2021,18
15. december 2020,19:45,3:1,Southend United,Grimsby Town,{None: 'home'},2020-2021,18
9. february 2021,19:00,0:1,Tranmere Rovers,Stevenage FC,{None: 'away'},2020-2021,18
19. december 2020,15:00,3:0,Barrow AFC,Cheltenham Town,"{'43': 'home', None: 'home'}",2020-2021,19
19. december 2020,15:00,0:3,Bolton Wanderers,Tranmere Rovers,"{None: 'away', '75': 'away'}",2020-2021,19
19. december 2020,15:00,1:0,Bradford City,Cambridge United,{None: 'home'},2020-2021,19
19. december 2020,15:00,1:2,Colchester United,Morecambe FC,"{None: 'away', '24': 'home'}",2020-2021,19
19. december 2020,15:00,4:3,Walsall FC,Port Vale FC,{None: 'home'},2020-2021,19
19. december 2020,15:00,1:0,Forest Green Rovers,Carlisle United,{None: 'home'},2020-2021,19
19. december 2020,15:00,1:0,Grimsby Town,Scunthorpe United,{None: 'home'},2020-2021,19
19. december 2020,15:00,0:1,Harrogate Town,Salford City,{None: 'away'},2020-2021,19
19. december 2020,15:00,1:2,Leyton Orient,Crawley Town,"{'15': 'away', '41': 'home', None: 'away'}",2020-2021,19
19. december 2020,15:00,1:1,Mansfield Town,Southend United,{None: 'home'},2020-2021,19
19. december 2020,15:00,2:4,Newport County,Oldham Athletic,{None: 'away'},2020-2021,19
2. february 2021,19:00,0:1,Stevenage FC,Exeter City,{None: 'away'},2020-2021,19
26. december 2020,13:00,2:1,Cambridge United,Leyton Orient,{None: 'home'},2020-2021,20
26. december 2020,13:00,1:1,Exeter City,Forest Green Rovers,{None: 'home'},2020-2021,20
26. december 2020,13:00,2:3,Scunthorpe United,Mansfield Town,"{None: 'home', '29': 'away', '38': 'home'}",2020-2021,20
26. december 2020,13:00,2:0,Southend United,Colchester United,{None: 'home'},2020-2021,20
26. december 2020,15:00,3:3,Carlisle United,Bolton Wanderers,{None: 'away'},2020-2021,20
26. december 2020,15:00,1:1,Cheltenham Town,Stevenage FC,{None: 'away'},2020-2021,20
26. december 2020,15:00,1:1,Crawley Town,Newport County,"{None: 'away', '32': 'home'}",2020-2021,20
26. december 2020,15:00,3:1,Morecambe FC,Grimsby Town,{None: 'home'},2020-2021,20
26. december 2020,15:00,1:2,Oldham Athletic,Harrogate Town,"{'19': 'home', None: 'away'}",2020-2021,20
26. december 2020,15:00,0:2,Port Vale FC,Barrow AFC,{None: 'away'},2020-2021,20
26. december 2020,15:00,2:0,Salford City,Walsall FC,{None: 'home'},2020-2021,20
26. december 2020,15:00,0:1,Tranmere Rovers,Bradford City,{None: 'away'},2020-2021,20
29. december 2020,17:00,1:0,Stevenage FC,Cambridge United,{None: 'home'},2020-2021,21
29. december 2020,19:00,0:0,Bradford City,Port Vale FC,,2020-2021,21
29. december 2020,19:00,1:2,Walsall FC,Scunthorpe United,{None: 'away'},2020-2021,21
29. december 2020,19:00,1:2,Forest Green Rovers,Crawley Town,{None: 'away'},2020-2021,21
29. december 2020,19:00,0:0,Grimsby Town,Oldham Athletic,,2020-2021,21
29. december 2020,19:00,2:0,Leyton Orient,Southend United,{None: 'home'},2020-2021,21
29. december 2020,19:45,1:1,Barrow AFC,Tranmere Rovers,"{None: 'away', '65': 'home'}",2020-2021,21
29. december 2020,19:45,0:0,Colchester United,Cheltenham Town,,2020-2021,21
5. january 2021,19:00,2:1,Mansfield Town,Salford City,{None: 'away'},2020-2021,21
9. february 2021,19:00,1:1,Bolton Wanderers,Morecambe FC,{None: 'away'},2020-2021,21
16. february 2021,19:00,1:0,Harrogate Town,Carlisle United,{'28': 'home'},2020-2021,21
16. february 2021,19:00,1:1,Newport County,Exeter City,{None: 'home'},2020-2021,21
2. january 2021,15:00,0:1,Bolton Wanderers,Crawley Town,{None: 'away'},2020-2021,22
2. january 2021,15:00,3:1,Stevenage FC,Scunthorpe United,{None: 'home'},2020-2021,22
2. january 2021,15:00,0:2,Walsall FC,Carlisle United,{None: 'away'},2020-2021,22
2. january 2021,15:00,1:2,Grimsby Town,Cambridge United,{None: 'home'},2020-2021,22
2. january 2021,15:00,1:0,Leyton Orient,Salford City,{None: 'home'},2020-2021,22
2. january 2021,15:00,4:0,Mansfield Town,Port Vale FC,"{None: 'home', '77': 'home'}",2020-2021,22
9. february 2021,18:00,0:1,Harrogate Town,Cheltenham Town,{None: 'away'},2020-2021,22
9. february 2021,19:00,0:1,Newport County,Southend United,{None: 'away'},2020-2021,22
16. february 2021,19:00,2:1,Bradford City,Morecambe FC,{None: 'home'},2020-2021,22
16. february 2021,19:00,4:3,Forest Green Rovers,Oldham Athletic,{None: 'home'},2020-2021,22
23. march 2021,19:00,2:2,Colchester United,Tranmere Rovers,"{None: 'away', '62': 'away'}",2020-2021,22
13. april 2021,19:00,2:1,Barrow AFC,Exeter City,{None: 'away'},2020-2021,22
9. january 2021,15:00,2:1,Cambridge United,Harrogate Town,{None: 'home'},2020-2021,23
9. january 2021,15:00,3:0,Port Vale FC,Grimsby Town,"{None: 'home', '60': 'home'}",2020-2021,23
9. january 2021,15:00,1:0,Southend United,Barrow AFC,{None: 'home'},2020-2021,23
12. january 2021,19:00,1:1,Exeter City,Bolton Wanderers,"{'62': 'home', None: 'away'}",2020-2021,23
13. january 2021,19:45,2:3,Oldham Athletic,Mansfield Town,{None: 'home'},2020-2021,23
19. january 2021,19:00,1:1,Cheltenham Town,Newport County,{None: 'home'},2020-2021,23
19. january 2021,19:00,1:1,Morecambe FC,Walsall FC,{None: 'home'},2020-2021,23
19. january 2021,19:00,3:2,Tranmere Rovers,Forest Green Rovers,{None: 'away'},2020-2021,23
16. february 2021,19:00,0:1,Crawley Town,Stevenage FC,{None: 'away'},2020-2021,23
16. march 2021,19:00,0:0,Salford City,Colchester United,,2020-2021,23
23. march 2021,18:30,0:1,Carlisle United,Leyton Orient,{None: 'away'},2020-2021,23
23. march 2021,19:00,2:0,Scunthorpe United,Bradford City,{None: 'home'},2020-2021,23
16. january 2021,15:00,1:0,Barrow AFC,Scunthorpe United,{None: 'home'},2020-2021,24
16. january 2021,15:00,1:1,Bolton Wanderers,Cheltenham Town,{None: 'home'},2020-2021,24
16. january 2021,15:00,1:1,Colchester United,Cambridge United,"{None: 'away', '39': 'home'}",2020-2021,24
16. january 2021,15:00,0:0,Stevenage FC,Tranmere Rovers,,2020-2021,24
16. january 2021,15:00,1:1,Walsall FC,Oldham Athletic,{None: 'away'},2020-2021,24
16. january 2021,15:00,1:1,Forest Green Rovers,Port Vale FC,{None: 'away'},2020-2021,24
16. january 2021,15:00,0:0,Grimsby Town,Southend United,,2020-2021,24
16. january 2021,15:00,2:0,Leyton Orient,Morecambe FC,"{'88': 'home', None: 'home'}",2020-2021,24
16. january 2021,15:00,0:0,Newport County,Salford City,,2020-2021,24
19. january 2021,19:00,0:0,Harrogate Town,Exeter City,,2020-2021,24
16. march 2021,19:30,1:1,Mansfield Town,Carlisle United,{None: 'home'},2020-2021,24
13. april 2021,19:00,0:2,Bradford City,Crawley Town,{None: 'away'},2020-2021,24
22. january 2021,19:00,2:2,Salford City,Harrogate Town,{None: 'away'},2020-2021,25
23. january 2021,13:00,3:1,Exeter City,Stevenage FC,{None: 'home'},2020-2021,25
