match_date,match_time,final_score,home_team,away_team,goals,season,round
20. august 2019,19:45,2:2,Gillingham FC,Blackpool FC,"{'9': 'home', '37': 'home', '41': 'away', '45': 'away'}",2019-2020,4
20. august 2019,19:45,2:1,Ipswich Town,AFC Wimbledon,"{'41': 'away', '81': 'home', '90': 'home'}",2019-2020,4
20. august 2019,19:45,2:1,Milton Keynes Dons,Lincoln City,"{'2': 'home', '11': 'away', '23': 'home'}",2019-2020,4
20. august 2019,19:45,2:4,Oxford United,Burton Albion,"{'30': 'away', '47': 'home', '56': 'home', '61': 'away', '70': 'away', '84': 'away'}",2019-2020,4
20. august 2019,19:45,3:3,Portsmouth FC,Coventry City,"{'3': 'away', '10': 'home', '43': 'home', '56': 'home', '75': 'away', '86': 'away'}",2019-2020,4
20. august 2019,19:45,1:2,Rochdale AFC,Sunderland AFC,"{'28': 'away', '33': 'home', '56': 'away'}",2019-2020,4
20. august 2019,19:45,0:2,Southend United,Peterborough United,"{'55': 'away', '57': 'away'}",2019-2020,4
24. august 2019,12:30,2:1,Doncaster Rovers,Lincoln City,"{'13': 'home', '57': 'away', '83': 'home'}",2019-2020,5
24. august 2019,15:00,0:5,Bolton Wanderers,Ipswich Town,"{'19': 'away', '50': 'away', '60': 'away', '64': 'away', '72': 'away'}",2019-2020,5
24. august 2019,15:00,3:1,Bristol Rovers,Oxford United,"{'27': 'away', '37': 'home', '45': 'home', '77': 'home'}",2019-2020,5
24. august 2019,15:00,1:0,Coventry City,Gillingham FC,{'26': 'home'},2019-2020,5
24. august 2019,15:00,2:0,Fleetwood Town,Accrington Stanley,"{'28': 'home', '71': 'home'}",2019-2020,5
24. august 2019,15:00,0:4,Milton Keynes Dons,Peterborough United,"{'21': 'away', '28': 'away', '40': 'away', '72': 'away'}",2019-2020,5
24. august 2019,15:00,0:0,Rochdale AFC,Blackpool FC,,2019-2020,5
24. august 2019,15:00,0:0,Shrewsbury Town,Burton Albion,,2019-2020,5
24. august 2019,15:00,3:1,Sunderland AFC,AFC Wimbledon,"{'8': 'home', '34': 'away', '53': 'home', '79': 'home'}",2019-2020,5
24. august 2019,15:00,4:3,Wycombe Wanderers,Southend United,"{'11': 'away', '30': 'away', '36': 'home', '47': 'away', '55': 'home', '89': 'home', '90': 'home'}",2019-2020,5
26. november 2019,19:45,3:2,Portsmouth FC,Rotherham United,"{'1': 'home', '15': 'away', '37': 'home', '62': 'away', '66': 'home'}",2019-2020,5
31. august 2019,15:00,0:0,AFC Wimbledon,Wycombe Wanderers,,2019-2020,6
31. august 2019,15:00,2:1,Accrington Stanley,Milton Keynes Dons,"{'18': 'away', '52': 'home', '59': 'home'}",2019-2020,6
31. august 2019,15:00,1:1,Blackpool FC,Portsmouth FC,"{'17': 'away', '58': 'home'}",2019-2020,6
31. august 2019,15:00,2:0,Burton Albion,Bristol Rovers,"{'87': 'home', '90': 'home'}",2019-2020,6
31. august 2019,15:00,5:0,Gillingham FC,Bolton Wanderers,"{'27': 'home', '39': 'home', '54': 'home', '57': 'home', '76': 'home'}",2019-2020,6
31. august 2019,15:00,3:0,Ipswich Town,Shrewsbury Town,"{'2': 'home', '10': 'home', '69': 'home'}",2019-2020,6
31. august 2019,15:00,2:0,Lincoln City,Fleetwood Town,"{'34': 'home', '35': 'home'}",2019-2020,6
31. august 2019,15:00,3:3,Oxford United,Coventry City,"{'35': 'away', '56': 'away', '64': 'home', '85': 'home', '90': 'home'}",2019-2020,6
31. august 2019,15:00,3:0,Peterborough United,Sunderland AFC,"{'36': 'home', '52': 'home', '64': 'home'}",2019-2020,6
31. august 2019,15:00,1:1,Rotherham United,Tranmere Rovers,"{'73': 'home', '90': 'away'}",2019-2020,6
31. august 2019,15:00,0:3,Southend United,Rochdale AFC,"{'35': 'away', '37': 'away', '77': 'away'}",2019-2020,6
7. september 2019,12:00,2:1,Milton Keynes Dons,AFC Wimbledon,"{'10': 'home', '26': 'home', '83': 'away'}",2019-2020,7
7. september 2019,12:30,2:1,Doncaster Rovers,Rotherham United,"{'37': 'away', '66': 'home', '88': 'home'}",2019-2020,7
7. september 2019,15:00,3:3,Bristol Rovers,Accrington Stanley,"{'4': 'home', '18': 'away', '20': 'away', '41': 'home', '63': 'home', '77': 'away'}",2019-2020,7
7. september 2019,15:00,3:2,Coventry City,Blackpool FC,"{'2': 'away', '38': 'away', '41': 'home', '45': 'home', '90': 'home'}",2019-2020,7
7. september 2019,15:00,2:1,Fleetwood Town,Oxford United,"{'15': 'home', '33': 'away', '79': 'home'}",2019-2020,7
7. september 2019,15:00,2:2,Tranmere Rovers,Gillingham FC,"{'16': 'away', '36': 'away', '67': 'home', '70': 'home'}",2019-2020,7
7. september 2019,15:00,3:1,Wycombe Wanderers,Lincoln City,"{'5': 'home', '36': 'home', '50': 'away', '75': 'home'}",2019-2020,7
5. november 2019,19:45,4:1,Portsmouth FC,Southend United,"{'45': 'home', '50': 'home', '69': 'away', '80': 'home', '84': 'home'}",2019-2020,7
5. november 2019,19:45,0:1,Rochdale AFC,Ipswich Town,{'53': 'away'},2019-2020,7
5. november 2019,19:45,1:0,Shrewsbury Town,Peterborough United,{'45': 'home'},2019-2020,7
26. november 2019,19:45,1:2,Sunderland AFC,Burton Albion,"{'19': 'home', '20': 'away', '68': 'away'}",2019-2020,7
14. september 2019,15:00,1:1,AFC Wimbledon,Shrewsbury Town,"{'31': 'home', '73': 'away'}",2019-2020,8
14. september 2019,15:00,1:3,Accrington Stanley,Sunderland AFC,"{'5': 'home', '7': 'away', '26': 'away', '36': 'away'}",2019-2020,8
14. september 2019,15:00,0:3,Blackpool FC,Milton Keynes Dons,"{'5': 'away', '62': 'away', '75': 'away'}",2019-2020,8
14. september 2019,15:00,0:0,Burton Albion,Coventry City,,2019-2020,8
14. september 2019,15:00,2:0,Gillingham FC,Wycombe Wanderers,"{'59': 'home', '73': 'home'}",2019-2020,8
14. september 2019,15:00,0:0,Ipswich Town,Doncaster Rovers,,2019-2020,8
14. september 2019,15:00,0:1,Lincoln City,Bristol Rovers,{'66': 'away'},2019-2020,8
14. september 2019,15:00,3:0,Oxford United,Tranmere Rovers,"{'23': 'home', '70': 'home', '90': 'home'}",2019-2020,8
14. september 2019,15:00,6:0,Peterborough United,Rochdale AFC,"{'18': 'home', '34': 'home', '45': 'home', '51': 'home', '58': 'home', '62': 'home'}",2019-2020,8
14. september 2019,15:00,6:1,Rotherham United,Bolton Wanderers,"{'4': 'away', '14': 'home', '28': 'home', '40': 'home', '53': 'home', '55': 'home', '65': 'home'}",2019-2020,8
14. september 2019,15:00,3:3,Southend United,Fleetwood Town,"{'17': 'home', '34': 'away', '45': 'away', '48': 'home', '52': 'away', '87': 'home'}",2019-2020,8
17. september 2019,19:45,1:1,Bristol Rovers,Gillingham FC,"{'38': 'home', '83': 'away'}",2019-2020,9
17. september 2019,19:45,2:1,Coventry City,AFC Wimbledon,"{'8': 'away', '27': 'home', '90': 'home'}",2019-2020,9
17. september 2019,19:45,0:1,Doncaster Rovers,Blackpool FC,{'90': 'away'},2019-2020,9
17. september 2019,19:45,0:1,Milton Keynes Dons,Ipswich Town,{'12': 'away'},2019-2020,9
17. september 2019,19:45,2:2,Portsmouth FC,Burton Albion,"{'3': 'away', '6': 'away', '39': 'home', '90': 'home'}",2019-2020,9
17. september 2019,19:45,1:1,Rochdale AFC,Lincoln City,"{'13': 'home', '86': 'away'}",2019-2020,9
17. september 2019,19:45,4:3,Shrewsbury Town,Southend United,"{'19': 'home', '27': 'home', '29': 'away', '61': 'home', '77': 'away', '83': 'home', '90': 'away'}",2019-2020,9
17. september 2019,19:45,1:1,Sunderland AFC,Rotherham United,"{'1': 'home', '66': 'away'}",2019-2020,9
17. september 2019,19:45,2:2,Tranmere Rovers,Peterborough United,"{'54': 'away', '56': 'away', '65': 'home', '70': 'home'}",2019-2020,9
17. september 2019,19:45,1:1,Wycombe Wanderers,Accrington Stanley,"{'40': 'away', '72': 'home'}",2019-2020,9
17. september 2019,20:00,0:0,Bolton Wanderers,Oxford United,,2019-2020,9
21. september 2019,15:00,1:3,AFC Wimbledon,Bristol Rovers,"{'20': 'home', '29': 'away', '75': 'away', '87': 'away'}",2019-2020,10
21. september 2019,15:00,1:1,Accrington Stanley,Blackpool FC,"{'16': 'home', '90': 'away'}",2019-2020,10
21. september 2019,15:00,1:1,Bolton Wanderers,Sunderland AFC,"{'50': 'home', '90': 'away'}",2019-2020,10
21. september 2019,15:00,2:0,Doncaster Rovers,Peterborough United,"{'30': 'home', '39': 'home'}",2019-2020,10
21. september 2019,15:00,2:1,Fleetwood Town,Rochdale AFC,"{'8': 'away', '22': 'home', '87': 'home'}",2019-2020,10
21. september 2019,15:00,0:1,Gillingham FC,Ipswich Town,{'32': 'away'},2019-2020,10
21. september 2019,15:00,0:6,Lincoln City,Oxford United,"{'5': 'away', '40': 'away', '48': 'away', '54': 'away', '70': 'away', '79': 'away'}",2019-2020,10
21. september 2019,15:00,0:1,Milton Keynes Dons,Southend United,{'4': 'away'},2019-2020,10
21. september 2019,15:00,0:0,Rotherham United,Shrewsbury Town,,2019-2020,10
21. september 2019,15:00,2:1,Tranmere Rovers,Burton Albion,"{'66': 'away', '90': 'home'}",2019-2020,10
21. september 2019,15:00,1:0,Wycombe Wanderers,Portsmouth FC,{'82': 'home'},2019-2020,10
27. september 2019,19:45,2:1,Blackpool FC,Lincoln City,"{'11': 'home', '21': 'home', '24': 'away'}",2019-2020,11
28. september 2019,15:00,1:0,Bristol Rovers,Rotherham United,{'48': 'home'},2019-2020,11
28. september 2019,15:00,1:1,Coventry City,Doncaster Rovers,"{'41': 'away', '89': 'home'}",2019-2020,11
28. september 2019,15:00,4:1,Ipswich Town,Tranmere Rovers,"{'35': 'home', '39': 'away', '48': 'home', '62': 'home', '70': 'home'}",2019-2020,11
28. september 2019,15:00,3:0,Oxford United,Gillingham FC,"{'10': 'home', '30': 'home', '34': 'home'}",2019-2020,11
28. september 2019,15:00,3:2,Peterborough United,AFC Wimbledon,"{'29': 'home', '41': 'home', '52': 'away', '66': 'home', '78': 'away'}",2019-2020,11
28. september 2019,15:00,1:0,Portsmouth FC,Bolton Wanderers,{'66': 'home'},2019-2020,11
28. september 2019,15:00,0:3,Rochdale AFC,Wycombe Wanderers,"{'16': 'away', '26': 'away', '77': 'away'}",2019-2020,11
28. september 2019,15:00,0:3,Shrewsbury Town,Fleetwood Town,"{'36': 'away', '56': 'away', '81': 'away'}",2019-2020,11
28. september 2019,15:00,0:1,Southend United,Accrington Stanley,{'52': 'away'},2019-2020,11
28. september 2019,15:00,2:1,Sunderland AFC,Milton Keynes Dons,"{'24': 'home', '28': 'home', '55': 'away'}",2019-2020,11
5. october 2019,15:00,3:2,AFC Wimbledon,Rochdale AFC,"{None: 'home', '16': 'home', '28': 'home', '66': 'away', '90': 'away'}",2019-2020,12
5. october 2019,15:00,2:2,Accrington Stanley,Oxford United,"{'28': 'away', '59': 'home', '70': 'away', '73': 'home'}",2019-2020,12
5. october 2019,15:00,1:2,Doncaster Rovers,Portsmouth FC,"{'60': 'away', '82': 'home', '90': 'away'}",2019-2020,12
5. october 2019,15:00,0:1,Fleetwood Town,Ipswich Town,{'58': 'away'},2019-2020,12
5. october 2019,15:00,3:1,Gillingham FC,Southend United,"{'43': 'home', '46': 'home', '58': 'away', '87': 'home'}",2019-2020,12
5. october 2019,15:00,2:0,Lincoln City,Sunderland AFC,"{None: 'home', '59': 'home'}",2019-2020,12
5. october 2019,15:00,0:3,Milton Keynes Dons,Burton Albion,"{'32': 'away', '54': 'away', '90': 'away'}",2019-2020,12
5. october 2019,15:00,4:0,Rotherham United,Coventry City,"{'13': 'home', '19': 'home', '58': 'home', '75': 'home'}",2019-2020,12
5. october 2019,15:00,0:1,Tranmere Rovers,Shrewsbury Town,{'20': 'away'},2019-2020,12
5. october 2019,15:00,3:3,Wycombe Wanderers,Peterborough United,"{'10': 'away', '38': 'away', '56': 'home', '63': 'home', '70': 'away', '90': 'home'}",2019-2020,12
7. october 2019,20:00,0:0,Bolton Wanderers,Blackpool FC,,2019-2020,12
12. october 2019,15:00,1:2,Blackpool FC,Rotherham United,"{None: 'away', '87': 'away', '90': 'home'}",2019-2020,13
12. october 2019,15:00,1:0,Bristol Rovers,Milton Keynes Dons,{'49': 'home'},2019-2020,13
12. october 2019,15:00,3:0,Oxford United,Doncaster Rovers,"{'45': 'home', '47': 'home', '78': 'home'}",2019-2020,13
12. october 2019,15:00,2:0,Peterborough United,Lincoln City,"{'82': 'home', '88': 'home'}",2019-2020,13
12. october 2019,15:00,0:0,Portsmouth FC,Gillingham FC,,2019-2020,13
12. october 2019,15:00,2:1,Rochdale AFC,Accrington Stanley,"{'40': 'home', '49': 'home', '53': 'away'}",2019-2020,13
12. october 2019,15:00,1:4,Southend United,AFC Wimbledon,"{'5': 'away', '11': 'away', '13': 'home', '52': 'away', '72': 'away'}",2019-2020,13
13. october 2019,12:00,0:1,Coventry City,Tranmere Rovers,{'83': 'away'},2019-2020,13
26. november 2019,19:45,0:0,Ipswich Town,Wycombe Wanderers,,2019-2020,13
25. february 2020,19:45,1:1,Sunderland AFC,Fleetwood Town,"{'5': 'away', '90': 'home'}",2019-2020,13
10. march 2020,19:45,2:2,Burton Albion,Bolton Wanderers,"{'20': 'away', '28': 'home', '38': 'away', '65': 'home'}",2019-2020,13
18. october 2019,19:45,0:0,Lincoln City,Shrewsbury Town,,2019-2020,14
18. october 2019,19:45,1:1,Tranmere Rovers,Southend United,"{None: 'away', '85': 'home'}",2019-2020,14
19. october 2019,15:00,1:0,AFC Wimbledon,Portsmouth FC,{None: 'home'},2019-2020,14
19. october 2019,15:00,1:3,Bolton Wanderers,Rochdale AFC,{None: 'away'},2019-2020,14
19. october 2019,15:00,2:0,Doncaster Rovers,Bristol Rovers,{None: 'home'},2019-2020,14
19. october 2019,15:00,4:1,Fleetwood Town,Burton Albion,{None: 'home'},2019-2020,14
19. october 2019,15:00,1:2,Gillingham FC,Peterborough United,"{None: 'home', '51': 'away'}",2019-2020,14
19. october 2019,15:00,0:0,Milton Keynes Dons,Coventry City,,2019-2020,14
19. october 2019,15:00,1:2,Rotherham United,Oxford United,{None: 'away'},2019-2020,14
19. october 2019,15:00,1:0,Wycombe Wanderers,Sunderland AFC,{None: 'home'},2019-2020,14
20. october 2019,12:00,2:0,Accrington Stanley,Ipswich Town,"{None: 'home', '41': 'home'}",2019-2020,14
22. october 2019,19:45,1:1,Blackpool FC,Wycombe Wanderers,"{'8': 'away', '51': 'home'}",2019-2020,15
22. october 2019,19:45,0:2,Bristol Rovers,Bolton Wanderers,"{'15': 'away', '68': 'away'}",2019-2020,15
22. october 2019,19:45,1:0,Burton Albion,AFC Wimbledon,{'31': 'home'},2019-2020,15
22. october 2019,19:45,1:0,Portsmouth FC,Lincoln City,{'28': 'home'},2019-2020,15
22. october 2019,19:45,2:0,Rochdale AFC,Milton Keynes Dons,"{'3': 'home', '60': 'home'}",2019-2020,15
22. october 2019,19:45,1:1,Shrewsbury Town,Gillingham FC,"{'43': 'away', '64': 'home'}",2019-2020,15
22. october 2019,19:45,1:7,Southend United,Doncaster Rovers,"{'11': 'home', '23': 'away', '26': 'away', '52': 'away', '70': 'away', '82': 'away', '89': 'away', '90': 'away'}",2019-2020,15
22. october 2019,19:45,5:0,Sunderland AFC,Tranmere Rovers,"{'24': 'home', '26': 'home', '39': 'home', '83': 'home', '90': 'home'}",2019-2020,15
23. october 2019,19:45,0:2,Ipswich Town,Rotherham United,"{'11': 'away', '48': 'away'}",2019-2020,15
23. october 2019,19:45,4:0,Peterborough United,Accrington Stanley,"{'56': 'home', '69': 'home', '85': 'home', '90': 'home'}",2019-2020,15
23. october 2019,19:45,2:1,Coventry City,Fleetwood Town,"{'9': 'away', '59': 'home', '68': 'home'}",2019-2020,15
26. october 2019,15:00,0:1,Accrington Stanley,Gillingham FC,{'59': 'away'},2019-2020,16
26. october 2019,15:00,2:2,Bristol Rovers,Portsmouth FC,"{'9': 'away', '70': 'away', '78': 'home', '90': 'home'}",2019-2020,16
26. october 2019,15:00,0:0,Burton Albion,Blackpool FC,,2019-2020,16
26. october 2019,15:00,1:0,Fleetwood Town,Milton Keynes Dons,{'85': 'home'},2019-2020,16
26. october 2019,15:00,3:0,Oxford United,Rochdale AFC,"{'20': 'home', '27': 'home', '86': 'home'}",2019-2020,16
26. october 2019,15:00,2:2,Peterborough United,Coventry City,"{'12': 'away', '52': 'home', '85': 'away', '90': 'home'}",2019-2020,16
26. october 2019,15:00,0:1,Rotherham United,Wycombe Wanderers,{'5': 'away'},2019-2020,16
26. october 2019,15:00,1:0,Shrewsbury Town,Sunderland AFC,{'22': 'home'},2019-2020,16
26. october 2019,15:00,1:3,Southend United,Ipswich Town,"{'8': 'away', '70': 'away', '76': 'away', '83': 'home'}",2019-2020,16
14. january 2020,19:45,5:1,Lincoln City,Bolton Wanderers,"{'7': 'home', '47': 'away', '61': 'home', '85': 'home', '86': 'home', '90': 'home'}",2019-2020,16
4. february 2020,19:45,0:3,Tranmere Rovers,Doncaster Rovers,{},2019-2020,16
2. november 2019,15:00,1:1,AFC Wimbledon,Lincoln City,"{'31': 'away', '90': 'home'}",2019-2020,17
2. november 2019,15:00,4:3,Blackpool FC,Peterborough United,"{'13': 'away', '27': 'home', '41': 'home', '45': 'away', '48': 'home', '71': 'away', '74': 'home'}",2019-2020,17
2. november 2019,15:00,2:1,Bolton Wanderers,Fleetwood Town,"{'28': 'home', '33': 'home', '85': 'away'}",2019-2020,17
2. november 2019,15:00,0:0,Coventry City,Accrington Stanley,,2019-2020,17
2. november 2019,15:00,2:2,Doncaster Rovers,Burton Albion,"{'36': 'away', '39': 'home', '53': 'away', None: 'home'}",2019-2020,17
2. november 2019,15:00,0:3,Gillingham FC,Rotherham United,"{'19': 'away', '43': 'away', '88': 'away'}",2019-2020,17
2. november 2019,15:00,1:3,Milton Keynes Dons,Tranmere Rovers,"{'19': 'away', '42': 'home', '53': 'away', '69': 'away'}",2019-2020,17
2. november 2019,15:00,1:1,Portsmouth FC,Oxford United,"{'58': 'home', '90': 'away'}",2019-2020,17
2. november 2019,15:00,1:0,Sunderland AFC,Southend United,{'20': 'home'},2019-2020,17
2. november 2019,15:00,1:0,Wycombe Wanderers,Shrewsbury Town,{'57': 'home'},2019-2020,17
2. november 2019,15:00,1:2,Rochdale AFC,Bristol Rovers,"{'8': 'away', '11': 'away', '44': 'home'}",2019-2020,17
16. november 2019,15:00,2:0,Blackpool FC,AFC Wimbledon,"{'51': 'home', '81': 'home'}",2019-2020,18
16. november 2019,15:00,1:0,Bolton Wanderers,Milton Keynes Dons,{'90': 'home'},2019-2020,18
16. november 2019,15:00,2:1,Coventry City,Rochdale AFC,"{'28': 'away', '42': 'home', '72': 'home'}",2019-2020,18
16. november 2019,15:00,1:0,Gillingham FC,Lincoln City,{'24': 'home'},2019-2020,18
16. november 2019,15:00,1:0,Rotherham United,Accrington Stanley,{'30': 'home'},2019-2020,18
17. november 2019,12:00,0:2,Tranmere Rovers,Wycombe Wanderers,"{'43': 'away', '45': 'away'}",2019-2020,18
3. december 2019,19:45,1:1,Burton Albion,Southend United,{None: 'home'},2019-2020,18
7. january 2020,19:45,2:0,Doncaster Rovers,Shrewsbury Town,"{'4': 'home', '75': 'home'}",2019-2020,18
14. january 2020,19:45,0:0,Oxford United,Ipswich Town,,2019-2020,18
10. march 2020,19:45,2:0,Bristol Rovers,Sunderland AFC,"{'39': 'home', '75': 'home'}",2019-2020,18
10. march 2020,19:45,2:2,Portsmouth FC,Fleetwood Town,"{'19': 'away', '36': 'home', '48': 'home', '55': 'away'}",2019-2020,18
23. november 2019,15:00,1:0,AFC Wimbledon,Gillingham FC,{'19': 'home'},2019-2020,19
23. november 2019,15:00,7:1,Accrington Stanley,Bolton Wanderers,"{'5': 'away', '15': 'home', '27': 'home', '33': 'home', '53': 'home', '75': 'home', '80': 'home', '90': 'home'}",2019-2020,19
23. november 2019,15:00,2:1,Fleetwood Town,Tranmere Rovers,"{'15': 'home', '82': 'home', '87': 'away'}",2019-2020,19
23. november 2019,15:00,2:2,Ipswich Town,Blackpool FC,"{'8': 'home', '22': 'away', '53': 'away', '58': 'home'}",2019-2020,19
23. november 2019,15:00,2:3,Milton Keynes Dons,Rotherham United,"{'4': 'home', '13': 'home', '66': 'away', '71': 'away', '86': 'away'}",2019-2020,19
23. november 2019,15:00,1:0,Peterborough United,Burton Albion,{'90': 'home'},2019-2020,19
23. november 2019,15:00,0:3,Rochdale AFC,Portsmouth FC,"{'15': 'away', '47': 'away', '88': 'away'}",2019-2020,19
23. november 2019,15:00,3:4,Shrewsbury Town,Bristol Rovers,"{'11': 'away', '28': 'away', '37': 'home', '47': 'away', '62': 'home', '67': 'home', '87': 'away'}",2019-2020,19
23. november 2019,15:00,0:4,Southend United,Oxford United,"{'1': 'away', '33': 'away', '84': 'away', '86': 'away'}",2019-2020,19
23. november 2019,15:00,1:1,Sunderland AFC,Coventry City,"{'26': 'away', '90': 'home'}",2019-2020,19
23. november 2019,15:00,1:0,Wycombe Wanderers,Doncaster Rovers,{'90': 'home'},2019-2020,19
7. december 2019,15:00,3:1,Blackpool FC,Fleetwood Town,{None: 'away'},2019-2020,20
7. december 2019,15:00,2:2,Bolton Wanderers,AFC Wimbledon,{None: 'home'},2019-2020,20
7. december 2019,15:00,4:2,Bristol Rovers,Southend United,"{None: 'home', '48': 'home'}",2019-2020,20
7. december 2019,15:00,0:2,Burton Albion,Lincoln City,{None: 'away'},2019-2020,20
7. december 2019,15:00,1:1,Coventry City,Ipswich Town,{None: 'home'},2019-2020,20
7. december 2019,15:00,1:1,Doncaster Rovers,Milton Keynes Dons,{None: 'home'},2019-2020,20
7. december 2019,15:00,1:0,Gillingham FC,Sunderland AFC,{None: 'home'},2019-2020,20
7. december 2019,15:00,0:0,Oxford United,Shrewsbury Town,,2019-2020,20
7. december 2019,15:00,2:2,Portsmouth FC,Peterborough United,{None: 'away'},2019-2020,20
7. december 2019,15:00,0:1,Rotherham United,Rochdale AFC,{None: 'away'},2019-2020,20
7. december 2019,15:00,1:1,Tranmere Rovers,Accrington Stanley,{None: 'home'},2019-2020,20
14. december 2019,15:00,2:1,AFC Wimbledon,Doncaster Rovers,"{'12': 'away', '56': 'home', '70': 'home'}",2019-2020,21
14. december 2019,15:00,4:1,Accrington Stanley,Portsmouth FC,"{'35': 'away', '44': 'home', '62': 'home', '69': 'home', '77': 'home'}",2019-2020,21
14. december 2019,15:00,1:1,Fleetwood Town,Gillingham FC,"{'56': 'home', '82': 'away'}",2019-2020,21
14. december 2019,15:00,1:2,Ipswich Town,Bristol Rovers,"{'4': 'away', '23': 'away', '37': 'home'}",2019-2020,21
14. december 2019,15:00,1:0,Lincoln City,Tranmere Rovers,{'77': 'home'},2019-2020,21
14. december 2019,15:00,1:0,Milton Keynes Dons,Oxford United,{'59': 'home'},2019-2020,21
14. december 2019,15:00,1:0,Peterborough United,Bolton Wanderers,{'23': 'home'},2019-2020,21
14. december 2019,15:00,2:1,Shrewsbury Town,Coventry City,"{'26': 'away', '68': 'home', '90': 'home'}",2019-2020,21
14. december 2019,15:00,2:2,Southend United,Rotherham United,"{'30': 'away', '49': 'home', '52': 'home', '60': 'away'}",2019-2020,21
