match_date,match_time,final_score,home_team,away_team,goals,season,round
14. december 2019,15:00,1:1,Sunderland AFC,Blackpool FC,"{'4': 'away', '37': 'home'}",2019-2020,21
14. december 2019,15:00,2:0,Wycombe Wanderers,Burton Albion,"{'24': 'home', '90': 'home'}",2019-2020,21
21. december 2019,13:00,3:1,Gillingham FC,Milton Keynes Dons,"{'31': 'home', '33': 'home', '52': 'away', '57': 'home'}",2019-2020,22
21. december 2019,15:00,0:1,Blackpool FC,Shrewsbury Town,{'56': 'away'},2019-2020,22
21. december 2019,15:00,3:2,Bolton Wanderers,Southend United,"{'10': 'away', '36': 'home', '45': 'home', '64': 'home', '81': 'away'}",2019-2020,22
21. december 2019,15:00,0:0,Bristol Rovers,Peterborough United,,2019-2020,22
21. december 2019,15:00,3:1,Burton Albion,Rochdale AFC,"{'2': 'away', '11': 'home', '18': 'home', '82': 'home'}",2019-2020,22
21. december 2019,15:00,1:0,Coventry City,Lincoln City,{'32': 'home'},2019-2020,22
21. december 2019,15:00,1:1,Doncaster Rovers,Accrington Stanley,"{'57': 'home', '82': 'away'}",2019-2020,22
21. december 2019,15:00,1:0,Oxford United,Wycombe Wanderers,{'23': 'home'},2019-2020,22
21. december 2019,15:00,1:0,Portsmouth FC,Ipswich Town,{'50': 'home'},2019-2020,22
21. december 2019,15:00,2:2,Rotherham United,Fleetwood Town,"{'26': 'away', '62': 'home', '63': 'away', '80': 'home'}",2019-2020,22
21. december 2019,15:00,1:0,Tranmere Rovers,AFC Wimbledon,{'27': 'home'},2019-2020,22
26. december 2019,15:00,0:1,Blackpool FC,Accrington Stanley,{'90': 'away'},2019-2020,23
26. december 2019,15:00,1:2,Bristol Rovers,AFC Wimbledon,"{'43': 'home', '70': 'away', '84': 'away'}",2019-2020,23
26. december 2019,15:00,4:2,Burton Albion,Tranmere Rovers,"{'12': 'home', '26': 'away', '50': 'home', '60': 'home', '64': 'away', '86': 'home'}",2019-2020,23
26. december 2019,15:00,0:0,Ipswich Town,Gillingham FC,,2019-2020,23
26. december 2019,15:00,1:0,Oxford United,Lincoln City,{'36': 'home'},2019-2020,23
26. december 2019,15:00,0:3,Peterborough United,Doncaster Rovers,"{'17': 'away', '61': 'away', '82': 'away'}",2019-2020,23
26. december 2019,15:00,2:0,Portsmouth FC,Wycombe Wanderers,"{'66': 'home', '73': 'home'}",2019-2020,23
26. december 2019,15:00,2:3,Rochdale AFC,Fleetwood Town,"{'41': 'home', '53': 'away', '60': 'home', '65': 'away', '89': 'away'}",2019-2020,23
26. december 2019,15:00,1:2,Shrewsbury Town,Rotherham United,"{'60': 'away', '66': 'home', '90': 'away'}",2019-2020,23
26. december 2019,15:00,2:2,Southend United,Milton Keynes Dons,"{'13': 'away', '32': 'home', None: 'away', '66': 'home'}",2019-2020,23
26. december 2019,15:00,0:0,Sunderland AFC,Bolton Wanderers,,2019-2020,23
29. december 2019,13:00,1:0,Gillingham FC,Rochdale AFC,{'86': 'home'},2019-2020,24
29. december 2019,15:00,1:2,AFC Wimbledon,Oxford United,"{'26': 'away', '47': 'home', '61': 'away'}",2019-2020,24
29. december 2019,15:00,2:0,Accrington Stanley,Burton Albion,"{'39': 'home', '65': 'home'}",2019-2020,24
29. december 2019,15:00,1:1,Bolton Wanderers,Shrewsbury Town,"{'34': 'home', '53': 'away'}",2019-2020,24
29. december 2019,15:00,1:2,Doncaster Rovers,Sunderland AFC,"{'6': 'away', '40': 'home', '61': 'away'}",2019-2020,24
29. december 2019,15:00,0:0,Fleetwood Town,Bristol Rovers,,2019-2020,24
29. december 2019,15:00,5:3,Lincoln City,Ipswich Town,"{'6': 'home', '32': 'away', '45': 'home', '59': 'away', '72': 'home', '79': 'home', '83': 'away', '90': 'home'}",2019-2020,24
29. december 2019,15:00,3:1,Milton Keynes Dons,Portsmouth FC,"{'35': 'home', '42': 'home', '84': 'home', '90': 'away'}",2019-2020,24
29. december 2019,15:00,4:0,Rotherham United,Peterborough United,"{'50': 'home', '68': 'home', '77': 'home', '90': 'home'}",2019-2020,24
29. december 2019,15:00,1:1,Tranmere Rovers,Blackpool FC,"{'10': 'away', '43': 'home'}",2019-2020,24
29. december 2019,15:00,1:4,Wycombe Wanderers,Coventry City,"{'3': 'away', '14': 'home', '16': 'away', '44': 'away', '50': 'away'}",2019-2020,24
1. january 2020,15:00,1:1,AFC Wimbledon,Southend United,"{'23': 'home', '90': 'away'}",2019-2020,25
1. january 2020,15:00,1:2,Accrington Stanley,Rochdale AFC,"{'45': 'away', '64': 'away', '90': 'home'}",2019-2020,25
1. january 2020,15:00,3:4,Bolton Wanderers,Burton Albion,"{'5': 'home', '11': 'home', '13': 'away', '26': 'away', '45': 'away', '81': 'away', '84': 'home'}",2019-2020,25
1. january 2020,15:00,1:0,Doncaster Rovers,Oxford United,{'34': 'home'},2019-2020,25
1. january 2020,15:00,1:1,Fleetwood Town,Sunderland AFC,"{'13': 'home', '86': 'away'}",2019-2020,25
1. january 2020,15:00,1:1,Gillingham FC,Portsmouth FC,"{'36': 'away', '80': 'home'}",2019-2020,25
1. january 2020,15:00,2:1,Lincoln City,Peterborough United,"{'28': 'away', '67': 'home', '90': 'home'}",2019-2020,25
1. january 2020,15:00,3:0,Milton Keynes Dons,Bristol Rovers,"{'16': 'home', '60': 'home', '84': 'home'}",2019-2020,25
1. january 2020,15:00,2:1,Rotherham United,Blackpool FC,"{'21': 'home', '34': 'away', '85': 'home'}",2019-2020,25
1. january 2020,15:00,1:4,Tranmere Rovers,Coventry City,"{'3': 'away', '17': 'away', '35': 'home', '67': 'away', '90': 'away'}",2019-2020,25
1. january 2020,15:00,1:1,Wycombe Wanderers,Ipswich Town,"{'54': 'away', '66': 'home'}",2019-2020,25
4. january 2020,15:00,3:1,Sunderland AFC,Lincoln City,"{'19': 'home', '23': 'home', '29': 'home', '66': 'away'}",2019-2020,26
14. january 2020,19:45,1:0,Burton Albion,Milton Keynes Dons,{'20': 'home'},2019-2020,26
21. january 2020,19:45,4:0,Peterborough United,Wycombe Wanderers,"{'23': 'home', '44': 'home', '56': 'home', '73': 'home'}",2019-2020,26
18. february 2020,19:45,0:1,Southend United,Gillingham FC,{'67': 'away'},2019-2020,26
25. february 2020,19:45,2:1,Blackpool FC,Bolton Wanderers,"{'13': 'home', '88': 'away', '90': 'home'}",2019-2020,26
25. february 2020,19:45,1:1,Coventry City,Rotherham United,"{'23': 'away', '47': 'home'}",2019-2020,26
25. february 2020,19:45,3:0,Oxford United,Accrington Stanley,"{'13': 'home', '50': 'home', '72': 'home'}",2019-2020,26
25. february 2020,19:45,2:3,Shrewsbury Town,Tranmere Rovers,"{'9': 'away', '14': 'away', '56': 'home', '61': 'home', '90': 'away'}",2019-2020,26
3. march 2020,19:45,0:1,Ipswich Town,Fleetwood Town,{'40': 'away'},2019-2020,26
11. january 2020,15:00,0:2,Bristol Rovers,Doncaster Rovers,"{'86': 'away', '90': 'away'}",2019-2020,27
11. january 2020,15:00,1:0,Burton Albion,Fleetwood Town,{'89': 'home'},2019-2020,27
11. january 2020,15:00,1:1,Coventry City,Milton Keynes Dons,"{'1': 'home', '75': 'away'}",2019-2020,27
11. january 2020,15:00,4:1,Ipswich Town,Accrington Stanley,"{'12': 'home', '29': 'home', '44': 'home', '86': 'away', '90': 'home'}",2019-2020,27
11. january 2020,15:00,1:3,Oxford United,Rotherham United,"{'16': 'away', '33': 'away', '45': 'away', '71': 'home'}",2019-2020,27
11. january 2020,15:00,0:0,Peterborough United,Gillingham FC,,2019-2020,27
11. january 2020,15:00,2:1,Portsmouth FC,AFC Wimbledon,"{'20': 'home', '62': 'away', '79': 'home'}",2019-2020,27
11. january 2020,15:00,2:0,Rochdale AFC,Bolton Wanderers,"{'44': 'home', '80': 'home'}",2019-2020,27
11. january 2020,15:00,1:1,Shrewsbury Town,Lincoln City,"{'36': 'home', '48': 'away'}",2019-2020,27
11. january 2020,15:00,0:0,Southend United,Tranmere Rovers,,2019-2020,27
11. january 2020,15:00,4:0,Sunderland AFC,Wycombe Wanderers,"{'6': 'home', '16': 'home', '21': 'home', '78': 'home'}",2019-2020,27
18. january 2020,15:00,1:0,AFC Wimbledon,Peterborough United,{'58': 'home'},2019-2020,28
18. january 2020,15:00,1:2,Accrington Stanley,Southend United,"{'11': 'away', '17': 'home', '51': 'away'}",2019-2020,28
18. january 2020,15:00,0:1,Bolton Wanderers,Portsmouth FC,{'42': 'away'},2019-2020,28
18. january 2020,15:00,0:1,Doncaster Rovers,Coventry City,{'26': 'away'},2019-2020,28
18. january 2020,15:00,2:2,Fleetwood Town,Shrewsbury Town,"{'39': 'away', '49': 'home', '81': 'away', '87': 'home'}",2019-2020,28
18. january 2020,15:00,1:1,Gillingham FC,Oxford United,"{'16': 'away', '61': 'home'}",2019-2020,28
18. january 2020,15:00,1:0,Lincoln City,Blackpool FC,{'63': 'home'},2019-2020,28
18. january 2020,15:00,0:1,Milton Keynes Dons,Sunderland AFC,{'79': 'away'},2019-2020,28
18. january 2020,15:00,3:0,Rotherham United,Bristol Rovers,"{'51': 'home', '53': 'home', '88': 'home'}",2019-2020,28
18. january 2020,15:00,1:2,Tranmere Rovers,Ipswich Town,"{'32': 'home', '55': 'away', '79': 'away'}",2019-2020,28
18. january 2020,15:00,2:1,Wycombe Wanderers,Rochdale AFC,"{'18': 'away', '31': 'home', '90': 'home'}",2019-2020,28
24. january 2020,19:45,0:0,Sunderland AFC,Doncaster Rovers,,2019-2020,29
25. january 2020,15:00,0:0,Bristol Rovers,Fleetwood Town,,2019-2020,29
25. january 2020,15:00,1:1,Burton Albion,Accrington Stanley,"{'15': 'away', '30': 'home'}",2019-2020,29
25. january 2020,15:00,1:0,Ipswich Town,Lincoln City,{'44': 'home'},2019-2020,29
25. january 2020,15:00,2:1,Peterborough United,Rotherham United,"{'2': 'home', '22': 'home', '35': 'away'}",2019-2020,29
25. january 2020,15:00,2:2,Rochdale AFC,Gillingham FC,"{'28': 'home', '32': 'away', '59': 'away', '68': 'home'}",2019-2020,29
18. february 2020,19:45,5:0,Oxford United,AFC Wimbledon,"{'32': 'home', '34': 'home', '50': 'home', '55': 'home', '90': 'home'}",2019-2020,29
25. february 2020,19:45,3:1,Portsmouth FC,Milton Keynes Dons,"{'4': 'home', '45': 'away', '49': 'home', '90': 'home'}",2019-2020,29
10. march 2020,19:45,1:2,Blackpool FC,Tranmere Rovers,"{'37': 'away', '45': 'away', '58': 'home'}",2019-2020,29
28. january 2020,19:45,2:2,AFC Wimbledon,Burton Albion,"{'7': 'away', '16': 'home', '41': 'away', '60': 'home'}",2019-2020,30
28. january 2020,19:45,0:2,Accrington Stanley,Peterborough United,"{'11': 'away', '51': 'away'}",2019-2020,30
28. january 2020,19:45,3:1,Doncaster Rovers,Southend United,"{'24': 'home', '41': 'home', '55': 'home', '70': 'away'}",2019-2020,30
28. january 2020,19:45,0:0,Fleetwood Town,Coventry City,,2019-2020,30
28. january 2020,19:45,0:2,Lincoln City,Portsmouth FC,"{'45': 'away', '86': 'away'}",2019-2020,30
28. january 2020,19:45,2:1,Milton Keynes Dons,Rochdale AFC,"{'16': 'away', '49': 'home', '90': 'home'}",2019-2020,30
28. january 2020,19:45,1:0,Rotherham United,Ipswich Town,{'42': 'home'},2019-2020,30
28. january 2020,20:00,1:1,Bolton Wanderers,Bristol Rovers,"{'63': 'away', '82': 'home'}",2019-2020,30
28. january 2020,20:50,2:1,Wycombe Wanderers,Blackpool FC,"{'5': 'home', '9': 'home', '86': 'away'}",2019-2020,30
29. january 2020,19:45,2:0,Gillingham FC,Shrewsbury Town,"{'26': 'home', '40': 'home'}",2019-2020,30
29. january 2020,19:45,0:1,Tranmere Rovers,Sunderland AFC,{'60': 'away'},2019-2020,30
1. february 2020,15:00,2:1,Accrington Stanley,AFC Wimbledon,"{'14': 'home', '21': 'home', '73': 'away'}",2019-2020,31
1. february 2020,15:00,2:0,Bolton Wanderers,Tranmere Rovers,"{'2': 'home', '64': 'home'}",2019-2020,31
1. february 2020,15:00,1:2,Bristol Rovers,Coventry City,"{'23': 'home', '38': 'away', '45': 'away'}",2019-2020,31
1. february 2020,15:00,2:1,Fleetwood Town,Doncaster Rovers,"{'35': 'home', '49': 'home', '55': 'away'}",2019-2020,31
1. february 2020,15:00,1:4,Ipswich Town,Peterborough United,"{'23': 'away', '33': 'away', '50': 'away', '74': 'away', '79': 'home'}",2019-2020,31
1. february 2020,15:00,2:0,Milton Keynes Dons,Wycombe Wanderers,"{'68': 'home', '86': 'home'}",2019-2020,31
1. february 2020,15:00,2:1,Oxford United,Blackpool FC,"{'10': 'away', '18': 'home', '40': 'home'}",2019-2020,31
1. february 2020,15:00,2:0,Portsmouth FC,Sunderland AFC,"{'25': 'home', '52': 'home'}",2019-2020,31
1. february 2020,15:00,1:0,Rochdale AFC,Shrewsbury Town,{'88': 'home'},2019-2020,31
1. february 2020,15:00,3:2,Rotherham United,Burton Albion,"{'7': 'away', '9': 'home', '46': 'home', '47': 'away', '71': 'home'}",2019-2020,31
1. february 2020,15:00,2:1,Southend United,Lincoln City,"{'63': 'home', '89': 'away', '90': 'home'}",2019-2020,31
7. february 2020,19:45,0:1,Lincoln City,Rotherham United,{'47': 'away'},2019-2020,32
8. february 2020,15:00,1:2,AFC Wimbledon,Fleetwood Town,"{'22': 'away', '34': 'home', '81': 'away'}",2019-2020,32
8. february 2020,15:00,2:1,Blackpool FC,Southend United,"{'37': 'home', '64': 'home', '72': 'away'}",2019-2020,32
8. february 2020,15:00,0:0,Burton Albion,Gillingham FC,,2019-2020,32
8. february 2020,15:00,2:1,Coventry City,Bolton Wanderers,"{'3': 'home', '77': 'away', '90': 'home'}",2019-2020,32
8. february 2020,15:00,1:1,Doncaster Rovers,Rochdale AFC,"{None: 'home', '81': 'away'}",2019-2020,32
8. february 2020,15:00,4:0,Peterborough United,Oxford United,"{'36': 'home', '56': 'home', '77': 'home', '90': 'home'}",2019-2020,32
8. february 2020,15:00,1:1,Shrewsbury Town,Milton Keynes Dons,"{'62': 'home', '77': 'away'}",2019-2020,32
8. february 2020,15:00,1:0,Sunderland AFC,Ipswich Town,{'81': 'home'},2019-2020,32
8. february 2020,15:00,0:2,Tranmere Rovers,Portsmouth FC,"{'13': 'away', '51': 'away'}",2019-2020,32
8. february 2020,15:00,3:1,Wycombe Wanderers,Bristol Rovers,"{'9': 'home', '27': 'away', '39': 'home', '41': 'home'}",2019-2020,32
11. february 2020,19:45,0:0,AFC Wimbledon,Ipswich Town,,2019-2020,33
11. february 2020,19:45,2:3,Blackpool FC,Gillingham FC,"{'7': 'home', '73': 'away', '76': 'away', '90': 'away'}",2019-2020,33
11. february 2020,19:45,2:2,Burton Albion,Oxford United,"{'20': 'home', '63': 'away', '71': 'home', '90': 'away'}",2019-2020,33
11. february 2020,19:45,1:0,Coventry City,Portsmouth FC,{'84': 'home'},2019-2020,33
11. february 2020,19:45,2:1,Doncaster Rovers,Bolton Wanderers,"{'40': 'home', '48': 'home', '57': 'away'}",2019-2020,33
11. february 2020,19:45,1:1,Lincoln City,Milton Keynes Dons,"{'3': 'away', '22': 'home'}",2019-2020,33
11. february 2020,19:45,4:0,Peterborough United,Southend United,"{'50': 'home', '57': 'home', '70': 'home', '74': 'home'}",2019-2020,33
11. february 2020,19:45,0:2,Shrewsbury Town,Accrington Stanley,"{'13': 'away', '71': 'away'}",2019-2020,33
11. february 2020,19:45,3:0,Sunderland AFC,Rochdale AFC,"{'11': 'home', '15': 'home', '32': 'home'}",2019-2020,33
11. february 2020,19:45,0:0,Tranmere Rovers,Bristol Rovers,,2019-2020,33
11. february 2020,19:45,0:1,Wycombe Wanderers,Fleetwood Town,{'75': 'away'},2019-2020,33
15. february 2020,15:00,4:3,Accrington Stanley,Lincoln City,"{'30': 'away', '36': 'home', '53': 'away', '70': 'home', '76': 'away', '78': 'home', '90': 'home'}",2019-2020,34
15. february 2020,15:00,0:2,Bolton Wanderers,Wycombe Wanderers,"{'44': 'away', '62': 'away'}",2019-2020,34
15. february 2020,15:00,2:1,Bristol Rovers,Blackpool FC,"{'2': 'away', '73': 'home', '84': 'home'}",2019-2020,34
15. february 2020,15:00,2:1,Fleetwood Town,Peterborough United,"{'15': 'home', '54': 'away', '76': 'home'}",2019-2020,34
15. february 2020,15:00,2:1,Gillingham FC,Doncaster Rovers,"{'13': 'away', '44': 'home', '67': 'home'}",2019-2020,34
15. february 2020,15:00,4:1,Ipswich Town,Burton Albion,"{'6': 'away', '29': 'home', '45': 'home', '52': 'home', '63': 'home'}",2019-2020,34
15. february 2020,15:00,0:1,Oxford United,Sunderland AFC,{'3': 'away'},2019-2020,34
15. february 2020,15:00,2:0,Portsmouth FC,Shrewsbury Town,"{'64': 'home', '82': 'home'}",2019-2020,34
15. february 2020,15:00,2:2,Rotherham United,AFC Wimbledon,"{'30': 'away', '60': 'home', '81': 'home', '90': 'away'}",2019-2020,34
15. february 2020,15:00,0:2,Southend United,Coventry City,"{'60': 'away', '79': 'away'}",2019-2020,34
22. february 2020,15:00,0:0,AFC Wimbledon,Blackpool FC,,2019-2020,35
22. february 2020,15:00,1:2,Accrington Stanley,Rotherham United,"{'64': 'away', '65': 'home', '90': 'away'}",2019-2020,35
22. february 2020,15:00,1:0,Fleetwood Town,Portsmouth FC,{'12': 'home'},2019-2020,35
22. february 2020,15:00,0:1,Ipswich Town,Oxford United,{'44': 'away'},2019-2020,35
22. february 2020,15:00,0:0,Lincoln City,Gillingham FC,,2019-2020,35
22. february 2020,15:00,1:0,Milton Keynes Dons,Bolton Wanderers,{'68': 'home'},2019-2020,35
22. february 2020,15:00,1:2,Rochdale AFC,Coventry City,"{'4': 'away', '71': 'away', '72': 'home'}",2019-2020,35
22. february 2020,15:00,1:0,Shrewsbury Town,Doncaster Rovers,{'76': 'home'},2019-2020,35
22. february 2020,15:00,2:3,Southend United,Burton Albion,"{'5': 'away', '29': 'home', '49': 'away', '74': 'away', '90': 'home'}",2019-2020,35
22. february 2020,15:00,3:0,Sunderland AFC,Bristol Rovers,"{'71': 'home', '73': 'home', '82': 'home'}",2019-2020,35
22. february 2020,15:00,3:1,Wycombe Wanderers,Tranmere Rovers,"{'45': 'home', '63': 'away', '71': 'home', '90': 'home'}",2019-2020,35
28. february 2020,19:45,3:0,Portsmouth FC,Rochdale AFC,"{'45': 'home', '78': 'home', '84': 'home'}",2019-2020,36
29. february 2020,15:00,2:1,Blackpool FC,Ipswich Town,"{'26': 'home', '54': 'away', '90': 'home'}",2019-2020,36
29. february 2020,15:00,0:0,Bolton Wanderers,Accrington Stanley,,2019-2020,36
29. february 2020,15:00,0:1,Bristol Rovers,Shrewsbury Town,{'69': 'away'},2019-2020,36
29. february 2020,15:00,1:1,Burton Albion,Peterborough United,"{'52': 'away', '65': 'home'}",2019-2020,36
29. february 2020,15:00,3:1,Doncaster Rovers,Wycombe Wanderers,"{'45': 'home', '67': 'away', '71': 'home', '83': 'home'}",2019-2020,36
29. february 2020,15:00,1:2,Gillingham FC,AFC Wimbledon,"{'49': 'away', '87': 'home', '90': 'away'}",2019-2020,36
29. february 2020,15:00,2:1,Oxford United,Southend United,"{'17': 'home', '45': 'away', '84': 'home'}",2019-2020,36
29. february 2020,15:00,1:1,Rotherham United,Milton Keynes Dons,"{'10': 'home', '22': 'away'}",2019-2020,36
1. march 2020,12:00,1:0,Coventry City,Sunderland AFC,{'2': 'home'},2019-2020,36
7. march 2020,15:00,0:0,AFC Wimbledon,Bolton Wanderers,,2019-2020,37
7. march 2020,15:00,1:2,Accrington Stanley,Tranmere Rovers,"{'8': 'away', '77': 'away', '82': 'home'}",2019-2020,37
7. march 2020,15:00,0:0,Fleetwood Town,Blackpool FC,,2019-2020,37
7. march 2020,15:00,0:1,Ipswich Town,Coventry City,{'16': 'away'},2019-2020,37
7. march 2020,15:00,3:2,Lincoln City,Burton Albion,"{'6': 'away', '21': 'home', '30': 'away', '38': 'home', '62': 'home'}",2019-2020,37
7. march 2020,15:00,0:1,Milton Keynes Dons,Doncaster Rovers,{'67': 'away'},2019-2020,37
7. march 2020,15:00,2:0,Peterborough United,Portsmouth FC,"{'32': 'home', '86': 'home'}",2019-2020,37
7. march 2020,15:00,3:1,Rochdale AFC,Rotherham United,"{'28': 'home', '70': 'home', '75': 'home', '90': 'away'}",2019-2020,37
7. march 2020,15:00,2:3,Shrewsbury Town,Oxford United,"{'12': 'home', '34': 'home', '45': 'away', '59': 'away', '88': 'away'}",2019-2020,37
7. march 2020,15:00,3:1,Southend United,Bristol Rovers,"{'18': 'home', '46': 'away', '55': 'home', '79': 'home'}",2019-2020,37
7. march 2020,15:00,2:2,Sunderland AFC,Gillingham FC,"{'64': 'home', '74': 'away', '83': 'home', '90': 'away'}",2019-2020,37
