date,time,final_score,goals,country,league,home,away
15. december 2021,17:30,2:3,"{'6': 'home', '45': 'away', '50': 'away', '54': 'home', '55': 'away'}",germany,bundesliga,bor-moenchengladbach,eintracht-frankfurt
12. february 2022,14:30,3:2,"{'30': 'home', '46': 'home', '55': 'away', '67': 'home', '90': 'away'}",germany,bundesliga,bor-moenchengladbach,fc-augsburg
12. march 2022,17:30,2:0,"{'24': 'home', '59': 'home'}",germany,bundesliga,bor-moenchengladbach,hertha-bsc
2. may 2022,19:30,3:1,"{'17': 'home', '36': 'away', '45': 'home', '77': 'home'}",germany,bundesliga,bor-moenchengladbach,rb-leipzig
5. december 2021,16:30,0:6,"{'2': 'away', '5': 'away', '12': 'away', '19': 'away', '25': 'away', '37': 'away'}",germany,bundesliga,bor-moenchengladbach,sc-freiburg
20. november 2021,14:30,4:0,"{'9': 'home', '28': 'home', '43': 'home', '57': 'home'}",germany,bundesliga,bor-moenchengladbach,spvgg-greuther-fuerth
16. october 2021,17:30,1:1,"{'15': 'away', None: 'home'}",germany,bundesliga,bor-moenchengladbach,vfb-stuttgart
31. october 2021,16:30,2:1,"{'12': 'home', '40': 'home', '86': 'away'}",germany,bundesliga,bor-moenchengladbach,vfl-bochum
26. february 2022,14:30,2:2,"{'6': 'away', '33': 'away', '42': 'home', '82': 'home'}",germany,bundesliga,bor-moenchengladbach,vfl-wolfsburg
30. october 2021,14:30,2:0,"{'40': 'home', '64': 'home'}",germany,bundesliga,borussia-dortmund,1-fc-koeln
19. september 2021,16:30,4:2,"{'10': 'home', '24': 'home', '52': 'home', '57': 'away', '81': 'away', '83': 'home'}",germany,bundesliga,borussia-dortmund,1-fc-union-berlin
16. october 2021,14:30,3:1,"{'3': 'home', '54': 'home', '87': 'away', '90': 'home'}",germany,bundesliga,borussia-dortmund,1-fsv-mainz-05
27. august 2021,19:30,3:2,"{'49': 'home', '61': 'away', '69': 'home', '90': 'home'}",germany,bundesliga,borussia-dortmund,1899-hoffenheim
13. march 2022,16:30,1:0,{'21': 'home'},germany,bundesliga,borussia-dortmund,arminia-bielefeld
6. february 2022,14:30,2:5,"{'10': 'away', '16': 'home', '20': 'away', '28': 'away', '53': 'away', '87': 'away', '89': 'home'}",germany,bundesliga,borussia-dortmund,bayer-leverkusen
4. december 2021,17:30,2:3,"{'5': 'home', '9': 'away', '44': 'away', '48': 'home', '77': 'away'}",germany,bundesliga,borussia-dortmund,bayern-muenchen
20. february 2022,16:30,6:0,"{'26': 'home', '32': 'home', '70': 'home', '74': 'home', '82': 'home', '90': 'home'}",germany,bundesliga,borussia-dortmund,bor-moenchengladbach
14. august 2021,17:30,5:2,"{'23': 'home', '27': 'away', '32': 'home', '34': 'home', '58': 'home', '70': 'home', '86': 'away'}",germany,bundesliga,borussia-dortmund,eintracht-frankfurt
2. october 2021,14:30,2:1,"{'10': 'home', '35': 'away', '51': 'home'}",germany,bundesliga,borussia-dortmund,fc-augsburg
14. may 2022,14:30,2:1,"{'18': 'away', '68': 'home', '84': 'home'}",germany,bundesliga,borussia-dortmund,hertha-bsc
2. april 2022,17:30,1:4,"{'21': 'away', '30': 'away', '57': 'away', '84': 'home', '86': 'away'}",germany,bundesliga,borussia-dortmund,rb-leipzig
14. january 2022,19:30,5:1,"{'14': 'home', '29': 'home', '45': 'home', '61': 'away', '75': 'home', '86': 'home'}",germany,bundesliga,borussia-dortmund,sc-freiburg
15. december 2021,19:30,3:0,"{'33': 'home', '82': 'home', '89': 'home'}",germany,bundesliga,borussia-dortmund,spvgg-greuther-fuerth
20. november 2021,14:30,2:1,"{'56': 'home', '63': 'away', '85': 'home'}",germany,bundesliga,borussia-dortmund,vfb-stuttgart
30. april 2022,14:30,3:4,"{'3': 'away', '8': 'away', '18': 'home', '30': 'home', '62': 'home', '81': 'away', '85': 'away'}",germany,bundesliga,borussia-dortmund,vfl-bochum
16. april 2022,14:30,6:1,"{'24': 'home', '26': 'home', '28': 'home', '34': 'home', '38': 'home', '54': 'home', '81': 'away'}",germany,bundesliga,borussia-dortmund,vfl-wolfsburg
25. september 2021,14:30,1:1,"{'14': 'away', '45': 'home'}",germany,bundesliga,eintracht-frankfurt,1-fc-koeln
28. november 2021,14:30,2:1,"{'22': 'home', '62': 'away', '90': 'home'}",germany,bundesliga,eintracht-frankfurt,1-fc-union-berlin
18. december 2021,14:30,1:0,{'35': 'home'},germany,bundesliga,eintracht-frankfurt,1-fsv-mainz-05
23. april 2022,14:30,2:2,"{'12': 'away', '32': 'home', '66': 'home', '78': 'away'}",germany,bundesliga,eintracht-frankfurt,1899-hoffenheim
21. january 2022,19:30,0:2,"{'5': 'away', None: 'away'}",germany,bundesliga,eintracht-frankfurt,arminia-bielefeld
12. december 2021,16:30,5:2,"{'5': 'away', '22': 'away', '23': 'home', '30': 'home', '50': 'home', '66': 'home', '76': 'home'}",germany,bundesliga,eintracht-frankfurt,bayer-leverkusen
26. february 2022,17:30,0:1,{'71': 'away'},germany,bundesliga,eintracht-frankfurt,bayern-muenchen
8. may 2022,14:30,1:1,"{'4': 'away', '66': 'home'}",germany,bundesliga,eintracht-frankfurt,bor-moenchengladbach
8. january 2022,17:30,2:3,"{'15': 'home', '24': 'home', '71': 'away', '87': 'away', '89': 'away'}",germany,bundesliga,eintracht-frankfurt,borussia-dortmund
21. august 2021,14:30,0:0,,germany,bundesliga,eintracht-frankfurt,fc-augsburg
16. october 2021,14:30,1:2,"{'7': 'away', '63': 'away', '78': 'home'}",germany,bundesliga,eintracht-frankfurt,hertha-bsc
30. october 2021,17:30,1:1,"{None: 'away', '90': 'home'}",germany,bundesliga,eintracht-frankfurt,rb-leipzig
10. april 2022,16:30,1:2,"{'27': 'away', '54': 'home', '69': 'away'}",germany,bundesliga,eintracht-frankfurt,sc-freiburg
2. april 2022,14:30,0:0,,germany,bundesliga,eintracht-frankfurt,spvgg-greuther-fuerth
12. september 2021,14:30,1:1,"{'79': 'home', '88': 'away'}",germany,bundesliga,eintracht-frankfurt,vfb-stuttgart
13. march 2022,16:30,2:1,"{'19': 'away', '46': 'home', '52': 'home'}",germany,bundesliga,eintracht-frankfurt,vfl-bochum
12. february 2022,14:30,0:2,"{'28': 'away', '90': 'away'}",germany,bundesliga,eintracht-frankfurt,vfl-wolfsburg
30. april 2022,14:30,1:4,"{'12': 'away', '15': 'away', '63': 'away', '73': 'home', '77': 'away'}",germany,bundesliga,fc-augsburg,1-fc-koeln
5. february 2022,14:30,2:0,"{'16': 'home', '59': 'home'}",germany,bundesliga,fc-augsburg,1-fc-union-berlin
6. april 2022,17:30,2:1,"{'11': 'home', '54': 'away', '56': 'home'}",germany,bundesliga,fc-augsburg,1-fsv-mainz-05
14. august 2021,14:30,0:4,"{'37': 'away', '79': 'away', '87': 'away', '90': 'away'}",germany,bundesliga,fc-augsburg,1899-hoffenheim
17. october 2021,16:30,1:1,"{'19': 'home', '77': 'away'}",germany,bundesliga,fc-augsburg,arminia-bielefeld
28. august 2021,14:30,1:4,"{'3': 'away', '14': 'away', '30': 'home', '75': 'away', '81': 'away'}",germany,bundesliga,fc-augsburg,bayer-leverkusen
19. november 2021,19:30,2:1,"{'23': 'home', '35': 'home', '38': 'away'}",germany,bundesliga,fc-augsburg,bayern-muenchen
18. september 2021,14:30,1:0,{'80': 'home'},germany,bundesliga,fc-augsburg,bor-moenchengladbach
27. february 2022,16:30,1:1,"{'35': 'away', '78': 'home'}",germany,bundesliga,fc-augsburg,borussia-dortmund
16. january 2022,14:30,1:1,"{'22': 'away', '38': 'home'}",germany,bundesliga,fc-augsburg,eintracht-frankfurt
16. april 2022,14:30,0:1,{'49': 'away'},germany,bundesliga,fc-augsburg,hertha-bsc
15. december 2021,19:30,1:1,"{'19': 'away', '86': 'home'}",germany,bundesliga,fc-augsburg,rb-leipzig
19. february 2022,14:30,1:2,"{'4': 'away', '16': 'home', '26': 'away'}",germany,bundesliga,fc-augsburg,sc-freiburg
14. may 2022,14:30,2:1,"{'11': 'home', '24': 'away', '84': 'home'}",germany,bundesliga,fc-augsburg,spvgg-greuther-fuerth
31. october 2021,14:30,4:1,"{'7': 'away', '30': 'home', '52': 'home', '72': 'home', '81': 'home'}",germany,bundesliga,fc-augsburg,vfb-stuttgart
4. december 2021,14:30,2:3,"{'23': 'away', '40': 'away', '45': 'away', '57': 'home', '86': 'home'}",germany,bundesliga,fc-augsburg,vfl-bochum
3. april 2022,14:30,3:0,"{'1': 'home', '62': 'home', '69': 'home'}",germany,bundesliga,fc-augsburg,vfl-wolfsburg
9. january 2022,14:30,1:3,"{'29': 'away', '32': 'away', '57': 'home', '90': 'away'}",germany,bundesliga,hertha-bsc,1-fc-koeln
9. april 2022,17:30,1:4,"{'31': 'away', '49': 'home', '53': 'away', '74': 'away', '85': 'away'}",germany,bundesliga,hertha-bsc,1-fc-union-berlin
7. may 2022,17:30,1:2,"{'25': 'away', '45': 'home', '81': 'away'}",germany,bundesliga,hertha-bsc,1-fsv-mainz-05
19. march 2022,14:30,3:0,"{'39': 'home', '63': 'home', '74': 'home'}",germany,bundesliga,hertha-bsc,1899-hoffenheim
11. december 2021,14:30,2:0,"{'53': 'home', '90': 'home'}",germany,bundesliga,hertha-bsc,arminia-bielefeld
7. november 2021,14:30,1:1,"{'42': 'home', '90': 'away'}",germany,bundesliga,hertha-bsc,bayer-leverkusen
23. january 2022,16:30,1:4,"{'25': 'away', '45': 'away', '75': 'away', '79': 'away', '80': 'home'}",germany,bundesliga,hertha-bsc,bayern-muenchen
23. october 2021,17:30,1:0,{'40': 'home'},germany,bundesliga,hertha-bsc,bor-moenchengladbach
18. december 2021,17:30,3:2,"{'31': 'away', '51': 'home', '57': 'home', '69': 'home', '83': 'away'}",germany,bundesliga,hertha-bsc,borussia-dortmund
5. march 2022,14:30,1:4,"{'17': 'away', '48': 'away', '56': 'away', '61': 'home', '63': 'away'}",germany,bundesliga,hertha-bsc,eintracht-frankfurt
27. november 2021,14:30,1:1,"{'40': 'home', '90': 'away'}",germany,bundesliga,hertha-bsc,fc-augsburg
20. february 2022,18:30,1:6,"{'20': 'away', '48': 'home', '64': 'away', '67': 'away', '74': 'away', '81': 'away', '88': 'away'}",germany,bundesliga,hertha-bsc,rb-leipzig
2. october 2021,14:30,1:2,"{'17': 'away', '70': 'home', '78': 'away'}",germany,bundesliga,hertha-bsc,sc-freiburg
17. september 2021,19:30,2:1,"{'57': 'away', '61': 'home', '79': 'home'}",germany,bundesliga,hertha-bsc,spvgg-greuther-fuerth
