date,time,final_score,goals,country,league,home,away
24. april 2022,16:30,2:0,"{'4': 'home', '90': 'home'}",germany,bundesliga,hertha-bsc,vfb-stuttgart
4. february 2022,19:30,1:1,"{'23': 'home', '48': 'away'}",germany,bundesliga,hertha-bsc,vfl-bochum
21. august 2021,14:30,1:2,"{'60': 'home', '74': 'away', '88': 'away'}",germany,bundesliga,hertha-bsc,vfl-wolfsburg
11. february 2022,19:30,3:1,"{'25': 'home', '54': 'home', '57': 'home', '90': 'away'}",germany,bundesliga,rb-leipzig,1-fc-koeln
23. april 2022,14:30,1:2,"{'46': 'home', '86': 'away', '89': 'away'}",germany,bundesliga,rb-leipzig,1-fc-union-berlin
8. january 2022,14:30,4:1,"{'21': 'home', '47': 'home', '57': 'away', '58': 'home', '61': 'home'}",germany,bundesliga,rb-leipzig,1-fsv-mainz-05
10. april 2022,18:30,3:0,"{'5': 'home', '20': 'home', '44': 'home'}",germany,bundesliga,rb-leipzig,1899-hoffenheim
18. december 2021,14:30,0:2,"{'57': 'away', '75': 'away'}",germany,bundesliga,rb-leipzig,arminia-bielefeld
28. november 2021,16:30,1:3,"{'21': 'away', '34': 'away', '62': 'home', '64': 'away'}",germany,bundesliga,rb-leipzig,bayer-leverkusen
11. september 2021,17:30,1:4,"{'12': 'away', '47': 'away', '54': 'away', '58': 'home', '90': 'away'}",germany,bundesliga,rb-leipzig,bayern-muenchen
11. december 2021,14:30,4:1,"{'21': 'home', '32': 'home', '88': 'away', '90': 'home'}",germany,bundesliga,rb-leipzig,bor-moenchengladbach
6. november 2021,17:30,2:1,"{'29': 'home', '52': 'away', '68': 'home'}",germany,bundesliga,rb-leipzig,borussia-dortmund
20. march 2022,14:30,0:0,,germany,bundesliga,rb-leipzig,eintracht-frankfurt
8. may 2022,18:30,4:0,"{'40': 'home', '48': 'home', '57': 'home', '64': 'home'}",germany,bundesliga,rb-leipzig,fc-augsburg
25. september 2021,14:30,6:0,"{'16': 'home', '23': 'home', '45': 'home', '60': 'home', '70': 'home', '77': 'home'}",germany,bundesliga,rb-leipzig,hertha-bsc
5. march 2022,14:30,1:1,"{'38': 'away', '90': 'home'}",germany,bundesliga,rb-leipzig,sc-freiburg
23. october 2021,14:30,4:1,"{'45': 'away', '46': 'home', '53': 'home', '65': 'home', '88': 'home'}",germany,bundesliga,rb-leipzig,spvgg-greuther-fuerth
20. august 2021,19:30,4:0,"{'38': 'home', '46': 'home', '52': 'home', '65': 'home'}",germany,bundesliga,rb-leipzig,vfb-stuttgart
2. october 2021,17:30,3:0,"{'69': 'home', '73': 'home', '78': 'home'}",germany,bundesliga,rb-leipzig,vfl-bochum
23. january 2022,14:30,2:0,"{'76': 'home', '84': 'home'}",germany,bundesliga,rb-leipzig,vfl-wolfsburg
11. september 2021,14:30,1:1,"{'33': 'away', '89': 'home'}",germany,bundesliga,sc-freiburg,1-fc-koeln
7. may 2022,14:30,1:4,"{'11': 'away', '30': 'away', '41': 'away', '59': 'home', '90': 'away'}",germany,bundesliga,sc-freiburg,1-fc-union-berlin
12. february 2022,14:30,1:1,"{'31': 'away', '69': 'home'}",germany,bundesliga,sc-freiburg,1-fsv-mainz-05
11. december 2021,14:30,1:2,"{'3': 'away', '21': 'home', '90': 'away'}",germany,bundesliga,sc-freiburg,1899-hoffenheim
8. january 2022,14:30,2:2,"{'6': 'home', '46': 'home', '60': 'away', '87': 'away'}",germany,bundesliga,sc-freiburg,arminia-bielefeld
19. december 2021,14:30,2:1,"{'33': 'home', '45': 'away', '84': 'home'}",germany,bundesliga,sc-freiburg,bayer-leverkusen
2. april 2022,14:30,1:4,"{'58': 'away', '63': 'home', '73': 'away', '82': 'away', '90': 'away'}",germany,bundesliga,sc-freiburg,bayern-muenchen
23. april 2022,14:30,3:3,"{'3': 'away', '13': 'away', '49': 'home', '61': 'home', '80': 'home', '90': 'away'}",germany,bundesliga,sc-freiburg,bor-moenchengladbach
21. august 2021,14:30,2:1,"{'6': 'home', '53': 'home', '59': 'away'}",germany,bundesliga,sc-freiburg,borussia-dortmund
21. november 2021,14:30,0:2,"{'34': 'away', '43': 'away'}",germany,bundesliga,sc-freiburg,eintracht-frankfurt
26. september 2021,16:30,3:0,"{'6': 'home', '25': 'home', '33': 'home'}",germany,bundesliga,sc-freiburg,fc-augsburg
26. february 2022,14:30,3:0,"{'12': 'home', '83': 'home', '86': 'home'}",germany,bundesliga,sc-freiburg,hertha-bsc
16. october 2021,14:30,1:1,"{'32': 'away', '64': 'home'}",germany,bundesliga,sc-freiburg,rb-leipzig
30. october 2021,14:30,3:1,"{'20': 'home', '39': 'home', '74': 'away', '78': 'home'}",germany,bundesliga,sc-freiburg,spvgg-greuther-fuerth
22. january 2022,14:30,2:0,"{'37': 'home', '71': 'home'}",germany,bundesliga,sc-freiburg,vfb-stuttgart
16. april 2022,14:30,3:0,"{'5': 'home', '16': 'home', '53': 'home'}",germany,bundesliga,sc-freiburg,vfl-bochum
12. march 2022,14:30,3:2,"{'7': 'home', '44': 'home', '52': 'away', '84': 'away', '87': 'home'}",germany,bundesliga,sc-freiburg,vfl-wolfsburg
26. february 2022,14:30,1:1,"{'53': 'away', '69': 'home'}",germany,bundesliga,spvgg-greuther-fuerth,1-fc-koeln
12. december 2021,14:30,1:0,{'56': 'home'},germany,bundesliga,spvgg-greuther-fuerth,1-fc-union-berlin
22. january 2022,14:30,2:1,"{'12': 'home', '66': 'home', '90': 'away'}",germany,bundesliga,spvgg-greuther-fuerth,1-fsv-mainz-05
27. november 2021,14:30,3:6,"{'22': 'home', '32': 'away', '40': 'away', '46': 'home', '57': 'away', '62': 'away', '66': 'away', '67': 'home', '80': 'away'}",germany,bundesliga,spvgg-greuther-fuerth,1899-hoffenheim
21. august 2021,14:30,1:1,"{'45': 'away', '50': 'home'}",germany,bundesliga,spvgg-greuther-fuerth,arminia-bielefeld
23. april 2022,14:30,1:4,"{'5': 'home', '8': 'away', '18': 'away', '58': 'away', '84': 'away'}",germany,bundesliga,spvgg-greuther-fuerth,bayer-leverkusen
24. september 2021,19:30,1:3,"{'10': 'away', '31': 'away', '68': 'away', '87': 'home'}",germany,bundesliga,spvgg-greuther-fuerth,bayern-muenchen
9. april 2022,14:30,0:2,"{'18': 'away', '24': 'away'}",germany,bundesliga,spvgg-greuther-fuerth,bor-moenchengladbach
7. may 2022,14:30,1:3,"{'26': 'away', '70': 'home', '72': 'away', '77': 'away'}",germany,bundesliga,spvgg-greuther-fuerth,borussia-dortmund
7. november 2021,18:30,1:2,"{'75': 'away', None: 'home', '90': 'away'}",germany,bundesliga,spvgg-greuther-fuerth,eintracht-frankfurt
18. december 2021,14:30,0:0,,germany,bundesliga,spvgg-greuther-fuerth,fc-augsburg
12. february 2022,14:30,2:1,"{'1': 'home', '71': 'home', '82': 'away'}",germany,bundesliga,spvgg-greuther-fuerth,hertha-bsc
13. march 2022,18:30,1:6,"{'4': 'home', '17': 'away', '32': 'away', '34': 'away', '45': 'away', '58': 'away', '69': 'away'}",germany,bundesliga,spvgg-greuther-fuerth,rb-leipzig
19. march 2022,14:30,0:0,,germany,bundesliga,spvgg-greuther-fuerth,sc-freiburg
8. january 2022,14:30,0:0,,germany,bundesliga,spvgg-greuther-fuerth,vfb-stuttgart
16. october 2021,14:30,0:1,{'80': 'away'},germany,bundesliga,spvgg-greuther-fuerth,vfl-bochum
11. september 2021,14:30,0:2,"{'10': 'away', '90': 'away'}",germany,bundesliga,spvgg-greuther-fuerth,vfl-wolfsburg
14. may 2022,14:30,2:1,"{'12': 'home', '59': 'away', '90': 'home'}",germany,bundesliga,vfb-stuttgart,1-fc-koeln
24. october 2021,16:30,1:1,"{'31': 'away', '90': 'home'}",germany,bundesliga,vfb-stuttgart,1-fc-union-berlin
26. november 2021,19:30,2:1,"{'21': 'home', '39': 'away', '51': 'home'}",germany,bundesliga,vfb-stuttgart,1-fsv-mainz-05
2. october 2021,14:30,3:1,"{'18': 'home', '60': 'home', '81': 'home', '84': 'away'}",germany,bundesliga,vfb-stuttgart,1899-hoffenheim
6. november 2021,14:30,0:1,{'19': 'away'},germany,bundesliga,vfb-stuttgart,arminia-bielefeld
19. september 2021,14:30,1:3,"{'2': 'away', '19': 'away', '38': 'home', '70': 'away'}",germany,bundesliga,vfb-stuttgart,bayer-leverkusen
14. december 2021,17:30,0:5,"{'40': 'away', '53': 'away', '69': 'away', '72': 'away', '74': 'away'}",germany,bundesliga,vfb-stuttgart,bayern-muenchen
5. march 2022,17:30,3:2,"{'14': 'away', '35': 'away', '38': 'home', '51': 'home', '83': 'home'}",germany,bundesliga,vfb-stuttgart,bor-moenchengladbach
8. april 2022,19:30,0:2,"{'12': 'away', '71': 'away'}",germany,bundesliga,vfb-stuttgart,borussia-dortmund
5. february 2022,14:30,2:3,"{'7': 'away', '42': 'home', '47': 'away', '70': 'home', '77': 'away'}",germany,bundesliga,vfb-stuttgart,eintracht-frankfurt
19. march 2022,14:30,3:2,"{'6': 'away', '44': 'home', '45': 'away', '79': 'home', '85': 'home'}",germany,bundesliga,vfb-stuttgart,fc-augsburg
5. december 2021,14:30,2:2,"{'15': 'home', '19': 'home', '40': 'away', '76': 'away'}",germany,bundesliga,vfb-stuttgart,hertha-bsc
15. january 2022,14:30,0:2,"{'11': 'away', '70': 'away'}",germany,bundesliga,vfb-stuttgart,rb-leipzig
28. august 2021,14:30,2:3,"{'3': 'away', '9': 'away', '28': 'away', '45': 'home'}",germany,bundesliga,vfb-stuttgart,sc-freiburg
14. august 2021,14:30,5:1,"{'30': 'home', '36': 'home', '55': 'home', '61': 'home', '76': 'home', '90': 'away'}",germany,bundesliga,vfb-stuttgart,spvgg-greuther-fuerth
19. february 2022,14:30,1:1,"{'56': 'home', '90': 'away'}",germany,bundesliga,vfb-stuttgart,vfl-bochum
30. april 2022,14:30,1:1,"{'13': 'away', '89': 'home'}",germany,bundesliga,vfb-stuttgart,vfl-wolfsburg
22. january 2022,17:30,2:2,"{'25': 'home', '36': 'away', '45': 'away', '70': 'home'}",germany,bundesliga,vfl-bochum,1-fc-koeln
18. december 2021,14:30,0:1,{'16': 'away'},germany,bundesliga,vfl-bochum,1-fc-union-berlin
21. august 2021,14:30,2:0,"{'21': 'home', '56': 'home'}",germany,bundesliga,vfl-bochum,1-fsv-mainz-05
6. november 2021,14:30,2:0,"{'66': 'home', '90': 'home'}",germany,bundesliga,vfl-bochum,1899-hoffenheim
6. may 2022,19:30,2:1,"{'22': 'home', '35': 'away', '89': 'home'}",germany,bundesliga,vfl-bochum,arminia-bielefeld
10. april 2022,14:30,0:0,,germany,bundesliga,vfl-bochum,bayer-leverkusen
12. february 2022,14:30,4:2,"{'9': 'away', '14': 'home', '38': 'home', '40': 'home', '44': 'home', '75': 'away'}",germany,bundesliga,vfl-bochum,bayern-muenchen
18. march 2022,19:30,0:2,"{'55': 'away', '61': 'away'}",germany,bundesliga,vfl-bochum,bor-moenchengladbach
11. december 2021,14:30,1:1,"{'40': 'home', '85': 'away'}",germany,bundesliga,vfl-bochum,borussia-dortmund
24. october 2021,18:30,2:0,"{'3': 'home', '90': 'home'}",germany,bundesliga,vfl-bochum,eintracht-frankfurt
24. april 2022,14:30,0:2,"{'15': 'away', '43': 'away'}",germany,bundesliga,vfl-bochum,fc-augsburg
12. september 2021,16:30,1:3,"{'37': 'away', '43': 'away', '59': 'home', '78': 'away'}",germany,bundesliga,vfl-bochum,hertha-bsc
27. february 2022,14:30,0:1,{'82': 'away'},germany,bundesliga,vfl-bochum,rb-leipzig
27. november 2021,14:30,2:1,"{'51': 'away', '54': 'home', '82': 'home'}",germany,bundesliga,vfl-bochum,sc-freiburg
5. march 2022,14:30,2:1,"{'35': 'home', '64': 'away', '71': 'home'}",germany,bundesliga,vfl-bochum,spvgg-greuther-fuerth
26. september 2021,14:30,0:0,,germany,bundesliga,vfl-bochum,vfb-stuttgart
9. january 2022,16:30,1:0,{'65': 'home'},germany,bundesliga,vfl-bochum,vfl-wolfsburg
14. december 2021,19:30,2:3,"{'8': 'home', '34': 'away', '51': 'home', None: 'away', '89': 'away'}",germany,bundesliga,vfl-wolfsburg,1-fc-koeln
5. march 2022,14:30,1:0,{'24': 'home'},germany,bundesliga,vfl-wolfsburg,1-fc-union-berlin
22. april 2022,19:30,5:0,"{'8': 'home', '24': 'home', '35': 'home', '42': 'home', '45': 'home'}",germany,bundesliga,vfl-wolfsburg,1-fsv-mainz-05
19. february 2022,14:30,1:2,"{'36': 'home', '73': 'away', '78': 'away'}",germany,bundesliga,vfl-wolfsburg,1899-hoffenheim
9. april 2022,14:30,4:0,"{'11': 'home', '38': 'home', '48': 'home', '53': 'home'}",germany,bundesliga,vfl-wolfsburg,arminia-bielefeld
20. march 2022,16:30,0:2,"{'86': 'away', '90': 'away'}",germany,bundesliga,vfl-wolfsburg,bayer-leverkusen
14. may 2022,14:30,2:2,"{'17': 'away', '40': 'away', '45': 'home', '58': 'home'}",germany,bundesliga,vfl-wolfsburg,bayern-muenchen
2. october 2021,14:30,1:3,"{'5': 'away', '7': 'away', '25': 'home', '90': 'away'}",germany,bundesliga,vfl-wolfsburg,bor-moenchengladbach
27. november 2021,14:30,1:3,"{None: 'home', '35': 'away', '55': 'away', '81': 'away'}",germany,bundesliga,vfl-wolfsburg,borussia-dortmund
19. september 2021,18:30,1:1,"{'38': 'away', '70': 'home'}",germany,bundesliga,vfl-wolfsburg,eintracht-frankfurt
6. november 2021,14:30,1:0,{'14': 'home'},germany,bundesliga,vfl-wolfsburg,fc-augsburg
15. january 2022,14:30,0:0,,germany,bundesliga,vfl-wolfsburg,hertha-bsc
29. august 2021,16:30,1:0,{'52': 'home'},germany,bundesliga,vfl-wolfsburg,rb-leipzig
23. october 2021,14:30,0:2,"{'27': 'away', '68': 'away'}",germany,bundesliga,vfl-wolfsburg,sc-freiburg
6. february 2022,16:30,4:1,"{'7': 'home', '44': 'away', '49': 'home', '70': 'home', '75': 'home'}",germany,bundesliga,vfl-wolfsburg,spvgg-greuther-fuerth
11. december 2021,17:30,0:2,"{'25': 'away', '63': 'away'}",germany,bundesliga,vfl-wolfsburg,vfb-stuttgart
14. august 2021,14:30,1:0,{'22': 'home'},germany,bundesliga,vfl-wolfsburg,vfl-bochum
