date,time,final_score,goals,country,league,home,away
23. may 2023,21:00,3:1,"{'2': 'home', '22': 'home', '73': 'home', '84': 'away'}",spain,la liga,real-valladolid,fc-barcelona
4. june 2023,20:00,0:0,,spain,la liga,real-valladolid,getafe-cf
22. april 2023,17:30,1:0,{'24': 'home'},spain,la liga,real-valladolid,girona-fc
14. january 2023,13:00,0:1,{None: 'away'},spain,la liga,real-valladolid,rayo-vallecano
9. april 2023,13:00,3:3,"{'33': 'home', '53': 'away', '58': 'away', '68': 'home', '86': 'home', '90': 'away'}",spain,la liga,real-valladolid,rcd-mallorca
9. october 2022,13:00,0:0,,spain,la liga,real-valladolid,real-betis
30. december 2022,20:30,0:2,"{'83': 'away', '89': 'away'}",spain,la liga,real-valladolid,real-madrid
22. october 2022,15:15,1:0,{'16': 'home'},spain,la liga,real-valladolid,real-sociedad
14. may 2023,17:30,0:3,"{None: 'away', '78': 'away', '90': 'away'}",spain,la liga,real-valladolid,sevilla-fc
5. september 2022,20:00,1:0,{'90': 'home'},spain,la liga,real-valladolid,ud-almeria
29. january 2023,13:00,1:0,{'90': 'home'},spain,la liga,real-valladolid,valencia-cf
13. august 2022,18:00,0:3,{None: 'away'},spain,la liga,real-valladolid,villarreal-cf
8. october 2022,17:30,1:1,"{'4': 'home', '73': 'away'}",spain,la liga,sevilla-fc,athletic-bilbao
1. october 2022,17:30,0:2,"{'29': 'away', '57': 'away'}",spain,la liga,sevilla-fc,atletico-madrid
26. february 2023,20:00,2:3,"{'18': 'away', '63': 'home', '67': 'away', '78': 'home', '85': 'away'}",spain,la liga,sevilla-fc,ca-osasuna
21. january 2023,20:00,1:0,{'89': 'home'},spain,la liga,sevilla-fc,cadiz-cf
7. april 2023,20:00,2:2,"{'43': 'home', '81': 'home', '89': 'away', '90': 'away'}",spain,la liga,sevilla-fc,celta-vigo
28. january 2023,17:30,3:0,"{'29': 'home', '43': 'home', '45': 'home'}",spain,la liga,sevilla-fc,elche-cf
4. may 2023,18:30,3:2,"{'22': 'home', '29': 'away', '43': 'away', '69': 'home', '88': 'home'}",spain,la liga,sevilla-fc,espanyol-barcelona
3. september 2022,20:00,0:3,"{'21': 'away', '36': 'away', '50': 'away'}",spain,la liga,sevilla-fc,fc-barcelona
8. january 2023,17:30,2:1,"{'36': 'home', '80': 'home', '87': 'away'}",spain,la liga,sevilla-fc,getafe-cf
1. may 2023,20:00,0:2,"{'23': 'away', '55': 'away'}",spain,la liga,sevilla-fc,girona-fc
29. october 2022,17:30,0:1,{'61': 'away'},spain,la liga,sevilla-fc,rayo-vallecano
11. february 2023,17:30,2:0,"{'28': 'home', '40': 'home'}",spain,la liga,sevilla-fc,rcd-mallorca
21. may 2023,20:00,0:0,,spain,la liga,sevilla-fc,real-betis
27. may 2023,18:00,1:2,"{'3': 'home', '29': 'away', '69': 'away'}",spain,la liga,sevilla-fc,real-madrid
9. november 2022,18:00,1:2,"{'20': 'away', '36': 'away', '44': 'home'}",spain,la liga,sevilla-fc,real-sociedad
19. august 2022,21:00,1:1,"{'80': 'away', '86': 'home'}",spain,la liga,sevilla-fc,real-valladolid
12. march 2023,15:15,2:1,"{'2': 'away', '45': 'home', '73': 'home'}",spain,la liga,sevilla-fc,ud-almeria
18. october 2022,18:00,1:1,"{'6': 'away', '86': 'home'}",spain,la liga,sevilla-fc,valencia-cf
23. april 2023,20:00,2:1,"{'34': 'home', '55': 'away', '90': 'home'}",spain,la liga,sevilla-fc,villarreal-cf
22. april 2023,15:15,1:2,"{'9': 'away', '56': 'away', '90': 'home'}",spain,la liga,ud-almeria,athletic-bilbao
15. january 2023,15:15,1:1,"{'18': 'away', '37': 'home'}",spain,la liga,ud-almeria,atletico-madrid
12. september 2022,20:00,0:1,{'28': 'away'},spain,la liga,ud-almeria,ca-osasuna
18. march 2023,13:00,1:1,"{'49': 'away', '90': 'home'}",spain,la liga,ud-almeria,cadiz-cf
29. october 2022,13:00,3:1,"{'25': 'away', '52': 'home', '60': 'home', '90': 'home'}",spain,la liga,ud-almeria,celta-vigo
2. may 2023,18:30,2:1,"{'22': 'home', '52': 'home', '90': 'away'}",spain,la liga,ud-almeria,elche-cf
27. january 2023,20:00,3:1,"{'21': 'home', '61': 'home', '77': 'home', '90': 'away'}",spain,la liga,ud-almeria,espanyol-barcelona
26. february 2023,17:30,1:0,{'24': 'home'},spain,la liga,ud-almeria,fc-barcelona
9. november 2022,18:00,1:0,{'26': 'home'},spain,la liga,ud-almeria,getafe-cf
20. october 2022,18:00,3:2,"{'13': 'home', '17': 'home', '38': 'home', '47': 'away', '83': 'away'}",spain,la liga,ud-almeria,girona-fc
8. october 2022,13:00,3:1,"{'8': 'home', '17': 'home', '39': 'home', '81': 'away'}",spain,la liga,ud-almeria,rayo-vallecano
20. may 2023,17:30,3:0,"{'12': 'home', '42': 'home', '58': 'home'}",spain,la liga,ud-almeria,rcd-mallorca
11. february 2023,15:15,2:3,"{'6': 'away', '27': 'home', '42': 'away', '62': 'home', '70': 'away'}",spain,la liga,ud-almeria,real-betis
14. august 2022,21:00,1:2,"{'6': 'home', '61': 'away', '75': 'away'}",spain,la liga,ud-almeria,real-madrid
8. january 2023,13:00,0:2,"{'47': 'away', '53': 'away'}",spain,la liga,ud-almeria,real-sociedad
28. may 2023,18:00,0:0,,spain,la liga,ud-almeria,real-valladolid
27. august 2022,21:00,2:1,"{'30': 'away', '42': 'home', '55': 'home'}",spain,la liga,ud-almeria,sevilla-fc
9. april 2023,17:30,2:1,"{'49': 'home', '58': 'home', '61': 'away'}",spain,la liga,ud-almeria,valencia-cf
4. march 2023,15:15,0:2,"{'76': 'away', '88': 'away'}",spain,la liga,ud-almeria,villarreal-cf
11. february 2023,20:00,1:2,{None: 'away'},spain,la liga,valencia-cf,athletic-bilbao
29. august 2022,21:00,0:1,{'66': 'away'},spain,la liga,valencia-cf,atletico-madrid
11. march 2023,20:00,1:0,{'74': 'home'},spain,la liga,valencia-cf,ca-osasuna
6. january 2023,20:00,0:1,{'9': 'away'},spain,la liga,valencia-cf,cadiz-cf
17. september 2022,17:30,3:0,"{'37': 'home', '82': 'home', '90': 'home'}",spain,la liga,valencia-cf,celta-vigo
15. october 2022,15:15,2:2,"{'29': 'away', '41': 'home', '45': 'home', '65': 'away'}",spain,la liga,valencia-cf,elche-cf
28. may 2023,18:00,2:2,"{'38': 'home', '40': 'away', '50': 'away', '90': 'home'}",spain,la liga,valencia-cf,espanyol-barcelona
29. october 2022,20:00,0:1,{'90': 'away'},spain,la liga,valencia-cf,fc-barcelona
4. september 2022,20:00,5:1,"{'7': 'home', '14': 'home', '16': 'home', '65': 'home', '68': 'home', '78': 'away'}",spain,la liga,valencia-cf,getafe-cf
14. august 2022,18:30,1:0,{'45': 'home'},spain,la liga,valencia-cf,girona-fc
3. april 2023,20:00,1:1,"{'9': 'away', '82': 'home'}",spain,la liga,valencia-cf,rayo-vallecano
22. october 2022,17:30,1:2,"{'52': 'home', '66': 'away', '83': 'away'}",spain,la liga,valencia-cf,rcd-mallorca
10. november 2022,19:00,3:0,"{'63': 'home', '81': 'home', '90': 'home'}",spain,la liga,valencia-cf,real-betis
21. may 2023,17:30,1:0,{'33': 'home'},spain,la liga,valencia-cf,real-madrid
25. february 2023,20:00,1:0,{'40': 'home'},spain,la liga,valencia-cf,real-sociedad
27. april 2023,18:30,2:1,"{'6': 'away', '60': 'home', '90': 'home'}",spain,la liga,valencia-cf,real-valladolid
16. april 2023,20:00,0:2,"{'55': 'away', '75': 'away'}",spain,la liga,valencia-cf,sevilla-fc
23. january 2023,20:00,2:2,"{'48': 'home', '54': 'away', '65': 'home', '74': 'away'}",spain,la liga,valencia-cf,ud-almeria
3. may 2023,18:30,1:1,"{'62': 'away', '72': 'home'}",spain,la liga,valencia-cf,villarreal-cf
13. may 2023,17:30,5:1,"{'24': 'home', '37': 'home', '45': 'away', '50': 'home', '61': 'home', '90': 'home'}",spain,la liga,villarreal-cf,athletic-bilbao
4. june 2023,17:30,2:2,"{'9': 'home', '18': 'away', '56': 'away', '90': 'home'}",spain,la liga,villarreal-cf,atletico-madrid
17. october 2022,20:00,2:0,"{'42': 'home', '52': 'home'}",spain,la liga,villarreal-cf,ca-osasuna
24. may 2023,18:30,2:0,"{'20': 'home', '45': 'home'}",spain,la liga,villarreal-cf,cadiz-cf
30. april 2023,15:15,3:1,"{'2': 'home', '12': 'home', '29': 'away', '70': 'home'}",spain,la liga,villarreal-cf,celta-vigo
4. september 2022,17:30,4:0,"{'26': 'home', '36': 'home', '89': 'home', '90': 'home'}",spain,la liga,villarreal-cf,elche-cf
27. april 2023,18:30,4:2,"{'45': 'away', '53': 'home', '63': 'home', '73': 'away', '80': 'home', '90': 'home'}",spain,la liga,villarreal-cf,espanyol-barcelona
12. february 2023,20:00,0:1,{'18': 'away'},spain,la liga,villarreal-cf,fc-barcelona
27. february 2023,20:00,2:1,"{'9': 'away', '44': 'home', '52': 'home'}",spain,la liga,villarreal-cf,getafe-cf
22. january 2023,13:00,1:0,{'90': 'home'},spain,la liga,villarreal-cf,girona-fc
30. january 2023,20:00,0:1,{'70': 'away'},spain,la liga,villarreal-cf,rayo-vallecano
6. november 2022,17:30,0:2,"{'32': 'away', '75': 'away'}",spain,la liga,villarreal-cf,rcd-mallorca
12. march 2023,17:30,1:1,"{'38': 'away', '55': 'home'}",spain,la liga,villarreal-cf,real-betis
7. january 2023,15:15,2:1,"{'47': 'home', '60': 'away', '63': 'home'}",spain,la liga,villarreal-cf,real-madrid
2. april 2023,17:30,2:0,"{'77': 'home', '81': 'home'}",spain,la liga,villarreal-cf,real-sociedad
15. april 2023,13:00,1:2,"{'2': 'away', '34': 'away', '74': 'home'}",spain,la liga,villarreal-cf,real-valladolid
18. september 2022,15:15,1:1,"{'8': 'away', '51': 'home'}",spain,la liga,villarreal-cf,sevilla-fc
23. october 2022,17:30,2:1,"{'31': 'away', '56': 'home', '90': 'home'}",spain,la liga,villarreal-cf,ud-almeria
31. december 2022,15:15,2:1,"{'21': 'away', '45': 'home', '89': 'home'}",spain,la liga,villarreal-cf,valencia-cf
