date,time,final_score,goals,country,league,home,away
5. march 2022,15:00,3:1,"{'12': 'home', '40': 'home', '48': 'home', '84': 'away'}",england,championship,swansea-city,coventry-city
9. april 2022,15:00,2:1,"{'8': 'home', '16': 'home', '22': 'away'}",england,championship,swansea-city,derby-county
8. march 2022,19:45,1:5,"{'46': 'away', '52': 'away', '73': 'away', '75': 'home', '77': 'away', '85': 'away'}",england,championship,swansea-city,fulham-fc
25. september 2021,15:00,1:0,{'17': 'home'},england,championship,swansea-city,huddersfield-town
11. september 2021,15:00,0:0,,england,championship,swansea-city,hull-city
1. february 2022,19:45,0:1,{'72': 'away'},england,championship,swansea-city,luton-town
23. april 2022,15:00,1:1,"{'46': 'away', '48': 'home'}",england,championship,swansea-city,middlesbrough-fc
15. september 2021,19:45,0:0,,england,championship,swansea-city,millwall-fc
11. december 2021,15:00,1:4,"{'48': 'away', '50': 'away', '62': 'home', '68': 'away', '90': 'away'}",england,championship,swansea-city,nottingham-forest
30. october 2021,15:00,3:0,"{'2': 'home', '13': 'home', '45': 'home'}",england,championship,swansea-city,peterborough-united
22. january 2022,15:00,1:0,{'51': 'home'},england,championship,swansea-city,preston-north-end
7. may 2022,12:30,0:1,{'80': 'away'},england,championship,swansea-city,queens-park-rangers
27. november 2021,15:00,2:3,"{'3': 'home', '4': 'away', '30': 'away', '49': 'home', '50': 'away'}",england,championship,swansea-city,reading-fc
14. august 2021,20:00,0:0,,england,championship,swansea-city,sheffield-united
17. august 2021,19:45,1:3,"{'15': 'away', '53': 'away', '60': 'away', '73': 'home'}",england,championship,swansea-city,stoke-city
20. october 2021,19:45,2:1,"{'1': 'away', '61': 'home', '83': 'home'}",england,championship,swansea-city,west-bromwich-albion
6. april 2022,20:00,2:0,"{'8': 'home', '12': 'home'}",england,championship,west-bromwich-albion,afc-bournemouth
7. may 2022,12:30,4:0,"{'37': 'home', '40': 'home', '52': 'home', '60': 'home'}",england,championship,west-bromwich-albion,barnsley-fc
15. october 2021,20:00,1:0,{'75': 'home'},england,championship,west-bromwich-albion,birmingham-city
14. february 2022,20:00,0:0,,england,championship,west-bromwich-albion,blackburn-rovers
15. april 2022,15:00,2:1,"{'42': 'home', '53': 'away', '90': 'home'}",england,championship,west-bromwich-albion,blackpool-fc
23. october 2021,15:00,3:0,"{'7': 'home', '42': 'home', '52': 'home'}",england,championship,west-bromwich-albion,bristol-city
2. january 2022,14:00,1:1,"{'34': 'away', '48': 'home'}",england,championship,west-bromwich-albion,cardiff-city
23. april 2022,15:00,0:0,,england,championship,west-bromwich-albion,coventry-city
14. september 2021,20:00,0:0,,england,championship,west-bromwich-albion,derby-county
15. march 2022,20:00,1:0,{'64': 'home'},england,championship,west-bromwich-albion,fulham-fc
11. march 2022,20:00,2:2,"{'24': 'away', '74': 'away', '84': 'home', '85': 'home'}",england,championship,west-bromwich-albion,huddersfield-town
3. november 2021,20:00,1:0,{'69': 'home'},england,championship,west-bromwich-albion,hull-city
14. august 2021,15:00,3:2,"{'5': 'home', '36': 'home', '66': 'home', '70': 'away', '90': 'away'}",england,championship,west-bromwich-albion,luton-town
6. november 2021,15:00,1:1,"{'38': 'away', '65': 'home'}",england,championship,west-bromwich-albion,middlesbrough-fc
11. september 2021,15:00,1:1,"{'49': 'home', '55': 'away'}",england,championship,west-bromwich-albion,millwall-fc
26. november 2021,20:00,0:0,,england,championship,west-bromwich-albion,nottingham-forest
22. january 2022,15:00,3:0,"{'78': 'home', '85': 'home', '89': 'home'}",england,championship,west-bromwich-albion,peterborough-united
26. january 2022,20:00,0:2,"{'41': 'away', '76': 'away'}",england,championship,west-bromwich-albion,preston-north-end
24. september 2021,20:00,2:1,"{'1': 'away', '75': 'home', '88': 'home'}",england,championship,west-bromwich-albion,queens-park-rangers
11. december 2021,15:00,1:0,{'62': 'home'},england,championship,west-bromwich-albion,reading-fc
18. august 2021,20:00,4:0,"{'26': 'home', '47': 'home', '53': 'home', '59': 'home'}",england,championship,west-bromwich-albion,sheffield-united
9. april 2022,15:00,1:3,"{'16': 'away', '59': 'away', '73': 'home', '90': 'away'}",england,championship,west-bromwich-albion,stoke-city
28. february 2022,20:00,0:2,"{'79': 'away', '84': 'away'}",england,championship,west-bromwich-albion,swansea-city
