date,time,final_score,goals,country,league,home,away,season
2021-08-22,16:00,1:0,{'66': 'home'},spain,la liga,Sociedad,Vallecano,2021-2022
2021-10-16,20:00,1:0,{'90': 'home'},spain,la liga,Sociedad,Mallorca,2021-2022
2022-04-15,20:00,0:0,,spain,la liga,Sociedad,Betis,2021-2022
2021-12-04,20:00,0:2,"{'47': 'away', '57': 'away'}",spain,la liga,Sociedad,Real Madrid,2021-2022
2021-09-19,15:15,0:0,,spain,la liga,Sociedad,Sevilla,2021-2022
2021-11-21,20:00,0:0,,spain,la liga,Sociedad,Valencia,2021-2022
2021-12-18,15:15,1:3,"{'32': 'home', '38': 'away', '68': 'away', '90': 'away'}",spain,la liga,Sociedad,Villarreal,2021-2022
2022-05-22,21:00,1:0,{'68': 'home'},spain,la liga,Sevilla,Ath Bilbao,2021-2022
2021-12-18,20:00,2:1,"{'7': 'home', '33': 'away', '88': 'home'}",spain,la liga,Sevilla,Ath Madrid,2021-2022
2021-10-30,15:15,2:0,"{'40': 'home', '60': 'home'}",spain,la liga,Sevilla,Osasuna,2021-2022
2022-04-29,20:00,1:1,"{'7': 'home', '66': 'away'}",spain,la liga,Sevilla,Cadiz,2021-2022
2021-11-20,15:15,2:2,"{'5': 'away', '38': 'home', '45': 'away', '90': 'home'}",spain,la liga,Sevilla,Alaves,2021-2022
2022-01-22,17:30,2:2,"{'37': 'away', '40': 'away', '71': 'home', '74': 'home'}",spain,la liga,Sevilla,Celta,2021-2022
2022-02-11,20:00,2:0,"{'70': 'home', '75': 'home'}",spain,la liga,Sevilla,Elche,2021-2022
2021-09-25,17:30,2:0,"{'13': 'home', '87': 'home'}",spain,la liga,Sevilla,Espanol,2021-2022
2021-12-21,20:30,1:1,"{'32': 'home', '45': 'away'}",spain,la liga,Sevilla,Barcelona,2021-2022
2022-01-09,15:15,1:0,{'22': 'home'},spain,la liga,Sevilla,Getafe,2021-2022
2022-04-08,20:00,4:2,"{'23': 'away', '32': 'home', '66': 'home', '88': 'away', '90': 'home'}",spain,la liga,Sevilla,Granada,2021-2022
2021-10-24,13:00,5:3,"{'8': 'home', '24': 'home', '33': 'away', '38': 'home', '50': 'home', '55': 'away', '61': 'away', '64': 'home'}",spain,la liga,Sevilla,Levante,2021-2022
2021-08-15,21:15,3:0,"{'19': 'home', '55': 'home', '79': 'home'}",spain,la liga,Sevilla,Vallecano,2021-2022
2022-05-11,19:30,0:0,,spain,la liga,Sevilla,Mallorca,2021-2022
2022-02-27,15:15,2:1,"{'24': 'home', '41': 'home', '90': 'away'}",spain,la liga,Sevilla,Betis,2021-2022
2022-04-17,20:00,2:3,"{'21': 'home', '25': 'home', '50': 'away', '82': 'away', '90': 'away'}",spain,la liga,Sevilla,Real Madrid,2021-2022
2022-03-20,17:30,0:0,,spain,la liga,Sevilla,Sociedad,2021-2022
2021-09-22,18:30,3:1,"{'3': 'home', '15': 'home', '22': 'home', '30': 'away'}",spain,la liga,Sevilla,Valencia,2021-2022
2021-12-04,13:00,1:0,{'16': 'home'},spain,la liga,Sevilla,Villarreal,2021-2022
2021-09-25,15:15,1:1,"{'69': 'away', '90': 'home'}",spain,la liga,Valencia,Ath Bilbao,2021-2022
2021-11-07,15:15,3:3,"{'35': 'away', '50': 'home', '58': 'away', '60': 'away', '90': 'home'}",spain,la liga,Valencia,Ath Madrid,2021-2022
2022-04-16,17:30,1:2,"{'50': 'away', '74': 'away', '83': 'home'}",spain,la liga,Valencia,Osasuna,2021-2022
2022-04-03,17:30,0:0,,spain,la liga,Valencia,Cadiz,2021-2022
2021-08-27,21:15,3:0,"{'3': 'home', '45': 'home', '60': 'home'}",spain,la liga,Valencia,Alaves,2021-2022
2022-05-21,16:30,2:0,"{None: 'home', '60': 'home'}",spain,la liga,Valencia,Celta,2021-2022
2021-12-11,17:30,2:1,"{'23': 'home', '75': 'away', '86': 'home'}",spain,la liga,Valencia,Elche,2021-2022
2021-12-31,15:15,1:2,"{'51': 'home', '83': 'away', '88': 'away'}",spain,la liga,Valencia,Espanol,2021-2022
2022-02-20,15:15,1:4,"{'23': 'away', '32': 'away', '38': 'away', '52': 'home', None: 'away'}",spain,la liga,Valencia,Barcelona,2021-2022
2021-08-13,20:00,1:0,{'11': 'home'},spain,la liga,Valencia,Getafe,2021-2022
2022-03-05,17:30,3:1,"{'48': 'home', '51': 'home', '56': 'away', '62': 'home'}",spain,la liga,Valencia,Granada,2021-2022
2022-04-30,17:30,1:1,"{'27': 'home', '81': 'away'}",spain,la liga,Valencia,Levante,2021-2022
2021-11-27,15:15,1:1,"{'19': 'home', '64': 'away'}",spain,la liga,Valencia,Vallecano,2021-2022
2021-10-23,13:00,2:2,"{'32': 'away', '38': 'away', '90': 'home'}",spain,la liga,Valencia,Mallorca,2021-2022
2022-05-10,18:00,0:3,"{'57': 'away', '87': 'away', '90': 'away'}",spain,la liga,Valencia,Betis,2021-2022
2021-09-19,20:00,1:2,"{'66': 'home', '86': 'away', None: 'away'}",spain,la liga,Valencia,Real Madrid,2021-2022
2022-02-06,13:00,0:0,,spain,la liga,Valencia,Sociedad,2021-2022
2022-01-19,20:30,1:1,"{'7': 'away', '44': 'home'}",spain,la liga,Valencia,Sevilla,2021-2022
2021-10-30,17:30,2:0,"{'43': 'home', '77': 'home'}",spain,la liga,Valencia,Villarreal,2021-2022
2022-04-09,17:30,1:1,"{'43': 'away', '60': 'home'}",spain,la liga,Villarreal,Ath Bilbao,2021-2022
2022-01-09,20:00,2:2,"{'10': 'away', '29': 'home', '58': 'home', '67': 'away'}",spain,la liga,Villarreal,Ath Madrid,2021-2022
2021-10-17,17:30,1:2,"{'26': 'away', '55': 'home', '87': 'away'}",spain,la liga,Villarreal,Osasuna,2021-2022
2021-10-26,20:30,3:3,"{'14': 'away', '43': 'home', '45': 'away', '52': 'away', '80': 'home', '90': 'home'}",spain,la liga,Villarreal,Cadiz,2021-2022
2021-12-21,18:00,5:2,{None: 'home'},spain,la liga,Villarreal,Alaves,2021-2022
2022-03-12,17:30,1:0,{'64': 'home'},spain,la liga,Villarreal,Celta,2021-2022
2021-09-22,21:00,4:1,"{'5': 'home', '19': 'away', '39': 'home', '60': 'home', '90': 'home'}",spain,la liga,Villarreal,Elche,2021-2022
2022-02-27,13:00,5:1,"{'14': 'home', '20': 'home', '45': 'home', '53': 'home', '65': 'away', '86': 'home'}",spain,la liga,Villarreal,Espanol,2021-2022
2021-11-27,20:00,1:3,"{'48': 'away', '76': 'home', '88': 'away', '90': 'away'}",spain,la liga,Villarreal,Barcelona,2021-2022
2021-11-07,13:00,1:0,{'10': 'home'},spain,la liga,Villarreal,Getafe,2021-2022
2021-08-16,19:00,0:0,,spain,la liga,Villarreal,Granada,2021-2022
2022-01-03,18:00,5:0,"{'8': 'home', '13': 'home', '37': 'home', '74': 'home', '79': 'home'}",spain,la liga,Villarreal,Levante,2021-2022
2021-12-12,13:00,2:0,"{'32': 'home', '36': 'home'}",spain,la liga,Villarreal,Vallecano,2021-2022
2022-01-22,15:15,3:0,"{'12': 'home', '34': 'home', '87': 'home'}",spain,la liga,Villarreal,Mallorca,2021-2022
2021-10-03,17:30,2:0,"{'45': 'home', '69': 'home'}",spain,la liga,Villarreal,Betis,2021-2022
2022-02-12,15:15,0:0,,spain,la liga,Villarreal,Real Madrid,2021-2022
2022-05-15,18:30,1:2,"{'43': 'home', '56': 'away', '73': 'away'}",spain,la liga,Villarreal,Sociedad,2021-2022
2022-05-08,15:15,1:1,"{None: 'home', '90': 'away'}",spain,la liga,Villarreal,Sevilla,2021-2022
2022-04-19,20:30,2:0,"{'10': 'home', '17': 'home'}",spain,la liga,Villarreal,Valencia,2021-2022
