date,time,final_score,goals,country,league,home,away,season
2023-05-06,14:30,2:1,"{'29': 'home', '38': 'away', '45': 'home'}",germany,bundesliga,Hertha,Stuttgart,2022-2023
2023-05-20,14:30,1:1,"{'63': 'home', '90': 'away'}",germany,bundesliga,Hertha,Bochum,2022-2023
2023-01-24,19:30,0:5,"{'4': 'away', '31': 'away', '34': 'away', '72': 'away', '86': 'away'}",germany,bundesliga,Hertha,Wolfsburg,2022-2023
2023-04-22,14:30,2:4,"{'6': 'away', '27': 'away', '51': 'away', '63': 'away', '68': 'home', '79': 'home'}",germany,bundesliga,Hertha,Werder Bremen,2022-2023
2022-08-13,14:30,2:2,"{'36': 'home', '40': 'away', '56': 'home', '72': 'away'}",germany,bundesliga,RB Leipzig,FC Koln,2022-2023
2023-02-11,17:30,1:2,"{'24': 'home', '61': 'away', '72': 'away'}",germany,bundesliga,RB Leipzig,Union Berlin,2022-2023
2023-04-01,14:30,0:3,"{'9': 'away', '57': 'away', '67': 'away'}",germany,bundesliga,RB Leipzig,Mainz,2022-2023
2023-04-29,14:30,1:0,{'28': 'home'},germany,bundesliga,RB Leipzig,Hoffenheim,2022-2023
2022-10-29,14:30,2:0,"{'32': 'home', '83': 'home'}",germany,bundesliga,RB Leipzig,Leverkusen,2022-2023
2023-01-20,19:30,1:1,"{'37': 'away', '52': 'home'}",germany,bundesliga,RB Leipzig,Bayern Munich,2022-2023
2023-03-11,14:30,3:0,"{'58': 'home', '71': 'home', '80': 'home'}",germany,bundesliga,RB Leipzig,M'gladbach,2022-2023
2022-09-10,14:30,3:0,"{'6': 'home', '45': 'home', '84': 'home'}",germany,bundesliga,RB Leipzig,Dortmund,2022-2023
2023-02-25,14:30,2:1,"{'6': 'home', '40': 'home', '61': 'away'}",germany,bundesliga,RB Leipzig,Ein Frankfurt,2022-2023
2023-04-15,14:30,3:2,"{'5': 'away', '10': 'home', '32': 'home', '35': 'home', '82': 'away'}",germany,bundesliga,RB Leipzig,Augsburg,2022-2023
2023-05-27,14:30,4:2,"{'10': 'home', '19': 'home', '28': 'away', '49': 'away', '82': 'home', '90': 'home'}",germany,bundesliga,RB Leipzig,Schalke 04,2022-2023
2022-10-15,17:30,3:2,"{'25': 'home', '30': 'home', None: 'home', '62': 'away', '64': 'away'}",germany,bundesliga,RB Leipzig,Hertha,2022-2023
2022-11-09,19:30,3:1,"{'54': 'home', '56': 'home', '66': 'away', '78': 'home'}",germany,bundesliga,RB Leipzig,Freiburg,2022-2023
2023-01-27,19:30,2:1,"{'25': 'home', '49': 'home', '68': 'away'}",germany,bundesliga,RB Leipzig,Stuttgart,2022-2023
2022-10-01,14:30,4:0,"{'15': 'home', '23': 'home', '53': 'home', '85': 'home'}",germany,bundesliga,RB Leipzig,Bochum,2022-2023
2022-08-27,14:30,2:0,"{'5': 'home', '90': 'home'}",germany,bundesliga,RB Leipzig,Wolfsburg,2022-2023
2023-05-14,16:30,2:1,"{'70': 'away', '87': 'home', '90': 'home'}",germany,bundesliga,RB Leipzig,Werder Bremen,2022-2023
2022-11-06,16:30,2:0,"{'52': 'home', '64': 'home'}",germany,bundesliga,Freiburg,FC Koln,2022-2023
2022-11-13,16:30,4:1,"{'4': 'home', '6': 'home', '20': 'home', '45': 'home', '84': 'away'}",germany,bundesliga,Freiburg,Union Berlin,2022-2023
2022-10-01,14:30,2:1,"{'3': 'home', '37': 'home', '52': 'away'}",germany,bundesliga,Freiburg,Mainz,2022-2023
2023-03-12,14:30,2:1,"{'5': 'home', '49': 'away', '89': 'home'}",germany,bundesliga,Freiburg,Hoffenheim,2022-2023
2023-02-26,14:30,1:1,"{'29': 'home', '67': 'away'}",germany,bundesliga,Freiburg,Leverkusen,2022-2023
2023-04-08,14:30,0:1,{'51': 'away'},germany,bundesliga,Freiburg,Bayern Munich,2022-2023
2022-09-11,16:30,0:0,,germany,bundesliga,Freiburg,M'gladbach,2022-2023
2022-08-12,19:30,1:3,"{'35': 'home', '77': 'away', '84': 'away', '88': 'away'}",germany,bundesliga,Freiburg,Dortmund,2022-2023
2023-01-25,19:30,1:1,"{'42': 'away', '47': 'home'}",germany,bundesliga,Freiburg,Ein Frankfurt,2022-2023
2023-01-28,14:30,3:1,"{'13': 'home', '29': 'away', '30': 'home', '85': 'home'}",germany,bundesliga,Freiburg,Augsburg,2022-2023
2023-04-23,14:30,4:0,"{'7': 'home', '35': 'home', '52': 'home', '82': 'home'}",germany,bundesliga,Freiburg,Schalke 04,2022-2023
2023-04-01,14:30,1:1,"{'52': 'home', '77': 'away'}",germany,bundesliga,Freiburg,Hertha,2022-2023
2023-05-06,14:30,0:1,{'73': 'away'},germany,bundesliga,Freiburg,RB Leipzig,2022-2023
2023-02-11,14:30,2:1,"{'30': 'away', '60': 'home', '84': 'home'}",germany,bundesliga,Freiburg,Stuttgart,2022-2023
2022-08-26,19:30,1:0,{'49': 'home'},germany,bundesliga,Freiburg,Bochum,2022-2023
2023-05-19,19:30,2:0,"{'71': 'home', '75': 'home'}",germany,bundesliga,Freiburg,Wolfsburg,2022-2023
2022-10-22,14:30,2:0,"{'56': 'home', '80': 'home'}",germany,bundesliga,Freiburg,Werder Bremen,2022-2023
2023-02-18,14:30,3:0,"{'9': 'home', '59': 'home', '74': 'home'}",germany,bundesliga,Stuttgart,FC Koln,2022-2023
2022-10-09,18:30,0:1,{'76': 'away'},germany,bundesliga,Stuttgart,Union Berlin,2022-2023
2023-01-21,14:30,1:1,"{'36': 'home', '40': 'away'}",germany,bundesliga,Stuttgart,Mainz,2022-2023
2023-05-27,14:30,1:1,"{'75': 'away', '80': 'home'}",germany,bundesliga,Stuttgart,Hoffenheim,2022-2023
2023-05-14,14:30,1:1,"{'57': 'home', '70': 'away'}",germany,bundesliga,Stuttgart,Leverkusen,2022-2023
2023-03-04,17:30,1:2,"{None: 'away', '62': 'away', '88': 'home'}",germany,bundesliga,Stuttgart,Bayern Munich,2022-2023
2023-04-29,14:30,2:1,"{'22': 'home', '78': 'away', '83': 'home'}",germany,bundesliga,Stuttgart,M'gladbach,2022-2023
2023-04-15,14:30,3:3,"{'26': 'away', '33': 'away', '78': 'home', '84': 'home', '90': 'home'}",germany,bundesliga,Stuttgart,Dortmund,2022-2023
2022-09-17,14:30,1:3,"{'6': 'away', '55': 'away', '79': 'home', '88': 'away'}",germany,bundesliga,Stuttgart,Ein Frankfurt,2022-2023
2022-10-29,14:30,2:1,"{'4': 'away', '15': 'home', '90': 'home'}",germany,bundesliga,Stuttgart,Augsburg,2022-2023
2022-09-03,14:30,1:1,"{'18': 'home', '21': 'away'}",germany,bundesliga,Stuttgart,Schalke 04,2022-2023
2022-11-08,19:30,2:1,"{'3': 'home', '19': 'away', '90': 'home'}",germany,bundesliga,Stuttgart,Hertha,2022-2023
2022-08-07,14:30,1:1,"{'8': 'away', '31': 'home'}",germany,bundesliga,Stuttgart,RB Leipzig,2022-2023
2022-08-20,14:30,0:1,{'11': 'away'},germany,bundesliga,Stuttgart,Freiburg,2022-2023
2022-10-15,14:30,4:1,"{'3': 'home', '22': 'home', '29': 'away', '64': 'home', '71': 'home'}",germany,bundesliga,Stuttgart,Bochum,2022-2023
2023-03-18,14:30,0:1,{'56': 'away'},germany,bundesliga,Stuttgart,Wolfsburg,2022-2023
2023-02-05,14:30,0:2,"{'59': 'away', '77': 'away'}",germany,bundesliga,Stuttgart,Werder Bremen,2022-2023
2022-09-18,16:30,1:1,"{'9': 'home', '88': 'away'}",germany,bundesliga,Bochum,FC Koln,2022-2023
2022-10-23,14:30,2:1,"{'43': 'home', '71': 'home', '90': 'away'}",germany,bundesliga,Bochum,Union Berlin,2022-2023
2022-08-06,14:30,1:2,"{'26': 'away', '39': 'home', '77': 'away'}",germany,bundesliga,Bochum,Mainz,2022-2023
2023-02-04,14:30,5:2,"{'22': 'home', '30': 'home', '40': 'home', '49': 'away', '69': 'home', '77': 'away', '83': 'home'}",germany,bundesliga,Bochum,Hoffenheim,2022-2023
2023-05-27,14:30,3:0,"{'19': 'home', '34': 'home', '86': 'home'}",germany,bundesliga,Bochum,Leverkusen,2022-2023
2022-08-21,16:30,0:7,"{'4': 'away', '25': 'away', '33': 'away', '42': 'away', '60': 'away', '69': 'away', '76': 'away'}",germany,bundesliga,Bochum,Bayern Munich,2022-2023
2022-11-08,19:30,2:1,"{'7': 'home', '12': 'home', '62': 'away'}",germany,bundesliga,Bochum,M'gladbach,2022-2023
2023-04-28,19:30,1:1,"{'5': 'home', '7': 'away'}",germany,bundesliga,Bochum,Dortmund,2022-2023
2022-10-08,14:30,3:0,"{'71': 'home', '87': 'home', '90': 'home'}",germany,bundesliga,Bochum,Ein Frankfurt,2022-2023
2023-05-13,14:30,3:2,"{'2': 'home', '29': 'away', '59': 'home', '62': 'home', '85': 'away'}",germany,bundesliga,Bochum,Augsburg,2022-2023
2023-03-04,14:30,0:2,"{'45': 'away', '79': 'away'}",germany,bundesliga,Bochum,Schalke 04,2022-2023
2023-01-21,14:30,3:1,"{'22': 'home', '44': 'home', '56': 'home', '87': 'away'}",germany,bundesliga,Bochum,Hertha,2022-2023
2023-03-18,14:30,1:0,{'49': 'home'},germany,bundesliga,Bochum,RB Leipzig,2022-2023
2023-02-18,14:30,0:2,"{'39': 'away', '51': 'away'}",germany,bundesliga,Bochum,Freiburg,2022-2023
2023-04-09,16:30,2:3,"{'14': 'away', '58': 'home', '60': 'away', '63': 'away', '85': 'home'}",germany,bundesliga,Bochum,Stuttgart,2022-2023
2023-04-22,14:30,1:5,"{'10': 'away', '21': 'away', '33': 'away', '56': 'away', '69': 'home', '77': 'away'}",germany,bundesliga,Bochum,Wolfsburg,2022-2023
2022-09-03,14:30,0:2,"{'86': 'away', '90': 'away'}",germany,bundesliga,Bochum,Werder Bremen,2022-2023
2022-09-03,14:30,2:4,"{'2': 'home', '22': 'away', '32': 'away', '45': 'away', '79': 'home', '81': 'away'}",germany,bundesliga,Wolfsburg,FC Koln,2022-2023
2023-03-12,18:30,1:1,"{'72': 'away', '84': 'home'}",germany,bundesliga,Wolfsburg,Union Berlin,2022-2023
2023-04-30,16:30,3:0,"{'5': 'home', '13': 'home', '28': 'home'}",germany,bundesliga,Wolfsburg,Mainz,2022-2023
2023-05-13,14:30,2:1,"{'15': 'home', '75': 'home', '90': 'away'}",germany,bundesliga,Wolfsburg,Hoffenheim,2022-2023
2023-04-16,18:30,0:0,,germany,bundesliga,Wolfsburg,Leverkusen,2022-2023
2023-02-05,16:30,2:4,"{'9': 'away', '14': 'away', '19': 'away', '44': 'home', '73': 'away', '81': 'home'}",germany,bundesliga,Wolfsburg,Bayern Munich,2022-2023
2022-10-15,14:30,2:2,"{'13': 'away', '43': 'home', '47': 'away', '69': 'home'}",germany,bundesliga,Wolfsburg,M'gladbach,2022-2023
2022-11-08,17:30,2:0,"{'6': 'home', '90': 'home'}",germany,bundesliga,Wolfsburg,Dortmund,2022-2023
2023-03-05,16:30,2:2,"{'10': 'home', '22': 'away', '26': 'away', '43': 'home'}",germany,bundesliga,Wolfsburg,Ein Frankfurt,2022-2023
2023-04-01,14:30,2:2,"{'2': 'away', '32': 'away', '84': 'home', '90': 'home'}",germany,bundesliga,Wolfsburg,Augsburg,2022-2023
2022-08-20,14:30,0:0,,germany,bundesliga,Wolfsburg,Schalke 04,2022-2023
2023-05-27,14:30,1:2,"{'2': 'home', '55': 'away', '68': 'away'}",germany,bundesliga,Wolfsburg,Hertha,2022-2023
2023-02-18,14:30,0:3,"{'14': 'away', '85': 'away', '90': 'away'}",germany,bundesliga,Wolfsburg,RB Leipzig,2022-2023
2023-01-21,14:30,6:0,"{'1': 'home', '28': 'home', '37': 'home', None: 'home', '80': 'home', '90': 'home'}",germany,bundesliga,Wolfsburg,Freiburg,2022-2023
2022-10-01,14:30,3:2,"{'22': 'away', '23': 'home', '38': 'home', '45': 'away', '90': 'home'}",germany,bundesliga,Wolfsburg,Stuttgart,2022-2023
2022-10-29,14:30,4:0,"{'27': 'home', '35': 'home', '58': 'home', '80': 'home'}",germany,bundesliga,Wolfsburg,Bochum,2022-2023
2022-08-06,14:30,2:2,"{'11': 'home', '21': 'away', '23': 'away', '84': 'home'}",germany,bundesliga,Wolfsburg,Werder Bremen,2022-2023
2023-05-20,14:30,1:1,"{'36': 'away', '73': 'home'}",germany,bundesliga,Werder Bremen,FC Koln,2022-2023
2023-01-25,19:30,1:2,"{'14': 'home', '18': 'away', '46': 'away'}",germany,bundesliga,Werder Bremen,Union Berlin,2022-2023
2022-10-15,14:30,0:2,"{'36': 'away', '66': 'away'}",germany,bundesliga,Werder Bremen,Mainz,2022-2023
2023-04-02,16:30,1:2,"{'50': 'away', '52': 'away', '76': 'home'}",germany,bundesliga,Werder Bremen,Hoffenheim,2022-2023
2023-03-12,16:30,2:3,"{'30': 'home', '34': 'away', '56': 'away', '83': 'away', '86': 'home'}",germany,bundesliga,Werder Bremen,Leverkusen,2022-2023
2023-05-06,17:30,1:2,"{'62': 'away', '72': 'away', '87': 'home'}",germany,bundesliga,Werder Bremen,Bayern Munich,2022-2023
2022-10-01,17:30,5:1,"{'5': 'home', '8': 'home', '13': 'home', '37': 'home', '63': 'away', '73': 'home'}",germany,bundesliga,Werder Bremen,M'gladbach,2022-2023
2023-02-11,14:30,0:2,"{'67': 'away', '85': 'away'}",germany,bundesliga,Werder Bremen,Dortmund,2022-2023
2022-08-28,16:30,3:4,"{'2': 'away', '14': 'home', '17': 'home', '32': 'away', '39': 'away', '48': 'away', '90': 'home'}",germany,bundesliga,Werder Bremen,Ein Frankfurt,2022-2023
2022-09-09,19:30,0:1,{'63': 'away'},germany,bundesliga,Werder Bremen,Augsburg,2022-2023
2022-11-05,17:30,2:1,"{'29': 'home', '76': 'home', '89': 'away'}",germany,bundesliga,Werder Bremen,Schalke 04,2022-2023
2022-10-28,19:30,1:0,{'85': 'home'},germany,bundesliga,Werder Bremen,Hertha,2022-2023
2022-11-12,14:30,1:2,"{'13': 'away', '56': 'home', '71': 'away'}",germany,bundesliga,Werder Bremen,RB Leipzig,2022-2023
2023-04-16,14:30,1:2,"{'46': 'home', '67': 'away', '71': 'away'}",germany,bundesliga,Werder Bremen,Freiburg,2022-2023
2022-08-13,14:30,2:2,"{'4': 'home', '38': 'away', '77': 'away', '90': 'home'}",germany,bundesliga,Werder Bremen,Stuttgart,2022-2023
2023-02-25,14:30,3:0,"{'29': 'home', '43': 'home', '59': 'home'}",germany,bundesliga,Werder Bremen,Bochum,2022-2023
2023-01-28,14:30,2:1,"{'24': 'home', '77': 'home', '90': 'away'}",germany,bundesliga,Werder Bremen,Wolfsburg,2022-2023
