date,time,final_score,goals,country,league,home,away
27. august 2021,17:30,3:0,"{'29': 'home', '70': 'home', '90': 'home'}",italy,serie a,udinese-calcio,venezia-fc
19. february 2022,19:45,2:2,"{'5': 'away', '29': 'home', '72': 'home', '77': 'away'}",italy,serie a,us-salernitana-1919,ac-milan
24. april 2022,11:30,2:1,"{'9': 'home', '64': 'away', '79': 'home'}",italy,serie a,us-salernitana-1919,acf-fiorentina
29. august 2021,19:45,0:4,"{'48': 'away', '52': 'away', '69': 'away', '79': 'away'}",italy,serie a,us-salernitana-1919,as-roma
18. september 2021,19:45,0:1,{'75': 'away'},italy,serie a,us-salernitana-1919,atalanta
26. february 2022,14:05,1:1,"{'43': 'away', '72': 'home'}",italy,serie a,us-salernitana-1919,bologna-fc
8. may 2022,17:00,1:1,"{'68': 'home', '90': 'away'}",italy,serie a,us-salernitana-1919,cagliari-calcio
23. october 2021,14:00,2:4,"{'2': 'away', '11': 'away', '13': 'away', '45': 'away', '48': 'home', '55': 'home'}",italy,serie a,us-salernitana-1919,empoli-fc
2. october 2021,14:00,1:0,{'66': 'home'},italy,serie a,us-salernitana-1919,genoa-cfc
22. september 2021,17:30,2:2,"{'7': 'away', '29': 'away', '45': 'home', '76': 'home'}",italy,serie a,us-salernitana-1919,hellas-verona
17. december 2021,19:45,0:5,"{'11': 'away', '33': 'away', '52': 'away', '77': 'away', '87': 'away'}",italy,serie a,us-salernitana-1919,inter
30. november 2021,19:45,0:2,"{'21': 'away', '70': 'away'}",italy,serie a,us-salernitana-1919,juventus
15. january 2022,17:00,0:3,"{'7': 'away', '10': 'away', '66': 'away'}",italy,serie a,us-salernitana-1919,lazio-roma
21. november 2021,14:00,0:2,"{'40': 'away', '43': 'away'}",italy,serie a,us-salernitana-1919,sampdoria
12. march 2022,14:00,2:2,"{'8': 'home', '20': 'away', '30': 'away', '81': 'home'}",italy,serie a,us-salernitana-1919,sassuolo-calcio
7. february 2022,19:45,2:2,"{'3': 'home', '12': 'away', '16': 'home', '30': 'away'}",italy,serie a,us-salernitana-1919,spezia-calcio
31. october 2021,17:00,0:1,{'61': 'away'},italy,serie a,us-salernitana-1919,ssc-napoli
2. april 2022,19:45,0:1,{'18': 'away'},italy,serie a,us-salernitana-1919,torino-fc
22. may 2022,20:00,0:4,"{'6': 'away', '34': 'away', '42': 'away', '57': 'away'}",italy,serie a,us-salernitana-1919,udinese-calcio
5. may 2022,17:00,2:1,"{'7': 'home', '58': 'away', '67': 'home'}",italy,serie a,us-salernitana-1919,venezia-fc
9. january 2022,11:30,0:3,"{'2': 'away', '48': 'away', '59': 'away'}",italy,serie a,venezia-fc,ac-milan
18. october 2021,19:45,1:0,{'36': 'home'},italy,serie a,venezia-fc,acf-fiorentina
7. november 2021,11:30,3:2,"{'3': 'home', '43': 'away', '45': 'away', '65': 'home', '74': 'home'}",italy,serie a,venezia-fc,as-roma
23. april 2022,14:00,1:3,"{'44': 'away', '47': 'away', '63': 'away', '80': 'home'}",italy,serie a,venezia-fc,atalanta
8. may 2022,14:00,4:3,"{'4': 'home', '19': 'home', '45': 'away', '55': 'away', '68': 'away', '78': 'home', '90': 'home'}",italy,serie a,venezia-fc,bologna-fc
22. may 2022,20:00,0:0,,italy,serie a,venezia-fc,cagliari-calcio
16. january 2022,14:00,1:1,"{'26': 'away', '73': 'home'}",italy,serie a,venezia-fc,empoli-fc
20. february 2022,14:00,1:1,"{'13': 'home', '29': 'away'}",italy,serie a,venezia-fc,genoa-cfc
5. december 2021,14:00,3:4,"{'12': 'home', '19': 'home', '27': 'home', '52': 'away', '65': 'away', '67': 'away', '85': 'away'}",italy,serie a,venezia-fc,hellas-verona
27. november 2021,19:45,0:2,"{'34': 'away', '90': 'away'}",italy,serie a,venezia-fc,inter
11. december 2021,17:00,1:1,"{'32': 'away', '55': 'home'}",italy,serie a,venezia-fc,juventus
22. december 2021,15:30,1:3,"{'3': 'away', '30': 'home', None: 'away', '90': 'away'}",italy,serie a,venezia-fc,lazio-roma
20. march 2022,11:30,0:2,"{'24': 'away', '38': 'away'}",italy,serie a,venezia-fc,sampdoria
6. march 2022,14:00,1:4,"{'2': 'away', '17': 'away', '29': 'away', '34': 'home', '71': 'away'}",italy,serie a,venezia-fc,sassuolo-calcio
19. september 2021,14:00,1:2,"{'13': 'away', '59': 'home', '90': 'away'}",italy,serie a,venezia-fc,spezia-calcio
6. february 2022,14:00,0:2,"{'59': 'away', '90': 'away'}",italy,serie a,venezia-fc,ssc-napoli
27. september 2021,19:45,1:1,"{'56': 'away', '78': 'home'}",italy,serie a,venezia-fc,torino-fc
10. april 2022,14:00,1:2,"{'35': 'away', '86': 'home', '90': 'away'}",italy,serie a,venezia-fc,udinese-calcio
26. october 2021,17:30,1:2,"{'14': 'home', '61': 'away', '90': 'away'}",italy,serie a,venezia-fc,us-salernitana-1919
