date,time,final_score,goals,country,league,home,away,season
2022-09-11,14:00,1:3,"{'33': 'home', '75': 'away', '90': 'away'}",italy,serie a,Sassuolo,Udinese,2022-2023
2023-03-06,17:30,3:2,"{'26': 'home', '41': 'home', '62': 'away', '83': 'away', '90': 'home'}",italy,serie a,Sassuolo,Cremonese,2022-2023
2022-08-20,19:45,1:0,{'39': 'home'},italy,serie a,Sassuolo,Lecce,2022-2023
2022-10-02,14:00,5:0,"{'12': 'home', '39': 'home', '53': 'home', '76': 'home', '90': 'home'}",italy,serie a,Sassuolo,Salernitana,2022-2023
2023-05-13,17:00,2:0,"{'75': 'home', '85': 'home'}",italy,serie a,Spezia,Milan,2022-2023
2023-04-28,19:45,0:2,"{'21': 'away', '90': 'away'}",italy,serie a,Spezia,Monza,2022-2023
2022-10-30,14:00,1:2,"{'14': 'away', '35': 'home', '90': 'away'}",italy,serie a,Spezia,Fiorentina,2022-2023
2023-01-22,17:00,0:2,"{'45': 'away', '49': 'away'}",italy,serie a,Spezia,Roma,2022-2023
2023-01-04,13:30,2:2,"{'8': 'home', '31': 'home', '77': 'away', '90': 'away'}",italy,serie a,Spezia,Atalanta,2022-2023
2022-09-04,14:00,2:2,"{'6': 'away', '45': 'home', '54': 'home', '64': 'away'}",italy,serie a,Spezia,Bologna,2022-2023
2022-08-14,19:45,1:0,{'36': 'home'},italy,serie a,Spezia,Empoli,2022-2023
2023-03-05,11:30,0:0,,italy,serie a,Spezia,Verona,2022-2023
2023-03-10,19:45,2:1,"{'55': 'home', '83': 'away', '87': 'home'}",italy,serie a,Spezia,Inter,2022-2023
2023-02-19,17:00,0:2,"{'32': 'away', '66': 'away'}",italy,serie a,Spezia,Juventus,2022-2023
2023-04-14,19:45,0:3,"{'36': 'away', '52': 'away', '89': 'away'}",italy,serie a,Spezia,Lazio,2022-2023
2022-09-17,17:00,2:1,"{'11': 'away', '12': 'home', '72': 'home'}",italy,serie a,Spezia,Sampdoria,2022-2023
2022-08-27,19:45,2:2,"{'27': 'away', '30': 'home', '45': 'home', '50': 'away'}",italy,serie a,Spezia,Sassuolo,2022-2023
2023-02-05,11:30,0:3,"{'47': 'away', '68': 'away', '73': 'away'}",italy,serie a,Spezia,Napoli,2022-2023
2023-05-27,14:00,0:4,"{'24': 'away', '72': 'away', '76': 'away', '90': 'away'}",italy,serie a,Spezia,Torino,2022-2023
2022-11-08,17:30,1:1,"{'33': 'home', '43': 'away'}",italy,serie a,Spezia,Udinese,2022-2023
2022-10-16,14:00,2:2,"{'2': 'away', '19': 'home', '22': 'home', '52': 'away'}",italy,serie a,Spezia,Cremonese,2022-2023
2023-01-08,14:00,0:0,,italy,serie a,Spezia,Lecce,2022-2023
2023-04-02,14:00,1:1,"{'43': 'away', '70': 'home'}",italy,serie a,Spezia,Salernitana,2022-2023
2023-04-02,19:45,0:4,"{'17': 'away', '25': 'away', '59': 'away', '67': 'away'}",italy,serie a,Napoli,Milan,2022-2023
2022-08-21,17:30,4:0,"{'35': 'home', '45': 'home', '62': 'home', '90': 'home'}",italy,serie a,Napoli,Monza,2022-2023
2023-05-07,17:00,1:0,{'74': 'home'},italy,serie a,Napoli,Fiorentina,2022-2023
2023-01-29,19:45,2:1,"{'17': 'home', '75': 'away', '86': 'home'}",italy,serie a,Napoli,Roma,2022-2023
2023-03-11,17:00,2:0,"{'60': 'home', '77': 'home'}",italy,serie a,Napoli,Atalanta,2022-2023
2022-10-16,17:00,3:2,"{'41': 'away', '45': 'home', '49': 'home', '51': 'away', '69': 'home'}",italy,serie a,Napoli,Bologna,2022-2023
2022-11-08,17:30,2:0,"{'69': 'home', '88': 'home'}",italy,serie a,Napoli,Empoli,2022-2023
2023-04-15,17:00,0:0,,italy,serie a,Napoli,Verona,2022-2023
2023-05-21,17:00,3:1,"{'67': 'home', '82': 'away', '85': 'home', '90': 'home'}",italy,serie a,Napoli,Inter,2022-2023
2023-01-13,19:45,5:1,"{'14': 'home', '39': 'home', '42': 'away', '55': 'home', '65': 'home', '72': 'home'}",italy,serie a,Napoli,Juventus,2022-2023
2023-03-03,19:45,0:1,{'67': 'away'},italy,serie a,Napoli,Lazio,2022-2023
2023-06-04,17:30,2:0,"{'64': 'home', '85': 'home'}",italy,serie a,Napoli,Sampdoria,2022-2023
2022-10-29,14:00,4:0,"{'4': 'home', '19': 'home', '36': 'home', '77': 'home'}",italy,serie a,Napoli,Sassuolo,2022-2023
2022-09-10,14:00,1:0,{'89': 'home'},italy,serie a,Napoli,Spezia,2022-2023
2022-10-01,14:00,3:1,"{'6': 'home', '12': 'home', '37': 'home', '44': 'away'}",italy,serie a,Napoli,Torino,2022-2023
2022-11-12,14:00,3:2,"{'15': 'home', '31': 'home', '58': 'home', '79': 'away', '82': 'away'}",italy,serie a,Napoli,Udinese,2022-2023
2023-02-12,19:45,3:0,"{'21': 'home', '65': 'home', '79': 'home'}",italy,serie a,Napoli,Cremonese,2022-2023
2022-08-31,19:45,1:1,"{'27': 'home', '31': 'away'}",italy,serie a,Napoli,Lecce,2022-2023
2023-04-30,14:00,1:1,"{'62': 'home', '84': 'away'}",italy,serie a,Napoli,Salernitana,2022-2023
2022-10-30,19:45,2:1,"{'35': 'home', '37': 'home', '67': 'away'}",italy,serie a,Torino,Milan,2022-2023
2023-05-07,14:00,1:1,"{'46': 'home', '86': 'away'}",italy,serie a,Torino,Monza,2022-2023
2023-05-21,14:00,1:1,"{'48': 'away', '66': 'home'}",italy,serie a,Torino,Fiorentina,2022-2023
2023-04-08,17:30,0:1,{'8': 'away'},italy,serie a,Torino,Roma,2022-2023
2023-04-29,19:45,1:2,"{'34': 'away', '75': 'home', '88': 'away'}",italy,serie a,Torino,Atalanta,2022-2023
2023-03-06,19:45,1:0,{'22': 'home'},italy,serie a,Torino,Bologna,2022-2023
2022-10-09,11:30,1:1,"{'49': 'away', None: 'home'}",italy,serie a,Torino,Empoli,2022-2023
2023-01-04,13:30,1:1,"{'45': 'away', '64': 'home'}",italy,serie a,Torino,Verona,2022-2023
2023-06-03,17:30,0:1,{'37': 'away'},italy,serie a,Torino,Inter,2022-2023
2022-10-15,17:00,0:1,{'74': 'away'},italy,serie a,Torino,Juventus,2022-2023
2022-08-20,17:30,0:0,,italy,serie a,Torino,Lazio,2022-2023
2022-11-09,19:45,2:0,"{'29': 'home', '59': 'home'}",italy,serie a,Torino,Sampdoria,2022-2023
2022-09-17,19:45,0:1,{'90': 'away'},italy,serie a,Torino,Sassuolo,2022-2023
2023-01-15,14:00,0:1,{'28': 'away'},italy,serie a,Torino,Spezia,2022-2023
2023-03-19,14:00,0:4,"{'9': 'away', '35': 'away', '51': 'away', '68': 'away'}",italy,serie a,Torino,Napoli,2022-2023
2023-02-05,14:00,1:0,{'49': 'home'},italy,serie a,Torino,Udinese,2022-2023
2023-02-20,19:45,2:2,"{'41': 'home', '54': 'away', '74': 'away', '79': 'home'}",italy,serie a,Torino,Cremonese,2022-2023
2022-09-05,19:45,1:0,{'40': 'home'},italy,serie a,Torino,Lecce,2022-2023
2023-04-16,14:00,1:1,"{'9': 'away', '57': 'home'}",italy,serie a,Torino,Salernitana,2022-2023
2023-03-18,19:45,3:1,"{'9': 'home', '45': 'home', '70': 'home'}",italy,serie a,Udinese,Milan,2022-2023
2023-04-08,11:30,2:2,"{'18': 'home', '48': 'away', '56': 'away', '90': 'home'}",italy,serie a,Udinese,Monza,2022-2023
2022-08-31,17:30,1:0,{'17': 'home'},italy,serie a,Udinese,Fiorentina,2022-2023
2022-09-04,19:45,4:0,"{'5': 'home', '56': 'home', '75': 'home', '82': 'home'}",italy,serie a,Udinese,Roma,2022-2023
2022-10-09,14:00,2:2,"{'36': 'away', '56': 'away', '67': 'home', '78': 'home'}",italy,serie a,Udinese,Atalanta,2022-2023
2023-01-15,14:00,1:2,"{'10': 'home', '59': 'away', '80': 'away'}",italy,serie a,Udinese,Bologna,2022-2023
2023-01-04,19:45,1:1,"{'3': 'away', '70': 'home'}",italy,serie a,Udinese,Empoli,2022-2023
2023-01-30,19:45,1:1,"{'4': 'away', '21': 'home'}",italy,serie a,Udinese,Verona,2022-2023
2022-09-18,11:30,3:1,"{'5': 'away', '22': 'home', '84': 'home', '90': 'home'}",italy,serie a,Udinese,Inter,2022-2023
2023-06-04,20:00,0:1,{'68': 'away'},italy,serie a,Udinese,Juventus,2022-2023
2023-05-21,19:45,0:1,{'61': 'away'},italy,serie a,Udinese,Lazio,2022-2023
2023-05-08,17:30,2:0,"{'9': 'home', '34': 'home'}",italy,serie a,Udinese,Sampdoria,2022-2023
2023-02-12,11:30,2:2,"{'1': 'home', '6': 'away', '28': 'home', '45': 'away'}",italy,serie a,Udinese,Sassuolo,2022-2023
2023-02-26,17:00,2:2,"{'6': 'away', '22': 'home', '55': 'home', '72': 'away'}",italy,serie a,Udinese,Spezia,2022-2023
2023-05-04,19:45,1:1,"{'13': 'home', '52': 'away'}",italy,serie a,Udinese,Napoli,2022-2023
2022-10-23,11:30,1:2,"{'14': 'away', '26': 'home', '69': 'away'}",italy,serie a,Udinese,Torino,2022-2023
2023-04-23,14:00,3:0,"{'2': 'home', '27': 'home', '36': 'home'}",italy,serie a,Udinese,Cremonese,2022-2023
2022-11-04,19:45,1:1,"{'33': 'away', '68': 'home'}",italy,serie a,Udinese,Lecce,2022-2023
2022-08-20,17:30,0:0,,italy,serie a,Udinese,Salernitana,2022-2023
2022-11-08,19:45,0:0,,italy,serie a,Cremonese,Milan,2022-2023
2023-01-14,14:00,2:3,"{'8': 'away', '19': 'away', '55': 'away', '67': 'home', '83': 'home'}",italy,serie a,Cremonese,Monza,2022-2023
2023-03-12,14:00,0:2,"{'27': 'away', '50': 'away'}",italy,serie a,Cremonese,Fiorentina,2022-2023
2023-02-28,17:30,2:1,"{'17': 'home', '71': 'away', '83': 'home'}",italy,serie a,Cremonese,Roma,2022-2023
2023-04-01,14:00,1:3,"{'44': 'away', '56': 'home', '72': 'away', '90': 'away'}",italy,serie a,Cremonese,Atalanta,2022-2023
2023-05-20,14:00,1:5,"{'14': 'away', '27': 'away', '45': 'away', '62': 'away', '80': 'away', '90': 'home'}",italy,serie a,Cremonese,Bologna,2022-2023
2023-04-14,17:30,1:0,{'4': 'home'},italy,serie a,Cremonese,Empoli,2022-2023
2023-04-30,14:00,1:1,"{'9': 'home', '75': 'away'}",italy,serie a,Cremonese,Verona,2022-2023
2023-01-28,17:00,1:2,"{'11': 'home', '21': 'away', '65': 'away'}",italy,serie a,Cremonese,Inter,2022-2023
2023-01-04,17:30,0:1,{'90': 'away'},italy,serie a,Cremonese,Juventus,2022-2023
2022-09-18,14:00,0:4,"{'7': 'away', '21': 'away', '45': 'away', '79': 'away'}",italy,serie a,Cremonese,Lazio,2022-2023
2022-10-24,17:30,0:1,{'78': 'away'},italy,serie a,Cremonese,Sampdoria,2022-2023
2022-09-04,11:30,0:0,,italy,serie a,Cremonese,Sassuolo,2022-2023
2023-05-06,19:45,2:0,"{'41': 'home', '77': 'home'}",italy,serie a,Cremonese,Spezia,2022-2023
2022-10-09,17:00,1:4,"{'26': 'away', '47': 'home', '76': 'away', '90': 'away'}",italy,serie a,Cremonese,Napoli,2022-2023
2022-08-27,17:30,1:2,"{'17': 'away', '65': 'away', '80': 'home'}",italy,serie a,Cremonese,Torino,2022-2023
2022-10-30,14:00,0:0,,italy,serie a,Cremonese,Udinese,2022-2023
2023-02-04,14:00,0:2,"{'58': 'away', '69': 'away'}",italy,serie a,Cremonese,Lecce,2022-2023
2023-06-03,20:00,2:0,"{'26': 'home', '88': 'home'}",italy,serie a,Cremonese,Salernitana,2022-2023
2023-01-14,17:00,2:2,"{'3': 'home', '23': 'home', '58': 'away', '70': 'away'}",italy,serie a,Lecce,Milan,2022-2023
2022-09-11,14:00,1:1,"{'35': 'away', '48': 'home'}",italy,serie a,Lecce,Monza,2022-2023
2022-10-17,19:45,1:1,"{'43': 'home', '48': 'away'}",italy,serie a,Lecce,Fiorentina,2022-2023
2023-02-11,17:00,1:1,"{'7': 'home', '17': 'away'}",italy,serie a,Lecce,Roma,2022-2023
2022-11-09,17:30,2:1,"{'28': 'home', '30': 'home', '40': 'away'}",italy,serie a,Lecce,Atalanta,2022-2023
2023-06-04,20:00,2:3,"{'17': 'home', '58': 'away', '81': 'away', '88': 'home', '90': 'away'}",italy,serie a,Lecce,Bologna,2022-2023
2022-08-28,19:45,1:1,"{'22': 'away', '40': 'home'}",italy,serie a,Lecce,Empoli,2022-2023
2023-05-07,19:45,0:1,{'71': 'away'},italy,serie a,Lecce,Verona,2022-2023
2022-08-13,19:45,1:2,"{'2': 'away', '48': 'home', '90': 'away'}",italy,serie a,Lecce,Inter,2022-2023
2022-10-29,17:00,0:1,{'73': 'away'},italy,serie a,Lecce,Juventus,2022-2023
2023-01-04,15:30,2:1,"{'14': 'away', '57': 'home', '71': 'home'}",italy,serie a,Lecce,Lazio,2022-2023
2023-04-16,11:30,1:1,"{'31': 'home', '75': 'away'}",italy,serie a,Lecce,Sampdoria,2022-2023
2023-02-25,19:45,0:1,{'65': 'away'},italy,serie a,Lecce,Sassuolo,2022-2023
2023-05-21,11:30,0:0,,italy,serie a,Lecce,Spezia,2022-2023
2023-04-07,18:00,1:2,"{'18': 'away', '52': 'home', '64': 'away'}",italy,serie a,Lecce,Napoli,2022-2023
2023-03-12,11:30,0:2,"{'20': 'away', '23': 'away'}",italy,serie a,Lecce,Torino,2022-2023
2023-04-28,17:30,1:0,{'62': 'home'},italy,serie a,Lecce,Udinese,2022-2023
2022-10-02,14:00,1:1,"{'19': 'away', '42': 'home'}",italy,serie a,Lecce,Cremonese,2022-2023
2023-01-27,19:45,1:2,"{'5': 'away', '20': 'away', '23': 'home'}",italy,serie a,Lecce,Salernitana,2022-2023
2023-01-04,11:30,1:2,"{'10': 'away', '15': 'away', '83': 'home'}",italy,serie a,Salernitana,Milan,2022-2023
2023-02-26,14:00,3:0,"{'52': 'home', '65': 'home', '71': 'home'}",italy,serie a,Salernitana,Monza,2022-2023
2023-05-03,17:00,3:3,"{'10': 'home', '36': 'away', '59': 'home', '71': 'away', '81': 'home', '84': 'away'}",italy,serie a,Salernitana,Fiorentina,2022-2023
2022-08-14,19:45,0:1,{'33': 'away'},italy,serie a,Salernitana,Roma,2022-2023
2023-05-13,14:00,1:0,{'90': 'home'},italy,serie a,Salernitana,Atalanta,2022-2023
2023-03-18,17:00,2:2,"{'7': 'home', '11': 'away', '64': 'home', '73': 'away'}",italy,serie a,Salernitana,Bologna,2022-2023
2022-09-05,17:30,2:2,"{'31': 'away', '39': 'home', '61': 'home', '81': 'away'}",italy,serie a,Salernitana,Empoli,2022-2023
2022-10-09,14:00,2:1,"{'18': 'home', '56': 'away', '90': 'home'}",italy,serie a,Salernitana,Verona,2022-2023
2023-04-07,16:00,1:1,"{'6': 'away', '90': 'home'}",italy,serie a,Salernitana,Inter,2022-2023
2023-02-07,19:45,0:3,"{'26': 'away', '45': 'away', '47': 'away'}",italy,serie a,Salernitana,Juventus,2022-2023
2023-02-19,14:00,0:2,"{'60': 'away', '69': 'away'}",italy,serie a,Salernitana,Lazio,2022-2023
2022-08-28,17:30,4:0,"{'7': 'home', '16': 'home', '50': 'home', '76': 'home'}",italy,serie a,Salernitana,Sampdoria,2022-2023
2023-04-22,14:00,3:0,"{'9': 'home', '20': 'home', '65': 'home'}",italy,serie a,Salernitana,Sassuolo,2022-2023
2022-10-22,14:00,1:0,{'48': 'home'},italy,serie a,Salernitana,Spezia,2022-2023
2023-01-21,17:00,0:2,"{'45': 'away', '48': 'away'}",italy,serie a,Salernitana,Napoli,2022-2023
2023-01-08,11:30,1:1,"{'36': 'away', '49': 'home'}",italy,serie a,Salernitana,Torino,2022-2023
2023-05-27,14:00,3:2,"{'25': 'away', '30': 'away', '43': 'home', '57': 'home', '90': 'home'}",italy,serie a,Salernitana,Udinese,2022-2023
2022-11-05,14:00,2:2,"{'3': 'home', '12': 'away', '38': 'home', '89': 'away'}",italy,serie a,Salernitana,Cremonese,2022-2023
2022-09-16,19:45,1:2,"{'43': 'away', '55': 'home', '83': 'away'}",italy,serie a,Salernitana,Lecce,2022-2023
