date,time,final_score,goals,country,league,home,away
18. september 2021,15:30,1:0,{'5': 'home'},netherlands,eredivisie,sc-heerenveen,fortuna-sittard
15. may 2022,13:30,3:1,"{'30': 'home', '61': 'home', '87': 'home', '89': 'away'}",netherlands,eredivisie,sc-heerenveen,go-ahead-eagles
18. march 2022,19:00,2:0,"{'59': 'home', '88': 'home'}",netherlands,eredivisie,sc-heerenveen,heracles-almelo
13. february 2022,13:30,0:1,{'41': 'away'},netherlands,eredivisie,sc-heerenveen,nec-nijmegen
22. january 2022,19:00,0:1,{'11': 'away'},netherlands,eredivisie,sc-heerenveen,pec-zwolle
28. november 2021,15:45,1:1,"{'13': 'away', '73': 'home'}",netherlands,eredivisie,sc-heerenveen,psv-eindhoven
21. august 2021,17:45,3:2,"{'14': 'home', '31': 'home', '44': 'home', '68': 'away', '89': 'away'}",netherlands,eredivisie,sc-heerenveen,rkc-waalwijk
1. may 2022,11:15,3:3,"{'2': 'home', '12': 'away', '34': 'home', '65': 'away', '90': 'home'}",netherlands,eredivisie,sc-heerenveen,sc-cambuur
11. december 2021,19:00,0:0,,netherlands,eredivisie,sc-heerenveen,sparta-rotterdam
30. october 2021,19:00,1:2,"{'45': 'home', '55': 'away', '90': 'away'}",netherlands,eredivisie,sc-heerenveen,vitesse
21. november 2021,13:30,2:1,"{'69': 'away', '70': 'home', '76': 'home'}",netherlands,eredivisie,sc-heerenveen,willem-ii
28. november 2021,11:15,0:1,{'36': 'away'},netherlands,eredivisie,sparta-rotterdam,afc-ajax
30. april 2022,20:00,1:1,"{'48': 'away', '90': 'home'}",netherlands,eredivisie,sparta-rotterdam,az-alkmaar
17. october 2021,13:30,1:1,"{'28': 'away', '33': 'home'}",netherlands,eredivisie,sparta-rotterdam,fc-groningen
20. november 2021,17:45,0:1,{'83': 'away'},netherlands,eredivisie,sparta-rotterdam,fc-twente
23. january 2022,15:45,0:3,"{'12': 'away', '47': 'away', '75': 'away'}",netherlands,eredivisie,sparta-rotterdam,fc-utrecht
31. october 2021,11:15,0:1,{'90': 'away'},netherlands,eredivisie,sparta-rotterdam,feyenoord
12. september 2021,13:30,3:1,"{'21': 'home', '29': 'home', '49': 'away', '73': 'home'}",netherlands,eredivisie,sparta-rotterdam,fortuna-sittard
12. march 2022,15:30,1:0,{'68': 'home'},netherlands,eredivisie,sparta-rotterdam,go-ahead-eagles
21. august 2021,19:00,1:1,"{'40': 'home', '77': 'away'}",netherlands,eredivisie,sparta-rotterdam,heracles-almelo
17. september 2021,19:00,1:1,"{'28': 'away', '44': 'home'}",netherlands,eredivisie,sparta-rotterdam,nec-nijmegen
11. may 2022,19:00,2:0,"{'3': 'home', '24': 'home'}",netherlands,eredivisie,sparta-rotterdam,pec-zwolle
27. february 2022,13:30,1:2,"{'32': 'home', '59': 'away', '67': 'away'}",netherlands,eredivisie,sparta-rotterdam,psv-eindhoven
23. december 2021,20:00,1:1,"{'27': 'away', '39': 'home'}",netherlands,eredivisie,sparta-rotterdam,rkc-waalwijk
26. september 2021,11:15,0:4,"{'36': 'away', '63': 'away', '74': 'away', '90': 'away'}",netherlands,eredivisie,sparta-rotterdam,sc-cambuur
3. april 2022,13:30,1:1,"{'52': 'home', '67': 'away'}",netherlands,eredivisie,sparta-rotterdam,sc-heerenveen
18. december 2021,17:45,2:2,"{'15': 'away', '37': 'away', '70': 'home', '90': 'home'}",netherlands,eredivisie,sparta-rotterdam,vitesse
13. february 2022,11:15,1:0,{'59': 'home'},netherlands,eredivisie,sparta-rotterdam,willem-ii
15. may 2022,13:30,2:2,"{'15': 'away', '52': 'home', '56': 'home', '87': 'away'}",netherlands,eredivisie,vitesse,afc-ajax
28. november 2021,19:00,0:0,,netherlands,eredivisie,vitesse,az-alkmaar
22. january 2022,17:45,1:3,"{'39': 'away', '67': 'away', '71': 'away', '76': 'home'}",netherlands,eredivisie,vitesse,fc-groningen
19. september 2021,15:45,1:4,"{'3': 'away', '45': 'away', '56': 'away', '60': 'away', '62': 'home'}",netherlands,eredivisie,vitesse,fc-twente
7. november 2021,15:45,2:1,"{'7': 'home', '45': 'home', '77': 'away'}",netherlands,eredivisie,vitesse,fc-utrecht
3. october 2021,15:45,2:1,"{'6': 'home', '29': 'away', '46': 'home'}",netherlands,eredivisie,vitesse,feyenoord
25. september 2021,17:45,1:1,"{'2': 'away', '49': 'home'}",netherlands,eredivisie,vitesse,fortuna-sittard
24. october 2021,13:30,1:2,"{'3': 'home', '53': 'away', '90': 'away'}",netherlands,eredivisie,vitesse,go-ahead-eagles
12. december 2021,13:30,2:1,"{'22': 'away', '31': 'home', '49': 'home'}",netherlands,eredivisie,vitesse,heracles-almelo
27. february 2022,11:15,4:1,"{'49': 'away', '54': 'home', '56': 'home', '80': 'home', '90': 'home'}",netherlands,eredivisie,vitesse,nec-nijmegen
21. december 2021,17:45,1:0,{'47': 'home'},netherlands,eredivisie,vitesse,pec-zwolle
12. february 2022,19:00,0:5,"{'4': 'away', '24': 'away', '28': 'away', '62': 'away', '88': 'away'}",netherlands,eredivisie,vitesse,psv-eindhoven
20. march 2022,15:45,1:2,"{'6': 'home', '15': 'away', '51': 'away'}",netherlands,eredivisie,vitesse,rkc-waalwijk
10. april 2022,13:30,1:0,{'42': 'home'},netherlands,eredivisie,vitesse,sc-cambuur
8. may 2022,13:30,1:2,"{'45': 'home', '75': 'away', '83': 'away'}",netherlands,eredivisie,vitesse,sc-heerenveen
19. april 2022,17:45,0:1,{'6': 'away'},netherlands,eredivisie,vitesse,sparta-rotterdam
22. august 2021,15:45,0:3,"{'18': 'away', '36': 'away', '82': 'away'}",netherlands,eredivisie,vitesse,willem-ii
19. february 2022,17:45,0:1,{'81': 'away'},netherlands,eredivisie,willem-ii,afc-ajax
20. march 2022,19:00,2:2,"{'7': 'home', '17': 'home', '35': 'away', '90': 'away'}",netherlands,eredivisie,willem-ii,az-alkmaar
18. september 2021,17:45,2:1,"{'5': 'home', '24': 'home', '61': 'away'}",netherlands,eredivisie,willem-ii,fc-groningen
22. january 2022,20:00,0:1,{'39': 'away'},netherlands,eredivisie,willem-ii,fc-twente
15. may 2022,13:30,3:0,"{None: 'home', '53': 'home', '73': 'home'}",netherlands,eredivisie,willem-ii,fc-utrecht
15. august 2021,15:45,0:4,"{'17': 'away', '25': 'away', '48': 'away', '90': 'away'}",netherlands,eredivisie,willem-ii,feyenoord
22. october 2021,19:00,1:1,"{'54': 'away', '59': 'home'}",netherlands,eredivisie,willem-ii,fortuna-sittard
27. november 2021,20:00,0:1,{'47': 'away'},netherlands,eredivisie,willem-ii,go-ahead-eagles
7. may 2022,19:00,2:0,"{'15': 'home', '17': 'home'}",netherlands,eredivisie,willem-ii,heracles-almelo
22. december 2021,17:45,0:1,{'38': 'away'},netherlands,eredivisie,willem-ii,nec-nijmegen
28. august 2021,20:00,1:0,{'53': 'home'},netherlands,eredivisie,willem-ii,pec-zwolle
25. september 2021,15:30,2:1,"{'20': 'home', '30': 'away', '76': 'home'}",netherlands,eredivisie,willem-ii,psv-eindhoven
6. february 2022,13:30,3:1,"{'8': 'home', '13': 'home', '43': 'home', '71': 'away'}",netherlands,eredivisie,willem-ii,rkc-waalwijk
10. december 2021,19:00,1:3,"{'49': 'away', '68': 'away', '90': 'away'}",netherlands,eredivisie,willem-ii,sc-cambuur
5. march 2022,15:30,0:0,,netherlands,eredivisie,willem-ii,sc-heerenveen
6. november 2021,19:00,0:3,"{'17': 'away', '28': 'away', '79': 'away'}",netherlands,eredivisie,willem-ii,sparta-rotterdam
24. april 2022,11:15,1:0,{'4': 'home'},netherlands,eredivisie,willem-ii,vitesse
