date,time,final_score,goals,country,league,home,away
27. october 2021,19:45,1:1,"{'36': 'home', '43': 'away'}",scotland,premiership,livingston-fc,dundee-united
5. december 2021,15:00,0:1,{'49': 'away'},scotland,premiership,livingston-fc,heart-of-midlothian
8. december 2021,19:45,1:0,{'16': 'home'},scotland,premiership,livingston-fc,hibernian-fc
21. august 2021,15:00,1:2,"{'38': 'home', '48': 'away', '79': 'away'}",scotland,premiership,livingston-fc,motherwell-fc
28. november 2021,12:00,1:3,"{'8': 'away', '16': 'away', '30': 'home', '78': 'away'}",scotland,premiership,livingston-fc,rangers-fc
18. december 2021,15:00,1:1,"{'45': 'away', '89': 'home'}",scotland,premiership,livingston-fc,ross-county-fc
1. february 2022,19:45,1:2,"{'11': 'away', '34': 'home', '90': 'away'}",scotland,premiership,livingston-fc,st-johnstone-fc
2. october 2021,15:00,0:1,{'29': 'away'},scotland,premiership,livingston-fc,st-mirren-fc
11. september 2021,15:00,2:0,"{'26': 'home', '59': 'home'}",scotland,premiership,motherwell-fc,aberdeen-fc
16. october 2021,15:00,0:2,"{'17': 'away', '52': 'away'}",scotland,premiership,motherwell-fc,celtic-fc
28. august 2021,15:00,1:0,{'34': 'home'},scotland,premiership,motherwell-fc,dundee-fc
30. november 2021,19:45,1:0,{'12': 'home'},scotland,premiership,motherwell-fc,dundee-united
20. november 2021,15:00,2:0,"{'23': 'home', '66': 'home'}",scotland,premiership,motherwell-fc,heart-of-midlothian
1. august 2021,16:30,2:3,"{'12': 'home', '17': 'away', '29': 'home', '56': 'away', '70': 'away'}",scotland,premiership,motherwell-fc,hibernian-fc
26. december 2021,15:00,2:1,"{'13': 'home', '69': 'home', '87': 'away'}",scotland,premiership,motherwell-fc,livingston-fc
31. october 2021,12:00,1:6,"{'13': 'home', '43': 'away', '45': 'away', '63': 'away', '75': 'away', '86': 'away', '90': 'away'}",scotland,premiership,motherwell-fc,rangers-fc
25. september 2021,15:00,2:1,"{'2': 'home', '39': 'away', '80': 'home'}",scotland,premiership,motherwell-fc,ross-county-fc
18. december 2021,15:00,2:0,"{'17': 'home', '55': 'home'}",scotland,premiership,motherwell-fc,st-johnstone-fc
2. april 2022,15:00,4:2,"{'14': 'away', '20': 'home', '21': 'home', '38': 'away', '45': 'home', '78': 'home'}",scotland,premiership,motherwell-fc,st-mirren-fc
5. march 2022,15:00,1:0,{'81': 'home'},scotland,premiership,rangers-fc,aberdeen-fc
29. august 2021,12:00,1:0,{'66': 'home'},scotland,premiership,rangers-fc,celtic-fc
4. december 2021,15:00,3:0,"{'36': 'home', '55': 'home', '70': 'home'}",scotland,premiership,rangers-fc,dundee-fc
18. december 2021,15:00,1:0,{'71': 'home'},scotland,premiership,rangers-fc,dundee-united
16. october 2021,15:00,1:1,"{'40': 'home', '90': 'away'}",scotland,premiership,rangers-fc,heart-of-midlothian
3. october 2021,15:00,2:1,"{'8': 'away', '60': 'home', '78': 'home'}",scotland,premiership,rangers-fc,hibernian-fc
31. july 2021,13:30,3:0,"{'8': 'home', '78': 'home', '90': 'home'}",scotland,premiership,rangers-fc,livingston-fc
19. september 2021,15:00,1:1,"{'12': 'home', '66': 'away'}",scotland,premiership,rangers-fc,motherwell-fc
7. november 2021,15:00,4:2,"{'6': 'away', '19': 'home', '30': 'home', '49': 'home', '60': 'home', '87': 'away'}",scotland,premiership,rangers-fc,ross-county-fc
15. december 2021,19:45,2:0,"{'43': 'home', '49': 'home'}",scotland,premiership,rangers-fc,st-johnstone-fc
26. december 2021,15:00,2:0,"{'14': 'home', '26': 'home'}",scotland,premiership,rangers-fc,st-mirren-fc
1. february 2022,19:45,1:1,"{'48': 'away', '53': 'home'}",scotland,premiership,ross-county-fc,aberdeen-fc
15. december 2021,19:45,1:2,"{'21': 'away', '57': 'home', '90': 'away'}",scotland,premiership,ross-county-fc,celtic-fc
11. december 2021,15:00,3:2,"{'15': 'away', '23': 'home', '38': 'away', '64': 'home', '78': 'home'}",scotland,premiership,ross-county-fc,dundee-fc
27. november 2021,15:00,1:1,"{'49': 'away', '90': 'home'}",scotland,premiership,ross-county-fc,dundee-united
18. september 2021,15:00,2:2,"{'9': 'away', '10': 'home', '45': 'home', '66': 'away'}",scotland,premiership,ross-county-fc,heart-of-midlothian
24. november 2021,19:45,1:0,{'72': 'home'},scotland,premiership,ross-county-fc,hibernian-fc
23. october 2021,15:00,2:3,"{'7': 'home', '31': 'away', '43': 'away', '67': 'home', '90': 'away'}",scotland,premiership,ross-county-fc,livingston-fc
18. january 2022,19:45,3:1,"{'45': 'home', '55': 'away', '72': 'home', '79': 'home'}",scotland,premiership,ross-county-fc,motherwell-fc
22. august 2021,15:00,2:4,"{'15': 'away', '19': 'away', '40': 'home', '56': 'away', '77': 'home', '84': 'away'}",scotland,premiership,ross-county-fc,rangers-fc
31. july 2021,15:00,0:0,,scotland,premiership,ross-county-fc,st-johnstone-fc
5. march 2022,15:00,1:0,{'49': 'home'},scotland,premiership,ross-county-fc,st-mirren-fc
11. december 2021,15:00,0:1,{'83': 'away'},scotland,premiership,st-johnstone-fc,aberdeen-fc
26. december 2021,12:30,1:3,"{'9': 'away', '22': 'away', '69': 'home', '82': 'away'}",scotland,premiership,st-johnstone-fc,celtic-fc
2. october 2021,15:00,3:1,"{'31': 'home', '39': 'home', '46': 'home', '74': 'away'}",scotland,premiership,st-johnstone-fc,dundee-fc
22. august 2021,15:00,0:1,{'60': 'away'},scotland,premiership,st-johnstone-fc,dundee-united
27. october 2021,19:45,1:1,"{'11': 'home', '40': 'away'}",scotland,premiership,st-johnstone-fc,heart-of-midlothian
27. november 2021,15:00,1:2,"{'40': 'home', '83': 'away', '86': 'away'}",scotland,premiership,st-johnstone-fc,hibernian-fc
2. april 2022,15:00,1:0,{'3': 'home'},scotland,premiership,st-johnstone-fc,livingston-fc
8. august 2021,15:00,1:1,"{'34': 'home', '80': 'away'}",scotland,premiership,st-johnstone-fc,motherwell-fc
11. september 2021,12:30,1:2,"{'51': 'home', '58': 'away', '79': 'away'}",scotland,premiership,st-johnstone-fc,rangers-fc
22. december 2021,19:45,1:2,"{'15': 'away', '19': 'home', '69': 'away'}",scotland,premiership,st-johnstone-fc,ross-county-fc
6. november 2021,15:00,0:0,,scotland,premiership,st-johnstone-fc,st-mirren-fc
26. september 2021,12:00,3:2,"{'14': 'home', '18': 'away', '34': 'away', '58': 'home', '61': 'home'}",scotland,premiership,st-mirren-fc,aberdeen-fc
22. december 2021,19:45,0:0,,scotland,premiership,st-mirren-fc,celtic-fc
30. october 2021,15:00,0:1,{'11': 'away'},scotland,premiership,st-mirren-fc,dundee-fc
11. september 2021,15:00,0:0,,scotland,premiership,st-mirren-fc,dundee-united
7. august 2021,15:00,1:2,"{'16': 'away', '73': 'away', '85': 'home'}",scotland,premiership,st-mirren-fc,heart-of-midlothian
11. december 2021,15:00,1:1,"{'52': 'away', '87': 'home'}",scotland,premiership,st-mirren-fc,hibernian-fc
20. november 2021,15:00,1:1,"{'68': 'home', '88': 'away'}",scotland,premiership,st-mirren-fc,livingston-fc
1. february 2022,19:45,1:1,"{'81': 'home', '90': 'away'}",scotland,premiership,st-mirren-fc,motherwell-fc
10. april 2022,12:00,0:4,"{'2': 'away', '45': 'away', '50': 'away', '76': 'away'}",scotland,premiership,st-mirren-fc,rangers-fc
1. december 2021,19:45,0:0,,scotland,premiership,st-mirren-fc,ross-county-fc
29. august 2021,15:00,0:0,,scotland,premiership,st-mirren-fc,st-johnstone-fc
