date,time,final_score,goals,country,league,home,away
13. september 2022,19:45,2:0,"{'38': 'home', '82': 'home'}",england,championship,blackburn-rovers,watford-fc
14. august 2022,15:00,2:1,"{'41': 'home', '47': 'home', '59': 'away'}",england,championship,blackburn-rovers,west-bromwich-albion
6. february 2023,20:00,0:0,,england,championship,blackburn-rovers,wigan-athletic
10. december 2022,15:00,0:0,,england,championship,blackpool-fc,birmingham-city
31. august 2022,20:00,0:1,{'16': 'away'},england,championship,blackpool-fc,blackburn-rovers
27. august 2022,15:00,3:3,"{'7': 'home', '44': 'away', '55': 'home', '63': 'away', '70': 'away', '90': 'home'}",england,championship,blackpool-fc,bristol-city
4. march 2023,15:00,0:0,,england,championship,blackpool-fc,burnley-fc
7. april 2023,15:00,1:3,"{'21': 'away', '37': 'away', '40': 'away', '74': 'home'}",england,championship,blackpool-fc,cardiff-city
18. march 2023,15:00,1:4,"{'20': 'away', '35': 'home', '45': 'away', '50': 'away', '73': 'away'}",england,championship,blackpool-fc,coventry-city
7. february 2023,19:45,2:2,"{'36': 'away', '82': 'home', '86': 'away', '90': 'home'}",england,championship,blackpool-fc,huddersfield-town
19. october 2022,19:45,1:3,"{'26': 'away', '31': 'home', '45': 'away', '79': 'away'}",england,championship,blackpool-fc,hull-city
5. november 2022,15:00,0:1,{'57': 'away'},england,championship,blackpool-fc,luton-town
8. november 2022,19:45,0:3,"{'15': 'away', '48': 'away', '65': 'away'}",england,championship,blackpool-fc,middlesbrough-fc
28. april 2023,20:00,2:3,"{'2': 'away', '36': 'home', '59': 'away', '67': 'home', '75': 'away'}",england,championship,blackpool-fc,millwall-fc
1. october 2022,15:00,0:1,{'21': 'away'},england,championship,blackpool-fc,norwich-city
22. october 2022,12:30,4:2,"{'30': 'home', '38': 'away', '68': 'home', '81': 'home', '89': 'away', '90': 'home'}",england,championship,blackpool-fc,preston-north-end
14. march 2023,19:45,6:1,"{'3': 'home', '11': 'home', '14': 'home', '36': 'home', '43': 'away', '48': 'home', '88': 'home'}",england,championship,blackpool-fc,queens-park-rangers
30. july 2022,15:00,1:0,{'9': 'home'},england,championship,blackpool-fc,reading-fc
11. february 2023,15:00,0:0,,england,championship,blackpool-fc,rotherham-united
29. december 2022,20:15,1:2,"{'18': 'away', '49': 'away', '55': 'home'}",england,championship,blackpool-fc,sheffield-united
18. february 2023,15:00,1:0,{'7': 'home'},england,championship,blackpool-fc,stoke-city
1. january 2023,15:00,1:1,"{'21': 'home', '66': 'away'}",england,championship,blackpool-fc,sunderland-afc
13. august 2022,15:00,0:1,{'87': 'away'},england,championship,blackpool-fc,swansea-city
8. october 2022,15:00,3:1,"{'10': 'home', '29': 'away', '81': 'home', '85': 'home'}",england,championship,blackpool-fc,watford-fc
18. april 2023,19:45,0:2,"{'18': 'away', '60': 'away'}",england,championship,blackpool-fc,west-bromwich-albion
15. april 2023,15:00,1:0,{'2': 'home'},england,championship,blackpool-fc,wigan-athletic
14. january 2023,15:00,4:2,"{None: 'home', '21': 'home', '34': 'away', '47': 'home', '66': 'home', '76': 'away'}",england,championship,bristol-city,birmingham-city
21. january 2023,15:00,1:1,"{'54': 'away', '68': 'home'}",england,championship,bristol-city,blackburn-rovers
11. march 2023,12:30,2:0,"{'58': 'home', '81': 'home'}",england,championship,bristol-city,blackpool-fc
29. april 2023,15:00,1:2,"{'33': 'away', '60': 'home', '62': 'away'}",england,championship,bristol-city,burnley-fc
21. august 2022,12:00,2:0,"{'41': 'home', '64': 'home'}",england,championship,bristol-city,cardiff-city
4. october 2022,19:45,0:0,,england,championship,bristol-city,coventry-city
31. august 2022,19:45,2:0,"{'35': 'home', '80': 'home'}",england,championship,bristol-city,huddersfield-town
25. february 2023,15:00,1:0,{'70': 'home'},england,championship,bristol-city,hull-city
16. august 2022,19:45,2:0,"{'5': 'home', '27': 'home'}",england,championship,bristol-city,luton-town
10. april 2023,17:30,2:2,"{'45': 'home', '49': 'home', '58': 'away', '64': 'away'}",england,championship,bristol-city,middlesbrough-fc
15. october 2022,15:00,1:2,"{'44': 'away', '71': 'home', '76': 'away'}",england,championship,bristol-city,millwall-fc
11. february 2023,15:00,1:0,{'24': 'home'},england,championship,bristol-city,norwich-city
12. october 2022,19:45,2:1,"{'54': 'home', '82': 'away', '90': 'home'}",england,championship,bristol-city,preston-north-end
1. october 2022,15:00,1:2,"{'19': 'away', '22': 'away', '61': 'home'}",england,championship,bristol-city,queens-park-rangers
1. april 2023,15:00,1:1,"{'45': 'home', '72': 'away'}",england,championship,bristol-city,reading-fc
22. april 2023,15:00,2:1,"{'15': 'home', '67': 'away', '90': 'home'}",england,championship,bristol-city,rotherham-united
1. november 2022,20:00,0:1,{'49': 'away'},england,championship,bristol-city,sheffield-united
17. december 2022,15:00,1:2,"{None: 'home', '45': 'away', '57': 'away'}",england,championship,bristol-city,stoke-city
6. august 2022,15:00,2:3,"{'4': 'away', '10': 'home', '51': 'home', '53': 'away', '72': 'away'}",england,championship,bristol-city,sunderland-afc
29. october 2022,12:00,1:1,"{'24': 'home', '76': 'away'}",england,championship,bristol-city,swansea-city
12. november 2022,15:00,0:0,,england,championship,bristol-city,watford-fc
26. december 2022,15:00,0:2,"{'9': 'away', '75': 'away'}",england,championship,bristol-city,west-bromwich-albion
15. february 2023,19:45,1:1,"{'36': 'home', '65': 'away'}",england,championship,bristol-city,wigan-athletic
27. december 2022,20:00,3:0,"{'1': 'home', '44': 'home', '90': 'home'}",england,championship,burnley-fc,birmingham-city
13. november 2022,12:30,3:0,"{'55': 'home', '74': 'home', '81': 'home'}",england,championship,burnley-fc,blackburn-rovers
20. august 2022,15:00,3:3,"{'3': 'home', '11': 'home', '21': 'away', '33': 'home', '74': 'away', '76': 'away'}",england,championship,burnley-fc,blackpool-fc
17. september 2022,15:00,2:1,"{'4': 'home', '27': 'away', '67': 'home'}",england,championship,burnley-fc,bristol-city
8. may 2023,15:00,3:0,"{'27': 'home', '31': 'home', '57': 'home'}",england,championship,burnley-fc,cardiff-city
14. january 2023,15:00,1:0,{'82': 'home'},england,championship,burnley-fc,coventry-city
25. february 2023,15:00,4:0,"{'7': 'home', '18': 'home', '31': 'home', '74': 'home'}",england,championship,burnley-fc,huddersfield-town
16. august 2022,19:45,1:1,"{'25': 'away', '34': 'home'}",england,championship,burnley-fc,hull-city
6. august 2022,15:00,1:1,"{'5': 'away', '50': 'home'}",england,championship,burnley-fc,luton-town
17. december 2022,15:00,3:1,"{'49': 'away', '60': 'home', '67': 'home', '72': 'home'}",england,championship,burnley-fc,middlesbrough-fc
30. august 2022,19:45,2:0,"{'62': 'home', '72': 'home'}",england,championship,burnley-fc,millwall-fc
25. october 2022,20:00,1:0,{'82': 'home'},england,championship,burnley-fc,norwich-city
11. february 2023,15:00,3:0,"{'15': 'home', '55': 'home', '58': 'home'}",england,championship,burnley-fc,preston-north-end
22. april 2023,15:00,1:2,"{'58': 'away', '76': 'home', '87': 'away'}",england,championship,burnley-fc,queens-park-rangers
29. october 2022,15:00,2:1,"{'56': 'away', '66': 'home', '90': 'home'}",england,championship,burnley-fc,reading-fc
2. november 2022,19:45,3:2,"{'3': 'away', '35': 'home', '64': 'away', '90': 'home'}",england,championship,burnley-fc,rotherham-united
10. april 2023,20:00,2:0,"{'60': 'home', '70': 'home'}",england,championship,burnley-fc,sheffield-united
5. october 2022,19:45,1:1,"{'54': 'home', '87': 'away'}",england,championship,burnley-fc,stoke-city
31. march 2023,20:00,0:0,,england,championship,burnley-fc,sunderland-afc
15. october 2022,15:00,4:0,"{'15': 'home', '29': 'home', '45': 'home', '57': 'home'}",england,championship,burnley-fc,swansea-city
14. february 2023,20:00,1:1,"{'32': 'away', '90': 'home'}",england,championship,burnley-fc,watford-fc
20. january 2023,20:00,2:1,"{'7': 'away', '75': 'home', '87': 'home'}",england,championship,burnley-fc,west-bromwich-albion
11. march 2023,15:00,3:0,"{'14': 'home', '47': 'home', '76': 'home'}",england,championship,burnley-fc,wigan-athletic
13. august 2022,12:30,1:0,{'17': 'home'},england,championship,cardiff-city,birmingham-city
4. october 2022,20:00,1:0,{'83': 'home'},england,championship,cardiff-city,blackburn-rovers
17. december 2022,15:00,1:1,"{'36': 'home', '67': 'away'}",england,championship,cardiff-city,blackpool-fc
4. march 2023,12:30,2:0,"{'52': 'home', '70': 'home'}",england,championship,cardiff-city,bristol-city
1. october 2022,15:00,1:1,"{'48': 'away', '90': 'home'}",england,championship,cardiff-city,burnley-fc
15. october 2022,15:00,0:1,{'34': 'away'},england,championship,cardiff-city,coventry-city
30. april 2023,12:00,1:2,"{'61': 'away', '69': 'away', '83': 'home'}",england,championship,cardiff-city,huddersfield-town
8. november 2022,19:45,2:3,"{'4': 'away', '47': 'home', '62': 'home', '75': 'away', '77': 'away'}",england,championship,cardiff-city,hull-city
30. august 2022,19:45,1:2,"{'47': 'away', '62': 'away', '85': 'home'}",england,championship,cardiff-city,luton-town
11. february 2023,15:00,1:3,"{'17': 'away', '25': 'home', '38': 'away', '90': 'away'}",england,championship,cardiff-city,middlesbrough-fc
21. january 2023,15:00,0:1,{'26': 'away'},england,championship,cardiff-city,millwall-fc
30. july 2022,15:00,1:0,{'49': 'home'},england,championship,cardiff-city,norwich-city
27. august 2022,15:00,0:0,,england,championship,cardiff-city,preston-north-end
26. december 2022,17:15,0:0,,england,championship,cardiff-city,queens-park-rangers
17. february 2023,20:00,1:0,{'90': 'home'},england,championship,cardiff-city,reading-fc
29. october 2022,15:00,1:0,{'65': 'home'},england,championship,cardiff-city,rotherham-united
12. november 2022,15:00,0:1,{'64': 'away'},england,championship,cardiff-city,sheffield-united
22. april 2023,15:00,1:1,"{'16': 'away', '29': 'home'}",england,championship,cardiff-city,stoke-city
10. april 2023,15:00,0:1,{'60': 'away'},england,championship,cardiff-city,sunderland-afc
1. april 2023,15:00,2:3,"{'3': 'away', '33': 'away', '35': 'home', '83': 'home', '90': 'away'}",england,championship,cardiff-city,swansea-city
2. november 2022,19:45,1:2,"{'9': 'home', '38': 'away', '59': 'away'}",england,championship,cardiff-city,watford-fc
15. march 2023,19:45,1:1,"{'17': 'away', '65': 'home'}",england,championship,cardiff-city,west-bromwich-albion
14. january 2023,15:00,1:1,"{'82': 'home', '90': 'away'}",england,championship,cardiff-city,wigan-athletic
29. april 2023,15:00,2:0,"{'3': 'home', '42': 'home'}",england,championship,coventry-city,birmingham-city
1. november 2022,19:45,1:0,{'41': 'home'},england,championship,coventry-city,blackburn-rovers
29. october 2022,15:00,1:2,"{'40': 'home', '53': 'away', '80': 'away'}",england,championship,coventry-city,blackpool-fc
1. january 2023,15:00,1:1,"{'12': 'home', '28': 'away'}",england,championship,coventry-city,bristol-city
8. october 2022,15:00,0:1,{'39': 'away'},england,championship,coventry-city,burnley-fc
29. december 2022,19:45,0:0,,england,championship,coventry-city,cardiff-city
28. january 2023,15:00,2:0,"{'53': 'home', '71': 'home'}",england,championship,coventry-city,huddersfield-town
11. march 2023,15:00,1:1,"{'52': 'away', '71': 'home'}",england,championship,coventry-city,hull-city
11. february 2023,15:00,1:1,"{'1': 'away', '45': 'home'}",england,championship,coventry-city,luton-town
1. october 2022,15:00,1:0,{'17': 'home'},england,championship,coventry-city,middlesbrough-fc
14. february 2023,19:45,1:0,{'67': 'home'},england,championship,coventry-city,millwall-fc
21. january 2023,12:30,2:4,"{'6': 'away', '10': 'away', '18': 'away', '20': 'home', '26': 'home', '65': 'away'}",england,championship,coventry-city,norwich-city
31. august 2022,19:45,0:1,{'73': 'away'},england,championship,coventry-city,preston-north-end
12. november 2022,15:00,2:0,"{'11': 'home', '78': 'home'}",england,championship,coventry-city,queens-park-rangers
22. april 2023,15:00,2:1,"{'36': 'home', '51': 'away', '54': 'home'}",england,championship,coventry-city,reading-fc
25. october 2022,19:45,2:2,"{'43': 'away', '76': 'home', '79': 'away', '90': 'home'}",england,championship,coventry-city,rotherham-united
19. october 2022,19:45,1:0,{'87': 'home'},england,championship,coventry-city,sheffield-united
1. april 2023,15:00,0:4,"{'6': 'away', '40': 'away', '71': 'away', '77': 'away'}",england,championship,coventry-city,stoke-city
25. february 2023,12:30,2:1,"{'25': 'home', '89': 'home', '90': 'away'}",england,championship,coventry-city,sunderland-afc
17. december 2022,15:00,3:3,"{'29': 'home', '47': 'home', '54': 'home', '68': 'away', '76': 'away', '84': 'away'}",england,championship,coventry-city,swansea-city
10. april 2023,15:00,2:2,"{'6': 'away', '45': 'away', '58': 'home', '72': 'home'}",england,championship,coventry-city,watford-fc
21. december 2022,19:45,1:0,{'90': 'home'},england,championship,coventry-city,west-bromwich-albion
8. november 2022,19:45,2:0,"{'77': 'home', '90': 'home'}",england,championship,coventry-city,wigan-athletic
18. february 2023,15:00,2:1,"{'6': 'away', '25': 'home', '49': 'home'}",england,championship,huddersfield-town,birmingham-city
10. april 2023,12:30,2:2,"{'16': 'home', '22': 'home', '47': 'away', '90': 'away'}",england,championship,huddersfield-town,blackburn-rovers
4. september 2022,15:00,0:1,{'38': 'away'},england,championship,huddersfield-town,blackpool-fc
7. march 2023,19:45,0:0,,england,championship,huddersfield-town,bristol-city
29. july 2022,20:00,0:1,{'18': 'away'},england,championship,huddersfield-town,burnley-fc
17. september 2022,15:00,1:0,{'8': 'home'},england,championship,huddersfield-town,cardiff-city
4. march 2023,15:00,0:4,"{'31': 'away', '55': 'away', '59': 'away', '90': 'away'}",england,championship,huddersfield-town,coventry-city
9. october 2022,12:00,2:0,"{'29': 'home', '51': 'home'}",england,championship,huddersfield-town,hull-city
1. january 2023,15:00,1:2,"{'25': 'home', '43': 'away', '84': 'away'}",england,championship,huddersfield-town,luton-town
1. april 2023,15:00,4:2,"{'43': 'away', '46': 'home', '54': 'home', '57': 'home', '66': 'home', '74': 'away'}",england,championship,huddersfield-town,middlesbrough-fc
29. october 2022,15:00,1:0,{'9': 'home'},england,championship,huddersfield-town,millwall-fc
15. march 2023,19:45,1:1,"{'26': 'away', '65': 'home'}",england,championship,huddersfield-town,norwich-city
18. october 2022,19:45,0:1,{'50': 'away'},england,championship,huddersfield-town,preston-north-end
4. february 2023,15:00,1:1,"{'13': 'away', '39': 'home'}",england,championship,huddersfield-town,queens-park-rangers
8. may 2023,15:00,2:0,"{'49': 'home', '84': 'home'}",england,championship,huddersfield-town,reading-fc
29. december 2022,19:45,2:0,"{'31': 'home', '56': 'home'}",england,championship,huddersfield-town,rotherham-united
4. may 2023,19:45,1:0,{'59': 'home'},england,championship,huddersfield-town,sheffield-united
13. august 2022,15:00,3:1,"{'40': 'home', '56': 'away', '77': 'home', '86': 'home'}",england,championship,huddersfield-town,stoke-city
2. november 2022,19:45,0:2,"{'55': 'away', '90': 'away'}",england,championship,huddersfield-town,sunderland-afc
12. november 2022,15:00,0:0,,england,championship,huddersfield-town,swansea-city
17. december 2022,15:00,0:2,"{'54': 'away', '86': 'away'}",england,championship,huddersfield-town,watford-fc
27. august 2022,15:00,2:2,"{'11': 'home', '30': 'home', '37': 'away', '57': 'away'}",england,championship,huddersfield-town,west-bromwich-albion
13. september 2022,19:45,1:2,"{'25': 'away', '76': 'home', '82': 'away'}",england,championship,huddersfield-town,wigan-athletic
16. october 2022,15:20,0:2,"{'14': 'away', '47': 'away'}",england,championship,hull-city,birmingham-city
29. october 2022,15:00,0:1,{'15': 'away'},england,championship,hull-city,blackburn-rovers
26. december 2022,15:00,1:1,"{'28': 'away', '77': 'home'}",england,championship,hull-city,blackpool-fc
30. july 2022,15:00,2:1,"{'30': 'away', '72': 'home', '90': 'home'}",england,championship,hull-city,bristol-city
15. march 2023,19:45,1:3,"{'43': 'away', '59': 'away', '73': 'away', '90': 'home'}",england,championship,hull-city,burnley-fc
4. february 2023,15:00,1:0,{'62': 'home'},england,championship,hull-city,cardiff-city
27. august 2022,15:00,3:2,"{'11': 'home', '29': 'away', None: 'home', '56': 'home', '69': 'away'}",england,championship,hull-city,coventry-city
14. january 2023,15:00,1:1,"{'21': 'away', '90': 'home'}",england,championship,hull-city,huddersfield-town
30. september 2022,20:00,0:2,"{'6': 'away', '44': 'away'}",england,championship,hull-city,luton-town
1. november 2022,19:45,1:3,"{'30': 'away', '60': 'home', '63': 'away', '80': 'away'}",england,championship,hull-city,middlesbrough-fc
10. april 2023,15:00,1:0,{'70': 'home'},england,championship,hull-city,millwall-fc
13. august 2022,15:00,2:1,"{'43': 'home', '62': 'home', '72': 'away'}",england,championship,hull-city,norwich-city
18. february 2023,15:00,0:0,,england,championship,hull-city,preston-north-end
28. january 2023,15:00,3:0,"{'10': 'home', '62': 'home', '64': 'home'}",england,championship,hull-city,queens-park-rangers
12. november 2022,15:00,1:2,"{'9': 'home', '32': 'away', '90': 'away'}",england,championship,hull-city,reading-fc
1. april 2023,15:00,0:0,,england,championship,hull-city,rotherham-united
4. september 2022,15:00,0:2,"{'20': 'away', '75': 'away'}",england,championship,hull-city,sheffield-united
13. september 2022,19:45,0:3,"{'25': 'away', '45': 'away', '64': 'away'}",england,championship,hull-city,stoke-city
17. december 2022,15:00,1:1,"{'74': 'away', '82': 'home'}",england,championship,hull-city,sunderland-afc
29. april 2023,15:00,1:1,"{'3': 'home', '39': 'away'}",england,championship,hull-city,swansea-city
22. april 2023,15:00,1:0,{'25': 'home'},england,championship,hull-city,watford-fc
3. march 2023,20:00,2:0,"{'33': 'home', '57': 'home'}",england,championship,hull-city,west-bromwich-albion
5. october 2022,19:45,2:1,"{'14': 'away', '21': 'home', '65': 'home'}",england,championship,hull-city,wigan-athletic
30. july 2022,15:00,0:0,,england,championship,luton-town,birmingham-city
17. september 2022,15:00,2:0,"{'58': 'home', '67': 'home'}",england,championship,luton-town,blackburn-rovers
10. april 2023,15:00,3:1,"{'29': 'away', '45': 'home', '72': 'home', '76': 'home'}",england,championship,luton-town,blackpool-fc
15. march 2023,19:45,1:0,{'4': 'home'},england,championship,luton-town,bristol-city
18. february 2023,15:00,0:1,{'78': 'away'},england,championship,luton-town,burnley-fc
31. january 2023,19:45,1:0,{'88': 'home'},england,championship,luton-town,cardiff-city
14. september 2022,19:45,2:2,"{'4': 'home', '11': 'away', '15': 'home', '61': 'away'}",england,championship,luton-town,coventry-city
4. october 2022,19:45,3:3,"{'11': 'away', '18': 'home', '32': 'away', '37': 'home', '45': 'home', '70': 'away'}",england,championship,luton-town,huddersfield-town
8. may 2023,15:00,0:0,,england,championship,luton-town,hull-city
24. april 2023,20:00,2:1,"{'40': 'away', '49': 'home', '67': 'home'}",england,championship,luton-town,middlesbrough-fc
28. february 2023,20:00,2:2,"{'4': 'away', '52': 'away', '58': 'home', '87': 'home'}",england,championship,luton-town,millwall-fc
26. december 2022,19:45,2:1,"{'61': 'home', '69': 'away', '90': 'home'}",england,championship,luton-town,norwich-city
13. august 2022,15:00,0:1,{'18': 'away'},england,championship,luton-town,preston-north-end
15. october 2022,12:30,3:1,"{'18': 'home', '77': 'home', '90': 'home'}",england,championship,luton-town,queens-park-rangers
1. november 2022,19:45,0:0,,england,championship,luton-town,reading-fc
12. november 2022,15:00,1:1,"{'1': 'away', '90': 'home'}",england,championship,luton-town,rotherham-united
26. august 2022,20:00,1:1,"{'10': 'home', '53': 'away'}",england,championship,luton-town,sheffield-united
4. february 2023,15:00,1:0,{'6': 'home'},england,championship,luton-town,stoke-city
29. october 2022,15:00,1:1,"{'45': 'home', '78': 'away'}",england,championship,luton-town,sunderland-afc
4. march 2023,15:00,1:0,{'39': 'home'},england,championship,luton-town,swansea-city
1. april 2023,12:30,2:0,"{'28': 'home', '90': 'home'}",england,championship,luton-town,watford-fc
14. january 2023,15:00,2:3,"{'7': 'home', '10': 'home', '39': 'away', '65': 'away', '67': 'away'}",england,championship,luton-town,west-bromwich-albion
3. september 2022,15:00,1:2,"{'39': 'home', '80': 'away', '88': 'away'}",england,championship,luton-town,wigan-athletic
5. october 2022,19:45,1:0,{'23': 'home'},england,championship,middlesbrough-fc,birmingham-city
15. october 2022,15:00,1:2,"{'4': 'away', '17': 'away', '45': 'home'}",england,championship,middlesbrough-fc,blackburn-rovers
4. february 2023,15:00,3:0,"{'32': 'home', '59': 'home', '70': 'home'}",england,championship,middlesbrough-fc,blackpool-fc
5. november 2022,15:00,1:1,"{'10': 'away', '47': 'home'}",england,championship,middlesbrough-fc,bristol-city
7. april 2023,20:00,1:2,"{'12': 'away', '48': 'home', '66': 'away'}",england,championship,middlesbrough-fc,burnley-fc
13. september 2022,19:45,2:3,"{'4': 'away', '20': 'away', '45': 'away', '76': 'home', '77': 'home'}",england,championship,middlesbrough-fc,cardiff-city
8. may 2023,15:00,1:1,"{'22': 'away', '45': 'home'}",england,championship,middlesbrough-fc,coventry-city
22. october 2022,15:00,0:0,,england,championship,middlesbrough-fc,huddersfield-town
19. april 2023,20:00,3:1,"{'41': 'away', '55': 'home', '58': 'home', '61': 'home'}",england,championship,middlesbrough-fc,hull-city
10. december 2022,15:00,2:1,"{'33': 'away', '38': 'home', '90': 'home'}",england,championship,middlesbrough-fc,luton-town
14. january 2023,15:00,1:0,{'54': 'home'},england,championship,middlesbrough-fc,millwall-fc
14. april 2023,20:00,5:1,"{'7': 'home', '41': 'home', '43': 'home', '45': 'home', '49': 'home'}",england,championship,middlesbrough-fc,norwich-city
18. march 2023,15:00,4:0,"{'22': 'home', '52': 'home', '58': 'home', '90': 'home'}",england,championship,middlesbrough-fc,preston-north-end
18. february 2023,15:00,3:1,"{'64': 'home', '77': 'home', '89': 'away', '90': 'home'}",england,championship,middlesbrough-fc,queens-park-rangers
4. march 2023,15:00,5:0,"{'24': 'home', '45': 'home', '48': 'home', '51': 'home', '76': 'home'}",england,championship,middlesbrough-fc,reading-fc
17. september 2022,19:45,0:0,,england,championship,middlesbrough-fc,rotherham-united
14. august 2022,14:00,2:2,"{'3': 'away', '14': 'home', '68': 'away', '82': 'home'}",england,championship,middlesbrough-fc,sheffield-united
14. march 2023,20:00,1:1,"{'23': 'home', '45': 'away'}",england,championship,middlesbrough-fc,stoke-city
5. september 2022,20:00,1:0,{'25': 'home'},england,championship,middlesbrough-fc,sunderland-afc
27. august 2022,15:00,2:1,"{'14': 'home', '30': 'home', '79': 'away'}",england,championship,middlesbrough-fc,swansea-city
28. january 2023,15:00,2:0,"{'36': 'home', '45': 'home'}",england,championship,middlesbrough-fc,watford-fc
30. july 2022,17:30,1:1,"{'10': 'home', '51': 'away'}",england,championship,middlesbrough-fc,west-bromwich-albion
26. december 2022,15:00,4:1,"{'26': 'home', '49': 'home', '59': 'home', '61': 'away', '90': 'home'}",england,championship,middlesbrough-fc,wigan-athletic
18. april 2023,20:00,0:1,{'28': 'away'},england,championship,millwall-fc,birmingham-city
8. may 2023,15:00,3:4,"{'8': 'home', '22': 'away', '37': 'home', '39': 'home', '51': 'away', '63': 'away', '86': 'away'}",england,championship,millwall-fc,blackburn-rovers
17. september 2022,15:00,2:1,"{'14': 'home', '33': 'away', '63': 'home'}",england,championship,millwall-fc,blackpool-fc
29. december 2022,19:45,0:0,,england,championship,millwall-fc,bristol-city
21. february 2023,19:45,1:1,"{'51': 'away', '85': 'home'}",england,championship,millwall-fc,burnley-fc
3. september 2022,15:00,2:0,"{'63': 'home', '90': 'home'}",england,championship,millwall-fc,cardiff-city
