date,time,final_score,goals,country,league,home,away
13. august 2022,15:00,3:2,"{'2': 'away', '28': 'away', '36': 'home', '53': 'home', '85': 'home'}",england,championship,millwall-fc,coventry-city
18. march 2023,15:00,0:1,{'67': 'away'},england,championship,millwall-fc,huddersfield-town
5. november 2022,15:00,0:0,,england,championship,millwall-fc,hull-city
7. april 2023,12:30,0:0,,england,championship,millwall-fc,luton-town
8. october 2022,15:00,2:0,"{'5': 'home', '49': 'home'}",england,championship,millwall-fc,middlesbrough-fc
4. march 2023,15:00,2:3,"{'20': 'home', '38': 'away', '55': 'away', '65': 'away', '83': 'home'}",england,championship,millwall-fc,norwich-city
15. april 2023,15:00,2:0,"{'14': 'home', '72': 'home'}",england,championship,millwall-fc,preston-north-end
14. september 2022,19:45,0:2,"{'54': 'away', '71': 'away'}",england,championship,millwall-fc,queens-park-rangers
27. august 2022,15:00,0:1,{'14': 'away'},england,championship,millwall-fc,reading-fc
1. january 2023,15:00,3:0,"{'4': 'home', '66': 'home', '81': 'home'}",england,championship,millwall-fc,rotherham-united
18. february 2023,12:30,3:2,"{'6': 'home', '39': 'away', '63': 'home', '82': 'away', '88': 'home'}",england,championship,millwall-fc,sheffield-united
30. july 2022,15:00,2:0,"{'12': 'home', '65': 'home'}",england,championship,millwall-fc,stoke-city
4. february 2023,15:00,1:1,"{'59': 'home', '81': 'away'}",england,championship,millwall-fc,sunderland-afc
14. march 2023,19:45,2:1,"{'48': 'home', '55': 'home', '58': 'away'}",england,championship,millwall-fc,swansea-city
19. october 2022,20:00,3:0,"{'8': 'home', '26': 'home', '33': 'home'}",england,championship,millwall-fc,watford-fc
22. october 2022,15:00,2:1,"{'20': 'away', '38': 'home', '90': 'home'}",england,championship,millwall-fc,west-bromwich-albion
10. december 2022,15:00,1:1,"{'33': 'away', '40': 'home'}",england,championship,millwall-fc,wigan-athletic
21. february 2023,19:45,3:1,"{'27': 'home', '36': 'home', '53': 'away', '90': 'home'}",england,championship,norwich-city,birmingham-city
17. december 2022,17:30,0:2,"{'4': 'away', '86': 'away'}",england,championship,norwich-city,blackburn-rovers
8. may 2023,15:00,0:1,{'15': 'away'},england,championship,norwich-city,blackpool-fc
14. september 2022,19:45,3:2,"{'11': 'home', '23': 'home', '44': 'away', '65': 'home', '77': 'away'}",england,championship,norwich-city,bristol-city
4. february 2023,12:30,0:3,"{'8': 'away', '54': 'away', '60': 'away'}",england,championship,norwich-city,burnley-fc
25. february 2023,15:00,2:0,"{'33': 'home', '37': 'home'}",england,championship,norwich-city,cardiff-city
3. september 2022,15:00,3:0,"{'14': 'home', '45': 'home', '81': 'home'}",england,championship,norwich-city,coventry-city
16. august 2022,19:45,2:1,"{'6': 'home', '16': 'home', '81': 'away'}",england,championship,norwich-city,huddersfield-town
14. february 2023,19:45,3:1,"{'14': 'away', '18': 'home', '58': 'home', '89': 'home'}",england,championship,norwich-city,hull-city
18. october 2022,19:45,0:1,{'62': 'away'},england,championship,norwich-city,luton-town
12. november 2022,15:00,1:2,"{'7': 'home', '64': 'away', '90': 'away'}",england,championship,norwich-city,middlesbrough-fc
19. august 2022,20:00,2:0,"{'50': 'home', '75': 'home'}",england,championship,norwich-city,millwall-fc
8. october 2022,15:00,2:3,"{'2': 'home', '25': 'away', '51': 'away', '76': 'home', '80': 'away'}",england,championship,norwich-city,preston-north-end
2. november 2022,19:45,0:0,,england,championship,norwich-city,queens-park-rangers
30. december 2022,19:45,1:1,"{'53': 'home', '83': 'away'}",england,championship,norwich-city,reading-fc
10. april 2023,15:00,0:0,,england,championship,norwich-city,rotherham-united
1. april 2023,15:00,0:1,{'62': 'away'},england,championship,norwich-city,sheffield-united
29. october 2022,15:00,3:1,"{'38': 'home', '71': 'home', '77': 'home', '90': 'away'}",england,championship,norwich-city,stoke-city
12. march 2023,12:00,0:1,{'15': 'away'},england,championship,norwich-city,sunderland-afc
22. april 2023,15:00,0:3,"{'23': 'away', '39': 'away', '64': 'away'}",england,championship,norwich-city,swansea-city
2. january 2023,15:00,0:1,{'86': 'away'},england,championship,norwich-city,watford-fc
17. september 2022,15:00,1:1,"{'9': 'away', None: 'home'}",england,championship,norwich-city,west-bromwich-albion
6. august 2022,12:30,1:1,"{'29': 'away', '61': 'home'}",england,championship,norwich-city,wigan-athletic
3. september 2022,15:00,0:1,{'16': 'away'},england,championship,preston-north-end,birmingham-city
22. april 2023,17:30,1:1,"{'80': 'away', '90': 'home'}",england,championship,preston-north-end,blackburn-rovers
1. april 2023,12:30,3:1,"{'12': 'home', '26': 'home', '51': 'home', '89': 'away'}",england,championship,preston-north-end,blackpool-fc
4. february 2023,15:00,1:2,"{'6': 'away', '45': 'away', '61': 'home'}",england,championship,preston-north-end,bristol-city
13. september 2022,20:00,1:1,"{'10': 'away', '15': 'home'}",england,championship,preston-north-end,burnley-fc
11. march 2023,15:00,2:0,"{'68': 'home', '90': 'home'}",england,championship,preston-north-end,cardiff-city
28. february 2023,19:45,0:0,,england,championship,preston-north-end,coventry-city
26. december 2022,15:00,1:2,"{'34': 'home', '76': 'away', '85': 'away'}",england,championship,preston-north-end,huddersfield-town
6. august 2022,15:00,0:0,,england,championship,preston-north-end,hull-city
15. february 2023,19:45,1:1,"{'73': 'away', '81': 'home'}",england,championship,preston-north-end,luton-town
29. october 2022,15:00,2:1,"{'8': 'away', '35': 'home', '90': 'home'}",england,championship,preston-north-end,middlesbrough-fc
12. november 2022,15:00,2:4,"{'4': 'away', '16': 'away', None: 'home', '28': 'home', '64': 'away', '72': 'away'}",england,championship,preston-north-end,millwall-fc
14. january 2023,15:00,0:4,"{'13': 'away', '16': 'away', '28': 'away', '69': 'away'}",england,championship,preston-north-end,norwich-city
17. december 2022,15:00,0:1,{'58': 'away'},england,championship,preston-north-end,queens-park-rangers
10. april 2023,15:00,2:1,"{'56': 'home', '83': 'away', '90': 'home'}",england,championship,preston-north-end,reading-fc
16. august 2022,19:45,0:0,,england,championship,preston-north-end,rotherham-united
17. september 2022,15:00,0:2,"{'40': 'away', '75': 'away'}",england,championship,preston-north-end,sheffield-united
15. october 2022,15:00,0:2,"{'58': 'away', '66': 'away'}",england,championship,preston-north-end,stoke-city
8. may 2023,15:00,0:3,"{'54': 'away', '61': 'away', '65': 'away'}",england,championship,preston-north-end,sunderland-afc
1. november 2022,19:45,1:0,{'30': 'home'},england,championship,preston-north-end,swansea-city
20. august 2022,15:00,0:0,,england,championship,preston-north-end,watford-fc
5. october 2022,20:00,1:0,{'7': 'home'},england,championship,preston-north-end,west-bromwich-albion
25. february 2023,15:00,2:1,"{'27': 'away', '53': 'home', '57': 'home'}",england,championship,preston-north-end,wigan-athletic
18. march 2023,15:00,0:1,{'3': 'away'},england,championship,queens-park-rangers,birmingham-city
25. february 2023,15:00,1:3,"{'14': 'away', '24': 'home', '45': 'away', '60': 'away'}",england,championship,queens-park-rangers,blackburn-rovers
16. august 2022,20:00,0:1,{'45': 'away'},england,championship,queens-park-rangers,blackpool-fc
8. may 2023,15:00,0:2,"{'28': 'away', '55': 'away'}",england,championship,queens-park-rangers,bristol-city
11. december 2022,13:00,0:3,"{'19': 'away', '45': 'away', '71': 'away'}",england,championship,queens-park-rangers,burnley-fc
19. october 2022,19:45,3:0,"{'19': 'home', '33': 'home', '74': 'home'}",england,championship,queens-park-rangers,cardiff-city
15. april 2023,15:00,0:3,"{'10': 'away', '86': 'away', '88': 'away'}",england,championship,queens-park-rangers,coventry-city
8. november 2022,19:45,1:2,"{'2': 'home', '9': 'away', '26': 'away'}",england,championship,queens-park-rangers,huddersfield-town
30. august 2022,19:45,3:1,"{'10': 'home', '15': 'home', '40': 'home', '85': 'away'}",england,championship,queens-park-rangers,hull-city
29. december 2022,18:00,0:3,"{'10': 'away', '47': 'away', '81': 'away'}",england,championship,queens-park-rangers,luton-town
6. august 2022,15:00,3:2,"{'13': 'home', None: 'home', '38': 'home', '41': 'away', '56': 'away'}",england,championship,queens-park-rangers,middlesbrough-fc
11. february 2023,15:00,1:2,"{'31': 'away', '78': 'away', '82': 'home'}",england,championship,queens-park-rangers,millwall-fc
19. april 2023,19:45,1:1,"{'9': 'home', '46': 'away'}",england,championship,queens-park-rangers,norwich-city
7. april 2023,15:00,0:2,"{'59': 'away', '63': 'away'}",england,championship,queens-park-rangers,preston-north-end
7. october 2022,20:00,2:1,"{'30': 'away', '33': 'home', '84': 'home'}",england,championship,queens-park-rangers,reading-fc
20. august 2022,15:00,1:1,"{'33': 'away', '43': 'home'}",england,championship,queens-park-rangers,rotherham-united
2. january 2023,20:00,1:1,"{'11': 'home', '90': 'away'}",england,championship,queens-park-rangers,sheffield-united
17. september 2022,15:00,0:0,,england,championship,queens-park-rangers,stoke-city
14. february 2023,19:45,0:3,"{'34': 'away', '82': 'away', '90': 'away'}",england,championship,queens-park-rangers,sunderland-afc
21. january 2023,15:00,1:1,"{'27': 'home', '81': 'away'}",england,championship,queens-park-rangers,swansea-city
11. march 2023,15:00,1:0,{'15': 'home'},england,championship,queens-park-rangers,watford-fc
5. november 2022,15:00,0:1,{'68': 'away'},england,championship,queens-park-rangers,west-bromwich-albion
22. october 2022,15:00,2:1,"{'12': 'home', '22': 'away', '24': 'home'}",england,championship,queens-park-rangers,wigan-athletic
7. april 2023,15:00,1:1,"{'7': 'home', '29': 'away'}",england,championship,reading-fc,birmingham-city
17. august 2022,20:00,3:0,"{'14': 'home', '61': 'home', '78': 'home'}",england,championship,reading-fc,blackburn-rovers
25. february 2023,15:00,3:1,"{'12': 'home', '70': 'home', '72': 'home', '90': 'away'}",england,championship,reading-fc,blackpool-fc
22. october 2022,15:00,2:0,"{'52': 'home', '90': 'home'}",england,championship,reading-fc,bristol-city
15. april 2023,15:00,0:0,,england,championship,reading-fc,burnley-fc
6. august 2022,15:00,2:1,"{'4': 'away', '27': 'home', '63': 'home'}",england,championship,reading-fc,cardiff-city
10. december 2022,14:00,1:0,{'57': 'home'},england,championship,reading-fc,coventry-city
1. october 2022,15:00,3:1,"{'29': 'home', '36': 'home', '81': 'home', '90': 'away'}",england,championship,reading-fc,huddersfield-town
18. march 2023,15:00,1:1,"{'26': 'away', '44': 'home'}",england,championship,reading-fc,hull-city
19. april 2023,20:00,1:1,"{'51': 'home', '81': 'away'}",england,championship,reading-fc,luton-town
20. august 2022,15:00,1:0,{'28': 'home'},england,championship,reading-fc,middlesbrough-fc
11. march 2023,15:00,0:1,{'11': 'away'},england,championship,reading-fc,millwall-fc
4. october 2022,20:00,1:1,"{'50': 'away', '60': 'home'}",england,championship,reading-fc,norwich-city
4. november 2022,20:00,1:2,"{'51': 'away', '71': 'home', '79': 'away'}",england,championship,reading-fc,preston-north-end
14. january 2023,15:00,2:2,"{'28': 'home', '42': 'home', '65': 'away', '80': 'away'}",england,championship,reading-fc,queens-park-rangers
14. february 2023,20:00,2:1,"{'37': 'away', '52': 'home', '90': 'home'}",england,championship,reading-fc,rotherham-united
7. march 2023,20:00,0:1,{'60': 'away'},england,championship,reading-fc,sheffield-united
4. september 2022,12:00,2:1,"{'2': 'home', '40': 'away', '57': 'home'}",england,championship,reading-fc,stoke-city
14. september 2022,20:00,0:3,"{'39': 'away', '41': 'away', '69': 'away'}",england,championship,reading-fc,sunderland-afc
27. december 2022,17:15,2:1,"{'27': 'home', '53': 'home', '71': 'away'}",england,championship,reading-fc,swansea-city
4. february 2023,15:00,2:2,"{'30': 'away', '48': 'away', '66': 'home', '80': 'home'}",england,championship,reading-fc,watford-fc
15. october 2022,15:00,0:2,"{'25': 'away', '72': 'away'}",england,championship,reading-fc,west-bromwich-albion
29. april 2023,15:00,1:1,"{'81': 'away', '90': 'home'}",england,championship,reading-fc,wigan-athletic
27. august 2022,15:00,2:0,"{'28': 'home', None: 'home'}",england,championship,rotherham-united,birmingham-city
14. january 2023,12:30,4:0,"{'1': 'home', '52': 'home', '76': 'home', '90': 'home'}",england,championship,rotherham-united,blackburn-rovers
14. september 2022,19:45,3:0,"{'34': 'home', '82': 'home', '85': 'home'}",england,championship,rotherham-united,blackpool-fc
10. december 2022,12:30,1:3,"{'14': 'away', '25': 'home', '30': 'away', '73': 'away'}",england,championship,rotherham-united,bristol-city
18. april 2023,19:45,2:2,"{'26': 'away', '45': 'home', '81': 'away', '85': 'home'}",england,championship,rotherham-united,burnley-fc
27. april 2023,20:00,1:2,"{None: 'away', '37': 'home', '87': 'away'}",england,championship,rotherham-united,cardiff-city
18. february 2023,15:00,0:2,"{'46': 'away', '90': 'away'}",england,championship,rotherham-united,coventry-city
15. october 2022,12:30,2:1,"{'25': 'home', '29': 'away', '61': 'home'}",england,championship,rotherham-united,huddersfield-town
22. october 2022,15:00,2:4,"{'44': 'away', '45': 'home', '52': 'away', '59': 'away', '85': 'away', '89': 'home'}",england,championship,rotherham-united,hull-city
15. april 2023,15:00,0:2,"{'45': 'away', '47': 'away'}",england,championship,rotherham-united,luton-town
1. may 2023,13:00,1:0,{'48': 'home'},england,championship,rotherham-united,middlesbrough-fc
5. october 2022,19:45,1:1,"{'9': 'home', '42': 'away'}",england,championship,rotherham-united,millwall-fc
5. november 2022,15:00,1:2,"{'17': 'away', '49': 'home', '50': 'away'}",england,championship,rotherham-united,norwich-city
14. march 2023,19:45,1:2,"{'23': 'away', '35': 'home', '45': 'away'}",england,championship,rotherham-united,preston-north-end
4. march 2023,15:00,3:1,"{'15': 'home', '70': 'home', '83': 'away', '90': 'home'}",england,championship,rotherham-united,queens-park-rangers
13. august 2022,15:00,4:0,"{'7': 'home', '15': 'home', '18': 'home', '45': 'home'}",england,championship,rotherham-united,reading-fc
4. february 2023,12:30,0:0,,england,championship,rotherham-united,sheffield-united
26. december 2022,15:00,2:2,"{'45': 'home', '61': 'away', None: 'home', '80': 'away'}",england,championship,rotherham-united,stoke-city
21. february 2023,19:45,2:1,"{'19': 'home', '56': 'home', '61': 'away'}",england,championship,rotherham-united,sunderland-afc
30. july 2022,15:00,1:1,"{'16': 'home', '38': 'away'}",england,championship,rotherham-united,swansea-city
3. september 2022,15:00,1:1,"{'2': 'home', '33': 'away'}",england,championship,rotherham-united,watford-fc
7. april 2023,13:00,3:1,"{'32': 'away', '42': 'home', '50': 'home', '76': 'home'}",england,championship,rotherham-united,west-bromwich-albion
1. october 2022,15:00,0:2,"{'12': 'away', '84': 'away'}",england,championship,rotherham-united,wigan-athletic
1. october 2022,15:00,1:1,"{'64': 'home', '70': 'away'}",england,championship,sheffield-united,birmingham-city
20. august 2022,15:00,3:0,"{'31': 'home', None: 'home', '79': 'home'}",england,championship,sheffield-united,blackburn-rovers
15. october 2022,15:00,3:3,"{'8': 'home', '24': 'home', '30': 'away', '42': 'away', '50': 'away', '90': 'home'}",england,championship,sheffield-united,blackpool-fc
18. april 2023,19:45,1:0,{'77': 'home'},england,championship,sheffield-united,bristol-city
5. november 2022,12:30,5:2,"{'17': 'away', '30': 'home', '45': 'away', '48': 'home', '64': 'home', '69': 'home', '74': 'home'}",england,championship,sheffield-united,burnley-fc
15. april 2023,12:30,4:1,"{'19': 'away', '24': 'home', '54': 'home', '80': 'home', '85': 'home'}",england,championship,sheffield-united,cardiff-city
26. december 2022,15:00,3:1,"{'35': 'home', '52': 'home', '71': 'home', '75': 'away'}",england,championship,sheffield-united,coventry-city
10. december 2022,15:00,1:0,{'15': 'home'},england,championship,sheffield-united,huddersfield-town
20. january 2023,19:45,1:0,{'4': 'home'},england,championship,sheffield-united,hull-city
11. march 2023,15:00,0:1,{'53': 'away'},england,championship,sheffield-united,luton-town
15. february 2023,20:00,1:3,"{'5': 'home', '25': 'away', '48': 'away', '74': 'away'}",england,championship,sheffield-united,middlesbrough-fc
6. august 2022,15:00,2:0,"{'7': 'home', '22': 'home'}",england,championship,sheffield-united,millwall-fc
22. october 2022,15:00,2:2,"{'3': 'away', '16': 'away', '62': 'home', '71': 'home'}",england,championship,sheffield-united,norwich-city
29. april 2023,15:00,4:1,"{'36': 'home', '63': 'away', '72': 'home', '75': 'home', '90': 'home'}",england,championship,sheffield-united,preston-north-end
4. october 2022,19:45,0:1,{'51': 'away'},england,championship,sheffield-united,queens-park-rangers
30. august 2022,19:45,4:0,"{'11': 'home', '46': 'home', '62': 'home', '81': 'home'}",england,championship,sheffield-united,reading-fc
8. november 2022,19:45,0:1,{'38': 'away'},england,championship,sheffield-united,rotherham-united
14. january 2023,15:00,3:1,"{'9': 'home', '33': 'home', '45': 'away', '90': 'home'}",england,championship,sheffield-united,stoke-city
17. august 2022,20:00,2:1,"{'33': 'home', '47': 'home', '55': 'away'}",england,championship,sheffield-united,sunderland-afc
11. february 2023,15:00,3:0,"{'21': 'home', '45': 'home', '89': 'home'}",england,championship,sheffield-united,swansea-city
25. february 2023,15:00,1:0,{'73': 'home'},england,championship,sheffield-united,watford-fc
26. april 2023,20:00,2:0,"{'58': 'home', '76': 'home'}",england,championship,sheffield-united,west-bromwich-albion
7. april 2023,15:00,1:0,{'8': 'home'},england,championship,sheffield-united,wigan-athletic
5. november 2022,15:00,1:2,"{'13': 'away', '67': 'away', '75': 'home'}",england,championship,stoke-city,birmingham-city
10. march 2023,20:00,3:2,"{'24': 'home', '43': 'home', '75': 'home', '86': 'away', '90': 'away'}",england,championship,stoke-city,blackburn-rovers
6. august 2022,15:00,2:0,"{'33': 'home', '75': 'home'}",england,championship,stoke-city,blackpool-fc
7. april 2023,15:00,1:2,"{'36': 'home', '72': 'away', '85': 'away'}",england,championship,stoke-city,bristol-city
30. december 2022,19:45,0:1,{'61': 'away'},england,championship,stoke-city,burnley-fc
10. december 2022,15:00,2:2,"{'6': 'away', '11': 'home', '18': 'home', '58': 'away'}",england,championship,stoke-city,cardiff-city
22. october 2022,15:00,0:2,"{'51': 'away', '65': 'away'}",england,championship,stoke-city,coventry-city
15. february 2023,19:45,3:0,"{'13': 'home', '73': 'home', '90': 'home'}",england,championship,stoke-city,huddersfield-town
11. february 2023,15:00,0:0,,england,championship,stoke-city,hull-city
8. november 2022,19:45,2:0,"{'3': 'home', '13': 'home'}",england,championship,stoke-city,luton-town
17. august 2022,19:45,2:2,"{'19': 'home', '38': 'away', '63': 'away', '90': 'home'}",england,championship,stoke-city,middlesbrough-fc
25. february 2023,15:00,0:1,{'9': 'away'},england,championship,stoke-city,millwall-fc
18. march 2023,15:00,0:0,,england,championship,stoke-city,norwich-city
2. january 2023,15:15,0:1,{'90': 'away'},england,championship,stoke-city,preston-north-end
29. april 2023,15:00,0:1,{'48': 'away'},england,championship,stoke-city,queens-park-rangers
21. january 2023,15:00,4:0,"{'11': 'home', '57': 'home', None: 'home'}",england,championship,stoke-city,reading-fc
18. october 2022,20:00,0:1,{'6': 'away'},england,championship,stoke-city,rotherham-united
8. october 2022,15:00,3:1,"{'4': 'home', '28': 'away', '45': 'home', '90': 'home'}",england,championship,stoke-city,sheffield-united
20. august 2022,15:00,0:1,{'45': 'away'},england,championship,stoke-city,sunderland-afc
31. august 2022,19:45,1:1,"{'6': 'away', '90': 'home'}",england,championship,stoke-city,swansea-city
2. october 2022,12:00,0:4,"{'12': 'away', '64': 'away', '78': 'away', '84': 'away'}",england,championship,stoke-city,watford-fc
15. april 2023,15:00,1:2,"{'30': 'home', '59': 'away', '69': 'away'}",england,championship,stoke-city,west-bromwich-albion
18. april 2023,19:45,0:1,{'54': 'away'},england,championship,stoke-city,wigan-athletic
15. april 2023,15:00,2:1,"{'29': 'away', '45': 'home', '75': 'home'}",england,championship,sunderland-afc,birmingham-city
26. december 2022,12:30,2:1,"{'18': 'away', '22': 'home', '90': 'home'}",england,championship,sunderland-afc,blackburn-rovers
4. october 2022,19:45,0:0,,england,championship,sunderland-afc,blackpool-fc
18. february 2023,15:00,1:1,"{'59': 'home', '90': 'away'}",england,championship,sunderland-afc,bristol-city
22. october 2022,15:00,2:4,"{'16': 'home', '20': 'home', '50': 'away', '61': 'away', '69': 'away', '87': 'away'}",england,championship,sunderland-afc,burnley-fc
5. november 2022,15:00,0:1,{'49': 'away'},england,championship,sunderland-afc,cardiff-city
31. july 2022,12:00,1:1,"{'12': 'home', '84': 'away'}",england,championship,sunderland-afc,coventry-city
18. april 2023,19:45,1:1,"{'35': 'home', '59': 'away'}",england,championship,sunderland-afc,huddersfield-town
7. april 2023,17:30,4:4,"{'11': 'away', '21': 'home', '22': 'home', '25': 'away', '66': 'away', '73': 'home', '81': 'home', '90': 'away'}",england,championship,sunderland-afc,hull-city
18. march 2023,15:00,1:1,"{'51': 'away', '86': 'home'}",england,championship,sunderland-afc,luton-town
22. january 2023,12:00,2:0,"{'51': 'home', '81': 'home'}",england,championship,sunderland-afc,middlesbrough-fc
3. december 2022,12:30,3:0,"{'53': 'home', '58': 'home', '90': 'home'}",england,championship,sunderland-afc,millwall-fc
27. august 2022,12:30,0:1,{'76': 'away'},england,championship,sunderland-afc,norwich-city
1. october 2022,15:00,0:0,,england,championship,sunderland-afc,preston-north-end
13. august 2022,15:00,2:2,"{'31': 'home', '40': 'home', '87': 'away', '90': 'away'}",england,championship,sunderland-afc,queens-park-rangers
11. february 2023,15:00,1:0,{'84': 'home'},england,championship,sunderland-afc,reading-fc
31. august 2022,19:45,3:0,"{'52': 'home', '65': 'home', '70': 'home'}",england,championship,sunderland-afc,rotherham-united
15. march 2023,20:00,1:2,"{'30': 'home', '45': 'away', '61': 'away'}",england,championship,sunderland-afc,sheffield-united
4. march 2023,15:00,1:5,"{'41': 'away', '53': 'away', '57': 'away', '62': 'home', '68': 'away', '76': 'away'}",england,championship,sunderland-afc,stoke-city
14. january 2023,15:00,1:3,"{'50': 'away', '65': 'home', '70': 'away', '78': 'away'}",england,championship,sunderland-afc,swansea-city
29. april 2023,15:00,2:2,"{'17': 'away', '69': 'away', '70': 'home', '90': 'home'}",england,championship,sunderland-afc,watford-fc
12. december 2022,20:00,1:2,"{'19': 'home', '70': 'away', '82': 'away'}",england,championship,sunderland-afc,west-bromwich-albion
15. october 2022,15:00,2:1,"{'44': 'away', '54': 'home', '72': 'home'}",england,championship,sunderland-afc,wigan-athletic
4. february 2023,15:00,3:4,"{'14': 'away', '23': 'home', '29': 'home', '55': 'away', '58': 'home', '90': 'away'}",england,championship,swansea-city,birmingham-city
6. august 2022,15:00,0:3,"{'39': 'away', '57': 'away', '84': 'away'}",england,championship,swansea-city,blackburn-rovers
15. february 2023,19:45,2:1,"{'21': 'home', '70': 'away', '73': 'home'}",england,championship,swansea-city,blackpool-fc
19. march 2023,12:30,2:0,"{'34': 'home', '77': 'home'}",england,championship,swansea-city,bristol-city
2. january 2023,15:00,1:2,"{'13': 'away', '22': 'away', '27': 'home'}",england,championship,swansea-city,burnley-fc
23. october 2022,12:00,2:0,"{'38': 'home', '67': 'home'}",england,championship,swansea-city,cardiff-city
7. april 2023,15:00,0:0,,england,championship,swansea-city,coventry-city
15. april 2023,15:00,1:0,{'69': 'home'},england,championship,swansea-city,huddersfield-town
17. september 2022,12:30,3:0,"{'61': 'home', '64': 'home', '85': 'home'}",england,championship,swansea-city,hull-city
20. august 2022,15:00,0:2,"{'14': 'away', '72': 'away'}",england,championship,swansea-city,luton-town
11. march 2023,15:00,1:3,"{'15': 'home', '54': 'away', '57': 'away', '77': 'away'}",england,championship,swansea-city,middlesbrough-fc
16. august 2022,19:45,2:2,"{'1': 'home', '12': 'home', '90': 'away'}",england,championship,swansea-city,millwall-fc
10. december 2022,15:00,0:1,{'1': 'away'},england,championship,swansea-city,norwich-city
19. april 2023,19:45,4:2,"{'2': 'home', '35': 'home', '44': 'home', '48': 'away', '71': 'away', '90': 'home'}",england,championship,swansea-city,preston-north-end
3. september 2022,15:00,1:0,{'21': 'home'},england,championship,swansea-city,queens-park-rangers
18. october 2022,19:45,3:2,"{'26': 'away', '33': 'away', '41': 'home', '60': 'home', '74': 'home'}",england,championship,swansea-city,reading-fc
27. february 2023,20:00,1:1,"{'42': 'home', '52': 'away'}",england,championship,swansea-city,rotherham-united
13. september 2022,19:45,0:1,{'90': 'away'},england,championship,swansea-city,sheffield-united
21. february 2023,19:45,1:3,"{'2': 'home', '15': 'away', '19': 'away', '90': 'away'}",england,championship,swansea-city,stoke-city
8. october 2022,15:00,2:1,"{'13': 'home', '45': 'home', '51': 'away'}",england,championship,swansea-city,sunderland-afc
30. december 2022,19:45,4:0,"{'39': 'home', '74': 'home', '78': 'home', '87': 'home'}",england,championship,swansea-city,watford-fc
8. may 2023,15:00,3:2,"{'13': 'away', '26': 'home', '54': 'away', '66': 'home', '90': 'home'}",england,championship,swansea-city,west-bromwich-albion
5. november 2022,15:00,2:2,"{'8': 'away', '16': 'away', '43': 'home', '84': 'home'}",england,championship,swansea-city,wigan-athletic
14. march 2023,19:45,3:0,"{'6': 'home', '16': 'home', None: 'home'}",england,championship,watford-fc,birmingham-city
11. february 2023,15:00,1:1,"{'24': 'away', '74': 'home'}",england,championship,watford-fc,blackburn-rovers
14. january 2023,15:00,2:0,"{'72': 'home', '87': 'home'}",england,championship,watford-fc,blackpool-fc
15. april 2023,15:00,2:0,"{'6': 'home', '54': 'home'}",england,championship,watford-fc,bristol-city
12. august 2022,20:00,1:0,{'45': 'home'},england,championship,watford-fc,burnley-fc
19. april 2023,19:45,1:3,"{'11': 'home', '31': 'away', '35': 'away', '41': 'away'}",england,championship,watford-fc,cardiff-city
5. november 2022,15:00,0:1,{'50': 'away'},england,championship,watford-fc,coventry-city
7. april 2023,15:00,2:3,"{'32': 'home', '44': 'away', '55': 'away', '82': 'away', '90': 'home'}",england,championship,watford-fc,huddersfield-town
11. december 2022,15:00,0:0,,england,championship,watford-fc,hull-city
23. october 2022,12:00,4:0,"{'3': 'home', '45': 'home', '57': 'home', '79': 'home'}",england,championship,watford-fc,luton-town
30. august 2022,20:00,2:1,"{'4': 'away', '24': 'home', '90': 'home'}",england,championship,watford-fc,middlesbrough-fc
26. december 2022,12:00,0:2,"{'22': 'away', '83': 'away'}",england,championship,watford-fc,millwall-fc
15. october 2022,19:45,2:1,"{'18': 'home', '31': 'home', '45': 'away'}",england,championship,watford-fc,norwich-city
4. march 2023,15:00,0:0,,england,championship,watford-fc,preston-north-end
27. august 2022,15:00,2:3,"{'18': 'away', '27': 'home', '34': 'away', '50': 'home', '70': 'away'}",england,championship,watford-fc,queens-park-rangers
8. november 2022,20:00,2:0,"{'15': 'home', '87': 'home'}",england,championship,watford-fc,reading-fc
21. january 2023,15:00,1:1,"{'20': 'away', '53': 'home'}",england,championship,watford-fc,rotherham-united
1. august 2022,20:00,1:0,{'56': 'home'},england,championship,watford-fc,sheffield-united
8. may 2023,15:00,2:0,"{'70': 'home', '74': 'home'}",england,championship,watford-fc,stoke-city
17. september 2022,15:00,2:2,"{'34': 'home', '45': 'away', '62': 'home', '87': 'away'}",england,championship,watford-fc,sunderland-afc
5. october 2022,19:45,1:2,"{'34': 'home', '52': 'away', '90': 'away'}",england,championship,watford-fc,swansea-city
20. february 2023,20:00,3:2,"{'23': 'home', '56': 'away', '66': 'home', '71': 'away', '78': 'home'}",england,championship,watford-fc,west-bromwich-albion
18. march 2023,15:00,1:1,"{'45': 'home', '51': 'away'}",england,championship,watford-fc,wigan-athletic
14. september 2022,20:00,2:3,"{'14': 'away', '23': 'home', '54': 'away', '71': 'away', '83': 'home'}",england,championship,west-bromwich-albion,birmingham-city
15. february 2023,20:00,1:1,"{'73': 'home', '89': 'away'}",england,championship,west-bromwich-albion,blackburn-rovers
1. november 2022,20:00,1:0,{'85': 'home'},england,championship,west-bromwich-albion,blackpool-fc
18. october 2022,20:00,0:2,"{'32': 'away', '45': 'away'}",england,championship,west-bromwich-albion,bristol-city
2. september 2022,20:00,1:1,"{'30': 'away', '90': 'home'}",england,championship,west-bromwich-albion,burnley-fc
17. august 2022,20:00,0:0,,england,championship,west-bromwich-albion,cardiff-city
