date,time,final_score,goals,country,league,home,away
29. december 2022,20:00,6:1,"{'13': 'home', '41': 'home', '51': 'home', '62': 'home', '66': 'away', '80': 'home', '82': 'home'}",france,ligue 1,olympique-marseille,toulouse-fc
13. may 2023,20:00,5:0,"{'22': 'home', '33': 'home', '47': 'home', '54': 'home', '73': 'home'}",france,ligue 1,paris-saint-germain,ac-ajaccio
13. november 2022,12:00,5:0,"{'11': 'home', '51': 'home', '57': 'home', '81': 'home', '84': 'home'}",france,ligue 1,paris-saint-germain,aj-auxerre
11. january 2023,20:00,2:0,"{'5': 'home', '72': 'home'}",france,ligue 1,paris-saint-germain,angers-sco
28. august 2022,19:45,1:1,"{'20': 'away', '70': 'home'}",france,ligue 1,paris-saint-germain,as-monaco
29. october 2022,16:00,4:3,"{'3': 'away', '24': 'home', '52': 'away', '55': 'home', '62': 'home', '77': 'home', '88': 'away'}",france,ligue 1,paris-saint-germain,estac-troyes
30. april 2023,16:05,1:3,"{'15': 'away', '29': 'home', '39': 'away', '88': 'away'}",france,ligue 1,paris-saint-germain,fc-lorient
4. march 2023,20:00,4:2,"{'12': 'home', '17': 'home', '31': 'away', None: 'away', '60': 'home', '90': 'home'}",france,ligue 1,paris-saint-germain,fc-nantes
19. february 2023,12:00,4:3,"{'11': 'home', '17': 'home', '24': 'away', '58': 'away', '69': 'away', '87': 'home', '90': 'home'}",france,ligue 1,paris-saint-germain,lille-osc
13. august 2022,20:00,5:2,"{'39': 'home', '43': 'home', '51': 'home', '58': 'away', '69': 'home', '87': 'home', '90': 'away'}",france,ligue 1,paris-saint-germain,montpellier-hsc
1. october 2022,20:00,2:1,"{'28': 'home', '47': 'away', '83': 'home'}",france,ligue 1,paris-saint-germain,ogc-nice
2. april 2023,19:45,0:1,{'56': 'away'},france,ligue 1,paris-saint-germain,olympique-lyon
16. october 2022,19:45,1:0,{'45': 'home'},france,ligue 1,paris-saint-germain,olympique-marseille
15. april 2023,20:00,3:1,"{'31': 'home', '37': 'home', '40': 'home', '60': 'away'}",france,ligue 1,paris-saint-germain,rc-lens
28. december 2022,20:00,2:1,"{'14': 'home', '51': 'away', '90': 'home'}",france,ligue 1,paris-saint-germain,rc-strasbourg
10. september 2022,16:00,1:0,{'30': 'home'},france,ligue 1,paris-saint-germain,stade-brest
29. january 2023,19:45,1:1,"{'51': 'home', '90': 'away'}",france,ligue 1,paris-saint-germain,stade-reims
19. march 2023,16:05,0:2,"{'45': 'away', '48': 'away'}",france,ligue 1,paris-saint-germain,stade-rennes
4. february 2023,16:00,2:1,"{'20': 'away', '38': 'home', '58': 'home'}",france,ligue 1,paris-saint-germain,toulouse-fc
27. may 2023,20:00,3:0,"{'16': 'home', '22': 'home', '35': 'home'}",france,ligue 1,rc-lens,ac-ajaccio
14. january 2023,16:00,1:0,{'59': 'home'},france,ligue 1,rc-lens,aj-auxerre
18. march 2023,20:00,3:0,"{'26': 'home', '30': 'home', '46': 'home'}",france,ligue 1,rc-lens,angers-sco
22. april 2023,20:00,3:0,"{'9': 'home', '16': 'home', '56': 'home'}",france,ligue 1,rc-lens,as-monaco
12. november 2022,16:00,2:1,"{'38': 'away', '60': 'home', '68': 'home'}",france,ligue 1,rc-lens,clermont-foot
9. september 2022,20:00,1:0,{'39': 'home'},france,ligue 1,rc-lens,estac-troyes
31. august 2022,20:00,5:2,"{'24': 'home', '28': 'home', '41': 'away', '50': 'away', '57': 'home', '77': 'home', '86': 'home'}",france,ligue 1,rc-lens,fc-lorient
19. february 2023,16:05,3:1,"{'34': 'home', '36': 'home', '40': 'away', '74': 'home'}",france,ligue 1,rc-lens,fc-nantes
4. march 2023,16:00,1:1,"{'41': 'home', '69': 'away'}",france,ligue 1,rc-lens,lille-osc
15. october 2022,20:00,1:0,{'67': 'home'},france,ligue 1,rc-lens,montpellier-hsc
1. february 2023,20:00,0:1,{'57': 'away'},france,ligue 1,rc-lens,ogc-nice
2. october 2022,19:45,1:0,{'82': 'home'},france,ligue 1,rc-lens,olympique-lyon
6. may 2023,20:00,2:1,"{'42': 'home', '60': 'home', '88': 'away'}",france,ligue 1,rc-lens,olympique-marseille
1. january 2023,19:45,3:1,"{'5': 'home', '8': 'away', '28': 'home', '47': 'home'}",france,ligue 1,rc-lens,paris-saint-germain
7. april 2023,20:00,2:1,"{'11': 'home', '65': 'home', '84': 'away'}",france,ligue 1,rc-lens,rc-strasbourg
7. august 2022,14:00,3:2,"{'27': 'home', '62': 'home', '65': 'home', '66': 'away', '82': 'away'}",france,ligue 1,rc-lens,stade-brest
12. may 2023,20:00,2:1,"{'23': 'away', '39': 'home', '55': 'home'}",france,ligue 1,rc-lens,stade-reims
27. august 2022,20:00,2:1,"{'66': 'home', '70': 'home', '90': 'away'}",france,ligue 1,rc-lens,stade-rennes
28. october 2022,20:00,3:0,"{'60': 'home', '86': 'home', '90': 'home'}",france,ligue 1,rc-lens,toulouse-fc
16. april 2023,14:00,3:1,"{'26': 'home', '71': 'home', '76': 'away', '89': 'home'}",france,ligue 1,rc-strasbourg,ac-ajaccio
19. march 2023,14:00,2:0,"{'5': 'home', '85': 'home'}",france,ligue 1,rc-strasbourg,aj-auxerre
18. february 2023,20:00,2:1,"{'14': 'home', '42': 'home', '73': 'away'}",france,ligue 1,rc-strasbourg,angers-sco
6. august 2022,16:00,1:2,"{'43': 'away', '53': 'away', '65': 'home'}",france,ligue 1,rc-strasbourg,as-monaco
11. september 2022,12:00,0:0,,france,ligue 1,rc-strasbourg,clermont-foot
2. january 2023,14:00,2:3,"{'16': 'away', '20': 'away', '41': 'home', '54': 'home', '78': 'away'}",france,ligue 1,rc-strasbourg,estac-troyes
13. november 2022,16:05,1:1,"{'5': 'away', '87': 'home'}",france,ligue 1,rc-strasbourg,fc-lorient
31. august 2022,18:00,1:1,"{'28': 'home', '85': 'away'}",france,ligue 1,rc-strasbourg,fc-nantes
14. october 2022,20:00,0:3,"{'41': 'away', '76': 'away', '80': 'away'}",france,ligue 1,rc-strasbourg,lille-osc
5. february 2023,14:00,2:0,"{'1': 'home', '45': 'home'}",france,ligue 1,rc-strasbourg,montpellier-hsc
13. may 2023,16:00,2:0,"{'1': 'home', '59': 'home'}",france,ligue 1,rc-strasbourg,ogc-nice
28. april 2023,20:00,1:2,"{'15': 'home', '32': 'away', '36': 'away'}",france,ligue 1,rc-strasbourg,olympique-lyon
29. october 2022,20:00,2:2,"{'8': 'away', '35': 'away', '76': 'home', '90': 'home'}",france,ligue 1,rc-strasbourg,olympique-marseille
27. may 2023,20:00,1:1,"{'59': 'away', '79': 'home'}",france,ligue 1,rc-strasbourg,paris-saint-germain
11. january 2023,20:00,2:2,"{'11': 'away', '13': 'home', '16': 'home', '33': 'away'}",france,ligue 1,rc-strasbourg,rc-lens
5. march 2023,14:00,0:1,{'45': 'away'},france,ligue 1,rc-strasbourg,stade-brest
21. august 2022,12:00,1:1,"{'45': 'home', '81': 'away'}",france,ligue 1,rc-strasbourg,stade-reims
1. october 2022,16:00,1:3,"{'38': 'away', '49': 'away', '61': 'away', '72': 'home'}",france,ligue 1,rc-strasbourg,stade-rennes
29. january 2023,14:00,1:2,"{'20': 'home', '25': 'away', '51': 'away'}",france,ligue 1,rc-strasbourg,toulouse-fc
18. september 2022,14:00,0:1,{'65': 'away'},france,ligue 1,stade-brest,ac-ajaccio
14. may 2023,14:00,1:0,{'69': 'home'},france,ligue 1,stade-brest,aj-auxerre
29. january 2023,14:00,4:0,"{'14': 'home', '34': 'home', '59': 'home', '84': 'home'}",france,ligue 1,stade-brest,angers-sco
19. february 2023,14:00,1:2,"{'39': 'away', '73': 'away', '86': 'home'}",france,ligue 1,stade-brest,as-monaco
13. november 2022,14:00,2:1,"{'55': 'home', '60': 'away', '77': 'home'}",france,ligue 1,stade-brest,estac-troyes
9. october 2022,14:00,1:2,"{'17': 'home', '24': 'away', '53': 'away'}",france,ligue 1,stade-brest,fc-lorient
3. may 2023,20:00,2:0,"{'18': 'home', '35': 'home'}",france,ligue 1,stade-brest,fc-nantes
11. january 2023,18:00,0:0,,france,ligue 1,stade-brest,lille-osc
28. august 2022,14:00,0:7,"{'6': 'away', '10': 'away', '11': 'away', '25': 'away', '31': 'away', '64': 'away', '84': 'away'}",france,ligue 1,stade-brest,montpellier-hsc
16. april 2023,14:00,1:0,{'12': 'home'},france,ligue 1,stade-brest,ogc-nice
28. december 2022,20:00,2:4,"{'21': 'away', '29': 'home', '32': 'away', '35': 'away', '49': 'away', '72': 'home'}",france,ligue 1,stade-brest,olympique-lyon
14. august 2022,19:45,1:1,"{'38': 'away', '61': 'home'}",france,ligue 1,stade-brest,olympique-marseille
11. march 2023,20:00,1:2,"{'37': 'away', '43': 'home', '90': 'away'}",france,ligue 1,stade-brest,paris-saint-germain
5. february 2023,16:05,1:1,"{'54': 'home', '83': 'away'}",france,ligue 1,stade-brest,rc-lens
4. september 2022,14:00,1:1,"{'6': 'home', '28': 'away'}",france,ligue 1,stade-brest,rc-strasbourg
30. october 2022,14:00,0:0,,france,ligue 1,stade-brest,stade-reims
3. june 2023,20:00,1:2,"{'13': 'away', '36': 'home', '45': 'away'}",france,ligue 1,stade-brest,stade-rennes
2. april 2023,14:00,3:1,"{'10': 'away', '33': 'home', '63': 'home', '84': 'home'}",france,ligue 1,stade-brest,toulouse-fc
5. march 2023,14:00,1:0,{'90': 'home'},france,ligue 1,stade-reims,ac-ajaccio
23. october 2022,14:00,2:1,"{'28': 'home', '33': 'away', '87': 'home'}",france,ligue 1,stade-reims,aj-auxerre
21. may 2023,14:00,2:2,"{'10': 'home', '46': 'away', '54': 'home', '60': 'away'}",france,ligue 1,stade-reims,angers-sco
18. september 2022,12:00,0:3,"{'47': 'away', '87': 'away', '90': 'away'}",france,ligue 1,stade-reims,as-monaco
14. august 2022,14:00,2:4,"{'23': 'home', '30': 'home', '51': 'away', '62': 'away', '72': 'away', '77': 'away'}",france,ligue 1,stade-reims,clermont-foot
12. february 2023,14:00,4:0,"{'10': 'home', '44': 'home', '50': 'home', '82': 'home'}",france,ligue 1,stade-reims,estac-troyes
1. february 2023,18:00,4:2,"{'10': 'away', '35': 'away', '44': 'home', '51': 'home', '61': 'home', '64': 'home'}",france,ligue 1,stade-reims,fc-lorient
6. november 2022,14:00,1:0,{'83': 'home'},france,ligue 1,stade-reims,fc-nantes
6. may 2023,18:00,1:0,{'21': 'home'},france,ligue 1,stade-reims,lille-osc
3. june 2023,20:00,1:3,"{'28': 'home', '54': 'away', '59': 'away', '76': 'away'}",france,ligue 1,stade-reims,montpellier-hsc
15. january 2023,14:00,0:0,,france,ligue 1,stade-reims,ogc-nice
28. august 2022,16:05,1:1,"{'24': 'home', '86': 'away'}",france,ligue 1,stade-reims,olympique-lyon
19. march 2023,19:45,1:2,"{'13': 'home', '16': 'away', '29': 'away'}",france,ligue 1,stade-reims,olympique-marseille
8. october 2022,20:00,0:0,,france,ligue 1,stade-reims,paris-saint-germain
4. september 2022,14:00,1:1,"{'71': 'home', '82': 'away'}",france,ligue 1,stade-reims,rc-lens
23. april 2023,12:00,0:2,"{'1': 'away', '37': 'away'}",france,ligue 1,stade-reims,rc-strasbourg
9. april 2023,14:00,1:1,"{'6': 'away', '90': 'home'}",france,ligue 1,stade-reims,stade-brest
29. december 2022,18:00,3:1,"{'6': 'home', '22': 'home', '45': 'away', '84': 'home'}",france,ligue 1,stade-reims,stade-rennes
26. february 2023,14:00,3:0,"{'4': 'home', '7': 'home', '68': 'home'}",france,ligue 1,stade-reims,toulouse-fc
21. august 2022,16:05,2:1,"{'18': 'home', '57': 'away', '62': 'home'}",france,ligue 1,stade-rennes,ac-ajaccio
11. september 2022,16:05,5:0,"{'3': 'home', '60': 'home', '68': 'home', '78': 'home', '85': 'home'}",france,ligue 1,stade-rennes,aj-auxerre
30. april 2023,14:00,4:2,"{'19': 'away', '25': 'home', '35': 'home', '42': 'away', '54': 'home', '84': 'home'}",france,ligue 1,stade-rennes,angers-sco
27. may 2023,20:00,2:0,"{'52': 'home', '73': 'home'}",france,ligue 1,stade-rennes,as-monaco
14. may 2023,14:00,4:0,"{None: 'home', '65': 'home', '70': 'home', '74': 'home'}",france,ligue 1,stade-rennes,estac-troyes
7. august 2022,16:05,0:1,{'65': 'away'},france,ligue 1,stade-rennes,fc-lorient
9. october 2022,16:05,3:0,"{'26': 'home', '79': 'home', '84': 'home'}",france,ligue 1,stade-rennes,fc-nantes
4. february 2023,20:00,1:3,"{'1': 'home', '59': 'away', '85': 'away', '90': 'away'}",france,ligue 1,stade-rennes,lille-osc
30. october 2022,14:00,3:0,"{'15': 'home', '23': 'home', '85': 'home'}",france,ligue 1,stade-rennes,montpellier-hsc
2. january 2023,20:00,2:1,"{'5': 'home', '21': 'away', '89': 'home'}",france,ligue 1,stade-rennes,ogc-nice
16. october 2022,14:00,3:2,"{'23': 'away', '38': 'home', '47': 'home', '72': 'away', '77': 'home'}",france,ligue 1,stade-rennes,olympique-lyon
5. march 2023,19:45,0:1,{'57': 'away'},france,ligue 1,stade-rennes,olympique-marseille
15. january 2023,19:45,1:0,{'65': 'home'},france,ligue 1,stade-rennes,paris-saint-germain
1. april 2023,20:00,0:1,{'31': 'away'},france,ligue 1,stade-rennes,rc-lens
1. february 2023,20:00,3:0,"{'3': 'home', '21': 'home', '51': 'home'}",france,ligue 1,stade-rennes,rc-strasbourg
31. august 2022,20:00,3:1,"{'53': 'home', '57': 'away', '89': 'home', '90': 'home'}",france,ligue 1,stade-rennes,stade-brest
15. april 2023,16:00,3:0,"{'9': 'home', '19': 'home', '68': 'home'}",france,ligue 1,stade-rennes,stade-reims
12. november 2022,20:00,2:1,"{'25': 'home', '55': 'away', '58': 'home'}",france,ligue 1,stade-rennes,toulouse-fc
1. january 2023,14:00,2:0,"{'46': 'home', '62': 'home'}",france,ligue 1,toulouse-fc,ac-ajaccio
27. may 2023,20:00,1:1,"{'24': 'away', '44': 'home'}",france,ligue 1,toulouse-fc,aj-auxerre
16. october 2022,12:00,3:2,"{'10': 'home', '33': 'away', '40': 'home', '67': 'home', '90': 'away'}",france,ligue 1,toulouse-fc,angers-sco
6. november 2022,14:00,0:2,"{'46': 'away', '60': 'away'}",france,ligue 1,toulouse-fc,as-monaco
1. february 2023,18:00,4:1,"{'12': 'away', '16': 'home', '36': 'home', '55': 'home', '88': 'home'}",france,ligue 1,toulouse-fc,estac-troyes
21. august 2022,14:00,2:2,"{'2': 'away', '31': 'home', '64': 'home', '80': 'away'}",france,ligue 1,toulouse-fc,fc-lorient
14. may 2023,15:30,0:0,,france,ligue 1,toulouse-fc,fc-nantes
18. march 2023,16:00,0:2,"{'85': 'away', '90': 'away'}",france,ligue 1,toulouse-fc,lille-osc
2. october 2022,14:00,4:2,"{'7': 'away', '18': 'home', '24': 'home', '31': 'home', '48': 'home', '68': 'away'}",france,ligue 1,toulouse-fc,montpellier-hsc
7. august 2022,12:00,1:1,"{'20': 'home', '78': 'away'}",france,ligue 1,toulouse-fc,ogc-nice
14. april 2023,20:00,1:2,"{'34': 'away', '37': 'home', '88': 'away'}",france,ligue 1,toulouse-fc,olympique-lyon
19. february 2023,19:45,2:3,"{'3': 'home', '52': 'away', '59': 'away', '78': 'away', '87': 'home'}",france,ligue 1,toulouse-fc,olympique-marseille
31. august 2022,20:00,0:3,"{'38': 'away', '50': 'away', '90': 'away'}",france,ligue 1,toulouse-fc,paris-saint-germain
2. may 2023,20:00,0:1,{'33': 'away'},france,ligue 1,toulouse-fc,rc-lens
23. october 2022,14:00,2:2,"{'44': 'home', '55': 'home', '65': 'away', '73': 'away'}",france,ligue 1,toulouse-fc,rc-strasbourg
15. january 2023,14:00,1:1,"{'18': 'away', '65': 'home'}",france,ligue 1,toulouse-fc,stade-brest
11. september 2022,14:00,1:0,{'31': 'home'},france,ligue 1,toulouse-fc,stade-reims
12. february 2023,12:00,3:1,"{'27': 'home', '28': 'home', '37': 'home', '55': 'away'}",france,ligue 1,toulouse-fc,stade-rennes
