date,time,final_score,goals,country,league,home,away
23. october 2022,12:00,1:2,"{'43': 'away', '53': 'home', '90': 'away'}",france,ligue 1,angers-sco,stade-rennes
12. march 2023,14:00,0:2,"{'37': 'away', '46': 'away'}",france,ligue 1,angers-sco,toulouse-fc
15. january 2023,16:05,7:1,"{'2': 'home', '6': 'home', '11': 'away', '21': 'home', '28': 'home', '35': 'home', '63': 'home', '89': 'home'}",france,ligue 1,as-monaco,ac-ajaccio
1. february 2023,20:00,3:2,"{'11': 'home', '30': 'home', '68': 'away', '82': 'home', '84': 'away'}",france,ligue 1,as-monaco,aj-auxerre
30. october 2022,14:00,2:0,"{'54': 'home', '70': 'home'}",france,ligue 1,as-monaco,angers-sco
16. october 2022,16:05,1:1,"{'31': 'home', '53': 'away'}",france,ligue 1,as-monaco,clermont-foot
31. august 2022,18:00,2:4,"{'10': 'home', '22': 'away', '45': 'away', '48': 'away', '63': 'home', '78': 'away'}",france,ligue 1,as-monaco,estac-troyes
16. april 2023,16:05,3:1,"{None: 'home', '27': 'home', '55': 'home', '86': 'away'}",france,ligue 1,as-monaco,fc-lorient
2. october 2022,16:05,4:1,"{'2': 'home', '6': 'home', '28': 'home', '62': 'home', '79': 'away'}",france,ligue 1,as-monaco,fc-nantes
14. may 2023,16:05,0:0,,france,ligue 1,as-monaco,lille-osc
30. april 2023,12:00,0:4,"{'28': 'away', '65': 'away', '72': 'away', '79': 'away'}",france,ligue 1,as-monaco,montpellier-hsc
26. february 2023,16:05,0:3,"{'8': 'away', '26': 'away', '43': 'away'}",france,ligue 1,as-monaco,ogc-nice
11. september 2022,19:45,2:1,"{'55': 'home', '63': 'home', '81': 'away'}",france,ligue 1,as-monaco,olympique-lyon
13. november 2022,19:45,2:3,"{'35': 'away', '45': 'home', '72': 'home', '83': 'away', '90': 'away'}",france,ligue 1,as-monaco,olympique-marseille
11. february 2023,16:00,3:1,"{'4': 'home', '18': 'home', '39': 'away', '45': 'home'}",france,ligue 1,as-monaco,paris-saint-germain
20. august 2022,16:00,1:4,"{'7': 'away', '38': 'away', '41': 'home', '55': 'away', '78': 'away'}",france,ligue 1,as-monaco,rc-lens
2. april 2023,16:05,4:3,"{'19': 'home', '32': 'away', '41': 'away', '54': 'home', '58': 'home', '65': 'home', '90': 'away'}",france,ligue 1,as-monaco,rc-strasbourg
1. january 2023,14:00,1:0,{'54': 'home'},france,ligue 1,as-monaco,stade-brest
12. march 2023,16:05,0:1,{'51': 'away'},france,ligue 1,as-monaco,stade-reims
13. august 2022,16:00,1:1,"{'59': 'away', '72': 'home'}",france,ligue 1,as-monaco,stade-rennes
3. june 2023,20:00,1:2,"{'70': 'away', '78': 'home', '90': 'away'}",france,ligue 1,as-monaco,toulouse-fc
9. october 2022,14:00,2:1,"{'55': 'home', '58': 'home', '90': 'away'}",france,ligue 1,clermont-foot,aj-auxerre
18. september 2022,14:00,1:3,"{'3': 'home', '23': 'away', '54': 'away', '83': 'away'}",france,ligue 1,clermont-foot,estac-troyes
28. december 2022,18:00,0:2,"{'68': 'away', '90': 'away'}",france,ligue 1,clermont-foot,lille-osc
6. november 2022,14:00,1:1,"{'10': 'away', '62': 'home'}",france,ligue 1,clermont-foot,montpellier-hsc
21. august 2022,14:00,1:0,{'6': 'home'},france,ligue 1,clermont-foot,ogc-nice
6. august 2022,20:00,0:5,"{'9': 'away', '26': 'away', '38': 'away', '80': 'away', '86': 'away'}",france,ligue 1,clermont-foot,paris-saint-germain
23. october 2022,14:00,1:3,"{'15': 'away', '54': 'away', '68': 'away', '89': 'home'}",france,ligue 1,clermont-foot,stade-brest
11. january 2023,18:00,2:1,"{'31': 'home', '74': 'away', '90': 'home'}",france,ligue 1,clermont-foot,stade-rennes
4. september 2022,14:00,2:0,"{'46': 'home', '90': 'home'}",france,ligue 1,clermont-foot,toulouse-fc
16. october 2022,14:00,1:1,"{'76': 'home', '88': 'away'}",france,ligue 1,estac-troyes,ac-ajaccio
4. november 2022,20:00,1:1,"{'28': 'home', '85': 'away'}",france,ligue 1,estac-troyes,aj-auxerre
28. august 2022,14:00,3:1,"{'12': 'home', '61': 'home', '67': 'away', '82': 'home'}",france,ligue 1,estac-troyes,angers-sco
5. march 2023,12:00,2:2,"{'31': 'home', '80': 'away', '83': 'away', '90': 'home'}",france,ligue 1,estac-troyes,as-monaco
23. october 2022,14:00,2:2,"{'34': 'home', '50': 'away', '61': 'home', '81': 'away'}",france,ligue 1,estac-troyes,fc-lorient
28. december 2022,14:00,0:0,,france,ligue 1,estac-troyes,fc-nantes
3. june 2023,20:00,1:1,"{'52': 'away', '72': 'home'}",france,ligue 1,estac-troyes,lille-osc
19. february 2023,14:00,0:1,{'90': 'away'},france,ligue 1,estac-troyes,montpellier-hsc
30. april 2023,14:00,0:1,{'2': 'away'},france,ligue 1,estac-troyes,ogc-nice
4. february 2023,18:00,1:3,"{'43': 'away', '59': 'away', '62': 'home', '90': 'away'}",france,ligue 1,estac-troyes,olympique-lyon
11. january 2023,20:00,0:2,"{'10': 'away', '46': 'away'}",france,ligue 1,estac-troyes,olympique-marseille
7. may 2023,19:45,1:3,"{'8': 'away', '59': 'away', '83': 'home', '86': 'away'}",france,ligue 1,estac-troyes,paris-saint-germain
28. january 2023,16:00,1:1,"{'50': 'home', '88': 'away'}",france,ligue 1,estac-troyes,rc-lens
21. may 2023,14:00,1:1,"{'27': 'away', '73': 'home'}",france,ligue 1,estac-troyes,rc-strasbourg
19. march 2023,14:00,2:2,"{'30': 'away', '34': 'home', '38': 'home', '74': 'away'}",france,ligue 1,estac-troyes,stade-brest
2. october 2022,14:00,2:2,"{'12': 'away', '51': 'home', '54': 'away', '90': 'home'}",france,ligue 1,estac-troyes,stade-reims
4. september 2022,16:05,1:1,"{'14': 'home', '48': 'away'}",france,ligue 1,estac-troyes,stade-rennes
14. august 2022,14:00,0:3,"{'36': 'away', '54': 'away', '85': 'away'}",france,ligue 1,estac-troyes,toulouse-fc
19. february 2023,14:00,3:0,"{'6': 'home', '43': 'home', '58': 'home'}",france,ligue 1,fc-lorient,ac-ajaccio
26. february 2023,12:00,0:1,{'58': 'away'},france,ligue 1,fc-lorient,aj-auxerre
5. february 2023,14:00,0:0,,france,ligue 1,fc-lorient,angers-sco
11. january 2023,20:00,2:2,"{'61': 'away', '75': 'home', '77': 'home', '90': 'away'}",france,ligue 1,fc-lorient,as-monaco
28. august 2022,14:00,2:1,"{'24': 'home', '41': 'home', '62': 'away'}",france,ligue 1,fc-lorient,clermont-foot
12. march 2023,14:00,2:0,"{'8': 'home', '90': 'home'}",france,ligue 1,fc-lorient,estac-troyes
11. september 2022,14:00,3:2,"{'13': 'away', '19': 'home', '60': 'home', '74': 'home', '85': 'away'}",france,ligue 1,fc-lorient,fc-nantes
2. october 2022,12:00,2:1,"{'9': 'home', '78': 'away', '87': 'home'}",france,ligue 1,fc-lorient,lille-osc
29. december 2022,16:00,0:2,"{'3': 'away', '22': 'away'}",france,ligue 1,fc-lorient,montpellier-hsc
30. october 2022,16:05,1:2,"{'18': 'home', '61': 'away', '69': 'away'}",france,ligue 1,fc-lorient,ogc-nice
7. september 2022,18:00,3:1,"{'6': 'home', '28': 'away', '33': 'home', '49': 'home'}",france,ligue 1,fc-lorient,olympique-lyon
9. april 2023,19:45,0:0,,france,ligue 1,fc-lorient,olympique-marseille
6. november 2022,12:00,1:2,"{'9': 'away', '53': 'home', '81': 'away'}",france,ligue 1,fc-lorient,paris-saint-germain
21. may 2023,16:05,1:3,"{'6': 'home', '20': 'away', '25': 'away', '87': 'away'}",france,ligue 1,fc-lorient,rc-lens
3. june 2023,20:00,2:1,"{'10': 'home', '36': 'home', '57': 'away'}",france,ligue 1,fc-lorient,rc-strasbourg
7. may 2023,14:00,2:1,"{'32': 'home', '51': 'home', '69': 'away'}",france,ligue 1,fc-lorient,stade-brest
15. october 2022,16:00,0:0,,france,ligue 1,fc-lorient,stade-reims
27. january 2023,20:00,2:1,"{'13': 'home', '31': 'home', '73': 'away'}",france,ligue 1,fc-lorient,stade-rennes
23. april 2023,14:00,0:1,{'68': 'away'},france,ligue 1,fc-lorient,toulouse-fc
13. november 2022,14:00,2:2,"{'57': 'away', '66': 'away', '70': 'home', '89': 'home'}",france,ligue 1,fc-nantes,ac-ajaccio
1. january 2023,14:00,1:0,{'74': 'home'},france,ligue 1,fc-nantes,aj-auxerre
3. june 2023,20:00,1:0,{'16': 'home'},france,ligue 1,fc-nantes,angers-sco
9. april 2023,16:05,2:2,"{'21': 'away', None: 'away', '65': 'home', '78': 'home'}",france,ligue 1,fc-nantes,as-monaco
30. october 2022,14:00,1:1,"{'54': 'away', '73': 'home'}",france,ligue 1,fc-nantes,clermont-foot
23. april 2023,14:00,2:2,"{'25': 'home', '64': 'away', '90': 'home'}",france,ligue 1,fc-nantes,estac-troyes
12. february 2023,16:05,1:0,{'66': 'home'},france,ligue 1,fc-nantes,fc-lorient
12. august 2022,20:00,1:1,"{'28': 'home', '76': 'away'}",france,ligue 1,fc-nantes,lille-osc
20. may 2023,16:00,0:3,"{'38': 'away', '47': 'away', '88': 'away'}",france,ligue 1,fc-nantes,montpellier-hsc
12. march 2023,14:00,2:2,"{'5': 'away', '31': 'home', '71': 'away', '88': 'home'}",france,ligue 1,fc-nantes,ogc-nice
11. january 2023,18:00,0:0,,france,ligue 1,fc-nantes,olympique-lyon
1. february 2023,18:00,0:2,"{'57': 'away', '90': 'away'}",france,ligue 1,fc-nantes,olympique-marseille
3. september 2022,20:00,0:3,"{'18': 'away', '54': 'away', '68': 'away'}",france,ligue 1,fc-nantes,paris-saint-germain
18. september 2022,16:05,0:0,,france,ligue 1,fc-nantes,rc-lens
7. may 2023,14:00,0:2,"{'26': 'away', '47': 'away'}",france,ligue 1,fc-nantes,rc-strasbourg
16. october 2022,14:00,4:1,"{'18': 'away', '35': 'home', '36': 'home', '70': 'home', '88': 'home'}",france,ligue 1,fc-nantes,stade-brest
2. april 2023,14:00,0:3,"{'38': 'away', '39': 'away', '58': 'away'}",france,ligue 1,fc-nantes,stade-reims
26. february 2023,14:00,0:1,{'19': 'away'},france,ligue 1,fc-nantes,stade-rennes
28. august 2022,12:00,3:1,"{'15': 'away', '50': 'home', '55': 'home', '61': 'home'}",france,ligue 1,fc-nantes,toulouse-fc
29. april 2023,16:00,3:0,"{'22': 'home', '33': 'home', '37': 'home'}",france,ligue 1,lille-osc,ac-ajaccio
7. august 2022,14:00,4:1,"{'1': 'home', '3': 'home', '39': 'home', '64': 'home', '68': 'away'}",france,ligue 1,lille-osc,aj-auxerre
13. november 2022,14:00,1:0,{'36': 'home'},france,ligue 1,lille-osc,angers-sco
23. october 2022,19:45,4:3,"{'22': 'home', '34': 'away', '39': 'home', '44': 'away', '53': 'away', '62': 'home', '71': 'home'}",france,ligue 1,lille-osc,as-monaco
15. january 2023,12:00,5:1,"{'16': 'home', '45': 'home', '47': 'home', '65': 'away', '75': 'home', '88': 'home'}",france,ligue 1,lille-osc,estac-troyes
2. april 2023,12:00,3:1,"{'13': 'home', '77': 'away', '89': 'home', '90': 'home'}",france,ligue 1,lille-osc,fc-lorient
27. may 2023,20:00,2:1,"{'17': 'away', '51': 'home', '88': 'home'}",france,ligue 1,lille-osc,fc-nantes
16. april 2023,12:00,2:1,"{'24': 'away', '70': 'home', '72': 'home'}",france,ligue 1,lille-osc,montpellier-hsc
31. august 2022,20:00,1:2,"{'19': 'home', '22': 'away', '29': 'away'}",france,ligue 1,lille-osc,ogc-nice
10. march 2023,20:00,3:3,"{'46': 'home', '61': 'home', '64': 'away', '79': 'home', '83': 'away', '89': 'away'}",france,ligue 1,lille-osc,olympique-lyon
20. may 2023,20:00,2:1,"{'29': 'away', '50': 'home', '72': 'home'}",france,ligue 1,lille-osc,olympique-marseille
21. august 2022,19:45,1:7,"{'1': 'away', '27': 'away', '39': 'away', '43': 'away', '52': 'away', '54': 'home', '66': 'away', '87': 'away'}",france,ligue 1,lille-osc,paris-saint-germain
9. october 2022,19:45,1:0,{'44': 'home'},france,ligue 1,lille-osc,rc-lens
12. february 2023,14:00,2:0,"{'23': 'home', '28': 'home'}",france,ligue 1,lille-osc,rc-strasbourg
24. february 2023,20:00,2:1,"{'8': 'away', '60': 'home', '80': 'home'}",france,ligue 1,lille-osc,stade-brest
2. january 2023,16:00,1:1,"{'32': 'home', '79': 'away'}",france,ligue 1,lille-osc,stade-reims
6. november 2022,16:05,1:1,"{'16': 'home', '58': 'away'}",france,ligue 1,lille-osc,stade-rennes
17. september 2022,20:00,2:1,"{'5': 'home', '48': 'away', '53': 'home'}",france,ligue 1,lille-osc,toulouse-fc
31. august 2022,18:00,2:0,"{'28': 'home', '77': 'home'}",france,ligue 1,montpellier-hsc,ac-ajaccio
21. august 2022,14:00,1:2,"{'39': 'home', '70': 'away', '75': 'away'}",france,ligue 1,montpellier-hsc,aj-auxerre
5. march 2023,14:00,5:0,"{'2': 'home', '25': 'home', '45': 'home', '51': 'home', '73': 'home'}",france,ligue 1,montpellier-hsc,angers-sco
9. october 2022,12:00,0:2,"{'45': 'away', '80': 'away'}",france,ligue 1,montpellier-hsc,as-monaco
7. august 2022,14:00,3:2,"{'3': 'home', '12': 'away', '15': 'home', '17': 'away', '81': 'home'}",france,ligue 1,montpellier-hsc,estac-troyes
14. may 2023,14:00,1:1,"{'68': 'away', '90': 'home'}",france,ligue 1,montpellier-hsc,fc-lorient
15. january 2023,14:00,0:3,"{'45': 'away', '81': 'away', '84': 'away'}",france,ligue 1,montpellier-hsc,fc-nantes
4. september 2022,12:00,1:3,"{'20': 'home', '41': 'away', '57': 'away', '90': 'away'}",france,ligue 1,montpellier-hsc,lille-osc
27. may 2023,20:00,2:3,"{'7': 'home', '17': 'home', '53': 'away', '67': 'away', '79': 'away'}",france,ligue 1,montpellier-hsc,ogc-nice
22. october 2022,16:00,1:2,"{'33': 'away', '70': 'home', '90': 'away'}",france,ligue 1,montpellier-hsc,olympique-lyon
2. january 2023,18:00,1:2,"{'47': 'away', '61': 'away', '90': 'home'}",france,ligue 1,montpellier-hsc,olympique-marseille
1. february 2023,20:00,1:3,"{'55': 'away', '72': 'away', '89': 'home', '90': 'away'}",france,ligue 1,montpellier-hsc,paris-saint-germain
25. february 2023,20:00,1:1,"{'4': 'away', '59': 'home'}",france,ligue 1,montpellier-hsc,rc-lens
17. september 2022,16:00,2:1,"{'17': 'home', '85': 'away', '90': 'home'}",france,ligue 1,montpellier-hsc,rc-strasbourg
12. february 2023,14:00,3:0,"{'4': 'home', '17': 'home', '54': 'home'}",france,ligue 1,montpellier-hsc,stade-brest
13. november 2022,14:00,1:1,"{'87': 'away', '90': 'home'}",france,ligue 1,montpellier-hsc,stade-reims
23. april 2023,16:05,1:0,{'84': 'home'},france,ligue 1,montpellier-hsc,stade-rennes
9. april 2023,14:00,1:2,"{'31': 'away', '85': 'away', '88': 'home'}",france,ligue 1,montpellier-hsc,toulouse-fc
10. february 2023,20:00,3:0,"{'3': 'home', '69': 'home', '90': 'home'}",france,ligue 1,ogc-nice,ac-ajaccio
3. march 2023,20:00,1:1,"{'36': 'away', '45': 'home'}",france,ligue 1,ogc-nice,aj-auxerre
18. september 2022,14:00,0:1,{'43': 'away'},france,ligue 1,ogc-nice,angers-sco
4. september 2022,19:45,0:1,{'69': 'away'},france,ligue 1,ogc-nice,as-monaco
9. october 2022,14:00,3:2,"{'2': 'home', '37': 'home', '50': 'home', '82': 'away', '90': 'away'}",france,ligue 1,ogc-nice,estac-troyes
19. march 2023,14:00,1:1,"{'30': 'away', '77': 'home'}",france,ligue 1,ogc-nice,fc-lorient
23. october 2022,16:05,1:1,"{'49': 'away', '90': 'home'}",france,ligue 1,ogc-nice,fc-nantes
29. january 2023,12:00,1:0,{'34': 'home'},france,ligue 1,ogc-nice,lille-osc
11. january 2023,20:00,6:1,"{'15': 'home', '35': 'home', '56': 'home', '75': 'home', '80': 'away', '82': 'home', '85': 'home'}",france,ligue 1,ogc-nice,montpellier-hsc
3. june 2023,20:00,3:1,"{'5': 'home', '28': 'home', '33': 'home', '41': 'away'}",france,ligue 1,ogc-nice,olympique-lyon
28. august 2022,14:00,0:3,"{'10': 'away', '37': 'away', '42': 'away'}",france,ligue 1,ogc-nice,olympique-marseille
8. april 2023,20:00,0:2,"{'26': 'away', '76': 'away'}",france,ligue 1,ogc-nice,paris-saint-germain
29. december 2022,20:00,0:0,,france,ligue 1,ogc-nice,rc-lens
14. august 2022,16:05,1:1,"{'35': 'home', '55': 'away'}",france,ligue 1,ogc-nice,rc-strasbourg
6. november 2022,14:00,1:0,{None: 'home'},france,ligue 1,ogc-nice,stade-brest
18. february 2023,16:00,0:0,,france,ligue 1,ogc-nice,stade-reims
6. may 2023,16:00,2:1,"{'50': 'home', '72': 'home', '78': 'away'}",france,ligue 1,ogc-nice,stade-rennes
21. may 2023,14:00,0:0,,france,ligue 1,ogc-nice,toulouse-fc
5. august 2022,20:00,2:1,"{'12': 'home', '22': 'home', '31': 'away'}",france,ligue 1,olympique-lyon,ac-ajaccio
31. august 2022,18:00,2:1,"{'29': 'home', '72': 'home', '80': 'away'}",france,ligue 1,olympique-lyon,aj-auxerre
3. september 2022,18:00,5:0,"{'31': 'home', '38': 'home', '59': 'home', '62': 'home', '88': 'home'}",france,ligue 1,olympique-lyon,angers-sco
19. may 2023,20:00,3:1,"{'2': 'away', '38': 'home', '57': 'home', '78': 'home'}",france,ligue 1,olympique-lyon,as-monaco
1. january 2023,16:00,0:1,{'87': 'away'},france,ligue 1,olympique-lyon,clermont-foot
19. august 2022,20:00,4:1,"{'3': 'home', '39': 'away', '46': 'home', '49': 'home', '75': 'home'}",france,ligue 1,olympique-lyon,estac-troyes
5. march 2023,16:05,0:0,,france,ligue 1,olympique-lyon,fc-lorient
17. march 2023,20:00,1:1,"{'2': 'away', '24': 'home'}",france,ligue 1,olympique-lyon,fc-nantes
30. october 2022,19:45,1:0,{'74': 'home'},france,ligue 1,olympique-lyon,lille-osc
7. may 2023,16:05,5:4,"{'31': 'home', '40': 'away', '41': 'away', '53': 'away', '55': 'away', '59': 'home', '70': 'home', '82': 'home', '90': 'home'}",france,ligue 1,olympique-lyon,montpellier-hsc
11. november 2022,20:00,1:1,"{'38': 'away', '89': 'home'}",france,ligue 1,olympique-lyon,ogc-nice
23. april 2023,19:45,1:2,"{'44': 'away', '68': 'home', '90': 'away'}",france,ligue 1,olympique-lyon,olympique-marseille
18. september 2022,19:45,0:1,{'5': 'away'},france,ligue 1,olympique-lyon,paris-saint-germain
12. february 2023,19:45,2:1,"{'23': 'home', '39': 'away', '64': 'home'}",france,ligue 1,olympique-lyon,rc-lens
14. january 2023,20:00,1:2,"{'29': 'away', '32': 'away', '45': 'home'}",france,ligue 1,olympique-lyon,rc-strasbourg
1. february 2023,20:00,0:0,,france,ligue 1,olympique-lyon,stade-brest
27. may 2023,20:00,3:0,"{'2': 'home', '9': 'home', '82': 'home'}",france,ligue 1,olympique-lyon,stade-reims
9. april 2023,12:00,3:1,"{'11': 'away', '60': 'home', '68': 'home', '79': 'home'}",france,ligue 1,olympique-lyon,stade-rennes
7. october 2022,20:00,1:1,"{'2': 'home', '67': 'away'}",france,ligue 1,olympique-lyon,toulouse-fc
8. october 2022,16:00,1:2,"{'15': 'home', '25': 'away', '47': 'away'}",france,ligue 1,olympique-marseille,ac-ajaccio
30. april 2023,19:45,2:1,"{'33': 'away', '75': 'home', '77': 'home'}",france,ligue 1,olympique-marseille,aj-auxerre
14. may 2023,19:45,3:1,"{'28': 'away', '34': 'home', '48': 'home', '77': 'home'}",france,ligue 1,olympique-marseille,angers-sco
28. january 2023,20:00,1:1,"{'17': 'away', '47': 'home'}",france,ligue 1,olympique-marseille,as-monaco
31. august 2022,20:00,1:0,{'49': 'home'},france,ligue 1,olympique-marseille,clermont-foot
16. april 2023,19:45,3:1,"{'2': 'home', '40': 'home', '64': 'home', '90': 'away'}",france,ligue 1,olympique-marseille,estac-troyes
14. january 2023,18:00,3:1,"{'29': 'away', '38': 'home', '53': 'home', '59': 'home'}",france,ligue 1,olympique-marseille,fc-lorient
20. august 2022,20:00,2:1,"{'70': 'home', '78': 'away', '82': 'home'}",france,ligue 1,olympique-marseille,fc-nantes
10. september 2022,20:00,2:1,"{'12': 'away', '26': 'home', '61': 'home'}",france,ligue 1,olympique-marseille,lille-osc
31. march 2023,20:00,1:1,"{'12': 'away', '44': 'home'}",france,ligue 1,olympique-marseille,montpellier-hsc
5. february 2023,19:45,1:3,"{'38': 'away', '44': 'away', '60': 'home', '85': 'away'}",france,ligue 1,olympique-marseille,ogc-nice
6. november 2022,19:45,1:0,{'43': 'home'},france,ligue 1,olympique-marseille,olympique-lyon
26. february 2023,19:45,0:3,"{'25': 'away', '29': 'away', '55': 'away'}",france,ligue 1,olympique-marseille,paris-saint-germain
22. october 2022,20:00,0:1,{'78': 'away'},france,ligue 1,olympique-marseille,rc-lens
12. march 2023,19:45,2:2,"{'49': 'home', '76': 'home', '88': 'away', '89': 'away'}",france,ligue 1,olympique-marseille,rc-strasbourg
27. may 2023,20:00,1:2,"{'57': 'away', '75': 'home', '81': 'away'}",france,ligue 1,olympique-marseille,stade-brest
7. august 2022,19:45,4:1,"{'13': 'home', '45': 'home', '75': 'home', '84': 'away', '90': 'home'}",france,ligue 1,olympique-marseille,stade-reims
18. september 2022,14:00,1:1,"{'25': 'away', '52': 'home'}",france,ligue 1,olympique-marseille,stade-rennes
