date,time,final_score,goals,country,league,home,away,season
2021-11-06,12:30,0:2,"{'7': 'away', '45': 'away'}",england,premier league,Man United,Man City,2021-2022
2021-09-11,15:00,4:1,"{'45': 'home', '56': 'away', '62': 'home', '80': 'home', '90': 'home'}",england,premier league,Man United,Newcastle,2021-2022
2022-04-16,15:00,3:2,"{'7': 'home', '32': 'home', '45': 'away', '52': 'away', '76': 'home'}",england,premier league,Man United,Norwich,2021-2022
2022-02-12,12:30,1:1,"{'21': 'home', '48': 'away'}",england,premier league,Man United,Southampton,2021-2022
2022-03-12,17:30,3:2,"{'12': 'home', '35': 'away', '38': 'home', '72': 'away', '81': 'home'}",england,premier league,Man United,Tottenham,2021-2022
2022-02-26,15:00,0:0,,england,premier league,Man United,Watford,2021-2022
2022-01-22,15:00,1:0,{'90': 'home'},england,premier league,Man United,West Ham,2021-2022
2022-01-03,17:30,0:1,{'82': 'away'},england,premier league,Man United,Wolves,2021-2022
2022-05-16,20:00,2:0,"{'55': 'home', '85': 'home'}",england,premier league,Newcastle,Arsenal,2021-2022
2022-02-13,14:00,1:0,{'35': 'home'},england,premier league,Newcastle,Aston Villa,2021-2022
2021-11-20,15:00,3:3,"{'10': 'home', '11': 'away', '31': 'away', '39': 'home', '61': 'away', '75': 'home'}",england,premier league,Newcastle,Brentford,2021-2022
2022-03-05,15:00,2:1,"{'12': 'home', '14': 'home', '55': 'away'}",england,premier league,Newcastle,Brighton,2021-2022
2021-12-04,15:00,1:0,{'40': 'home'},england,premier league,Newcastle,Burnley,2021-2022
2021-10-30,15:00,0:3,"{'65': 'away', '77': 'away', '81': 'away'}",england,premier league,Newcastle,Chelsea,2021-2022
2022-04-20,19:45,1:0,{'32': 'home'},england,premier league,Newcastle,Crystal Palace,2021-2022
2022-02-08,19:45,3:1,"{'36': 'away', '37': 'home', '56': 'home', '80': 'home'}",england,premier league,Newcastle,Everton,2021-2022
2021-09-17,20:00,1:1,"{'13': 'away', '44': 'home'}",england,premier league,Newcastle,Leeds,2021-2022
2022-04-17,14:15,2:1,"{'19': 'away', '30': 'home', '90': 'home'}",england,premier league,Newcastle,Leicester,2021-2022
2022-04-30,12:30,0:1,{'19': 'away'},england,premier league,Newcastle,Liverpool,2021-2022
2021-12-19,14:00,0:4,"{'5': 'away', '27': 'away', '63': 'away', '86': 'away'}",england,premier league,Newcastle,Man City,2021-2022
2021-12-27,20:00,1:1,"{'7': 'home', '71': 'away'}",england,premier league,Newcastle,Man United,2021-2022
2021-11-30,19:30,1:1,"{'61': 'home', '79': 'away'}",england,premier league,Newcastle,Norwich,2021-2022
2021-08-28,15:00,2:2,"{'55': 'home', '74': 'away', '90': 'away'}",england,premier league,Newcastle,Southampton,2021-2022
2021-10-17,16:30,2:3,"{'2': 'home', '17': 'away', '22': 'away', '45': 'away', '89': 'home'}",england,premier league,Newcastle,Tottenham,2021-2022
2022-01-15,15:00,1:1,"{'49': 'home', '87': 'away'}",england,premier league,Newcastle,Watford,2021-2022
2021-08-15,14:00,2:4,"{'5': 'home', '18': 'away', '40': 'home', '53': 'away', '63': 'away', '66': 'away'}",england,premier league,Newcastle,West Ham,2021-2022
2022-04-08,20:00,1:0,{'72': 'home'},england,premier league,Newcastle,Wolves,2021-2022
2021-12-26,15:00,0:5,"{'6': 'away', '44': 'away', '67': 'away', '84': 'away', '90': 'away'}",england,premier league,Norwich,Arsenal,2021-2022
2021-12-14,19:45,0:2,"{'34': 'away', '87': 'away'}",england,premier league,Norwich,Aston Villa,2021-2022
2022-03-05,15:00,1:3,"{'32': 'away', '52': 'away', '58': 'away', '90': 'home'}",england,premier league,Norwich,Brentford,2021-2022
2021-10-16,15:00,0:0,,england,premier league,Norwich,Brighton,2021-2022
2022-04-10,14:00,2:0,"{'9': 'home', '86': 'home'}",england,premier league,Norwich,Burnley,2021-2022
2022-03-10,19:30,1:3,"{'3': 'away', '14': 'away', '69': 'home', '90': 'away'}",england,premier league,Norwich,Chelsea,2021-2022
2022-02-09,19:45,1:1,"{'1': 'home', '60': 'away'}",england,premier league,Norwich,Crystal Palace,2021-2022
2022-01-15,15:00,2:1,"{'16': 'home', '18': 'home', '60': 'away'}",england,premier league,Norwich,Everton,2021-2022
2021-10-31,14:00,1:2,"{'56': 'away', '58': 'home', '60': 'away'}",england,premier league,Norwich,Leeds,2021-2022
2021-08-28,15:00,1:2,"{'8': 'away', '44': 'home', '76': 'away'}",england,premier league,Norwich,Leicester,2021-2022
2021-08-14,17:30,0:3,"{'26': 'away', '65': 'away', '74': 'away'}",england,premier league,Norwich,Liverpool,2021-2022
2022-02-12,17:30,0:4,"{'31': 'away', '48': 'away', '70': 'away', '90': 'away'}",england,premier league,Norwich,Man City,2021-2022
2021-12-11,17:30,0:1,{'75': 'away'},england,premier league,Norwich,Man United,2021-2022
2022-04-23,15:00,0:3,"{'35': 'away', '41': 'away', '49': 'away'}",england,premier league,Norwich,Newcastle,2021-2022
2021-11-20,15:00,2:1,"{'4': 'away', '7': 'home', '79': 'home'}",england,premier league,Norwich,Southampton,2021-2022
2022-05-22,16:00,0:5,"{'16': 'away', '32': 'away', '64': 'away', '70': 'away', '75': 'away'}",england,premier league,Norwich,Tottenham,2021-2022
2021-09-18,15:00,1:3,"{'17': 'away', '35': 'home', '63': 'away', '80': 'away'}",england,premier league,Norwich,Watford,2021-2022
2022-05-08,14:00,0:4,"{'12': 'away', '30': 'away', '45': 'away', '65': 'away'}",england,premier league,Norwich,West Ham,2021-2022
2021-11-27,15:00,0:0,,england,premier league,Norwich,Wolves,2021-2022
2022-04-16,15:00,1:0,{'44': 'home'},england,premier league,Southampton,Arsenal,2021-2022
2021-11-05,20:00,1:0,{'3': 'home'},england,premier league,Southampton,Aston Villa,2021-2022
2022-01-11,19:45,4:1,"{'5': 'home', '23': 'away', '37': 'home', '49': 'home', '70': 'home'}",england,premier league,Southampton,Brentford,2021-2022
2021-12-04,15:00,1:1,"{'29': 'home', '90': 'away'}",england,premier league,Southampton,Brighton,2021-2022
2021-10-23,15:00,2:2,"{'13': 'away', '41': 'home', '50': 'home', '57': 'away'}",england,premier league,Southampton,Burnley,2021-2022
2022-04-09,15:00,0:6,"{'8': 'away', '16': 'away', '21': 'away', '31': 'away', '49': 'away', '54': 'away'}",england,premier league,Southampton,Chelsea,2021-2022
2022-04-30,15:00,1:2,"{'9': 'home', '60': 'away', '90': 'away'}",england,premier league,Southampton,Crystal Palace,2021-2022
2022-02-19,15:00,2:0,"{'52': 'home', '84': 'home'}",england,premier league,Southampton,Everton,2021-2022
2021-10-16,15:00,1:0,{'53': 'home'},england,premier league,Southampton,Leeds,2021-2022
2021-12-01,19:30,2:2,"{'3': 'home', '22': 'away', '34': 'home', '49': 'away'}",england,premier league,Southampton,Leicester,2021-2022
2022-05-17,19:45,1:2,"{'13': 'home', '27': 'away', '67': 'away'}",england,premier league,Southampton,Liverpool,2021-2022
2022-01-22,17:30,1:1,"{'7': 'home', '65': 'away'}",england,premier league,Southampton,Man City,2021-2022
2021-08-22,14:00,1:1,"{'30': 'home', '55': 'away'}",england,premier league,Southampton,Man United,2021-2022
2022-03-10,19:30,1:2,"{'25': 'home', '32': 'away', '52': 'away'}",england,premier league,Southampton,Newcastle,2021-2022
2022-02-25,20:00,2:0,"{'36': 'home', '88': 'home'}",england,premier league,Southampton,Norwich,2021-2022
2021-12-28,15:00,1:1,"{'25': 'home', '41': 'away'}",england,premier league,Southampton,Tottenham,2021-2022
2022-03-13,14:00,1:2,"{'14': 'away', '34': 'away', '45': 'home'}",england,premier league,Southampton,Watford,2021-2022
2021-09-11,15:00,0:0,,england,premier league,Southampton,West Ham,2021-2022
2021-09-26,14:00,0:1,{'61': 'away'},england,premier league,Southampton,Wolves,2021-2022
2022-05-12,19:45,3:0,"{'22': 'home', '37': 'home', '47': 'home'}",england,premier league,Tottenham,Arsenal,2021-2022
2021-10-03,14:00,2:1,"{'27': 'home', '67': 'away', '71': 'home'}",england,premier league,Tottenham,Aston Villa,2021-2022
2021-12-02,19:30,2:0,"{'12': 'home', '65': 'home'}",england,premier league,Tottenham,Brentford,2021-2022
2022-04-16,12:30,0:1,{'90': 'away'},england,premier league,Tottenham,Brighton,2021-2022
2022-05-15,12:00,1:0,{'45': 'home'},england,premier league,Tottenham,Burnley,2021-2022
2021-09-19,16:30,0:3,"{'49': 'away', '57': 'away', '90': 'away'}",england,premier league,Tottenham,Chelsea,2021-2022
2021-12-26,15:00,3:0,"{'32': 'home', '34': 'home', '74': 'home'}",england,premier league,Tottenham,Crystal Palace,2021-2022
2022-03-07,20:00,5:0,"{'14': 'home', '17': 'home', '37': 'home', '46': 'home', '55': 'home'}",england,premier league,Tottenham,Everton,2021-2022
2021-11-21,16:30,2:1,"{'44': 'away', '58': 'home', '69': 'home'}",england,premier league,Tottenham,Leeds,2021-2022
2022-05-01,14:00,3:1,"{'22': 'home', '60': 'home', '79': 'home', '90': 'away'}",england,premier league,Tottenham,Leicester,2021-2022
2021-12-19,16:30,2:2,"{'13': 'home', '35': 'away', '69': 'away', '74': 'home'}",england,premier league,Tottenham,Liverpool,2021-2022
2021-08-15,16:30,1:0,{'55': 'home'},england,premier league,Tottenham,Man City,2021-2022
2021-10-30,17:30,0:3,"{'39': 'away', '64': 'away', '86': 'away'}",england,premier league,Tottenham,Man United,2021-2022
2022-04-03,16:30,5:1,"{'39': 'away', '43': 'home', '48': 'home', '54': 'home', '63': 'home', '83': 'home'}",england,premier league,Tottenham,Newcastle,2021-2022
2021-12-05,14:00,3:0,"{'10': 'home', '67': 'home', '77': 'home'}",england,premier league,Tottenham,Norwich,2021-2022
2022-02-09,19:45,2:3,"{'18': 'home', '23': 'away', '70': 'home', '79': 'away', '82': 'away'}",england,premier league,Tottenham,Southampton,2021-2022
2021-08-29,14:00,1:0,{'42': 'home'},england,premier league,Tottenham,Watford,2021-2022
2022-03-20,16:30,3:1,"{'9': 'home', '24': 'home', '35': 'away', '88': 'home'}",england,premier league,Tottenham,West Ham,2021-2022
2022-02-13,14:00,0:2,"{'6': 'away', '18': 'away'}",england,premier league,Tottenham,Wolves,2021-2022
2022-03-06,14:00,2:3,"{'5': 'away', '11': 'home', '30': 'away', '52': 'away', '87': 'home'}",england,premier league,Watford,Arsenal,2021-2022
2021-08-14,15:00,3:2,"{'10': 'home', '42': 'home', '67': 'home', '70': 'away', '90': 'away'}",england,premier league,Watford,Aston Villa,2021-2022
2022-04-16,15:00,1:2,"{'15': 'away', '55': 'home', '90': 'away'}",england,premier league,Watford,Brentford,2021-2022
2022-02-12,15:00,0:2,"{'44': 'away', '82': 'away'}",england,premier league,Watford,Brighton,2021-2022
2022-04-30,15:00,1:2,"{'8': 'home', '83': 'away', '86': 'away'}",england,premier league,Watford,Burnley,2021-2022
2021-12-01,19:30,1:2,"{'29': 'away', '43': 'home', '72': 'away'}",england,premier league,Watford,Chelsea,2021-2022
2022-02-23,19:30,1:4,"{'15': 'away', '18': 'home', '42': 'away', '85': 'away', '90': 'away'}",england,premier league,Watford,Crystal Palace,2021-2022
2022-05-11,19:45,0:0,,england,premier league,Watford,Everton,2021-2022
2022-04-09,15:00,0:3,"{'21': 'away', '73': 'away', '85': 'away'}",england,premier league,Watford,Leeds,2021-2022
2022-05-15,14:00,1:5,"{'6': 'home', '18': 'away', '22': 'away', '46': 'away', '70': 'away', '86': 'away'}",england,premier league,Watford,Leicester,2021-2022
2021-10-16,12:30,0:5,"{'9': 'away', '37': 'away', '52': 'away', '54': 'away', '90': 'away'}",england,premier league,Watford,Liverpool,2021-2022
2021-12-04,17:30,1:3,"{'4': 'away', '31': 'away', '63': 'away', '74': 'home'}",england,premier league,Watford,Man City,2021-2022
2021-11-20,15:00,4:1,"{'28': 'home', '44': 'home', '50': 'away', '90': 'home'}",england,premier league,Watford,Man United,2021-2022
2021-09-25,15:00,1:1,"{'23': 'away', '72': 'home'}",england,premier league,Watford,Newcastle,2021-2022
2022-01-21,20:00,0:3,"{'51': 'away', '74': 'away', '90': 'away'}",england,premier league,Watford,Norwich,2021-2022
2021-10-30,15:00,0:1,{'20': 'away'},england,premier league,Watford,Southampton,2021-2022
2022-01-01,15:00,0:1,{'90': 'away'},england,premier league,Watford,Tottenham,2021-2022
2021-12-28,15:00,1:4,"{'4': 'home', '27': 'away', '29': 'away', '58': 'away', '90': 'away'}",england,premier league,Watford,West Ham,2021-2022
2021-09-11,15:00,0:2,"{'74': 'away', '83': 'away'}",england,premier league,Watford,Wolves,2021-2022
2022-05-01,16:30,1:2,"{'38': 'away', '45': 'home', '54': 'away'}",england,premier league,West Ham,Arsenal,2021-2022
2022-03-13,14:00,2:1,"{'70': 'home', '82': 'home', '90': 'away'}",england,premier league,West Ham,Aston Villa,2021-2022
2021-10-03,14:00,1:2,"{'20': 'away', '80': 'home', '90': 'away'}",england,premier league,West Ham,Brentford,2021-2022
2021-12-01,19:30,1:1,"{'5': 'home', '89': 'away'}",england,premier league,West Ham,Brighton,2021-2022
2022-04-17,14:15,1:1,"{'33': 'away', None: 'home'}",england,premier league,West Ham,Burnley,2021-2022
2021-12-04,12:30,3:2,"{'28': 'away', '40': 'home', '44': 'away', '56': 'home', '87': 'home'}",england,premier league,West Ham,Chelsea,2021-2022
2021-08-28,15:00,2:2,"{'39': 'home', '58': 'away', '68': 'home', '70': 'away'}",england,premier league,West Ham,Crystal Palace,2021-2022
2022-04-03,14:00,2:1,"{'32': 'home', '53': 'away', '58': 'home'}",england,premier league,West Ham,Everton,2021-2022
2022-01-16,14:00,2:3,"{'10': 'away', '33': 'home', '37': 'away', '52': 'home', '60': 'away'}",england,premier league,West Ham,Leeds,2021-2022
2021-08-23,20:00,4:1,"{'26': 'home', '56': 'home', '69': 'away', '80': 'home', '84': 'home'}",england,premier league,West Ham,Leicester,2021-2022
2021-11-07,16:30,3:2,"{'4': 'home', '41': 'away', '67': 'home', '74': 'home', '83': 'away'}",england,premier league,West Ham,Liverpool,2021-2022
2022-05-15,14:00,2:2,"{'24': 'home', '45': 'home', '49': 'away', '69': 'away'}",england,premier league,West Ham,Man City,2021-2022
2021-09-19,14:00,1:2,"{'30': 'home', '35': 'away', '89': 'away'}",england,premier league,West Ham,Man United,2021-2022
2022-02-19,12:30,1:1,"{'32': 'home', '45': 'away'}",england,premier league,West Ham,Newcastle,2021-2022
2022-01-12,19:45,2:0,"{'42': 'home', '83': 'home'}",england,premier league,West Ham,Norwich,2021-2022
2021-12-26,15:00,2:3,"{'8': 'away', '49': 'home', '61': 'away', '64': 'home', '70': 'away'}",england,premier league,West Ham,Southampton,2021-2022
2021-10-24,14:00,1:0,{'72': 'home'},england,premier league,West Ham,Tottenham,2021-2022
2022-02-08,19:45,1:0,{'68': 'home'},england,premier league,West Ham,Watford,2021-2022
2022-02-27,14:00,1:0,{'59': 'home'},england,premier league,West Ham,Wolves,2021-2022
2022-02-10,19:45,0:1,{'25': 'away'},england,premier league,Wolves,Arsenal,2021-2022
2022-04-02,15:00,2:1,"{'7': 'home', '36': 'home', '86': 'away'}",england,premier league,Wolves,Aston Villa,2021-2022
2021-09-18,12:30,0:2,"{'28': 'away', '34': 'away'}",england,premier league,Wolves,Brentford,2021-2022
2022-04-30,15:00,0:3,"{'42': 'away', '70': 'away', '86': 'away'}",england,premier league,Wolves,Brighton,2021-2022
2021-12-01,19:30,0:0,,england,premier league,Wolves,Burnley,2021-2022
2021-12-19,14:00,0:0,,england,premier league,Wolves,Chelsea,2021-2022
2022-03-05,15:00,0:2,"{'19': 'away', '34': 'away'}",england,premier league,Wolves,Crystal Palace,2021-2022
2021-11-01,20:00,2:1,"{'28': 'home', '32': 'home', '66': 'away'}",england,premier league,Wolves,Everton,2021-2022
2022-03-18,20:00,2:3,"{'26': 'home', '45': 'home', '63': 'away', '66': 'away', '90': 'away'}",england,premier league,Wolves,Leeds,2021-2022
2022-02-20,16:30,2:1,"{'9': 'home', '41': 'away', '66': 'home'}",england,premier league,Wolves,Leicester,2021-2022
2021-12-04,15:00,0:1,{'90': 'away'},england,premier league,Wolves,Liverpool,2021-2022
2022-05-11,20:15,1:5,"{'7': 'away', '11': 'home', '16': 'away', '24': 'away', '60': 'away', '84': 'away'}",england,premier league,Wolves,Man City,2021-2022
2021-08-29,16:30,0:1,{'80': 'away'},england,premier league,Wolves,Man United,2021-2022
2021-10-02,15:00,2:1,"{'20': 'home', '41': 'away', '58': 'home'}",england,premier league,Wolves,Newcastle,2021-2022
2022-05-15,14:00,1:1,"{'37': 'away', '55': 'home'}",england,premier league,Wolves,Norwich,2021-2022
2022-01-15,15:00,3:1,"{'37': 'home', '59': 'home', '84': 'away', '90': 'home'}",england,premier league,Wolves,Southampton,2021-2022
2021-08-22,14:00,0:1,{'10': 'away'},england,premier league,Wolves,Tottenham,2021-2022
2022-03-10,19:30,4:0,"{'13': 'home', '18': 'home', '21': 'home', '85': 'home'}",england,premier league,Wolves,Watford,2021-2022
2021-11-20,15:00,1:0,{'58': 'home'},england,premier league,Wolves,West Ham,2021-2022
