date,time,final_score,goals,country,league,home,away
21. january 2023,14:30,3:1,"{'22': 'home', '44': 'home', '56': 'home', '87': 'away'}",germany,bundesliga,vfl-bochum,hertha-bsc
18. march 2023,14:30,1:0,{'49': 'home'},germany,bundesliga,vfl-bochum,rb-leipzig
18. february 2023,14:30,0:2,"{'39': 'away', '51': 'away'}",germany,bundesliga,vfl-bochum,sc-freiburg
9. april 2023,16:30,2:3,"{'14': 'away', '58': 'home', '60': 'away', '63': 'away', '85': 'home'}",germany,bundesliga,vfl-bochum,vfb-stuttgart
22. april 2023,14:30,1:5,"{'10': 'away', '21': 'away', '33': 'away', '56': 'away', '69': 'home', '77': 'away'}",germany,bundesliga,vfl-bochum,vfl-wolfsburg
3. september 2022,14:30,0:2,"{'86': 'away', '90': 'away'}",germany,bundesliga,vfl-bochum,werder-bremen
3. september 2022,14:30,2:4,"{'2': 'home', '22': 'away', '32': 'away', '45': 'away', '79': 'home', '81': 'away'}",germany,bundesliga,vfl-wolfsburg,1-fc-koeln
12. march 2023,18:30,1:1,"{'72': 'away', '84': 'home'}",germany,bundesliga,vfl-wolfsburg,1-fc-union-berlin
30. april 2023,16:30,3:0,"{'5': 'home', '13': 'home', '28': 'home'}",germany,bundesliga,vfl-wolfsburg,1-fsv-mainz-05
13. may 2023,14:30,2:1,"{'15': 'home', '75': 'home', '90': 'away'}",germany,bundesliga,vfl-wolfsburg,1899-hoffenheim
16. april 2023,18:30,0:0,,germany,bundesliga,vfl-wolfsburg,bayer-leverkusen
5. february 2023,16:30,2:4,"{'9': 'away', '14': 'away', '19': 'away', '44': 'home', '73': 'away', '81': 'home'}",germany,bundesliga,vfl-wolfsburg,bayern-muenchen
15. october 2022,14:30,2:2,"{'13': 'away', '43': 'home', '47': 'away', '69': 'home'}",germany,bundesliga,vfl-wolfsburg,bor-moenchengladbach
8. november 2022,17:30,2:0,"{'6': 'home', '90': 'home'}",germany,bundesliga,vfl-wolfsburg,borussia-dortmund
5. march 2023,16:30,2:2,"{'10': 'home', '22': 'away', '26': 'away', '43': 'home'}",germany,bundesliga,vfl-wolfsburg,eintracht-frankfurt
1. april 2023,14:30,2:2,"{'2': 'away', '32': 'away', '84': 'home', '90': 'home'}",germany,bundesliga,vfl-wolfsburg,fc-augsburg
20. august 2022,14:30,0:0,,germany,bundesliga,vfl-wolfsburg,fc-schalke-04
27. may 2023,14:30,1:2,"{'2': 'home', '55': 'away', '68': 'away'}",germany,bundesliga,vfl-wolfsburg,hertha-bsc
18. february 2023,14:30,0:3,"{'14': 'away', '85': 'away', '90': 'away'}",germany,bundesliga,vfl-wolfsburg,rb-leipzig
21. january 2023,14:30,6:0,"{'1': 'home', '28': 'home', '37': 'home', None: 'home', '80': 'home', '90': 'home'}",germany,bundesliga,vfl-wolfsburg,sc-freiburg
1. october 2022,14:30,3:2,"{'22': 'away', '23': 'home', '38': 'home', '45': 'away', '90': 'home'}",germany,bundesliga,vfl-wolfsburg,vfb-stuttgart
29. october 2022,14:30,4:0,"{'27': 'home', '35': 'home', '58': 'home', '80': 'home'}",germany,bundesliga,vfl-wolfsburg,vfl-bochum
6. august 2022,14:30,2:2,"{'11': 'home', '21': 'away', '23': 'away', '84': 'home'}",germany,bundesliga,vfl-wolfsburg,werder-bremen
20. may 2023,14:30,1:1,"{'36': 'away', '73': 'home'}",germany,bundesliga,werder-bremen,1-fc-koeln
25. january 2023,19:30,1:2,"{'14': 'home', '18': 'away', '46': 'away'}",germany,bundesliga,werder-bremen,1-fc-union-berlin
15. october 2022,14:30,0:2,"{'36': 'away', '66': 'away'}",germany,bundesliga,werder-bremen,1-fsv-mainz-05
2. april 2023,16:30,1:2,"{'50': 'away', '52': 'away', '76': 'home'}",germany,bundesliga,werder-bremen,1899-hoffenheim
12. march 2023,16:30,2:3,"{'30': 'home', '34': 'away', '56': 'away', '83': 'away', '86': 'home'}",germany,bundesliga,werder-bremen,bayer-leverkusen
6. may 2023,17:30,1:2,"{'62': 'away', '72': 'away', '87': 'home'}",germany,bundesliga,werder-bremen,bayern-muenchen
1. october 2022,17:30,5:1,"{'5': 'home', '8': 'home', '13': 'home', '37': 'home', '63': 'away', '73': 'home'}",germany,bundesliga,werder-bremen,bor-moenchengladbach
11. february 2023,14:30,0:2,"{'67': 'away', '85': 'away'}",germany,bundesliga,werder-bremen,borussia-dortmund
28. august 2022,16:30,3:4,"{'2': 'away', '14': 'home', '17': 'home', '32': 'away', '39': 'away', '48': 'away', '90': 'home'}",germany,bundesliga,werder-bremen,eintracht-frankfurt
9. september 2022,19:30,0:1,{'63': 'away'},germany,bundesliga,werder-bremen,fc-augsburg
5. november 2022,17:30,2:1,"{'29': 'home', '76': 'home', '89': 'away'}",germany,bundesliga,werder-bremen,fc-schalke-04
28. october 2022,19:30,1:0,{'85': 'home'},germany,bundesliga,werder-bremen,hertha-bsc
12. november 2022,14:30,1:2,"{'13': 'away', '56': 'home', '71': 'away'}",germany,bundesliga,werder-bremen,rb-leipzig
16. april 2023,14:30,1:2,"{'46': 'home', '67': 'away', '71': 'away'}",germany,bundesliga,werder-bremen,sc-freiburg
13. august 2022,14:30,2:2,"{'4': 'home', '38': 'away', '77': 'away', '90': 'home'}",germany,bundesliga,werder-bremen,vfb-stuttgart
25. february 2023,14:30,3:0,"{'29': 'home', '43': 'home', '59': 'home'}",germany,bundesliga,werder-bremen,vfl-bochum
28. january 2023,14:30,2:1,"{'24': 'home', '77': 'home', '90': 'away'}",germany,bundesliga,werder-bremen,vfl-wolfsburg
