date,time,final_score,goals,country,league,home,away,season
2023-04-30,16:30,4:3,"{'3': 'home', '5': 'home', '15': 'home', '39': 'away', '77': 'away', '90': 'home'}",england,premier league,Liverpool,Tottenham,2022-2023
2022-10-19,19:30,1:0,{'22': 'home'},england,premier league,Liverpool,West Ham,2022-2023
2023-03-01,20:00,2:0,"{'73': 'home', '77': 'home'}",england,premier league,Liverpool,Wolves,2022-2023
2022-08-13,15:00,4:0,"{'19': 'home', '31': 'home', '37': 'home', '79': 'home'}",england,premier league,Man City,Bournemouth,2022-2023
2023-04-26,20:00,4:1,"{'7': 'home', '45': 'home', '54': 'home', '86': 'away', '90': 'home'}",england,premier league,Man City,Arsenal,2022-2023
2023-02-12,16:30,3:1,"{'4': 'home', '39': 'home', '45': 'home', '61': 'away'}",england,premier league,Man City,Aston Villa,2022-2023
2022-11-12,12:30,1:2,"{'16': 'away', '45': 'home', '90': 'away'}",england,premier league,Man City,Brentford,2022-2023
2022-10-22,15:00,3:1,"{'22': 'home', '43': 'home', '53': 'away', '75': 'home'}",england,premier league,Man City,Brighton,2022-2023
2023-05-21,16:00,1:0,{'12': 'home'},england,premier league,Man City,Chelsea,2022-2023
2022-08-27,15:00,4:2,"{'4': 'away', '21': 'away', '53': 'home', '62': 'home', '70': 'home', '81': 'home'}",england,premier league,Man City,Crystal Palace,2022-2023
2022-12-31,15:00,1:1,"{'24': 'home', '64': 'away'}",england,premier league,Man City,Everton,2022-2023
2022-11-05,15:00,2:1,"{'17': 'home', '28': 'away', '90': 'home'}",england,premier league,Man City,Fulham,2022-2023
2023-05-06,15:00,2:1,"{'19': 'home', '27': 'home', '85': 'away'}",england,premier league,Man City,Leeds,2022-2023
2023-04-15,17:30,3:1,"{'5': 'home', '13': 'home', '25': 'home', '75': 'away'}",england,premier league,Man City,Leicester,2022-2023
2023-04-01,12:30,4:1,"{'17': 'away', '27': 'home', '46': 'home', '53': 'home', '74': 'home'}",england,premier league,Man City,Liverpool,2022-2023
2022-10-02,14:00,6:3,"{'8': 'home', '34': 'home', '37': 'home', '44': 'home', '56': 'away', '64': 'home', '72': 'home', '84': 'away', '90': 'away'}",england,premier league,Man City,Man United,2022-2023
2023-03-04,12:30,2:0,"{'15': 'home', '67': 'home'}",england,premier league,Man City,Newcastle,2022-2023
2022-08-31,19:30,6:0,"{'12': 'home', '23': 'home', '38': 'home', '50': 'home', '65': 'home', '87': 'home'}",england,premier league,Man City,Nott'm Forest,2022-2023
2022-10-08,15:00,4:0,"{'20': 'home', '32': 'home', '49': 'home', '65': 'home'}",england,premier league,Man City,Southampton,2022-2023
2023-01-19,20:00,4:2,"{'44': 'away', '45': 'away', '51': 'home', '53': 'home', '63': 'home', '90': 'home'}",england,premier league,Man City,Tottenham,2022-2023
2023-05-03,20:00,3:0,"{'50': 'home', '70': 'home', '85': 'home'}",england,premier league,Man City,West Ham,2022-2023
2023-01-22,14:00,3:0,"{'40': 'home', '50': 'home', '54': 'home'}",england,premier league,Man City,Wolves,2022-2023
2023-01-03,20:00,3:0,"{'23': 'home', '49': 'home', '86': 'home'}",england,premier league,Man United,Bournemouth,2022-2023
2022-09-04,16:30,3:1,"{'35': 'home', '60': 'away', '66': 'home', '75': 'home'}",england,premier league,Man United,Arsenal,2022-2023
2023-04-30,14:00,1:0,{'39': 'home'},england,premier league,Man United,Aston Villa,2022-2023
2023-04-05,20:00,1:0,{'27': 'home'},england,premier league,Man United,Brentford,2022-2023
2022-08-07,14:00,1:2,"{'30': 'away', '39': 'away', '68': 'home'}",england,premier league,Man United,Brighton,2022-2023
2023-05-25,20:00,4:1,"{'6': 'home', '45': 'home', '73': 'home', '78': 'home', '89': 'away'}",england,premier league,Man United,Chelsea,2022-2023
2023-02-04,15:00,2:1,"{'7': 'home', '62': 'home', '76': 'away'}",england,premier league,Man United,Crystal Palace,2022-2023
2023-04-08,12:30,2:0,"{'36': 'home', '71': 'home'}",england,premier league,Man United,Everton,2022-2023
2023-05-28,16:30,2:1,"{'19': 'away', '39': 'home', '55': 'home'}",england,premier league,Man United,Fulham,2022-2023
2023-02-08,20:00,2:2,"{'1': 'away', '48': 'away', '62': 'home', '70': 'home'}",england,premier league,Man United,Leeds,2022-2023
2023-02-19,14:00,3:0,"{'25': 'home', '56': 'home', '61': 'home'}",england,premier league,Man United,Leicester,2022-2023
2022-08-22,20:00,2:1,"{'16': 'home', '53': 'home', '81': 'away'}",england,premier league,Man United,Liverpool,2022-2023
2023-01-14,12:30,2:1,"{'60': 'away', '78': 'home', '82': 'home'}",england,premier league,Man United,Man City,2022-2023
2022-10-16,14:00,0:0,,england,premier league,Man United,Newcastle,2022-2023
2022-12-27,20:00,3:0,"{'19': 'home', '23': 'home', '87': 'home'}",england,premier league,Man United,Nott'm Forest,2022-2023
2023-03-12,14:00,0:0,,england,premier league,Man United,Southampton,2022-2023
2022-10-19,20:15,2:0,"{'47': 'home', '69': 'home'}",england,premier league,Man United,Tottenham,2022-2023
2022-10-30,16:15,1:0,{'38': 'home'},england,premier league,Man United,West Ham,2022-2023
2023-05-13,15:00,2:0,"{'32': 'home', '90': 'home'}",england,premier league,Man United,Wolves,2022-2023
2022-09-17,15:00,1:1,"{'62': 'away', '67': 'home'}",england,premier league,Newcastle,Bournemouth,2022-2023
2023-05-07,16:30,0:2,"{'14': 'away', '71': 'away'}",england,premier league,Newcastle,Arsenal,2022-2023
2022-10-29,15:00,4:0,"{'45': 'home', '56': 'home', '59': 'home', '67': 'home'}",england,premier league,Newcastle,Aston Villa,2022-2023
2022-10-08,15:00,5:1,"{'21': 'home', '28': 'home', '54': 'away', '56': 'home', '82': 'home', '90': 'home'}",england,premier league,Newcastle,Brentford,2022-2023
2023-05-18,19:30,4:1,"{'22': 'home', '45': 'home', '51': 'away', '89': 'home', '90': 'home'}",england,premier league,Newcastle,Brighton,2022-2023
2022-11-12,17:30,1:0,{'67': 'home'},england,premier league,Newcastle,Chelsea,2022-2023
2022-09-03,15:00,0:0,,england,premier league,Newcastle,Crystal Palace,2022-2023
2022-10-19,19:30,1:0,{'31': 'home'},england,premier league,Newcastle,Everton,2022-2023
2023-01-15,14:00,1:0,{'89': 'home'},england,premier league,Newcastle,Fulham,2022-2023
2022-12-31,15:00,0:0,,england,premier league,Newcastle,Leeds,2022-2023
2023-05-22,20:00,0:0,,england,premier league,Newcastle,Leicester,2022-2023
2023-02-18,17:30,0:2,"{'10': 'away', '17': 'away'}",england,premier league,Newcastle,Liverpool,2022-2023
2022-08-21,16:30,3:3,"{'5': 'away', '28': 'home', '39': 'home', '54': 'home', '60': 'away', '64': 'away'}",england,premier league,Newcastle,Man City,2022-2023
2023-04-02,16:30,2:0,"{'65': 'home', '88': 'home'}",england,premier league,Newcastle,Man United,2022-2023
2022-08-06,15:00,2:0,"{'58': 'home', '78': 'home'}",england,premier league,Newcastle,Nott'm Forest,2022-2023
2023-04-30,14:00,3:1,"{'41': 'away', '54': 'home', '79': 'home', '81': 'home'}",england,premier league,Newcastle,Southampton,2022-2023
2023-04-23,14:00,6:1,"{'2': 'home', '6': 'home', '9': 'home', '19': 'home', '21': 'home', '49': 'away', '67': 'home'}",england,premier league,Newcastle,Tottenham,2022-2023
2023-02-04,17:30,1:1,"{'3': 'home', '32': 'away'}",england,premier league,Newcastle,West Ham,2022-2023
2023-03-12,16:30,2:1,"{'26': 'home', '70': 'away', '79': 'home'}",england,premier league,Newcastle,Wolves,2022-2023
2022-09-03,15:00,2:3,"{'33': 'home', '45': 'home', '51': 'away', '63': 'away', '87': 'away'}",england,premier league,Nott'm Forest,Bournemouth,2022-2023
2023-05-20,17:30,1:0,{'19': 'home'},england,premier league,Nott'm Forest,Arsenal,2022-2023
2022-10-10,20:00,1:1,"{'15': 'home', '22': 'away'}",england,premier league,Nott'm Forest,Aston Villa,2022-2023
2022-11-05,15:00,2:2,"{'20': 'home', '45': 'away', '75': 'away', '90': 'home'}",england,premier league,Nott'm Forest,Brentford,2022-2023
2023-04-26,19:30,3:1,"{'38': 'away', '45': 'home', '68': 'home', '90': 'home'}",england,premier league,Nott'm Forest,Brighton,2022-2023
2023-01-01,16:30,1:1,"{'16': 'away', '63': 'home'}",england,premier league,Nott'm Forest,Chelsea,2022-2023
2022-11-12,15:00,1:0,{'54': 'home'},england,premier league,Nott'm Forest,Crystal Palace,2022-2023
2023-03-05,14:00,2:2,"{'10': 'away', '19': 'home', '29': 'away', '77': 'home'}",england,premier league,Nott'm Forest,Everton,2022-2023
2022-09-16,20:00,2:3,"{'11': 'home', '54': 'away', '57': 'away', '60': 'away', '77': 'home'}",england,premier league,Nott'm Forest,Fulham,2022-2023
2023-02-05,14:00,1:0,{'14': 'home'},england,premier league,Nott'm Forest,Leeds,2022-2023
2023-01-14,15:00,2:0,"{'56': 'home', '84': 'home'}",england,premier league,Nott'm Forest,Leicester,2022-2023
2022-10-22,12:30,1:0,{'55': 'home'},england,premier league,Nott'm Forest,Liverpool,2022-2023
2023-02-18,15:00,1:1,"{'41': 'away', '84': 'home'}",england,premier league,Nott'm Forest,Man City,2022-2023
2023-04-16,16:30,0:2,"{'32': 'away', '76': 'away'}",england,premier league,Nott'm Forest,Man United,2022-2023
2023-03-17,20:00,1:2,"{'26': 'home', '45': 'away', '90': 'away'}",england,premier league,Nott'm Forest,Newcastle,2022-2023
2023-05-08,20:00,4:3,"{'18': 'home', '21': 'home', '25': 'away', '44': 'home', '51': 'away', '73': 'home', '90': 'away'}",england,premier league,Nott'm Forest,Southampton,2022-2023
2022-08-28,16:30,0:2,"{'5': 'away', '81': 'away'}",england,premier league,Nott'm Forest,Tottenham,2022-2023
2022-08-14,14:00,1:0,{'45': 'home'},england,premier league,Nott'm Forest,West Ham,2022-2023
2023-04-01,15:00,1:1,"{'38': 'home', '83': 'away'}",england,premier league,Nott'm Forest,Wolves,2022-2023
2023-04-27,19:45,0:1,{'50': 'away'},england,premier league,Southampton,Bournemouth,2022-2023
2022-10-23,14:00,1:1,"{'11': 'away', '65': 'home'}",england,premier league,Southampton,Arsenal,2022-2023
2023-01-21,15:00,0:1,{'77': 'away'},england,premier league,Southampton,Aston Villa,2022-2023
2023-03-15,19:30,0:2,"{'32': 'away', '90': 'away'}",england,premier league,Southampton,Brentford,2022-2023
2022-12-26,15:00,1:3,"{'14': 'away', '35': 'away', '56': 'away', '73': 'home'}",england,premier league,Southampton,Brighton,2022-2023
2022-08-30,19:45,2:1,"{'23': 'away', '28': 'home', '45': 'home'}",england,premier league,Southampton,Chelsea,2022-2023
2023-04-15,15:00,0:2,"{'54': 'away', '68': 'away'}",england,premier league,Southampton,Crystal Palace,2022-2023
2022-10-01,15:00,1:2,"{'49': 'home', '52': 'away', '54': 'away'}",england,premier league,Southampton,Everton,2022-2023
2023-05-13,15:00,0:2,"{'48': 'away', '72': 'away'}",england,premier league,Southampton,Fulham,2022-2023
2022-08-13,15:00,2:2,"{'46': 'away', '60': 'away', '72': 'home', '81': 'home'}",england,premier league,Southampton,Leeds,2022-2023
2023-03-04,17:30,1:0,{'35': 'home'},england,premier league,Southampton,Leicester,2022-2023
2023-05-28,16:30,4:4,"{'10': 'away', '14': 'away', '19': 'home', '28': 'home', '47': 'home', '64': 'home', '72': 'away', '73': 'away'}",england,premier league,Southampton,Liverpool,2022-2023
2023-04-08,17:30,1:4,"{'45': 'away', '58': 'away', '68': 'away', '72': 'home', '75': 'away'}",england,premier league,Southampton,Man City,2022-2023
2022-08-27,12:30,0:1,{'55': 'away'},england,premier league,Southampton,Man United,2022-2023
2022-11-06,14:00,1:4,"{'35': 'away', '58': 'away', '62': 'away', '89': 'home', '90': 'away'}",england,premier league,Southampton,Newcastle,2022-2023
2023-01-04,19:30,0:1,{'27': 'away'},england,premier league,Southampton,Nott'm Forest,2022-2023
2023-03-18,15:00,3:3,"{'45': 'away', '46': 'home', '65': 'away', '74': 'away', '77': 'home', '90': 'home'}",england,premier league,Southampton,Tottenham,2022-2023
2022-10-16,14:00,1:1,"{'20': 'home', '64': 'away'}",england,premier league,Southampton,West Ham,2022-2023
2023-02-11,15:00,1:2,"{'24': 'home', '72': 'away', '87': 'away'}",england,premier league,Southampton,Wolves,2022-2023
2023-04-15,15:15,2:3,"{'14': 'home', '38': 'away', '51': 'away', '88': 'home', '90': 'away'}",england,premier league,Tottenham,Bournemouth,2022-2023
2023-01-15,16:30,0:2,"{'14': 'away', '36': 'away'}",england,premier league,Tottenham,Arsenal,2022-2023
2023-01-01,14:00,0:2,"{'50': 'away', '73': 'away'}",england,premier league,Tottenham,Aston Villa,2022-2023
2023-05-20,12:30,1:3,"{'8': 'home', '50': 'away', '62': 'away', '88': 'away'}",england,premier league,Tottenham,Brentford,2022-2023
2023-04-08,15:00,2:1,"{'10': 'home', '34': 'away', '79': 'home'}",england,premier league,Tottenham,Brighton,2022-2023
2023-02-26,13:30,2:0,"{'46': 'home', '82': 'home'}",england,premier league,Tottenham,Chelsea,2022-2023
2023-05-06,15:00,1:0,{'45': 'home'},england,premier league,Tottenham,Crystal Palace,2022-2023
2022-10-15,17:30,2:0,"{'59': 'home', '86': 'home'}",england,premier league,Tottenham,Everton,2022-2023
2022-09-03,15:00,2:1,"{'40': 'home', '75': 'home', '83': 'away'}",england,premier league,Tottenham,Fulham,2022-2023
2022-11-12,15:00,4:3,"{'10': 'away', '25': 'home', '43': 'away', '51': 'home', '76': 'away', '81': 'home', '83': 'home'}",england,premier league,Tottenham,Leeds,2022-2023
2022-09-17,17:30,6:2,"{'6': 'away', '8': 'home', '21': 'home', '41': 'away', '47': 'home', '73': 'home', '84': 'home', '86': 'home'}",england,premier league,Tottenham,Leicester,2022-2023
2022-11-06,16:30,1:2,"{'11': 'away', '40': 'away', '70': 'home'}",england,premier league,Tottenham,Liverpool,2022-2023
2023-02-05,16:30,1:0,{'15': 'home'},england,premier league,Tottenham,Man City,2022-2023
2023-04-27,20:15,2:2,"{'7': 'away', '44': 'away', '56': 'home', '79': 'home'}",england,premier league,Tottenham,Man United,2022-2023
2022-10-23,16:30,1:2,"{'31': 'away', '40': 'away', '54': 'home'}",england,premier league,Tottenham,Newcastle,2022-2023
2023-03-11,15:00,3:1,"{'19': 'home', '35': 'home', '62': 'home', '81': 'away'}",england,premier league,Tottenham,Nott'm Forest,2022-2023
2022-08-06,15:00,4:1,"{'12': 'away', '21': 'home', '31': 'home', '61': 'home', '63': 'home'}",england,premier league,Tottenham,Southampton,2022-2023
2023-02-19,16:30,2:0,"{'56': 'home', '72': 'home'}",england,premier league,Tottenham,West Ham,2022-2023
2022-08-20,12:30,1:0,{'64': 'home'},england,premier league,Tottenham,Wolves,2022-2023
2022-10-24,20:00,2:0,"{'45': 'home', '90': 'home'}",england,premier league,West Ham,Bournemouth,2022-2023
2023-04-16,14:00,2:2,"{'7': 'away', '10': 'away', '33': 'home', '54': 'home'}",england,premier league,West Ham,Arsenal,2022-2023
2023-03-12,14:00,1:1,"{'17': 'away', '26': 'home'}",england,premier league,West Ham,Aston Villa,2022-2023
2022-12-30,19:45,0:2,"{'18': 'away', '43': 'away'}",england,premier league,West Ham,Brentford,2022-2023
2022-08-21,14:00,0:2,"{'22': 'away', '66': 'away'}",england,premier league,West Ham,Brighton,2022-2023
2023-02-11,12:30,1:1,"{'16': 'away', '28': 'home'}",england,premier league,West Ham,Chelsea,2022-2023
2022-11-06,14:00,1:2,"{'20': 'home', '41': 'away', '90': 'away'}",england,premier league,West Ham,Crystal Palace,2022-2023
2023-01-21,15:00,2:0,"{'34': 'home', '41': 'home'}",england,premier league,West Ham,Everton,2022-2023
2022-10-09,14:00,3:1,"{'5': 'away', '29': 'home', '62': 'home', '90': 'home'}",england,premier league,West Ham,Fulham,2022-2023
2023-05-21,13:30,3:1,"{'17': 'away', '31': 'home', '72': 'home', '90': 'home'}",england,premier league,West Ham,Leeds,2022-2023
2022-11-12,15:00,0:2,"{'8': 'away', '78': 'away'}",england,premier league,West Ham,Leicester,2022-2023
2023-04-26,19:45,1:2,"{'12': 'home', '18': 'away', '67': 'away'}",england,premier league,West Ham,Liverpool,2022-2023
2022-08-07,16:30,0:2,"{'36': 'away', '65': 'away'}",england,premier league,West Ham,Man City,2022-2023
2023-05-07,19:00,1:0,{'27': 'home'},england,premier league,West Ham,Man United,2022-2023
2023-04-05,20:00,1:5,"{'6': 'away', '13': 'away', '40': 'home', '46': 'away', '82': 'away', '90': 'away'}",england,premier league,West Ham,Newcastle,2022-2023
2023-02-25,15:00,4:0,"{'70': 'home', '73': 'home', '78': 'home', '85': 'home'}",england,premier league,West Ham,Nott'm Forest,2022-2023
2023-04-02,14:00,1:0,{'25': 'home'},england,premier league,West Ham,Southampton,2022-2023
2022-08-31,19:45,1:1,"{'34': 'away', '55': 'home'}",england,premier league,West Ham,Tottenham,2022-2023
2022-10-01,17:30,2:0,"{'29': 'home', '54': 'home'}",england,premier league,West Ham,Wolves,2022-2023
2023-02-18,15:00,0:1,{'49': 'away'},england,premier league,Wolves,Bournemouth,2022-2023
2022-11-12,19:45,0:2,"{'54': 'away', '75': 'away'}",england,premier league,Wolves,Arsenal,2022-2023
2023-05-06,15:00,1:0,{'9': 'home'},england,premier league,Wolves,Aston Villa,2022-2023
2023-04-15,15:00,2:0,"{'27': 'home', '69': 'home'}",england,premier league,Wolves,Brentford,2022-2023
2022-11-05,15:00,2:3,"{'10': 'away', '12': 'home', '35': 'home', '44': 'away', '83': 'away'}",england,premier league,Wolves,Brighton,2022-2023
2023-04-08,15:00,1:0,{'31': 'home'},england,premier league,Wolves,Chelsea,2022-2023
2023-04-25,19:30,2:0,"{'3': 'home', '90': 'home'}",england,premier league,Wolves,Crystal Palace,2022-2023
2023-05-20,15:00,1:1,"{'34': 'home', '90': 'away'}",england,premier league,Wolves,Everton,2022-2023
2022-08-13,15:00,0:0,,england,premier league,Wolves,Fulham,2022-2023
2023-03-18,15:00,2:4,"{'6': 'away', '49': 'away', '62': 'away', '65': 'home', '73': 'home', '90': 'away'}",england,premier league,Wolves,Leeds,2022-2023
2022-10-23,14:00,0:4,"{'8': 'away', '19': 'away', '65': 'away', '79': 'away'}",england,premier league,Wolves,Leicester,2022-2023
2023-02-04,15:00,3:0,"{'5': 'home', '12': 'home', '71': 'home'}",england,premier league,Wolves,Liverpool,2022-2023
2022-09-17,12:30,0:3,"{'1': 'away', '16': 'away', '69': 'away'}",england,premier league,Wolves,Man City,2022-2023
2022-12-31,12:30,0:1,{'76': 'away'},england,premier league,Wolves,Man United,2022-2023
2022-08-28,14:00,1:1,"{'38': 'home', '90': 'away'}",england,premier league,Wolves,Newcastle,2022-2023
2022-10-15,15:00,1:0,{'56': 'home'},england,premier league,Wolves,Nott'm Forest,2022-2023
2022-09-03,15:00,1:0,{'45': 'home'},england,premier league,Wolves,Southampton,2022-2023
2023-03-04,15:00,1:0,{'82': 'home'},england,premier league,Wolves,Tottenham,2022-2023
2023-01-14,15:00,1:0,{'48': 'home'},england,premier league,Wolves,West Ham,2022-2023
