date,time,final_score,goals,country,league,home,away,season
2023-03-04,15:00,3:2,"{'1': 'away', '57': 'away', '62': 'home', '70': 'home', '90': 'home'}",england,premier league,Arsenal,Bournemouth,2022-2023
2022-08-31,19:30,2:1,"{'30': 'home', '74': 'away', '77': 'home'}",england,premier league,Arsenal,Aston Villa,2022-2023
2023-02-11,15:00,1:1,"{'66': 'home', '74': 'away'}",england,premier league,Arsenal,Brentford,2022-2023
2023-05-14,16:30,0:3,"{'51': 'away', '86': 'away', '90': 'away'}",england,premier league,Arsenal,Brighton,2022-2023
2023-05-02,20:00,3:1,"{'18': 'home', '31': 'home', '34': 'home', '64': 'away'}",england,premier league,Arsenal,Chelsea,2022-2023
2023-03-19,14:00,4:1,"{'28': 'home', '43': 'home', '55': 'home', '63': 'away', '74': 'home'}",england,premier league,Arsenal,Crystal Palace,2022-2023
2023-03-01,19:45,4:0,"{'40': 'home', '45': 'home', '71': 'home', '80': 'home'}",england,premier league,Arsenal,Everton,2022-2023
2022-08-27,17:30,2:1,"{'56': 'away', '64': 'home', '85': 'home'}",england,premier league,Arsenal,Fulham,2022-2023
2023-04-01,15:00,4:1,"{'35': 'home', '47': 'home', '55': 'home', '76': 'away', '84': 'home'}",england,premier league,Arsenal,Leeds,2022-2023
2022-08-13,15:00,4:2,"{'23': 'home', '35': 'home', '53': 'away', '55': 'home', '74': 'away', '75': 'home'}",england,premier league,Arsenal,Leicester,2022-2023
2022-10-09,16:30,3:2,"{'1': 'home', '34': 'away', '45': 'home', '53': 'away', '76': 'home'}",england,premier league,Arsenal,Liverpool,2022-2023
2023-02-15,19:30,1:3,"{'24': 'away', '42': 'home', '72': 'away', '82': 'away'}",england,premier league,Arsenal,Man City,2022-2023
2023-01-22,16:30,3:2,"{'17': 'away', '24': 'home', '53': 'home', '59': 'away', '90': 'home'}",england,premier league,Arsenal,Man United,2022-2023
2023-01-03,19:45,0:0,,england,premier league,Arsenal,Newcastle,2022-2023
2022-10-30,14:00,5:0,"{'5': 'home', '49': 'home', '52': 'home', '57': 'home', '78': 'home'}",england,premier league,Arsenal,Nott'm Forest,2022-2023
2023-04-21,20:00,3:3,"{'1': 'away', '14': 'away', '20': 'home', '66': 'away', '88': 'home', '90': 'home'}",england,premier league,Arsenal,Southampton,2022-2023
2022-10-01,12:30,3:1,"{'20': 'home', '31': 'away', '49': 'home', '67': 'home'}",england,premier league,Arsenal,Tottenham,2022-2023
2022-12-26,20:00,3:1,"{'27': 'away', '53': 'home', '58': 'home', '69': 'home'}",england,premier league,Arsenal,West Ham,2022-2023
2023-05-28,16:30,5:0,"{'11': 'home', '14': 'home', '27': 'home', '58': 'home', '78': 'home'}",england,premier league,Arsenal,Wolves,2022-2023
2023-03-18,15:00,3:0,"{'7': 'home', '80': 'home', '89': 'home'}",england,premier league,Aston Villa,Bournemouth,2022-2023
2023-02-18,12:30,2:4,"{'5': 'home', '16': 'away', '31': 'home', '61': 'away', '90': 'away'}",england,premier league,Aston Villa,Arsenal,2022-2023
2022-10-23,14:00,4:0,"{'2': 'home', '7': 'home', '14': 'home', '59': 'home'}",england,premier league,Aston Villa,Brentford,2022-2023
2023-05-28,16:30,2:1,"{'8': 'home', '26': 'home', '38': 'away'}",england,premier league,Aston Villa,Brighton,2022-2023
2022-10-16,14:00,0:2,"{'6': 'away', '65': 'away'}",england,premier league,Aston Villa,Chelsea,2022-2023
2023-03-04,15:00,1:0,{'27': 'home'},england,premier league,Aston Villa,Crystal Palace,2022-2023
2022-08-13,12:30,2:1,"{'31': 'home', '85': 'home', '87': 'away'}",england,premier league,Aston Villa,Everton,2022-2023
2023-04-25,19:45,1:0,{'21': 'home'},england,premier league,Aston Villa,Fulham,2022-2023
2023-01-13,20:00,2:1,"{'3': 'home', '64': 'home', '83': 'away'}",england,premier league,Aston Villa,Leeds,2022-2023
2023-02-04,15:00,2:4,"{'9': 'home', '12': 'away', '32': 'home', '41': 'away', '45': 'away', '79': 'away'}",england,premier league,Aston Villa,Leicester,2022-2023
2022-12-26,17:30,1:3,"{'5': 'away', '37': 'away', '59': 'home', '81': 'away'}",england,premier league,Aston Villa,Liverpool,2022-2023
2022-09-03,17:30,1:1,"{'50': 'away', '74': 'home'}",england,premier league,Aston Villa,Man City,2022-2023
2022-11-06,14:00,3:1,"{'7': 'home', '11': 'home', '45': 'away', '49': 'home'}",england,premier league,Aston Villa,Man United,2022-2023
2023-04-15,12:30,3:0,"{'11': 'home', '64': 'home', '83': 'home'}",england,premier league,Aston Villa,Newcastle,2022-2023
2023-04-08,15:00,2:0,"{'48': 'home', '90': 'home'}",england,premier league,Aston Villa,Nott'm Forest,2022-2023
2022-09-16,20:00,1:0,{'41': 'home'},england,premier league,Aston Villa,Southampton,2022-2023
2023-05-13,15:00,2:1,"{'8': 'home', '72': 'home', '90': 'away'}",england,premier league,Aston Villa,Tottenham,2022-2023
2022-08-28,14:00,0:1,{'74': 'away'},england,premier league,Aston Villa,West Ham,2022-2023
2023-01-04,20:00,1:1,"{'12': 'away', '78': 'home'}",england,premier league,Aston Villa,Wolves,2022-2023
2023-01-14,17:30,2:0,"{'39': 'home', '75': 'home'}",england,premier league,Brentford,Bournemouth,2022-2023
2022-09-18,12:00,0:3,"{'17': 'away', '28': 'away', '49': 'away'}",england,premier league,Brentford,Arsenal,2022-2023
2023-04-22,15:00,1:1,"{'65': 'home', '87': 'away'}",england,premier league,Brentford,Aston Villa,2022-2023
2022-10-14,20:00,2:0,"{'27': 'home', '64': 'home'}",england,premier league,Brentford,Brighton,2022-2023
2022-10-19,19:30,0:0,,england,premier league,Brentford,Chelsea,2022-2023
2023-02-18,15:00,1:1,"{'69': 'away', '90': 'home'}",england,premier league,Brentford,Crystal Palace,2022-2023
2022-08-27,15:00,1:1,"{'24': 'away', '84': 'home'}",england,premier league,Brentford,Everton,2022-2023
2023-03-06,20:00,3:2,"{'6': 'home', '39': 'away', '53': 'home', '85': 'home', '90': 'away'}",england,premier league,Brentford,Fulham,2022-2023
2022-09-03,15:00,5:2,"{'30': 'home', '43': 'home', '45': 'away', '58': 'home', '79': 'away', '80': 'home', '90': 'home'}",england,premier league,Brentford,Leeds,2022-2023
2023-03-18,15:00,1:1,"{'32': 'home', '52': 'away'}",england,premier league,Brentford,Leicester,2022-2023
2023-01-02,17:30,3:1,"{'19': 'home', '42': 'home', '50': 'away', '84': 'home'}",england,premier league,Brentford,Liverpool,2022-2023
2023-05-28,16:30,1:0,{'85': 'home'},england,premier league,Brentford,Man City,2022-2023
2022-08-13,17:30,4:0,"{'10': 'home', '18': 'home', '30': 'home', '35': 'home'}",england,premier league,Brentford,Man United,2022-2023
2023-04-08,15:00,1:2,"{'45': 'home', '54': 'away', '61': 'away'}",england,premier league,Brentford,Newcastle,2022-2023
2023-04-29,15:00,2:1,"{'45': 'away', '82': 'home', '90': 'home'}",england,premier league,Brentford,Nott'm Forest,2022-2023
2023-02-04,15:00,3:0,"{'41': 'home', '44': 'home', '80': 'home'}",england,premier league,Brentford,Southampton,2022-2023
2022-12-26,12:30,2:2,"{'15': 'home', '54': 'home', '65': 'away', '71': 'away'}",england,premier league,Brentford,Tottenham,2022-2023
2023-05-14,14:00,2:0,"{'20': 'home', '43': 'home'}",england,premier league,Brentford,West Ham,2022-2023
2022-10-29,15:00,1:1,"{'50': 'home', '52': 'away'}",england,premier league,Brentford,Wolves,2022-2023
2023-02-04,15:00,1:0,{'87': 'home'},england,premier league,Brighton,Bournemouth,2022-2023
2022-12-31,17:30,2:4,"{'2': 'away', '39': 'away', '47': 'away', '65': 'home', '71': 'away', '77': 'home'}",england,premier league,Brighton,Arsenal,2022-2023
2022-11-13,14:00,1:2,"{'1': 'home', '20': 'away', '54': 'away'}",england,premier league,Brighton,Aston Villa,2022-2023
2023-04-01,15:00,3:3,"{'10': 'away', '21': 'home', '22': 'away', '28': 'home', '49': 'away', '90': 'home'}",england,premier league,Brighton,Brentford,2022-2023
2022-10-29,15:00,4:1,"{'5': 'home', '14': 'home', '42': 'home', '48': 'away', '90': 'home'}",england,premier league,Brighton,Chelsea,2022-2023
2023-03-15,19:30,1:0,{'15': 'home'},england,premier league,Brighton,Crystal Palace,2022-2023
2023-05-08,17:30,1:5,"{'1': 'away', '29': 'away', '35': 'away', '76': 'away', None: 'home', '90': 'away'}",england,premier league,Brighton,Everton,2022-2023
2023-02-18,15:00,0:1,{'88': 'away'},england,premier league,Brighton,Fulham,2022-2023
2022-08-27,15:00,1:0,{'66': 'home'},england,premier league,Brighton,Leeds,2022-2023
2022-09-04,14:00,5:2,"{'1': 'away', '10': 'home', '15': 'home', '33': 'away', '64': 'home', '71': 'home', '90': 'home'}",england,premier league,Brighton,Leicester,2022-2023
2023-01-14,15:00,3:0,"{'46': 'home', '53': 'home', '81': 'home'}",england,premier league,Brighton,Liverpool,2022-2023
2023-05-24,20:00,1:1,"{'25': 'away', '38': 'home'}",england,premier league,Brighton,Man City,2022-2023
2023-05-04,20:00,1:0,{'90': 'home'},england,premier league,Brighton,Man United,2022-2023
2022-08-13,15:00,0:0,,england,premier league,Brighton,Newcastle,2022-2023
2022-10-18,19:30,0:0,,england,premier league,Brighton,Nott'm Forest,2022-2023
2023-05-21,14:00,3:1,"{'29': 'home', '40': 'home', '58': 'away', '69': 'home'}",england,premier league,Brighton,Southampton,2022-2023
2022-10-08,17:30,0:1,{None: 'away'},england,premier league,Brighton,Tottenham,2022-2023
2023-03-04,15:00,4:0,"{'18': 'home', None: 'home', '69': 'home', '89': 'home'}",england,premier league,Brighton,West Ham,2022-2023
2023-04-29,15:00,6:0,"{'6': 'home', '13': 'home', '26': 'home', '39': 'home', '48': 'home', '66': 'home'}",england,premier league,Brighton,Wolves,2022-2023
2022-12-27,17:30,2:0,"{'16': 'home', '24': 'home'}",england,premier league,Chelsea,Bournemouth,2022-2023
2022-11-06,12:00,0:1,{'63': 'away'},england,premier league,Chelsea,Arsenal,2022-2023
2023-04-01,17:30,0:2,"{'18': 'away', '56': 'away'}",england,premier league,Chelsea,Aston Villa,2022-2023
2023-04-26,19:45,0:2,"{'37': 'away', '78': 'away'}",england,premier league,Chelsea,Brentford,2022-2023
2023-04-15,15:00,1:2,"{'13': 'home', '42': 'away', '69': 'away'}",england,premier league,Chelsea,Brighton,2022-2023
2023-01-15,14:00,1:0,{'64': 'home'},england,premier league,Chelsea,Crystal Palace,2022-2023
2023-03-18,17:30,2:2,"{'52': 'home', '69': 'away', '76': 'home', '89': 'away'}",england,premier league,Chelsea,Everton,2022-2023
2023-02-03,20:00,0:0,,england,premier league,Chelsea,Fulham,2022-2023
2023-03-04,15:00,1:0,{'53': 'home'},england,premier league,Chelsea,Leeds,2022-2023
2022-08-27,15:00,2:1,"{'47': 'home', '63': 'home', '66': 'away'}",england,premier league,Chelsea,Leicester,2022-2023
2023-04-04,20:00,0:0,,england,premier league,Chelsea,Liverpool,2022-2023
2023-01-05,20:00,0:1,{'63': 'away'},england,premier league,Chelsea,Man City,2022-2023
2022-10-22,17:30,1:1,"{'87': 'home', '90': 'away'}",england,premier league,Chelsea,Man United,2022-2023
2023-05-28,16:30,1:1,"{'9': 'away', '27': 'home'}",england,premier league,Chelsea,Newcastle,2022-2023
2023-05-13,15:00,2:2,"{'13': 'away', '51': 'home', '58': 'home', '62': 'away'}",england,premier league,Chelsea,Nott'm Forest,2022-2023
2023-02-18,15:00,0:1,{'45': 'away'},england,premier league,Chelsea,Southampton,2022-2023
2022-08-14,16:30,2:2,"{'19': 'home', '68': 'away', '77': 'home', '90': 'away'}",england,premier league,Chelsea,Tottenham,2022-2023
2022-09-03,15:00,2:1,"{'62': 'away', '76': 'home', '88': 'home'}",england,premier league,Chelsea,West Ham,2022-2023
2022-10-08,15:00,3:0,"{'45': 'home', '54': 'home', '89': 'home'}",england,premier league,Chelsea,Wolves,2022-2023
2023-05-13,15:00,2:0,"{'39': 'home', '58': 'home'}",england,premier league,Crystal Palace,Bournemouth,2022-2023
2022-08-05,20:00,0:2,"{'20': 'away', '85': 'away'}",england,premier league,Crystal Palace,Arsenal,2022-2023
2022-08-20,15:00,3:1,"{'5': 'away', '7': 'home', '58': 'home', '71': 'home'}",england,premier league,Crystal Palace,Aston Villa,2022-2023
2022-08-30,19:30,1:1,"{'59': 'home', '88': 'away'}",england,premier league,Crystal Palace,Brentford,2022-2023
2023-02-11,15:00,1:1,"{'63': 'away', '69': 'home'}",england,premier league,Crystal Palace,Brighton,2022-2023
2022-10-01,15:00,1:2,"{'7': 'home', '38': 'away', '90': 'away'}",england,premier league,Crystal Palace,Chelsea,2022-2023
2023-04-22,15:00,0:0,,england,premier league,Crystal Palace,Everton,2022-2023
2022-12-26,15:00,0:3,"{'31': 'away', '71': 'away', '80': 'away'}",england,premier league,Crystal Palace,Fulham,2022-2023
2022-10-09,14:00,2:1,"{'10': 'away', '24': 'home', '76': 'home'}",england,premier league,Crystal Palace,Leeds,2022-2023
2023-04-01,15:00,2:1,"{'56': 'away', '59': 'home', '90': 'home'}",england,premier league,Crystal Palace,Leicester,2022-2023
2023-02-25,19:45,0:0,,england,premier league,Crystal Palace,Liverpool,2022-2023
2023-03-11,17:30,0:1,{'78': 'away'},england,premier league,Crystal Palace,Man City,2022-2023
2023-01-18,20:00,1:1,"{'43': 'away', '90': 'home'}",england,premier league,Crystal Palace,Man United,2022-2023
2023-01-21,17:30,0:0,,england,premier league,Crystal Palace,Newcastle,2022-2023
2023-05-28,16:30,1:1,"{'31': 'away', None: 'home'}",england,premier league,Crystal Palace,Nott'm Forest,2022-2023
2022-10-29,15:00,1:0,{'38': 'home'},england,premier league,Crystal Palace,Southampton,2022-2023
2023-01-04,20:00,0:4,"{'48': 'away', '53': 'away', '68': 'away', '72': 'away'}",england,premier league,Crystal Palace,Tottenham,2022-2023
2023-04-29,12:30,4:3,"{'9': 'away', '15': 'home', '20': 'home', '30': 'home', '35': 'away', '66': 'home', '72': 'away'}",england,premier league,Crystal Palace,West Ham,2022-2023
2022-10-18,20:15,2:1,"{'31': 'away', '47': 'home', '70': 'home'}",england,premier league,Crystal Palace,Wolves,2022-2023
2023-05-28,16:30,1:0,{'57': 'home'},england,premier league,Everton,Bournemouth,2022-2023
2023-02-04,12:30,1:0,{'60': 'home'},england,premier league,Everton,Arsenal,2022-2023
2023-02-25,15:00,0:2,"{'63': 'away', '81': 'away'}",england,premier league,Everton,Aston Villa,2022-2023
2023-03-11,15:00,1:0,{'1': 'home'},england,premier league,Everton,Brentford,2022-2023
2023-01-03,19:45,1:4,"{'14': 'away', '51': 'away', '54': 'away', '57': 'away', '90': 'home'}",england,premier league,Everton,Brighton,2022-2023
2022-08-06,17:30,0:1,{'45': 'away'},england,premier league,Everton,Chelsea,2022-2023
2022-10-22,15:00,3:0,"{'11': 'home', '63': 'home', '84': 'home'}",england,premier league,Everton,Crystal Palace,2022-2023
2023-04-15,15:00,1:3,"{'22': 'away', '35': 'home', '51': 'away', '68': 'away'}",england,premier league,Everton,Fulham,2022-2023
2023-02-18,15:00,1:0,{'64': 'home'},england,premier league,Everton,Leeds,2022-2023
2022-11-05,17:30,0:2,"{'45': 'away', '86': 'away'}",england,premier league,Everton,Leicester,2022-2023
2022-09-03,12:30,0:0,,england,premier league,Everton,Liverpool,2022-2023
2023-05-14,14:00,0:3,"{'37': 'away', '39': 'away', '51': 'away'}",england,premier league,Everton,Man City,2022-2023
2022-10-09,19:00,1:2,"{'5': 'home', '15': 'away', '44': 'away'}",england,premier league,Everton,Man United,2022-2023
2023-04-27,19:45,1:4,"{'28': 'away', '72': 'away', '75': 'away', '80': 'home', '81': 'away'}",england,premier league,Everton,Newcastle,2022-2023
2022-08-20,15:00,1:1,"{'81': 'away', '88': 'home'}",england,premier league,Everton,Nott'm Forest,2022-2023
2023-01-14,15:00,1:2,"{'39': 'home', '46': 'away', '78': 'away'}",england,premier league,Everton,Southampton,2022-2023
2023-04-03,20:00,1:1,"{'68': 'away', '90': 'home'}",england,premier league,Everton,Tottenham,2022-2023
2022-09-18,14:15,1:0,{'53': 'home'},england,premier league,Everton,West Ham,2022-2023
2022-12-26,15:00,1:2,"{'7': 'home', '22': 'away', '90': 'away'}",england,premier league,Everton,Wolves,2022-2023
2022-10-15,15:00,2:2,"{'2': 'away', None: 'home', '29': 'away', '52': 'home'}",england,premier league,Fulham,Bournemouth,2022-2023
2023-03-12,14:00,0:3,"{'21': 'away', '26': 'away', '45': 'away'}",england,premier league,Fulham,Arsenal,2022-2023
2022-10-20,19:30,3:0,"{'36': 'home', '68': 'home', '84': 'home'}",england,premier league,Fulham,Aston Villa,2022-2023
2022-08-20,15:00,3:2,"{'1': 'home', '20': 'home', '44': 'away', '71': 'away', '90': 'home'}",england,premier league,Fulham,Brentford,2022-2023
2022-08-30,19:30,2:1,"{'48': 'home', '55': 'home', '60': 'away'}",england,premier league,Fulham,Brighton,2022-2023
2023-01-12,20:00,2:1,"{'25': 'home', '47': 'away', '73': 'home'}",england,premier league,Fulham,Chelsea,2022-2023
2023-05-20,15:00,2:2,"{'34': 'away', '45': 'home', '61': 'home', '83': 'away'}",england,premier league,Fulham,Crystal Palace,2022-2023
2022-10-29,17:30,0:0,,england,premier league,Fulham,Everton,2022-2023
2023-04-22,12:30,2:1,"{'58': 'home', '72': 'home', '79': 'away'}",england,premier league,Fulham,Leeds,2022-2023
2023-05-08,15:00,5:3,"{'10': 'home', '18': 'home', '44': 'home', '51': 'home', '59': 'away', '70': 'home', '81': 'away', '89': 'away'}",england,premier league,Fulham,Leicester,2022-2023
2022-08-06,12:30,2:2,"{'32': 'home', '64': 'away', '72': 'home', '80': 'away'}",england,premier league,Fulham,Liverpool,2022-2023
2023-04-30,14:00,1:2,"{'3': 'away', '15': 'home', '36': 'away'}",england,premier league,Fulham,Man City,2022-2023
2022-11-13,16:30,1:2,"{'14': 'away', '61': 'home', '90': 'away'}",england,premier league,Fulham,Man United,2022-2023
2022-10-01,15:00,1:4,"{'11': 'away', '33': 'away', '43': 'away', '57': 'away', '88': 'home'}",england,premier league,Fulham,Newcastle,2022-2023
2023-02-11,15:00,2:0,"{'17': 'home', '88': 'home'}",england,premier league,Fulham,Nott'm Forest,2022-2023
2022-12-31,15:00,2:1,"{'32': 'home', '56': 'away', '88': 'home'}",england,premier league,Fulham,Southampton,2022-2023
2023-01-23,20:00,0:1,{'45': 'away'},england,premier league,Fulham,Tottenham,2022-2023
2023-04-08,15:00,0:1,{'23': 'away'},england,premier league,Fulham,West Ham,2022-2023
2023-02-24,20:00,1:1,"{'23': 'away', '64': 'home'}",england,premier league,Fulham,Wolves,2022-2023
2022-11-05,15:00,4:3,"{'3': 'home', '7': 'away', '19': 'away', '48': 'away', '60': 'home', '68': 'home', '84': 'home'}",england,premier league,Leeds,Bournemouth,2022-2023
2022-10-16,14:00,0:1,{'35': 'away'},england,premier league,Leeds,Arsenal,2022-2023
2022-10-02,16:30,0:0,,england,premier league,Leeds,Aston Villa,2022-2023
2023-01-22,14:00,0:0,,england,premier league,Leeds,Brentford,2022-2023
2023-03-11,15:00,2:2,"{'33': 'away', '40': 'home', '61': 'away', '78': 'home'}",england,premier league,Leeds,Brighton,2022-2023
2022-08-21,14:00,3:0,"{'33': 'home', '37': 'home', '69': 'home'}",england,premier league,Leeds,Chelsea,2022-2023
2023-04-09,14:00,1:5,"{'21': 'home', '45': 'away', '53': 'away', '55': 'away', '69': 'away', '77': 'away'}",england,premier league,Leeds,Crystal Palace,2022-2023
2022-08-30,20:00,1:1,"{'17': 'away', '55': 'home'}",england,premier league,Leeds,Everton,2022-2023
2022-10-23,14:00,2:3,"{'20': 'home', '26': 'away', '74': 'away', '84': 'away', '90': 'home'}",england,premier league,Leeds,Fulham,2022-2023
2023-04-25,20:00,1:1,"{'20': 'home', '80': 'away'}",england,premier league,Leeds,Leicester,2022-2023
2023-04-17,20:00,1:6,"{'35': 'away', '39': 'away', '47': 'home', '52': 'away', '64': 'away', '73': 'away', '90': 'away'}",england,premier league,Leeds,Liverpool,2022-2023
2022-12-28,20:00,1:3,"{'45': 'away', '51': 'away', '64': 'away', '73': 'home'}",england,premier league,Leeds,Man City,2022-2023
2023-02-12,14:00,0:2,"{'80': 'away', '85': 'away'}",england,premier league,Leeds,Man United,2022-2023
2023-05-13,12:30,2:2,"{'7': 'home', '31': 'away', '69': 'away', '79': 'home'}",england,premier league,Leeds,Newcastle,2022-2023
2023-04-04,19:45,2:1,"{'12': 'away', '20': 'home', '45': 'home'}",england,premier league,Leeds,Nott'm Forest,2022-2023
2023-02-25,15:00,1:0,{'77': 'home'},england,premier league,Leeds,Southampton,2022-2023
2023-05-28,16:30,1:4,"{'2': 'away', '47': 'away', '67': 'home', '69': 'away', '90': 'away'}",england,premier league,Leeds,Tottenham,2022-2023
2023-01-04,19:45,2:2,"{'27': 'home', '45': 'away', '46': 'away', '70': 'home'}",england,premier league,Leeds,West Ham,2022-2023
2022-08-06,15:00,2:1,"{'6': 'away', '24': 'home', '74': 'home'}",england,premier league,Leeds,Wolves,2022-2023
2023-04-08,15:00,0:1,{'40': 'away'},england,premier league,Leicester,Bournemouth,2022-2023
2023-02-25,15:00,0:1,{'46': 'away'},england,premier league,Leicester,Arsenal,2022-2023
2023-04-04,19:45,1:2,"{'24': 'away', '35': 'home', '87': 'away'}",england,premier league,Leicester,Aston Villa,2022-2023
2022-08-07,14:00,2:2,"{'33': 'home', '46': 'home', '62': 'away', '86': 'away'}",england,premier league,Leicester,Brentford,2022-2023
2023-01-21,15:00,2:2,"{'27': 'away', '38': 'home', '63': 'home', '88': 'away'}",england,premier league,Leicester,Brighton,2022-2023
2023-03-11,15:00,1:3,"{'11': 'away', '39': 'home', '45': 'away', '78': 'away'}",england,premier league,Leicester,Chelsea,2022-2023
2022-10-15,12:30,0:0,,england,premier league,Leicester,Crystal Palace,2022-2023
2023-05-01,20:00,2:2,"{'15': 'away', '22': 'home', '33': 'home', '54': 'away'}",england,premier league,Leicester,Everton,2022-2023
2023-01-03,19:45,0:1,{'17': 'away'},england,premier league,Leicester,Fulham,2022-2023
2022-10-20,20:15,2:0,"{'16': 'home', '35': 'home'}",england,premier league,Leicester,Leeds,2022-2023
2023-05-15,20:00,0:3,"{'33': 'away', '36': 'away', '71': 'away'}",england,premier league,Leicester,Liverpool,2022-2023
2022-10-29,12:30,0:1,{'49': 'away'},england,premier league,Leicester,Man City,2022-2023
2022-09-01,20:00,0:1,{'23': 'away'},england,premier league,Leicester,Man United,2022-2023
2022-12-26,15:00,0:3,"{'3': 'away', '7': 'away', '32': 'away'}",england,premier league,Leicester,Newcastle,2022-2023
2022-10-03,20:00,4:0,"{'25': 'home', '27': 'home', '35': 'home', '73': 'home'}",england,premier league,Leicester,Nott'm Forest,2022-2023
2022-08-20,15:00,1:2,"{'54': 'home', '68': 'away', '84': 'away'}",england,premier league,Leicester,Southampton,2022-2023
2023-02-11,15:00,4:1,"{'14': 'away', '23': 'home', '25': 'home', '45': 'home', '81': 'home'}",england,premier league,Leicester,Tottenham,2022-2023
2023-05-28,16:30,2:1,"{'34': 'home', '62': 'home', '79': 'away'}",england,premier league,Leicester,West Ham,2022-2023
2023-04-22,15:00,2:1,"{'13': 'away', '37': 'home', '75': 'home'}",england,premier league,Leicester,Wolves,2022-2023
2022-08-27,15:00,9:0,"{'3': 'home', '6': 'home', '28': 'home', '31': 'home', '45': 'home', '46': 'home', '62': 'home', '80': 'home', '85': 'home'}",england,premier league,Liverpool,Bournemouth,2022-2023
2023-04-09,16:30,2:2,"{'8': 'away', '28': 'away', '42': 'home', '87': 'home'}",england,premier league,Liverpool,Arsenal,2022-2023
2023-05-20,15:00,1:1,"{'27': 'away', '89': 'home'}",england,premier league,Liverpool,Aston Villa,2022-2023
2023-05-06,17:30,1:0,{'13': 'home'},england,premier league,Liverpool,Brentford,2022-2023
2022-10-01,15:00,3:3,"{'4': 'away', '17': 'away', '35': 'home', '54': 'home', '63': 'home', '83': 'away'}",england,premier league,Liverpool,Brighton,2022-2023
2023-01-21,12:30,0:0,,england,premier league,Liverpool,Chelsea,2022-2023
2022-08-15,20:00,1:1,"{'32': 'away', '61': 'home'}",england,premier league,Liverpool,Crystal Palace,2022-2023
2023-02-13,20:00,2:0,"{'36': 'home', '49': 'home'}",england,premier league,Liverpool,Everton,2022-2023
2023-05-03,20:00,1:0,{'39': 'home'},england,premier league,Liverpool,Fulham,2022-2023
2022-10-29,19:45,1:2,"{'4': 'away', '14': 'home', '89': 'away'}",england,premier league,Liverpool,Leeds,2022-2023
2022-12-30,20:00,2:1,"{'4': 'away', '38': 'home', '45': 'home'}",england,premier league,Liverpool,Leicester,2022-2023
2022-10-16,16:30,1:0,{'76': 'home'},england,premier league,Liverpool,Man City,2022-2023
2023-03-05,16:30,7:0,"{'43': 'home', '47': 'home', '50': 'home', '66': 'home', '75': 'home', '83': 'home', '88': 'home'}",england,premier league,Liverpool,Man United,2022-2023
2022-08-31,20:00,2:1,"{'38': 'away', '61': 'home', '90': 'home'}",england,premier league,Liverpool,Newcastle,2022-2023
2023-04-22,15:00,3:2,"{'47': 'home', '51': 'away', '55': 'home', '67': 'away', '70': 'home'}",england,premier league,Liverpool,Nott'm Forest,2022-2023
2022-11-12,15:00,3:1,"{'6': 'home', '9': 'away', '21': 'home', '42': 'home'}",england,premier league,Liverpool,Southampton,2022-2023
