date,time,final_score,goals,country,league,home,away
30. october 2021,20:00,2:1,"{'25': 'home', '41': 'home', '61': 'away'}",france,ligue 1,olympique-lyon,rc-lens
12. september 2021,19:45,3:1,"{'8': 'home', '64': 'home', '87': 'home', '90': 'away'}",france,ligue 1,olympique-lyon,rc-strasbourg
7. august 2021,16:00,1:1,"{'43': 'away', '62': 'home'}",france,ligue 1,olympique-lyon,stade-brest
1. december 2021,20:00,1:2,"{'56': 'away', '66': 'home', '90': 'away'}",france,ligue 1,olympique-lyon,stade-reims
13. march 2022,16:05,2:4,"{'11': 'away', '13': 'away', '45': 'away', '49': 'away', '59': 'home', '82': 'home'}",france,ligue 1,olympique-lyon,stade-rennes
4. february 2022,20:00,5:2,"{'8': 'away', '11': 'away', '18': 'home', '21': 'home', '70': 'home', '78': 'home', '85': 'home'}",france,ligue 1,olympique-marseille,angers-sco
6. march 2022,19:45,0:1,{'58': 'away'},france,ligue 1,olympique-marseille,as-monaco
28. august 2021,20:00,3:1,"{'23': 'home', '32': 'away', '51': 'home', '68': 'home'}",france,ligue 1,olympique-marseille,as-saint-etienne
20. february 2022,19:45,0:2,"{'13': 'away', '84': 'away'}",france,ligue 1,olympique-marseille,clermont-foot
28. november 2021,19:45,1:0,{'74': 'home'},france,ligue 1,olympique-marseille,estac-troyes
17. october 2021,19:45,4:1,"{'13': 'away', '27': 'home', '56': 'home', '85': 'home', '90': 'home'}",france,ligue 1,olympique-marseille,fc-lorient
7. november 2021,12:00,0:0,,france,ligue 1,olympique-marseille,fc-metz
20. april 2022,20:00,3:2,"{'26': 'away', '39': 'home', '41': 'away', '55': 'home', '75': 'home'}",france,ligue 1,olympique-marseille,fc-nantes
15. august 2021,19:45,2:2,"{'34': 'home', '41': 'home', '51': 'away', '57': 'away'}",france,ligue 1,olympique-marseille,girondins-bordeaux
16. january 2022,19:45,1:1,"{'15': 'away', '75': 'home'}",france,ligue 1,olympique-marseille,lille-osc
10. april 2022,20:00,2:0,"{'9': 'home', '19': 'home'}",france,ligue 1,olympique-marseille,montpellier-hsc
20. march 2022,19:45,2:1,"{'45': 'home', '89': 'home', '90': 'away'}",france,ligue 1,olympique-marseille,ogc-nice
1. may 2022,19:45,0:3,"{'55': 'away', '76': 'away', '88': 'away'}",france,ligue 1,olympique-marseille,olympique-lyon
24. october 2021,19:45,0:0,,france,ligue 1,olympique-marseille,paris-saint-germain
26. september 2021,19:45,2:3,"{'9': 'away', '27': 'away', '33': 'home', '45': 'home', '71': 'away'}",france,ligue 1,olympique-marseille,rc-lens
21. may 2022,20:00,4:0,"{'32': 'home', '73': 'home', '89': 'home', '90': 'home'}",france,ligue 1,olympique-marseille,rc-strasbourg
4. december 2021,16:00,1:2,"{'29': 'home', '53': 'away', '70': 'away'}",france,ligue 1,olympique-marseille,stade-brest
22. december 2021,20:00,1:1,"{'75': 'away', '90': 'home'}",france,ligue 1,olympique-marseille,stade-reims
19. september 2021,16:00,2:0,"{'48': 'home', '71': 'home'}",france,ligue 1,olympique-marseille,stade-rennes
15. october 2021,20:00,2:1,"{'36': 'away', '69': 'home', '87': 'home'}",france,ligue 1,paris-saint-germain,angers-sco
12. december 2021,19:45,2:0,"{'12': 'home', '45': 'home'}",france,ligue 1,paris-saint-germain,as-monaco
26. february 2022,20:00,3:1,"{'16': 'away', '42': 'home', '47': 'home', '52': 'home'}",france,ligue 1,paris-saint-germain,as-saint-etienne
11. september 2021,16:00,4:0,"{'20': 'home', '31': 'home', '55': 'home', '65': 'home'}",france,ligue 1,paris-saint-germain,clermont-foot
8. may 2022,19:45,2:2,"{'6': 'home', '25': 'home', '30': 'away', '49': 'away'}",france,ligue 1,paris-saint-germain,estac-troyes
3. april 2022,19:45,5:1,"{'12': 'home', '28': 'home', '56': 'away', '67': 'home', '73': 'home', '90': 'home'}",france,ligue 1,paris-saint-germain,fc-lorient
21. may 2022,20:00,5:0,"{'24': 'home', '28': 'home', '31': 'home', '50': 'home', '67': 'home'}",france,ligue 1,paris-saint-germain,fc-metz
20. november 2021,16:00,3:1,"{'2': 'home', '76': 'away', '81': 'home', '87': 'home'}",france,ligue 1,paris-saint-germain,fc-nantes
13. march 2022,12:00,3:0,"{'24': 'home', '52': 'home', '61': 'home'}",france,ligue 1,paris-saint-germain,girondins-bordeaux
29. october 2021,20:00,2:1,"{'31': 'away', '74': 'home', '88': 'home'}",france,ligue 1,paris-saint-germain,lille-osc
25. september 2021,20:00,2:0,"{'14': 'home', '88': 'home'}",france,ligue 1,paris-saint-germain,montpellier-hsc
1. december 2021,20:00,0:0,,france,ligue 1,paris-saint-germain,ogc-nice
19. september 2021,19:45,2:1,"{'54': 'away', '66': 'home', '90': 'home'}",france,ligue 1,paris-saint-germain,olympique-lyon
17. april 2022,19:45,2:1,"{'12': 'home', '31': 'away', '45': 'home'}",france,ligue 1,paris-saint-germain,olympique-marseille
23. april 2022,20:00,1:1,"{'68': 'home', '88': 'away'}",france,ligue 1,paris-saint-germain,rc-lens
14. august 2021,20:00,4:2,"{'3': 'home', '24': 'home', '27': 'home', '53': 'away', '64': 'away', '86': 'home'}",france,ligue 1,paris-saint-germain,rc-strasbourg
15. january 2022,20:00,2:0,"{'32': 'home', '53': 'home'}",france,ligue 1,paris-saint-germain,stade-brest
23. january 2022,19:45,4:0,"{'44': 'home', '62': 'home', '67': 'home', '75': 'home'}",france,ligue 1,paris-saint-germain,stade-reims
11. february 2022,20:00,1:0,{'90': 'home'},france,ligue 1,paris-saint-germain,stade-rennes
26. november 2021,20:00,2:2,"{'40': 'away', '48': 'home', '55': 'home', '70': 'away'}",france,ligue 1,rc-lens,angers-sco
21. may 2022,20:00,2:2,"{'30': 'home', '34': 'away', '62': 'away', '90': 'home'}",france,ligue 1,rc-lens,as-monaco
15. august 2021,16:00,2:2,"{'1': 'away', '36': 'home', '52': 'away', '77': 'home'}",france,ligue 1,rc-lens,as-saint-etienne
19. march 2022,16:00,3:1,"{'9': 'away', '39': 'home', '45': 'home', '58': 'home'}",france,ligue 1,rc-lens,clermont-foot
5. november 2021,20:00,4:0,"{'14': 'home', '29': 'home', '35': 'home', '60': 'home'}",france,ligue 1,rc-lens,estac-troyes
29. august 2021,14:00,2:2,"{'24': 'home', '27': 'away', '35': 'away', '70': 'home'}",france,ligue 1,rc-lens,fc-lorient
24. october 2021,14:00,4:1,"{'14': 'home', '33': 'away', '37': 'home', '83': 'home', '90': 'home'}",france,ligue 1,rc-lens,fc-metz
30. april 2022,16:00,2:2,"{'8': 'away', '32': 'away', '67': 'home', '81': 'home'}",france,ligue 1,rc-lens,fc-nantes
13. february 2022,16:05,3:2,"{'10': 'home', '22': 'home', '26': 'home', '33': 'away', '53': 'away'}",france,ligue 1,rc-lens,girondins-bordeaux
18. september 2021,16:00,1:0,{'74': 'home'},france,ligue 1,rc-lens,lille-osc
20. april 2022,20:00,2:0,"{'37': 'home', '75': 'home'}",france,ligue 1,rc-lens,montpellier-hsc
10. april 2022,16:05,3:0,"{'51': 'home', '55': 'home', '67': 'home'}",france,ligue 1,rc-lens,ogc-nice
19. february 2022,16:00,1:1,"{'13': 'home', '44': 'away'}",france,ligue 1,rc-lens,olympique-lyon
22. january 2022,20:00,0:2,"{'34': 'away', '77': 'away'}",france,ligue 1,rc-lens,olympique-marseille
4. december 2021,20:00,1:1,"{'62': 'home', '90': 'away'}",france,ligue 1,rc-lens,paris-saint-germain
22. september 2021,20:00,0:1,{'67': 'away'},france,ligue 1,rc-lens,rc-strasbourg
5. march 2022,16:00,0:1,{'59': 'away'},france,ligue 1,rc-lens,stade-brest
1. october 2021,20:00,2:0,"{'45': 'home', '52': 'home'}",france,ligue 1,rc-lens,stade-reims
8. january 2022,20:00,1:0,{'89': 'home'},france,ligue 1,rc-lens,stade-rennes
8. august 2021,14:00,0:2,"{'57': 'away', '81': 'away'}",france,ligue 1,rc-strasbourg,angers-sco
13. march 2022,14:00,1:0,{'23': 'home'},france,ligue 1,rc-strasbourg,as-monaco
17. october 2021,14:00,5:1,"{'26': 'home', '38': 'home', '45': 'away', '69': 'home', '73': 'home', '85': 'home'}",france,ligue 1,rc-strasbourg,as-saint-etienne
14. may 2022,20:00,1:0,{'28': 'home'},france,ligue 1,rc-strasbourg,clermont-foot
22. august 2021,14:00,1:1,"{'19': 'away', '77': 'home'}",france,ligue 1,rc-strasbourg,estac-troyes
31. october 2021,14:00,4:0,"{'28': 'home', '39': 'home', '45': 'home', '64': 'home'}",france,ligue 1,rc-strasbourg,fc-lorient
17. september 2021,20:00,3:0,"{'6': 'home', '26': 'home', '40': 'home'}",france,ligue 1,rc-strasbourg,fc-metz
6. february 2022,14:00,1:0,{'74': 'home'},france,ligue 1,rc-strasbourg,fc-nantes
1. december 2021,18:00,5:2,"{'7': 'away', '22': 'home', '43': 'home', '45': 'home', '48': 'home', '57': 'away', '65': 'home'}",france,ligue 1,rc-strasbourg,girondins-bordeaux
25. september 2021,18:00,1:2,"{'23': 'away', '57': 'away', '75': 'home'}",france,ligue 1,rc-strasbourg,lille-osc
16. january 2022,14:00,3:1,"{'11': 'away', '77': 'home', '84': 'home', '86': 'home'}",france,ligue 1,rc-strasbourg,montpellier-hsc
26. february 2022,16:00,0:0,,france,ligue 1,rc-strasbourg,ogc-nice
10. april 2022,18:00,1:1,"{'20': 'home', '90': 'away'}",france,ligue 1,rc-strasbourg,olympique-lyon
12. december 2021,16:00,0:2,"{'62': 'away', '82': 'away'}",france,ligue 1,rc-strasbourg,olympique-marseille
29. april 2022,20:00,3:3,"{'2': 'home', '23': 'away', '64': 'away', '68': 'away', '75': 'home', '90': 'home'}",france,ligue 1,rc-strasbourg,paris-saint-germain
3. april 2022,12:00,1:0,{'67': 'home'},france,ligue 1,rc-strasbourg,rc-lens
29. august 2021,14:00,3:1,"{'24': 'home', '26': 'away', '42': 'home', '84': 'home'}",france,ligue 1,rc-strasbourg,stade-brest
21. november 2021,14:00,1:1,"{'22': 'away', '90': 'home'}",france,ligue 1,rc-strasbourg,stade-reims
20. april 2022,20:00,2:1,"{'4': 'home', '54': 'away', '77': 'home'}",france,ligue 1,rc-strasbourg,stade-rennes
12. september 2021,14:00,1:1,"{'62': 'home', '78': 'away'}",france,ligue 1,stade-brest,angers-sco
31. october 2021,16:00,2:0,"{'18': 'home', '79': 'home'}",france,ligue 1,stade-brest,as-monaco
1. december 2021,18:00,1:0,{'64': 'home'},france,ligue 1,stade-brest,as-saint-etienne
1. may 2022,14:00,2:0,"{'60': 'home', '62': 'home'}",france,ligue 1,stade-brest,clermont-foot
13. february 2022,14:00,5:1,"{'7': 'home', '27': 'home', '45': 'away', '49': 'home', '67': 'home', '82': 'home'}",france,ligue 1,stade-brest,estac-troyes
27. february 2022,14:00,0:1,{'73': 'away'},france,ligue 1,stade-brest,fc-lorient
26. september 2021,14:00,1:2,"{'26': 'away', '68': 'home', '74': 'away'}",france,ligue 1,stade-brest,fc-metz
10. april 2022,14:00,1:1,"{'10': 'away', '67': 'home'}",france,ligue 1,stade-brest,fc-nantes
21. may 2022,20:00,2:4,"{'14': 'away', '16': 'home', '32': 'away', '34': 'home', '73': 'away', '75': 'away'}",france,ligue 1,stade-brest,girondins-bordeaux
22. january 2022,16:00,2:0,"{'3': 'home', '90': 'home'}",france,ligue 1,stade-brest,lille-osc
11. december 2021,16:00,0:4,"{'45': 'away', '47': 'away', '60': 'away', '85': 'away'}",france,ligue 1,stade-brest,montpellier-hsc
9. january 2022,12:00,0:3,"{'13': 'away', '79': 'away', '90': 'away'}",france,ligue 1,stade-brest,ogc-nice
20. april 2022,20:00,2:1,"{'27': 'home', '72': 'away', '74': 'home'}",france,ligue 1,stade-brest,olympique-lyon
13. march 2022,19:45,1:4,"{'3': 'away', '63': 'away', '71': 'away', '90': 'away'}",france,ligue 1,stade-brest,olympique-marseille
20. august 2021,20:00,2:4,"{'23': 'away', '36': 'away', '42': 'home', '73': 'away', '85': 'home', '90': 'away'}",france,ligue 1,stade-brest,paris-saint-germain
21. november 2021,12:00,4:0,"{'3': 'home', None: 'home', '33': 'home', '69': 'home'}",france,ligue 1,stade-brest,rc-lens
7. may 2022,16:00,0:1,{'72': 'away'},france,ligue 1,stade-brest,rc-strasbourg
17. october 2021,14:00,1:1,"{'12': 'away', '74': 'home'}",france,ligue 1,stade-brest,stade-reims
15. august 2021,14:00,1:1,"{'84': 'away', '90': 'home'}",france,ligue 1,stade-brest,stade-rennes
5. december 2021,14:00,1:2,"{'49': 'away', '59': 'home', '75': 'away'}",france,ligue 1,stade-reims,angers-sco
7. november 2021,14:00,0:0,,france,ligue 1,stade-reims,as-monaco
11. december 2021,20:00,2:0,"{'23': 'home', '89': 'home'}",france,ligue 1,stade-reims,as-saint-etienne
28. november 2021,14:00,1:0,{'90': 'home'},france,ligue 1,stade-reims,clermont-foot
24. october 2021,14:00,1:2,"{'6': 'home', '41': 'away', '65': 'away'}",france,ligue 1,stade-reims,estac-troyes
19. september 2021,14:00,0:0,,france,ligue 1,stade-reims,fc-lorient
16. january 2022,14:00,0:1,{'61': 'away'},france,ligue 1,stade-reims,fc-metz
26. september 2021,14:00,3:1,"{'51': 'home', '62': 'away', '72': 'home', '78': 'home'}",france,ligue 1,stade-reims,fc-nantes
6. february 2022,14:00,5:0,"{'40': 'home', '46': 'home', '59': 'home', '62': 'home', '76': 'home'}",france,ligue 1,stade-reims,girondins-bordeaux
20. april 2022,18:00,2:1,"{'32': 'home', '57': 'away', '90': 'home'}",france,ligue 1,stade-reims,lille-osc
15. august 2021,14:00,3:3,"{'5': 'away', '7': 'home', '26': 'home', '38': 'away', '43': 'away', '82': 'home'}",france,ligue 1,stade-reims,montpellier-hsc
21. may 2022,20:00,2:3,"{'9': 'home', '17': 'home', '75': 'away', '77': 'away', '82': 'away'}",france,ligue 1,stade-reims,ogc-nice
20. march 2022,16:05,0:0,,france,ligue 1,stade-reims,olympique-lyon
24. april 2022,19:45,0:1,{'83': 'away'},france,ligue 1,stade-reims,olympique-marseille
29. august 2021,19:45,0:2,"{'16': 'away', '63': 'away'}",france,ligue 1,stade-reims,paris-saint-germain
8. may 2022,14:00,1:2,"{'28': 'home', '55': 'away', '90': 'away'}",france,ligue 1,stade-reims,rc-lens
6. march 2022,14:00,1:1,"{'69': 'away', '84': 'home'}",france,ligue 1,stade-reims,rc-strasbourg
20. february 2022,14:00,1:1,"{'4': 'home', '34': 'away'}",france,ligue 1,stade-reims,stade-brest
9. april 2022,16:00,2:3,"{'39': 'away', '43': 'away', '58': 'away', '60': 'home', '81': 'home'}",france,ligue 1,stade-reims,stade-rennes
6. march 2022,14:00,2:0,"{'33': 'home', '87': 'home'}",france,ligue 1,stade-rennes,angers-sco
15. april 2022,20:00,2:3,"{'3': 'home', '12': 'away', '57': 'away', '77': 'away', '90': 'home'}",france,ligue 1,stade-rennes,as-monaco
30. april 2022,20:00,2:0,"{'41': 'home', '84': 'home'}",france,ligue 1,stade-rennes,as-saint-etienne
22. september 2021,18:00,6:0,"{'32': 'home', '36': 'home', '55': 'home', '57': 'home', '64': 'home', '77': 'home'}",france,ligue 1,stade-rennes,clermont-foot
20. february 2022,14:00,4:1,"{'14': 'home', '20': 'home', '39': 'away', '75': 'home', '87': 'home'}",france,ligue 1,stade-rennes,estac-troyes
24. april 2022,12:00,5:0,"{'17': 'home', '19': 'home', '47': 'home', '79': 'home', '90': 'home'}",france,ligue 1,stade-rennes,fc-lorient
20. march 2022,14:00,6:1,"{'18': 'home', '27': 'home', '40': 'home', '54': 'home', '58': 'home', '64': 'home', '87': 'away'}",france,ligue 1,stade-rennes,fc-metz
22. august 2021,16:00,1:0,{'58': 'home'},france,ligue 1,stade-rennes,fc-nantes
16. january 2022,12:00,6:0,"{'32': 'home', '43': 'home', '61': 'home', '69': 'home', '89': 'home', '90': 'home'}",france,ligue 1,stade-rennes,girondins-bordeaux
1. december 2021,20:00,1:2,"{'31': 'away', '45': 'away', '85': 'home'}",france,ligue 1,stade-rennes,lille-osc
20. november 2021,20:00,2:0,"{'8': 'home', '28': 'home'}",france,ligue 1,stade-rennes,montpellier-hsc
12. december 2021,14:00,1:2,"{'19': 'away', '51': 'away', '59': 'home'}",france,ligue 1,stade-rennes,ogc-nice
7. november 2021,19:45,4:1,"{'45': 'home', '51': 'home', '76': 'home', '83': 'home', '90': 'away'}",france,ligue 1,stade-rennes,olympique-lyon
14. may 2022,20:00,2:0,"{'12': 'home', '35': 'home'}",france,ligue 1,stade-rennes,olympique-marseille
3. october 2021,12:00,2:0,"{'45': 'home', '46': 'home'}",france,ligue 1,stade-rennes,paris-saint-germain
8. august 2021,12:00,1:1,"{'14': 'home', '19': 'away'}",france,ligue 1,stade-rennes,rc-lens
24. october 2021,14:00,1:0,{'82': 'home'},france,ligue 1,stade-rennes,rc-strasbourg
6. february 2022,16:00,2:0,"{'20': 'home', '90': 'home'}",france,ligue 1,stade-rennes,stade-brest
12. september 2021,14:00,0:2,"{'26': 'away', '67': 'away'}",france,ligue 1,stade-rennes,stade-reims
