date,time,final_score,goals,country,league,home,away,season
2022-01-17,19:45,6:0,"{'15': 'home', '34': 'home', '42': 'home', '51': 'home', '69': 'home', '77': 'home'}",italy,serie a,Fiorentina,Genoa,2021-2022
2022-03-06,14:00,1:1,"{'10': 'home', '20': 'away'}",italy,serie a,Fiorentina,Verona,2021-2022
2021-09-21,19:45,1:3,"{'23': 'home', '52': 'away', '55': 'away', '87': 'away'}",italy,serie a,Fiorentina,Inter,2021-2022
2022-05-21,19:45,2:0,"{'45': 'home', '90': 'home'}",italy,serie a,Fiorentina,Juventus,2021-2022
2022-02-05,19:45,0:3,"{'52': 'away', '70': 'away', '81': 'away'}",italy,serie a,Fiorentina,Lazio,2021-2022
2021-11-30,17:30,3:1,"{'15': 'away', '23': 'home', '32': 'home', '45': 'home'}",italy,serie a,Fiorentina,Sampdoria,2021-2022
2021-12-19,11:30,2:2,"{'32': 'away', '37': 'away', '51': 'home', '61': 'home'}",italy,serie a,Fiorentina,Sassuolo,2021-2022
2021-10-31,14:00,3:0,"{'44': 'home', '62': 'home', '74': 'home'}",italy,serie a,Fiorentina,Spezia,2021-2022
2021-10-03,17:00,1:2,"{'28': 'home', '38': 'away', '50': 'away'}",italy,serie a,Fiorentina,Napoli,2021-2022
2021-08-28,19:45,2:1,"{'41': 'home', '69': 'home', '89': 'away'}",italy,serie a,Fiorentina,Torino,2021-2022
2022-04-27,17:00,0:4,"{'12': 'away', '36': 'away', '90': 'away'}",italy,serie a,Fiorentina,Udinese,2021-2022
2021-12-11,14:00,4:0,"{'31': 'home', '51': 'home', '84': 'home', '90': 'home'}",italy,serie a,Fiorentina,Salernitana,2021-2022
2022-04-16,15:30,1:0,{'30': 'home'},italy,serie a,Fiorentina,Venezia,2021-2022
2021-10-31,19:45,1:2,"{'25': 'away', '57': 'away', '90': 'home'}",italy,serie a,Roma,Milan,2021-2022
2021-08-22,19:45,3:1,"{'26': 'home', '60': 'away', '64': 'home', '79': 'home'}",italy,serie a,Roma,Fiorentina,2021-2022
2022-03-05,17:00,1:0,{'32': 'home'},italy,serie a,Roma,Atalanta,2021-2022
2022-05-01,19:45,0:0,,italy,serie a,Roma,Bologna,2021-2022
2022-01-16,17:00,1:0,{'33': 'home'},italy,serie a,Roma,Cagliari,2021-2022
2021-10-03,17:00,2:0,"{'42': 'home', '48': 'home'}",italy,serie a,Roma,Empoli,2021-2022
2022-02-05,14:00,0:0,,italy,serie a,Roma,Genoa,2021-2022
2022-02-19,17:00,2:2,"{'5': 'away', '20': 'away', '65': 'home', '84': 'home'}",italy,serie a,Roma,Verona,2021-2022
2021-12-04,17:00,0:3,"{'15': 'away', '24': 'away', '39': 'away'}",italy,serie a,Roma,Inter,2021-2022
2022-01-09,17:30,3:4,"{'11': 'home', '18': 'away', '48': 'home', '53': 'home', '70': 'away', '72': 'away', '77': 'away'}",italy,serie a,Roma,Juventus,2021-2022
2022-03-20,17:00,3:0,"{'1': 'home', '22': 'home', '40': 'home'}",italy,serie a,Roma,Lazio,2021-2022
2021-12-22,17:30,1:1,"{'72': 'home', '80': 'away'}",italy,serie a,Roma,Sampdoria,2021-2022
2021-09-12,19:45,2:1,"{'37': 'home', '57': 'away', '90': 'home'}",italy,serie a,Roma,Sassuolo,2021-2022
2021-12-13,19:45,2:0,"{'6': 'home', '56': 'home'}",italy,serie a,Roma,Spezia,2021-2022
2021-10-24,17:00,0:0,,italy,serie a,Roma,Napoli,2021-2022
2021-11-28,17:00,1:0,{'32': 'home'},italy,serie a,Roma,Torino,2021-2022
2021-09-23,19:45,1:0,{'36': 'home'},italy,serie a,Roma,Udinese,2021-2022
2022-04-10,17:00,2:1,"{'22': 'away', '81': 'home', '85': 'home'}",italy,serie a,Roma,Salernitana,2021-2022
2022-05-14,19:45,1:1,"{'1': 'away', '76': 'home'}",italy,serie a,Roma,Venezia,2021-2022
2021-10-03,19:45,2:3,"{'1': 'away', '42': 'away', '78': 'away', '86': 'home', '90': 'home'}",italy,serie a,Atalanta,Milan,2021-2022
2021-09-11,19:45,1:2,"{'33': 'away', '49': 'away', '65': 'home'}",italy,serie a,Atalanta,Fiorentina,2021-2022
2021-12-18,14:00,1:4,"{'1': 'away', '27': 'away', '45': 'home', '72': 'away', '82': 'away'}",italy,serie a,Atalanta,Roma,2021-2022
2021-08-28,17:30,0:0,,italy,serie a,Atalanta,Bologna,2021-2022
2022-02-06,11:30,1:2,"{'50': 'away', '64': 'home', '68': 'away'}",italy,serie a,Atalanta,Cagliari,2021-2022
2022-05-21,19:45,0:1,{'79': 'away'},italy,serie a,Atalanta,Empoli,2021-2022
2022-03-13,17:00,0:0,,italy,serie a,Atalanta,Genoa,2021-2022
2022-04-18,20:00,1:2,"{'45': 'away', '55': 'away', '82': 'home'}",italy,serie a,Atalanta,Verona,2021-2022
2022-01-16,19:45,0:0,,italy,serie a,Atalanta,Inter,2021-2022
2022-02-13,19:45,1:1,"{'76': 'home', '90': 'away'}",italy,serie a,Atalanta,Juventus,2021-2022
2021-10-30,14:00,2:2,"{'18': 'away', '45': 'home', '74': 'away', '90': 'home'}",italy,serie a,Atalanta,Lazio,2021-2022
2022-02-28,19:50,4:0,"{'6': 'home', '29': 'home', '61': 'home', '86': 'home'}",italy,serie a,Atalanta,Sampdoria,2021-2022
2021-09-21,19:45,2:1,"{'3': 'home', '37': 'home', '44': 'away'}",italy,serie a,Atalanta,Sassuolo,2021-2022
2021-11-20,14:00,5:2,"{'11': 'away', '18': 'home', '38': 'home', '41': 'home', '83': 'home', '89': 'home', '90': 'away'}",italy,serie a,Atalanta,Spezia,2021-2022
2022-04-03,14:00,1:3,"{'14': 'away', '37': 'away', '58': 'home', '81': 'away'}",italy,serie a,Atalanta,Napoli,2021-2022
2022-04-27,19:15,4:4,"{'4': 'away', '17': 'home', '23': 'home', '36': 'away', '63': 'away', '67': 'away', '78': 'home', '84': 'home'}",italy,serie a,Atalanta,Torino,2021-2022
2021-10-24,11:30,1:1,"{'56': 'home', '90': 'away'}",italy,serie a,Atalanta,Udinese,2021-2022
2022-05-02,19:45,1:1,"{'27': 'away', '88': 'home'}",italy,serie a,Atalanta,Salernitana,2021-2022
2021-11-30,17:30,4:0,"{'7': 'home', '12': 'home', '57': 'home', '67': 'home'}",italy,serie a,Atalanta,Venezia,2021-2022
2021-10-23,19:45,2:4,"{'16': 'away', '35': 'away', '49': 'home', '52': 'home', '84': 'away', '90': 'away'}",italy,serie a,Bologna,Milan,2021-2022
2021-12-05,11:30,2:3,"{'33': 'away', '42': 'home', '51': 'away', '67': 'away', '83': 'home'}",italy,serie a,Bologna,Fiorentina,2021-2022
2021-12-01,17:30,1:0,{'35': 'home'},italy,serie a,Bologna,Roma,2021-2022
2022-03-20,19:45,0:1,{'82': 'away'},italy,serie a,Bologna,Atalanta,2021-2022
2021-11-01,19:45,2:0,"{'49': 'home', '90': 'home'}",italy,serie a,Bologna,Cagliari,2021-2022
2022-02-06,14:00,0:0,,italy,serie a,Bologna,Empoli,2021-2022
2021-09-21,17:30,2:2,"{'49': 'home', '55': 'away', '85': 'home', '89': 'away'}",italy,serie a,Bologna,Genoa,2021-2022
2021-09-13,19:45,1:0,{'78': 'home'},italy,serie a,Bologna,Verona,2021-2022
2022-04-27,19:15,2:1,"{'3': 'away', '28': 'home', '81': 'home'}",italy,serie a,Bologna,Inter,2021-2022
2021-12-18,17:00,0:2,"{'6': 'away', '69': 'away'}",italy,serie a,Bologna,Juventus,2021-2022
2021-10-03,11:30,3:0,"{'14': 'home', '17': 'home', '68': 'home'}",italy,serie a,Bologna,Lazio,2021-2022
2022-04-11,19:45,2:0,"{'61': 'home', '76': 'home'}",italy,serie a,Bologna,Sampdoria,2021-2022
2022-05-15,11:30,1:3,"{'35': 'away', '75': 'away', '80': 'away', '90': 'home'}",italy,serie a,Bologna,Sassuolo,2021-2022
2022-02-21,20:00,2:1,"{'11': 'away', '40': 'home', '84': 'home'}",italy,serie a,Bologna,Spezia,2021-2022
2022-01-17,17:30,0:2,"{'20': 'away', '47': 'away'}",italy,serie a,Bologna,Napoli,2021-2022
2022-03-06,14:00,0:0,,italy,serie a,Bologna,Torino,2021-2022
2022-04-24,14:00,2:2,"{'6': 'home', '25': 'away', '46': 'away', '59': 'home'}",italy,serie a,Bologna,Udinese,2021-2022
2021-08-22,17:30,3:2,"{'52': 'away', '59': 'home', '70': 'away', '75': 'home', '77': 'home'}",italy,serie a,Bologna,Salernitana,2021-2022
2021-11-21,14:00,0:1,{'61': 'away'},italy,serie a,Bologna,Venezia,2021-2022
2022-03-19,19:45,0:1,{'59': 'away'},italy,serie a,Cagliari,Milan,2021-2022
2022-01-23,11:30,1:1,"{'47': 'home', '75': 'away'}",italy,serie a,Cagliari,Fiorentina,2021-2022
2021-10-27,19:45,1:2,"{'52': 'home', '71': 'away', '78': 'away'}",italy,serie a,Cagliari,Roma,2021-2022
2021-11-06,19:45,1:2,"{'6': 'away', '27': 'home', '43': 'away'}",italy,serie a,Cagliari,Atalanta,2021-2022
2022-01-11,19:45,2:1,"{'54': 'away', '71': 'home', '90': 'home'}",italy,serie a,Cagliari,Bologna,2021-2022
2021-09-22,19:45,0:2,"{'29': 'away', '69': 'away'}",italy,serie a,Cagliari,Empoli,2021-2022
2021-09-12,14:00,2:3,"{'16': 'home', '56': 'home', '59': 'away', '69': 'away', '78': 'away'}",italy,serie a,Cagliari,Genoa,2021-2022
2022-04-30,14:00,1:2,"{'8': 'away', '44': 'away', '57': 'home'}",italy,serie a,Cagliari,Verona,2021-2022
2022-05-15,19:45,1:3,"{'25': 'away', '51': 'away', '54': 'home', '84': 'away'}",italy,serie a,Cagliari,Inter,2021-2022
2022-04-09,19:45,1:2,"{'10': 'home', '45': 'away', '75': 'away'}",italy,serie a,Cagliari,Juventus,2021-2022
2022-03-05,19:45,0:3,"{'19': 'away', '42': 'away', '62': 'away'}",italy,serie a,Cagliari,Lazio,2021-2022
2021-10-17,11:30,3:1,"{'4': 'home', '74': 'home', '82': 'away', '90': 'home'}",italy,serie a,Cagliari,Sampdoria,2021-2022
2022-04-16,11:30,1:0,{'42': 'home'},italy,serie a,Cagliari,Sassuolo,2021-2022
2021-08-23,17:30,2:2,"{'7': 'away', '58': 'away', '62': 'home', '66': 'home'}",italy,serie a,Cagliari,Spezia,2021-2022
2022-02-21,18:00,1:1,"{'58': 'home', '87': 'away'}",italy,serie a,Cagliari,Napoli,2021-2022
2021-12-06,19:45,1:1,"{'31': 'away', '53': 'home'}",italy,serie a,Cagliari,Torino,2021-2022
2021-12-18,19:45,0:4,"{'4': 'away', '45': 'away', '50': 'away', '69': 'away'}",italy,serie a,Cagliari,Udinese,2021-2022
2021-11-26,19:45,1:1,"{'73': 'home', '90': 'away'}",italy,serie a,Cagliari,Salernitana,2021-2022
2021-10-01,19:45,1:1,"{'19': 'home', '90': 'away'}",italy,serie a,Cagliari,Venezia,2021-2022
2021-12-22,19:45,2:4,"{'12': 'away', '18': 'home', '42': 'away', '63': 'away', '69': 'away', '84': 'home'}",italy,serie a,Empoli,Milan,2021-2022
2021-11-27,14:00,2:1,"{'57': 'away', '87': 'home', '89': 'home'}",italy,serie a,Empoli,Fiorentina,2021-2022
2022-01-23,17:00,2:4,"{'24': 'away', '33': 'away', '35': 'away', '37': 'away', '55': 'home', '72': 'home'}",italy,serie a,Empoli,Roma,2021-2022
2021-10-17,14:00,1:4,"{'11': 'away', '26': 'away', '30': 'home', '49': 'away', '89': 'away'}",italy,serie a,Empoli,Atalanta,2021-2022
2021-09-26,14:00,4:2,"{'1': 'home', '11': 'away', '31': 'home', '54': 'home', '76': 'away', '90': 'home'}",italy,serie a,Empoli,Bologna,2021-2022
2022-02-13,14:00,1:1,"{'38': 'home', '84': 'away'}",italy,serie a,Empoli,Cagliari,2021-2022
2021-11-05,19:45,2:2,"{'13': 'away', '62': 'home', '71': 'home', '89': 'away'}",italy,serie a,Empoli,Genoa,2021-2022
2022-03-20,14:00,1:1,"{'26': 'home', '71': 'away'}",italy,serie a,Empoli,Verona,2021-2022
2021-10-27,19:45,0:2,"{'34': 'away', '66': 'away'}",italy,serie a,Empoli,Inter,2021-2022
2022-02-26,17:05,2:3,"{'32': 'away', '39': 'home', '45': 'away', '66': 'away', '76': 'home'}",italy,serie a,Empoli,Juventus,2021-2022
2021-08-21,19:45,1:3,"{'4': 'home', '6': 'away', '31': 'away', '41': 'away'}",italy,serie a,Empoli,Lazio,2021-2022
2021-09-19,11:30,0:3,"{'31': 'away', '52': 'away', '70': 'away'}",italy,serie a,Empoli,Sampdoria,2021-2022
2022-01-09,13:30,1:5,"{'13': 'away', '16': 'home', '24': 'away', '67': 'away', '71': 'away', '90': 'away'}",italy,serie a,Empoli,Sassuolo,2021-2022
2022-04-09,14:00,0:0,,italy,serie a,Empoli,Spezia,2021-2022
2022-04-24,14:00,3:2,"{'44': 'away', '53': 'away', '80': 'home', '83': 'home', '87': 'home'}",italy,serie a,Empoli,Napoli,2021-2022
2022-05-01,14:00,1:3,"{'56': 'home', '78': 'away', '87': 'away', '90': 'away'}",italy,serie a,Empoli,Torino,2021-2022
2021-12-06,17:30,3:1,"{'22': 'away', '49': 'home', '59': 'home', '78': 'home'}",italy,serie a,Empoli,Udinese,2021-2022
2022-05-14,14:00,1:1,"{'31': 'home', '76': 'away'}",italy,serie a,Empoli,Salernitana,2021-2022
2021-09-11,14:00,1:2,"{'13': 'away', '68': 'away', '89': 'home'}",italy,serie a,Empoli,Venezia,2021-2022
2021-12-01,19:45,0:3,"{'10': 'away', '45': 'away', '61': 'away'}",italy,serie a,Genoa,Milan,2021-2022
2021-09-18,14:00,1:2,"{'60': 'away', '89': 'away', '90': 'home'}",italy,serie a,Genoa,Fiorentina,2021-2022
2021-11-21,19:45,0:2,"{'82': 'away', '90': 'away'}",italy,serie a,Genoa,Roma,2021-2022
2021-12-21,19:45,0:0,,italy,serie a,Genoa,Atalanta,2021-2022
2022-05-21,16:15,0:1,{'66': 'away'},italy,serie a,Genoa,Bologna,2021-2022
2022-04-24,17:00,1:0,{'89': 'home'},italy,serie a,Genoa,Cagliari,2021-2022
2022-03-06,11:30,0:0,,italy,serie a,Genoa,Empoli,2021-2022
2021-09-25,19:45,3:3,"{'8': 'away', '49': 'away', '77': 'home', '80': 'home', '85': 'home', '90': 'away'}",italy,serie a,Genoa,Verona,2021-2022
2022-02-25,20:05,0:0,,italy,serie a,Genoa,Inter,2021-2022
2022-05-06,20:00,2:1,"{'48': 'away', '87': 'home', '90': 'home'}",italy,serie a,Genoa,Juventus,2021-2022
2022-04-10,11:30,1:4,"{'31': 'away', '45': 'away', '63': 'away', '68': 'home', '76': 'away'}",italy,serie a,Genoa,Lazio,2021-2022
2021-12-10,19:45,1:3,"{'7': 'away', '49': 'away', '67': 'away', '78': 'home'}",italy,serie a,Genoa,Sampdoria,2021-2022
2021-10-17,14:00,2:2,"{'17': 'away', '20': 'away', '27': 'home', '89': 'home'}",italy,serie a,Genoa,Sassuolo,2021-2022
2022-01-09,17:30,0:1,{'14': 'away'},italy,serie a,Genoa,Spezia,2021-2022
2021-08-29,17:30,1:2,"{'39': 'away', '69': 'home', '84': 'away'}",italy,serie a,Genoa,Napoli,2021-2022
2022-03-18,20:00,1:0,{'14': 'home'},italy,serie a,Genoa,Torino,2021-2022
2022-01-22,14:00,0:0,,italy,serie a,Genoa,Udinese,2021-2022
2022-02-13,14:00,1:1,"{'32': 'home', '45': 'away'}",italy,serie a,Genoa,Salernitana,2021-2022
2021-10-31,14:00,0:0,,italy,serie a,Genoa,Venezia,2021-2022
2022-05-08,19:45,1:3,"{'38': 'home', '45': 'away', '49': 'away', '86': 'away'}",italy,serie a,Verona,Milan,2021-2022
2021-12-22,17:30,1:1,"{'17': 'home', '81': 'away'}",italy,serie a,Verona,Fiorentina,2021-2022
2021-09-19,17:00,3:2,"{'36': 'away', '49': 'home', '54': 'home', '58': 'away', '63': 'home'}",italy,serie a,Verona,Roma,2021-2022
2021-12-12,14:00,1:2,"{'22': 'home', '37': 'away', '62': 'away'}",italy,serie a,Verona,Atalanta,2021-2022
2022-01-21,19:45,2:1,"{'14': 'away', '38': 'home', '85': 'home'}",italy,serie a,Verona,Bologna,2021-2022
2021-11-30,19:45,0:0,,italy,serie a,Verona,Cagliari,2021-2022
2021-11-22,17:30,2:1,"{'49': 'home', '67': 'away', '90': 'home'}",italy,serie a,Verona,Empoli,2021-2022
2022-04-04,17:30,1:0,{'5': 'home'},italy,serie a,Verona,Genoa,2021-2022
2021-08-27,19:45,1:3,"{'15': 'home', '47': 'away', '83': 'away', '90': 'away'}",italy,serie a,Verona,Inter,2021-2022
2021-10-30,17:00,2:1,"{'11': 'home', '14': 'home', '80': 'away'}",italy,serie a,Verona,Juventus,2021-2022
2021-10-24,14:00,4:1,"{'30': 'home', '36': 'home', '46': 'away', '62': 'home', '90': 'home'}",italy,serie a,Verona,Lazio,2021-2022
2022-04-23,19:45,1:1,"{'44': 'away', '78': 'home'}",italy,serie a,Verona,Sampdoria,2021-2022
2021-08-21,17:30,2:3,"{'32': 'away', '51': 'away', '71': 'home', '77': 'away', '90': 'home'}",italy,serie a,Verona,Sassuolo,2021-2022
2021-10-03,14:00,4:0,"{'4': 'home', '15': 'home', '42': 'home', '71': 'home'}",italy,serie a,Verona,Spezia,2021-2022
2022-03-13,14:00,1:2,"{'14': 'away', '71': 'away', '77': 'home'}",italy,serie a,Verona,Napoli,2021-2022
2022-05-14,17:00,0:1,{'19': 'away'},italy,serie a,Verona,Torino,2021-2022
2022-02-13,14:00,4:0,"{'2': 'home', '31': 'home', '66': 'home', '84': 'home'}",italy,serie a,Verona,Udinese,2021-2022
2022-01-09,19:45,1:2,"{'29': 'away', '63': 'home', '70': 'away'}",italy,serie a,Verona,Salernitana,2021-2022
2022-02-27,14:05,3:1,"{'54': 'home', '63': 'home', '81': 'away', '88': 'home'}",italy,serie a,Verona,Venezia,2021-2022
2022-02-05,17:00,1:2,"{'38': 'home', '75': 'away', '78': 'away'}",italy,serie a,Inter,Milan,2021-2022
2022-03-19,17:00,1:1,"{'50': 'away', '55': 'home'}",italy,serie a,Inter,Fiorentina,2021-2022
2022-04-23,17:00,3:1,"{'30': 'home', '40': 'home', '52': 'home', '85': 'away'}",italy,serie a,Inter,Roma,2021-2022
2021-09-25,17:00,2:2,"{'5': 'home', '30': 'away', '38': 'away', '71': 'home'}",italy,serie a,Inter,Atalanta,2021-2022
2021-09-18,17:00,6:1,"{'6': 'home', '30': 'home', '34': 'home', '54': 'home', '63': 'home', '68': 'home', '86': 'away'}",italy,serie a,Inter,Bologna,2021-2022
2021-12-12,19:45,4:0,"{'29': 'home', '50': 'home', '66': 'home', '68': 'home'}",italy,serie a,Inter,Cagliari,2021-2022
2022-05-06,17:45,4:2,"{'5': 'away', '28': 'away', '40': 'home', '45': 'home', '64': 'home', '90': 'home'}",italy,serie a,Inter,Empoli,2021-2022
2021-08-21,17:30,4:0,"{'6': 'home', '14': 'home', '74': 'home', '87': 'home'}",italy,serie a,Inter,Genoa,2021-2022
2022-04-09,17:00,2:0,"{'22': 'home', '30': 'home'}",italy,serie a,Inter,Verona,2021-2022
2021-10-24,19:45,1:1,"{'17': 'home', '89': 'away'}",italy,serie a,Inter,Juventus,2021-2022
2022-01-09,19:45,2:1,"{'30': 'home', '35': 'away', '67': 'home'}",italy,serie a,Inter,Lazio,2021-2022
2022-05-22,17:00,3:0,"{'49': 'home', '55': 'home', '57': 'home'}",italy,serie a,Inter,Sampdoria,2021-2022
2022-02-20,17:00,0:2,"{'8': 'away', '26': 'away'}",italy,serie a,Inter,Sassuolo,2021-2022
2021-12-01,17:30,2:0,"{'36': 'home', '58': 'home'}",italy,serie a,Inter,Spezia,2021-2022
2021-11-21,17:00,3:2,"{'17': 'away', '25': 'home', '44': 'home', '61': 'home', '78': 'away'}",italy,serie a,Inter,Napoli,2021-2022
2021-12-22,17:30,1:0,{'30': 'home'},italy,serie a,Inter,Torino,2021-2022
2021-10-31,11:30,2:0,"{'60': 'home', '68': 'home'}",italy,serie a,Inter,Udinese,2021-2022
2022-03-04,19:45,5:0,"{'22': 'home', '40': 'home', '56': 'home', '64': 'home', '69': 'home'}",italy,serie a,Inter,Salernitana,2021-2022
2022-01-22,17:00,2:1,"{'19': 'away', '40': 'home', '90': 'home'}",italy,serie a,Inter,Venezia,2021-2022
2021-09-19,19:45,1:1,"{'4': 'home', '76': 'away'}",italy,serie a,Juventus,Milan,2021-2022
2021-11-06,17:00,1:0,{'90': 'home'},italy,serie a,Juventus,Fiorentina,2021-2022
2021-10-17,19:45,1:0,{'16': 'home'},italy,serie a,Juventus,Roma,2021-2022
2021-11-27,17:00,0:1,{'28': 'away'},italy,serie a,Juventus,Atalanta,2021-2022
2022-04-16,17:30,1:1,"{'52': 'away', '90': 'home'}",italy,serie a,Juventus,Bologna,2021-2022
2021-12-21,19:45,2:0,"{'40': 'home', '83': 'home'}",italy,serie a,Juventus,Cagliari,2021-2022
2021-08-28,19:45,0:1,{'21': 'away'},italy,serie a,Juventus,Empoli,2021-2022
2021-12-05,19:45,2:0,"{'9': 'home', '82': 'home'}",italy,serie a,Juventus,Genoa,2021-2022
2022-02-06,19:45,2:0,"{'13': 'home', '61': 'home'}",italy,serie a,Juventus,Verona,2021-2022
2022-04-03,19:45,0:1,{None: 'away'},italy,serie a,Juventus,Inter,2021-2022
2022-05-16,19:45,2:2,"{'10': 'home', '36': 'home', '51': 'away', '90': 'away'}",italy,serie a,Juventus,Lazio,2021-2022
2021-09-26,11:30,3:2,"{'10': 'home', '43': 'home', '44': 'away', '57': 'home', '83': 'away'}",italy,serie a,Juventus,Sampdoria,2021-2022
2021-10-27,17:30,1:2,"{'44': 'away', '76': 'home', '90': 'away'}",italy,serie a,Juventus,Sassuolo,2021-2022
2022-03-06,17:00,1:0,{'21': 'home'},italy,serie a,Juventus,Spezia,2021-2022
2022-01-06,19:45,1:1,"{'23': 'away', '54': 'home'}",italy,serie a,Juventus,Napoli,2021-2022
2022-02-18,19:45,1:1,"{'13': 'home', '62': 'away'}",italy,serie a,Juventus,Torino,2021-2022
2022-01-15,19:45,2:0,"{'19': 'home', '79': 'home'}",italy,serie a,Juventus,Udinese,2021-2022
2022-03-20,14:00,2:0,"{'5': 'home', '29': 'home'}",italy,serie a,Juventus,Salernitana,2021-2022
2022-05-01,11:30,2:1,"{'7': 'home', '71': 'away', '76': 'home'}",italy,serie a,Juventus,Venezia,2021-2022
2022-04-24,19:45,1:2,"{'4': 'home', '50': 'away', '90': 'away'}",italy,serie a,Lazio,Milan,2021-2022
2021-10-27,19:45,1:0,{'52': 'home'},italy,serie a,Lazio,Fiorentina,2021-2022
2021-09-26,17:00,3:2,"{'10': 'home', '19': 'home', '41': 'away', '63': 'home', '69': 'away'}",italy,serie a,Lazio,Roma,2021-2022
2022-01-22,19:45,0:0,,italy,serie a,Lazio,Atalanta,2021-2022
2022-02-12,14:00,3:0,"{'13': 'home', '53': 'home', '63': 'home'}",italy,serie a,Lazio,Bologna,2021-2022
2021-09-19,17:00,2:2,"{'45': 'home', '46': 'away', '62': 'away', '83': 'home'}",italy,serie a,Lazio,Cagliari,2021-2022
2022-01-06,13:30,3:3,"{'6': 'away', '8': 'away', '14': 'home', '66': 'home', '75': 'away', '90': 'home'}",italy,serie a,Lazio,Empoli,2021-2022
2021-12-17,17:30,3:1,"{'36': 'home', '75': 'home', '81': 'home', '86': 'away'}",italy,serie a,Lazio,Genoa,2021-2022
2022-05-21,19:45,3:3,"{'6': 'away', '14': 'away', '16': 'home', '29': 'home', '62': 'home', '76': 'away'}",italy,serie a,Lazio,Verona,2021-2022
2021-10-16,17:00,3:1,"{'12': 'away', '64': 'home', '81': 'home', '90': 'home'}",italy,serie a,Lazio,Inter,2021-2022
2021-11-20,17:00,0:2,"{'23': 'away', '83': 'away'}",italy,serie a,Lazio,Juventus,2021-2022
2022-05-07,19:45,2:0,"{'41': 'home', '59': 'home'}",italy,serie a,Lazio,Sampdoria,2021-2022
2022-04-02,17:00,2:1,"{'17': 'home', '51': 'home', '90': 'away'}",italy,serie a,Lazio,Sassuolo,2021-2022
2021-08-28,17:30,6:1,"{'4': 'away', '5': 'home', '15': 'home', '45': 'home', '47': 'home', '70': 'home', '85': 'home'}",italy,serie a,Lazio,Spezia,2021-2022
2022-02-27,19:50,1:2,"{'62': 'away', '88': 'home', '90': 'away'}",italy,serie a,Lazio,Napoli,2021-2022
2022-04-16,19:45,1:1,"{'56': 'away', '90': 'home'}",italy,serie a,Lazio,Torino,2021-2022
2021-12-02,19:45,4:4,"{'17': 'away', '32': 'away', '34': 'home', '44': 'away', '51': 'home', '56': 'home', '79': 'home', '90': 'away'}",italy,serie a,Lazio,Udinese,2021-2022
2021-11-07,17:00,3:0,"{'31': 'home', '36': 'home', '69': 'home'}",italy,serie a,Lazio,Salernitana,2021-2022
