date,time,final_score,goals,country,league,home,away,season
2022-03-14,19:45,1:0,{'58': 'home'},italy,serie a,Lazio,Venezia,2021-2022
2021-08-23,19:45,0:1,{'9': 'away'},italy,serie a,Sampdoria,Milan,2021-2022
2022-05-16,17:30,4:1,"{None: 'home', '30': 'home', '71': 'home', '83': 'home', '89': 'away'}",italy,serie a,Sampdoria,Fiorentina,2021-2022
2022-04-03,17:00,0:1,{'27': 'away'},italy,serie a,Sampdoria,Roma,2021-2022
2021-10-27,17:30,1:3,"{'10': 'home', '17': 'away', '21': 'away', '90': 'away'}",italy,serie a,Sampdoria,Atalanta,2021-2022
2021-11-07,14:00,1:2,"{'47': 'away', '77': 'home', '78': 'away'}",italy,serie a,Sampdoria,Bologna,2021-2022
2022-01-06,11:30,1:2,"{'18': 'home', '55': 'away', '71': 'away'}",italy,serie a,Sampdoria,Cagliari,2021-2022
2022-02-19,14:00,2:0,"{'14': 'home', '29': 'home'}",italy,serie a,Sampdoria,Empoli,2021-2022
2022-04-30,17:00,1:0,{'25': 'home'},italy,serie a,Sampdoria,Genoa,2021-2022
2021-11-27,14:00,3:1,"{'37': 'away', '51': 'home', '77': 'home', '90': 'home'}",italy,serie a,Sampdoria,Verona,2021-2022
2021-09-12,11:30,2:2,"{'18': 'away', '33': 'home', '44': 'away', '47': 'home'}",italy,serie a,Sampdoria,Inter,2021-2022
2022-03-12,17:00,1:3,"{'23': 'away', '34': 'away', '84': 'home', '88': 'away'}",italy,serie a,Sampdoria,Juventus,2021-2022
2021-12-05,17:00,1:3,"{'7': 'away', '17': 'away', '37': 'away', '89': 'home'}",italy,serie a,Sampdoria,Lazio,2021-2022
2022-02-06,14:00,4:0,"{'5': 'home', '7': 'home', '63': 'home', '90': 'home'}",italy,serie a,Sampdoria,Sassuolo,2021-2022
2021-10-22,19:45,2:1,"{'15': 'home', '36': 'home', '90': 'away'}",italy,serie a,Sampdoria,Spezia,2021-2022
2021-09-23,17:30,0:4,"{'10': 'away', '39': 'away', '50': 'away', '59': 'away'}",italy,serie a,Sampdoria,Napoli,2021-2022
2022-01-15,14:00,1:2,"{'18': 'home', '27': 'away', '67': 'away'}",italy,serie a,Sampdoria,Torino,2021-2022
2021-10-03,14:00,3:3,"{'15': 'away', '24': 'home', '43': 'away', '48': 'home', '69': 'home', '82': 'away'}",italy,serie a,Sampdoria,Udinese,2021-2022
2022-04-16,13:30,1:2,"{'4': 'away', '6': 'away', '32': 'home'}",italy,serie a,Sampdoria,Salernitana,2021-2022
2021-12-19,17:00,1:1,"{'1': 'home', '87': 'away'}",italy,serie a,Sampdoria,Venezia,2021-2022
2022-05-22,17:00,0:3,"{'17': 'away', '32': 'away', '36': 'away'}",italy,serie a,Sassuolo,Milan,2021-2022
2022-02-26,19:50,2:1,"{'19': 'home', '88': 'away', '90': 'home'}",italy,serie a,Sassuolo,Fiorentina,2021-2022
2022-02-13,17:00,2:2,"{'45': 'away', '47': 'home', '73': 'home', '90': 'away'}",italy,serie a,Sassuolo,Roma,2021-2022
2022-04-10,14:00,2:1,"{'24': 'home', '61': 'home', '90': 'away'}",italy,serie a,Sassuolo,Atalanta,2021-2022
2021-12-22,15:30,0:3,"{'36': 'away', '44': 'away', '90': 'away'}",italy,serie a,Sassuolo,Bologna,2021-2022
2021-11-21,11:30,2:2,"{'37': 'home', '40': 'away', '51': 'home', '56': 'away'}",italy,serie a,Sassuolo,Cagliari,2021-2022
2021-10-31,14:00,1:2,"{'43': 'home', '83': 'away', '90': 'away'}",italy,serie a,Sassuolo,Empoli,2021-2022
2022-01-06,15:30,1:1,"{'6': 'away', '55': 'home'}",italy,serie a,Sassuolo,Genoa,2021-2022
2022-01-16,11:30,2:4,"{'37': 'away', '44': 'away', '54': 'home', '57': 'away', '67': 'home', '90': 'away'}",italy,serie a,Sassuolo,Verona,2021-2022
2021-10-02,19:45,1:2,"{'22': 'home', '58': 'away', '78': 'away'}",italy,serie a,Sassuolo,Inter,2021-2022
2022-04-25,19:45,1:2,"{'38': 'home', '45': 'away', '88': 'away'}",italy,serie a,Sassuolo,Juventus,2021-2022
2021-12-12,17:00,2:1,"{'6': 'away', '63': 'home', '69': 'home'}",italy,serie a,Sassuolo,Lazio,2021-2022
2021-08-29,17:30,0:0,,italy,serie a,Sassuolo,Sampdoria,2021-2022
2022-03-18,17:45,4:1,"{'17': 'home', '36': 'away', '48': 'home', '78': 'home', '81': 'home'}",italy,serie a,Sassuolo,Spezia,2021-2022
2021-12-01,19:45,2:2,"{'51': 'away', '59': 'away', '71': 'home', '89': 'home'}",italy,serie a,Sassuolo,Napoli,2021-2022
2021-09-17,19:45,0:1,{'83': 'away'},italy,serie a,Sassuolo,Torino,2021-2022
2022-05-07,17:00,1:1,"{'6': 'home', '77': 'away'}",italy,serie a,Sassuolo,Udinese,2021-2022
2021-09-26,14:00,1:0,{'54': 'home'},italy,serie a,Sassuolo,Salernitana,2021-2022
2021-10-23,17:00,3:1,"{'32': 'away', '37': 'home', '50': 'home', '67': 'home'}",italy,serie a,Sassuolo,Venezia,2021-2022
2021-09-25,14:00,1:2,"{'48': 'away', '80': 'home', '86': 'away'}",italy,serie a,Spezia,Milan,2021-2022
2022-02-14,19:45,1:2,"{'42': 'away', '74': 'home', '89': 'away'}",italy,serie a,Spezia,Fiorentina,2021-2022
2022-02-27,17:05,0:1,{'90': 'away'},italy,serie a,Spezia,Roma,2021-2022
2022-05-08,11:30,1:3,"{'16': 'away', '30': 'home', '73': 'away', '87': 'away'}",italy,serie a,Spezia,Atalanta,2021-2022
2021-11-28,14:00,0:1,{'83': 'away'},italy,serie a,Spezia,Bologna,2021-2022
2022-03-12,14:00,2:0,"{'55': 'home', '74': 'home'}",italy,serie a,Spezia,Cagliari,2021-2022
2021-12-19,14:00,1:1,"{'50': 'home', '71': 'away'}",italy,serie a,Spezia,Empoli,2021-2022
2021-10-26,17:30,1:1,"{'66': 'home', '86': 'away'}",italy,serie a,Spezia,Genoa,2021-2022
2022-01-06,13:30,1:2,"{'59': 'away', '70': 'away', '85': 'home'}",italy,serie a,Spezia,Verona,2021-2022
2022-04-15,18:00,1:3,"{'31': 'away', '73': 'away', '88': 'home', '90': 'away'}",italy,serie a,Spezia,Inter,2021-2022
2021-09-22,17:30,2:3,"{'28': 'away', '33': 'home', '49': 'home', '66': 'away', '72': 'away'}",italy,serie a,Spezia,Juventus,2021-2022
2022-04-30,19:45,3:4,"{'9': 'home', '33': 'away', '35': 'home', '54': 'away', '56': 'home', '68': 'away', '90': 'away'}",italy,serie a,Spezia,Lazio,2021-2022
2022-01-23,14:00,1:0,{'69': 'home'},italy,serie a,Spezia,Sampdoria,2021-2022
2021-12-05,14:00,2:2,"{'35': 'home', '47': 'home', '66': 'away', '79': 'away'}",italy,serie a,Spezia,Sassuolo,2021-2022
2022-05-22,11:30,0:3,"{'4': 'away', '25': 'away', '36': 'away'}",italy,serie a,Spezia,Napoli,2021-2022
2021-11-06,14:00,1:0,{'58': 'home'},italy,serie a,Spezia,Torino,2021-2022
2021-09-12,14:00,0:1,{'89': 'away'},italy,serie a,Spezia,Udinese,2021-2022
2021-10-16,14:00,2:1,"{'39': 'away', '51': 'home', '76': 'home'}",italy,serie a,Spezia,Salernitana,2021-2022
2022-04-02,14:00,1:0,{None: 'home'},italy,serie a,Spezia,Venezia,2021-2022
2022-03-06,19:45,0:1,{'49': 'away'},italy,serie a,Napoli,Milan,2021-2022
2022-04-10,14:00,2:3,"{'29': 'away', '58': 'home', '66': 'away', '72': 'away', '84': 'home'}",italy,serie a,Napoli,Fiorentina,2021-2022
2022-04-18,18:00,1:1,"{'11': 'home', '90': 'away'}",italy,serie a,Napoli,Roma,2021-2022
2021-12-04,19:45,2:3,"{'7': 'away', '40': 'home', '47': 'home', '66': 'away', '71': 'away'}",italy,serie a,Napoli,Atalanta,2021-2022
2021-10-28,19:45,3:0,"{'18': 'home', '41': 'home', '62': 'home'}",italy,serie a,Napoli,Bologna,2021-2022
2021-09-26,19:45,2:0,"{'11': 'home', '57': 'home'}",italy,serie a,Napoli,Cagliari,2021-2022
2021-12-12,17:00,0:1,{'70': 'away'},italy,serie a,Napoli,Empoli,2021-2022
2022-05-15,14:00,3:0,"{'32': 'home', '65': 'home', '81': 'home'}",italy,serie a,Napoli,Genoa,2021-2022
2021-11-07,17:00,1:1,"{'13': 'away', '18': 'home'}",italy,serie a,Napoli,Verona,2021-2022
2022-02-12,17:00,1:1,"{'7': 'home', '47': 'away'}",italy,serie a,Napoli,Inter,2021-2022
2021-09-11,17:00,2:1,"{'10': 'away', '57': 'home', '85': 'home'}",italy,serie a,Napoli,Juventus,2021-2022
2021-11-28,19:45,4:0,"{'7': 'home', '10': 'home', '29': 'home', '85': 'home'}",italy,serie a,Napoli,Lazio,2021-2022
2022-01-09,15:30,1:0,{'43': 'home'},italy,serie a,Napoli,Sampdoria,2021-2022
2022-04-30,14:00,6:1,"{'7': 'home', '15': 'home', '19': 'home', '21': 'home', '54': 'home', '80': 'home', '87': 'away'}",italy,serie a,Napoli,Sassuolo,2021-2022
2021-12-22,19:45,0:1,{'37': 'away'},italy,serie a,Napoli,Spezia,2021-2022
2021-10-17,17:00,1:0,{'81': 'home'},italy,serie a,Napoli,Torino,2021-2022
2022-03-19,14:00,2:1,"{'22': 'away', '52': 'home', '63': 'home'}",italy,serie a,Napoli,Udinese,2021-2022
2022-01-23,14:00,4:1,"{'17': 'home', '33': 'away', '45': 'home', '47': 'home', '53': 'home'}",italy,serie a,Napoli,Salernitana,2021-2022
2021-08-22,19:45,2:0,"{'62': 'home', '72': 'home'}",italy,serie a,Napoli,Venezia,2021-2022
2022-04-10,19:45,0:0,,italy,serie a,Torino,Milan,2021-2022
2022-01-10,16:00,4:0,"{'19': 'home', '23': 'home', '31': 'home', '58': 'home'}",italy,serie a,Torino,Fiorentina,2021-2022
2022-05-20,19:45,0:3,"{'33': 'away', '42': 'away', '78': 'away'}",italy,serie a,Torino,Roma,2021-2022
2021-08-21,19:45,1:2,"{'6': 'away', '79': 'home', '90': 'away'}",italy,serie a,Torino,Atalanta,2021-2022
2021-12-12,11:30,2:1,"{'24': 'home', '69': 'home', '79': 'away'}",italy,serie a,Torino,Bologna,2021-2022
2022-02-27,11:35,1:2,"{'21': 'away', '54': 'home', '62': 'away'}",italy,serie a,Torino,Cagliari,2021-2022
2021-12-02,17:30,2:2,"{'10': 'home', '15': 'home', '34': 'away', '72': 'away'}",italy,serie a,Torino,Empoli,2021-2022
2021-10-22,17:30,3:2,"{'14': 'home', '31': 'home', '69': 'away', '77': 'home', '80': 'away'}",italy,serie a,Torino,Genoa,2021-2022
2021-12-19,17:00,1:0,{'26': 'home'},italy,serie a,Torino,Verona,2021-2022
2022-03-13,19:45,1:1,"{'12': 'home', '90': 'away'}",italy,serie a,Torino,Inter,2021-2022
2021-10-02,17:00,0:1,{'86': 'away'},italy,serie a,Torino,Juventus,2021-2022
2021-09-23,17:30,1:1,"{'76': 'home', '90': 'away'}",italy,serie a,Torino,Lazio,2021-2022
2021-10-30,19:45,3:0,"{'17': 'home', '52': 'home', '90': 'home'}",italy,serie a,Torino,Sampdoria,2021-2022
2022-01-23,14:00,1:1,"{'16': 'home', '88': 'away'}",italy,serie a,Torino,Sassuolo,2021-2022
2022-04-23,14:00,2:1,"{'4': 'home', '69': 'home', '90': 'away'}",italy,serie a,Torino,Spezia,2021-2022
2022-05-07,14:00,0:1,{'73': 'away'},italy,serie a,Torino,Napoli,2021-2022
2021-11-22,19:45,2:1,"{'8': 'home', '48': 'home', '77': 'away'}",italy,serie a,Torino,Udinese,2021-2022
2021-09-12,14:00,4:0,"{'45': 'home', '65': 'home', '87': 'home', '90': 'home'}",italy,serie a,Torino,Salernitana,2021-2022
2022-02-12,19:45,1:2,"{'5': 'home', '38': 'away', '46': 'away'}",italy,serie a,Torino,Venezia,2021-2022
2021-12-11,19:45,1:1,"{'17': 'home', '90': 'away'}",italy,serie a,Udinese,Milan,2021-2022
2021-09-26,14:00,0:1,{'16': 'away'},italy,serie a,Udinese,Fiorentina,2021-2022
2022-03-13,17:00,1:1,"{'15': 'home', '90': 'away'}",italy,serie a,Udinese,Roma,2021-2022
2022-01-09,15:30,2:6,"{'17': 'away', '22': 'away', '43': 'away', '59': 'home', '76': 'away', '88': 'home', '89': 'away', '90': 'away'}",italy,serie a,Udinese,Atalanta,2021-2022
2021-10-17,14:00,1:1,"{'67': 'away', '82': 'home'}",italy,serie a,Udinese,Bologna,2021-2022
2022-04-03,14:00,5:1,"{'32': 'away', '38': 'home', '45': 'home', '49': 'home', '59': 'home', '73': 'home'}",italy,serie a,Udinese,Cagliari,2021-2022
2022-04-16,13:30,4:1,"{'6': 'home', '52': 'home', '70': 'away', '79': 'home', '87': 'home'}",italy,serie a,Udinese,Empoli,2021-2022
2021-11-28,11:30,0:0,,italy,serie a,Udinese,Genoa,2021-2022
2021-10-27,17:30,1:1,"{'3': 'home', '83': 'away'}",italy,serie a,Udinese,Verona,2021-2022
2022-05-01,17:00,1:2,"{'12': 'away', '39': 'away', '72': 'home'}",italy,serie a,Udinese,Inter,2021-2022
2021-08-22,17:30,2:2,"{'3': 'away', '23': 'away', '51': 'home', '83': 'home'}",italy,serie a,Udinese,Juventus,2021-2022
2022-02-20,19:45,1:1,"{'5': 'home', '45': 'away'}",italy,serie a,Udinese,Lazio,2021-2022
2022-03-05,14:00,2:1,"{'3': 'home', '12': 'home', '13': 'away'}",italy,serie a,Udinese,Sampdoria,2021-2022
2021-11-07,14:00,3:2,"{'8': 'home', '15': 'away', '28': 'away', '39': 'home', '51': 'home'}",italy,serie a,Udinese,Sassuolo,2021-2022
2022-05-14,17:00,2:3,"{'26': 'home', '35': 'away', '45': 'away', '47': 'away', '90': 'home'}",italy,serie a,Udinese,Spezia,2021-2022
2021-09-20,19:45,0:4,"{'24': 'away', '35': 'away', '52': 'away', '84': 'away'}",italy,serie a,Udinese,Napoli,2021-2022
2022-02-06,17:00,2:0,{'90': 'home'},italy,serie a,Udinese,Torino,2021-2022
2022-04-20,17:45,0:1,{'90': 'away'},italy,serie a,Udinese,Salernitana,2021-2022
2021-08-27,17:30,3:0,"{'29': 'home', '70': 'home', '90': 'home'}",italy,serie a,Udinese,Venezia,2021-2022
2022-02-19,19:45,2:2,"{'5': 'away', '29': 'home', '72': 'home', '77': 'away'}",italy,serie a,Salernitana,Milan,2021-2022
2022-04-24,11:30,2:1,"{'9': 'home', '64': 'away', '79': 'home'}",italy,serie a,Salernitana,Fiorentina,2021-2022
2021-08-29,19:45,0:4,"{'48': 'away', '52': 'away', '69': 'away', '79': 'away'}",italy,serie a,Salernitana,Roma,2021-2022
2021-09-18,19:45,0:1,{'75': 'away'},italy,serie a,Salernitana,Atalanta,2021-2022
2022-02-26,14:05,1:1,"{'43': 'away', '72': 'home'}",italy,serie a,Salernitana,Bologna,2021-2022
2022-05-08,17:00,1:1,"{'68': 'home', '90': 'away'}",italy,serie a,Salernitana,Cagliari,2021-2022
2021-10-23,14:00,2:4,"{'2': 'away', '11': 'away', '13': 'away', '45': 'away', '48': 'home', '55': 'home'}",italy,serie a,Salernitana,Empoli,2021-2022
2021-10-02,14:00,1:0,{'66': 'home'},italy,serie a,Salernitana,Genoa,2021-2022
2021-09-22,17:30,2:2,"{'7': 'away', '29': 'away', '45': 'home', '76': 'home'}",italy,serie a,Salernitana,Verona,2021-2022
2021-12-17,19:45,0:5,"{'11': 'away', '33': 'away', '52': 'away', '77': 'away', '87': 'away'}",italy,serie a,Salernitana,Inter,2021-2022
2021-11-30,19:45,0:2,"{'21': 'away', '70': 'away'}",italy,serie a,Salernitana,Juventus,2021-2022
2022-01-15,17:00,0:3,"{'7': 'away', '10': 'away', '66': 'away'}",italy,serie a,Salernitana,Lazio,2021-2022
2021-11-21,14:00,0:2,"{'40': 'away', '43': 'away'}",italy,serie a,Salernitana,Sampdoria,2021-2022
2022-03-12,14:00,2:2,"{'8': 'home', '20': 'away', '30': 'away', '81': 'home'}",italy,serie a,Salernitana,Sassuolo,2021-2022
2022-02-07,19:45,2:2,"{'3': 'home', '12': 'away', '16': 'home', '30': 'away'}",italy,serie a,Salernitana,Spezia,2021-2022
2021-10-31,17:00,0:1,{'61': 'away'},italy,serie a,Salernitana,Napoli,2021-2022
2022-04-02,19:45,0:1,{'18': 'away'},italy,serie a,Salernitana,Torino,2021-2022
2022-05-22,20:00,0:4,"{'6': 'away', '34': 'away', '42': 'away', '57': 'away'}",italy,serie a,Salernitana,Udinese,2021-2022
2022-05-05,17:00,2:1,"{'7': 'home', '58': 'away', '67': 'home'}",italy,serie a,Salernitana,Venezia,2021-2022
2022-01-09,11:30,0:3,"{'2': 'away', '48': 'away', '59': 'away'}",italy,serie a,Venezia,Milan,2021-2022
2021-10-18,19:45,1:0,{'36': 'home'},italy,serie a,Venezia,Fiorentina,2021-2022
2021-11-07,11:30,3:2,"{'3': 'home', '43': 'away', '45': 'away', '65': 'home', '74': 'home'}",italy,serie a,Venezia,Roma,2021-2022
2022-04-23,14:00,1:3,"{'44': 'away', '47': 'away', '63': 'away', '80': 'home'}",italy,serie a,Venezia,Atalanta,2021-2022
2022-05-08,14:00,4:3,"{'4': 'home', '19': 'home', '45': 'away', '55': 'away', '68': 'away', '78': 'home', '90': 'home'}",italy,serie a,Venezia,Bologna,2021-2022
2022-05-22,20:00,0:0,,italy,serie a,Venezia,Cagliari,2021-2022
2022-01-16,14:00,1:1,"{'26': 'away', '73': 'home'}",italy,serie a,Venezia,Empoli,2021-2022
2022-02-20,14:00,1:1,"{'13': 'home', '29': 'away'}",italy,serie a,Venezia,Genoa,2021-2022
2021-12-05,14:00,3:4,"{'12': 'home', '19': 'home', '27': 'home', '52': 'away', '65': 'away', '67': 'away', '85': 'away'}",italy,serie a,Venezia,Verona,2021-2022
2021-11-27,19:45,0:2,"{'34': 'away', '90': 'away'}",italy,serie a,Venezia,Inter,2021-2022
2021-12-11,17:00,1:1,"{'32': 'away', '55': 'home'}",italy,serie a,Venezia,Juventus,2021-2022
2021-12-22,15:30,1:3,"{'3': 'away', '30': 'home', None: 'away', '90': 'away'}",italy,serie a,Venezia,Lazio,2021-2022
2022-03-20,11:30,0:2,"{'24': 'away', '38': 'away'}",italy,serie a,Venezia,Sampdoria,2021-2022
2022-03-06,14:00,1:4,"{'2': 'away', '17': 'away', '29': 'away', '34': 'home', '71': 'away'}",italy,serie a,Venezia,Sassuolo,2021-2022
2021-09-19,14:00,1:2,"{'13': 'away', '59': 'home', '90': 'away'}",italy,serie a,Venezia,Spezia,2021-2022
2022-02-06,14:00,0:2,"{'59': 'away', '90': 'away'}",italy,serie a,Venezia,Napoli,2021-2022
2021-09-27,19:45,1:1,"{'56': 'away', '78': 'home'}",italy,serie a,Venezia,Torino,2021-2022
2022-04-10,14:00,1:2,"{'35': 'away', '86': 'home', '90': 'away'}",italy,serie a,Venezia,Udinese,2021-2022
2021-10-26,17:30,1:2,"{'14': 'home', '61': 'away', '90': 'away'}",italy,serie a,Venezia,Salernitana,2021-2022
