date,time,final_score,goals,country,league,home,away,season
2021-11-06,14:30,0:1,{'19': 'away'},germany,bundesliga,Stuttgart,Bielefeld,2021-2022
2021-09-19,14:30,1:3,"{'2': 'away', '19': 'away', '38': 'home', '70': 'away'}",germany,bundesliga,Stuttgart,Leverkusen,2021-2022
2021-12-14,17:30,0:5,"{'40': 'away', '53': 'away', '69': 'away', '72': 'away', '74': 'away'}",germany,bundesliga,Stuttgart,Bayern Munich,2021-2022
2022-03-05,17:30,3:2,"{'14': 'away', '35': 'away', '38': 'home', '51': 'home', '83': 'home'}",germany,bundesliga,Stuttgart,M'gladbach,2021-2022
2022-04-08,19:30,0:2,"{'12': 'away', '71': 'away'}",germany,bundesliga,Stuttgart,Dortmund,2021-2022
2022-02-05,14:30,2:3,"{'7': 'away', '42': 'home', '47': 'away', '70': 'home', '77': 'away'}",germany,bundesliga,Stuttgart,Ein Frankfurt,2021-2022
2022-03-19,14:30,3:2,"{'6': 'away', '44': 'home', '45': 'away', '79': 'home', '85': 'home'}",germany,bundesliga,Stuttgart,Augsburg,2021-2022
2021-12-05,14:30,2:2,"{'15': 'home', '19': 'home', '40': 'away', '76': 'away'}",germany,bundesliga,Stuttgart,Hertha,2021-2022
2022-01-15,14:30,0:2,"{'11': 'away', '70': 'away'}",germany,bundesliga,Stuttgart,RB Leipzig,2021-2022
2021-08-28,14:30,2:3,"{'3': 'away', '9': 'away', '28': 'away', '45': 'home'}",germany,bundesliga,Stuttgart,Freiburg,2021-2022
2021-08-14,14:30,5:1,"{'30': 'home', '36': 'home', '55': 'home', '61': 'home', '76': 'home', '90': 'away'}",germany,bundesliga,Stuttgart,Greuther Furth,2021-2022
2022-02-19,14:30,1:1,"{'56': 'home', '90': 'away'}",germany,bundesliga,Stuttgart,Bochum,2021-2022
2022-04-30,14:30,1:1,"{'13': 'away', '89': 'home'}",germany,bundesliga,Stuttgart,Wolfsburg,2021-2022
2022-01-22,17:30,2:2,"{'25': 'home', '36': 'away', '45': 'away', '70': 'home'}",germany,bundesliga,Bochum,FC Koln,2021-2022
2021-12-18,14:30,0:1,{'16': 'away'},germany,bundesliga,Bochum,Union Berlin,2021-2022
2021-08-21,14:30,2:0,"{'21': 'home', '56': 'home'}",germany,bundesliga,Bochum,Mainz,2021-2022
2021-11-06,14:30,2:0,"{'66': 'home', '90': 'home'}",germany,bundesliga,Bochum,Hoffenheim,2021-2022
2022-05-06,19:30,2:1,"{'22': 'home', '35': 'away', '89': 'home'}",germany,bundesliga,Bochum,Bielefeld,2021-2022
2022-04-10,14:30,0:0,,germany,bundesliga,Bochum,Leverkusen,2021-2022
2022-02-12,14:30,4:2,"{'9': 'away', '14': 'home', '38': 'home', '40': 'home', '44': 'home', '75': 'away'}",germany,bundesliga,Bochum,Bayern Munich,2021-2022
2022-03-18,19:30,0:2,"{'55': 'away', '61': 'away'}",germany,bundesliga,Bochum,M'gladbach,2021-2022
2021-12-11,14:30,1:1,"{'40': 'home', '85': 'away'}",germany,bundesliga,Bochum,Dortmund,2021-2022
2021-10-24,18:30,2:0,"{'3': 'home', '90': 'home'}",germany,bundesliga,Bochum,Ein Frankfurt,2021-2022
2022-04-24,14:30,0:2,"{'15': 'away', '43': 'away'}",germany,bundesliga,Bochum,Augsburg,2021-2022
2021-09-12,16:30,1:3,"{'37': 'away', '43': 'away', '59': 'home', '78': 'away'}",germany,bundesliga,Bochum,Hertha,2021-2022
2022-02-27,14:30,0:1,{'82': 'away'},germany,bundesliga,Bochum,RB Leipzig,2021-2022
2021-11-27,14:30,2:1,"{'51': 'away', '54': 'home', '82': 'home'}",germany,bundesliga,Bochum,Freiburg,2021-2022
2022-03-05,14:30,2:1,"{'35': 'home', '64': 'away', '71': 'home'}",germany,bundesliga,Bochum,Greuther Furth,2021-2022
2021-09-26,14:30,0:0,,germany,bundesliga,Bochum,Stuttgart,2021-2022
2022-01-09,16:30,1:0,{'65': 'home'},germany,bundesliga,Bochum,Wolfsburg,2021-2022
2021-12-14,19:30,2:3,"{'8': 'home', '34': 'away', '51': 'home', None: 'away', '89': 'away'}",germany,bundesliga,Wolfsburg,FC Koln,2021-2022
2022-03-05,14:30,1:0,{'24': 'home'},germany,bundesliga,Wolfsburg,Union Berlin,2021-2022
2022-04-22,19:30,5:0,"{'8': 'home', '24': 'home', '35': 'home', '42': 'home', '45': 'home'}",germany,bundesliga,Wolfsburg,Mainz,2021-2022
2022-02-19,14:30,1:2,"{'36': 'home', '73': 'away', '78': 'away'}",germany,bundesliga,Wolfsburg,Hoffenheim,2021-2022
2022-04-09,14:30,4:0,"{'11': 'home', '38': 'home', '48': 'home', '53': 'home'}",germany,bundesliga,Wolfsburg,Bielefeld,2021-2022
2022-03-20,16:30,0:2,"{'86': 'away', '90': 'away'}",germany,bundesliga,Wolfsburg,Leverkusen,2021-2022
2022-05-14,14:30,2:2,"{'17': 'away', '40': 'away', '45': 'home', '58': 'home'}",germany,bundesliga,Wolfsburg,Bayern Munich,2021-2022
2021-10-02,14:30,1:3,"{'5': 'away', '7': 'away', '25': 'home', '90': 'away'}",germany,bundesliga,Wolfsburg,M'gladbach,2021-2022
2021-11-27,14:30,1:3,"{None: 'home', '35': 'away', '55': 'away', '81': 'away'}",germany,bundesliga,Wolfsburg,Dortmund,2021-2022
2021-09-19,18:30,1:1,"{'38': 'away', '70': 'home'}",germany,bundesliga,Wolfsburg,Ein Frankfurt,2021-2022
2021-11-06,14:30,1:0,{'14': 'home'},germany,bundesliga,Wolfsburg,Augsburg,2021-2022
2022-01-15,14:30,0:0,,germany,bundesliga,Wolfsburg,Hertha,2021-2022
2021-08-29,16:30,1:0,{'52': 'home'},germany,bundesliga,Wolfsburg,RB Leipzig,2021-2022
2021-10-23,14:30,0:2,"{'27': 'away', '68': 'away'}",germany,bundesliga,Wolfsburg,Freiburg,2021-2022
2022-02-06,16:30,4:1,"{'7': 'home', '44': 'away', '49': 'home', '70': 'home', '75': 'home'}",germany,bundesliga,Wolfsburg,Greuther Furth,2021-2022
2021-12-11,17:30,0:2,"{'25': 'away', '63': 'away'}",germany,bundesliga,Wolfsburg,Stuttgart,2021-2022
2021-08-14,14:30,1:0,{'22': 'home'},germany,bundesliga,Wolfsburg,Bochum,2021-2022
