date,time,final_score,goals,country,league,home,away,season
2023-01-08,20:00,0:1,{'22': 'away'},spain,la liga,Ath Madrid,Barcelona,2022-2023
2023-02-04,17:30,1:1,"{'60': 'home', '83': 'away'}",spain,la liga,Ath Madrid,Getafe,2022-2023
2022-10-08,15:15,2:1,"{'5': 'home', '48': 'home', '65': 'away'}",spain,la liga,Ath Madrid,Girona,2022-2023
2022-10-18,20:00,1:1,"{'20': 'home', '90': 'away'}",spain,la liga,Ath Madrid,Vallecano,2022-2023
2023-04-26,18:30,3:1,"{'20': 'away', '45': 'home', '47': 'home', '77': 'home'}",spain,la liga,Ath Madrid,Mallorca,2022-2023
2023-04-02,20:00,1:0,{'86': 'home'},spain,la liga,Ath Madrid,Betis,2022-2023
2022-09-18,20:00,1:2,"{'18': 'away', '36': 'away', None: 'home'}",spain,la liga,Ath Madrid,Real Madrid,2022-2023
2023-05-28,18:00,2:1,"{'37': 'home', '73': 'home', '88': 'away'}",spain,la liga,Ath Madrid,Sociedad,2022-2023
2023-01-21,17:30,3:0,"{'18': 'home', '23': 'home', '28': 'home'}",spain,la liga,Ath Madrid,Valladolid,2022-2023
2023-03-04,20:00,6:1,"{'23': 'home', '26': 'home', '39': 'away', '53': 'home', '69': 'home', '76': 'home', '90': 'home'}",spain,la liga,Ath Madrid,Sevilla,2022-2023
2023-04-16,17:30,2:1,"{'5': 'home', '37': 'away', '43': 'home'}",spain,la liga,Ath Madrid,Almeria,2022-2023
2023-03-18,20:00,3:0,"{'23': 'home', '49': 'home', '67': 'home'}",spain,la liga,Ath Madrid,Valencia,2022-2023
2022-08-21,18:30,0:2,"{'73': 'away', '90': 'away'}",spain,la liga,Ath Madrid,Villarreal,2022-2023
2023-05-25,20:30,2:0,"{'50': 'home', '77': 'home'}",spain,la liga,Osasuna,Ath Bilbao,2022-2023
2023-01-29,15:15,0:1,{'74': 'away'},spain,la liga,Osasuna,Ath Madrid,2022-2023
2022-08-20,16:30,2:0,"{'37': 'home', '79': 'home'}",spain,la liga,Osasuna,Cadiz,2022-2023
2023-03-06,20:00,0:0,,spain,la liga,Osasuna,Celta,2022-2023
2023-04-08,13:00,2:1,"{'44': 'away', '71': 'home', '84': 'home'}",spain,la liga,Osasuna,Elche,2022-2023
2022-10-20,19:00,1:0,{'55': 'home'},spain,la liga,Osasuna,Espanol,2022-2023
2022-11-08,20:30,1:2,"{'6': 'home', '48': 'away', '85': 'away'}",spain,la liga,Osasuna,Barcelona,2022-2023
2022-09-18,13:00,0:2,"{'30': 'away', '76': 'away'}",spain,la liga,Osasuna,Getafe,2022-2023
2023-06-04,17:30,2:1,"{'52': 'home', '55': 'home', '75': 'away'}",spain,la liga,Osasuna,Girona,2022-2023
2022-09-04,13:00,2:1,"{'54': 'home', '75': 'away', '90': 'home'}",spain,la liga,Osasuna,Vallecano,2022-2023
2023-01-14,17:30,1:0,{'47': 'home'},spain,la liga,Osasuna,Mallorca,2022-2023
2023-04-22,13:00,3:2,"{'6': 'home', '11': 'home', '16': 'away', '41': 'home', '70': 'away'}",spain,la liga,Osasuna,Betis,2022-2023
2023-02-18,20:00,0:2,"{'78': 'away', '90': 'away'}",spain,la liga,Osasuna,Real Madrid,2022-2023
2023-04-28,20:00,0:2,"{'6': 'away', '90': 'away'}",spain,la liga,Osasuna,Sociedad,2022-2023
2022-10-30,13:00,2:0,"{'13': 'home', '19': 'home'}",spain,la liga,Osasuna,Valladolid,2022-2023
2022-08-12,20:00,2:1,"{'9': 'home', '11': 'away', '74': 'home'}",spain,la liga,Osasuna,Sevilla,2022-2023
2023-05-13,15:15,3:1,"{'46': 'home', '51': 'home', '81': 'home', '90': 'away'}",spain,la liga,Osasuna,Almeria,2022-2023
2022-10-07,20:00,1:2,"{'28': 'away', '54': 'away', '90': 'home'}",spain,la liga,Osasuna,Valencia,2022-2023
2023-03-19,15:15,0:3,"{None: 'away', '90': 'away'}",spain,la liga,Osasuna,Villarreal,2022-2023
2022-08-29,19:00,0:4,"{'24': 'away', '56': 'away', '78': 'away', '90': 'away'}",spain,la liga,Cadiz,Ath Bilbao,2022-2023
2022-10-29,15:15,3:2,"{'1': 'home', '81': 'home', '85': 'away', '89': 'away', '90': 'home'}",spain,la liga,Cadiz,Ath Madrid,2022-2023
2023-04-25,18:30,0:1,{'62': 'away'},spain,la liga,Cadiz,Osasuna,2022-2023
2023-05-28,18:00,1:0,{'53': 'home'},spain,la liga,Cadiz,Celta,2022-2023
2023-01-16,20:00,1:1,"{'7': 'home', '81': 'away'}",spain,la liga,Cadiz,Elche,2022-2023
2022-10-09,15:15,2:2,"{'41': 'home', '51': 'away', '67': 'away', '78': 'home'}",spain,la liga,Cadiz,Espanol,2022-2023
2022-09-10,17:30,0:4,"{'55': 'away', '65': 'away', '86': 'away', '90': 'away'}",spain,la liga,Cadiz,Barcelona,2022-2023
2023-03-10,20:00,2:2,"{'39': 'home', '61': 'away', '82': 'home', '90': 'away'}",spain,la liga,Cadiz,Getafe,2022-2023
2023-02-10,20:00,2:0,"{'6': 'home', '34': 'home'}",spain,la liga,Cadiz,Girona,2022-2023
2023-02-25,15:15,1:0,{'74': 'home'},spain,la liga,Cadiz,Vallecano,2022-2023
2023-01-28,13:00,2:0,"{'10': 'home', '38': 'home'}",spain,la liga,Cadiz,Mallorca,2022-2023
2022-10-19,18:00,0:0,,spain,la liga,Cadiz,Betis,2022-2023
2023-04-15,20:00,0:2,"{'72': 'away', '76': 'away'}",spain,la liga,Cadiz,Real Madrid,2022-2023
2022-08-14,16:30,0:1,{'24': 'away'},spain,la liga,Cadiz,Sociedad,2022-2023
2023-05-19,20:00,2:0,"{'69': 'home', '76': 'home'}",spain,la liga,Cadiz,Valladolid,2022-2023
2023-04-01,17:30,0:2,"{'51': 'away', '74': 'away'}",spain,la liga,Cadiz,Sevilla,2022-2023
2022-12-30,18:15,1:1,"{'40': 'away', '83': 'home'}",spain,la liga,Cadiz,Almeria,2022-2023
2023-04-30,13:00,2:1,"{'39': 'home', '46': 'home', '51': 'away'}",spain,la liga,Cadiz,Valencia,2022-2023
2022-10-01,13:00,0:0,,spain,la liga,Cadiz,Villarreal,2022-2023
2023-01-29,17:30,1:0,{'71': 'home'},spain,la liga,Celta,Ath Bilbao,2022-2023
2023-02-12,15:15,0:1,{'89': 'away'},spain,la liga,Celta,Ath Madrid,2022-2023
2022-11-05,17:30,1:2,"{'8': 'away', '19': 'home', '28': 'away'}",spain,la liga,Celta,Osasuna,2022-2023
2022-09-02,20:00,3:0,"{'56': 'home', '62': 'home', '75': 'home'}",spain,la liga,Celta,Cadiz,2022-2023
2023-04-26,21:00,1:0,{'90': 'home'},spain,la liga,Celta,Elche,2022-2023
2022-08-13,16:00,2:2,"{'45': 'home', '63': 'home', None: 'away', '90': 'away'}",spain,la liga,Celta,Espanol,2022-2023
2023-06-04,20:00,2:1,"{'42': 'home', '65': 'home', '79': 'away'}",spain,la liga,Celta,Barcelona,2022-2023
2022-10-24,20:00,1:1,"{'43': 'away', '89': 'home'}",spain,la liga,Celta,Getafe,2022-2023
2023-05-23,18:30,1:1,"{'42': 'home', '59': 'away'}",spain,la liga,Celta,Girona,2022-2023
2023-03-11,17:30,3:0,"{'51': 'home', '52': 'home', '85': 'home'}",spain,la liga,Celta,Vallecano,2022-2023
2023-04-17,20:00,0:1,{'21': 'away'},spain,la liga,Celta,Mallorca,2022-2023
2022-10-02,15:15,1:0,{'9': 'home'},spain,la liga,Celta,Betis,2022-2023
2022-08-20,21:00,1:4,"{'14': 'away', '23': 'home', '41': 'away', '56': 'away', '66': 'away'}",spain,la liga,Celta,Real Madrid,2022-2023
2022-10-16,13:00,1:2,"{'30': 'away', '39': 'home', '54': 'away'}",spain,la liga,Celta,Sociedad,2022-2023
2023-02-26,15:15,3:0,"{'17': 'home', '32': 'home', '64': 'home'}",spain,la liga,Celta,Valladolid,2022-2023
2022-12-30,18:15,1:1,"{'33': 'home', '54': 'away'}",spain,la liga,Celta,Sevilla,2022-2023
2023-04-02,13:00,2:2,"{'7': 'away', '10': 'home', '32': 'away', '42': 'home'}",spain,la liga,Celta,Almeria,2022-2023
2023-05-14,13:00,1:2,"{'8': 'away', '60': 'home', '88': 'away'}",spain,la liga,Celta,Valencia,2022-2023
2023-01-13,20:00,1:1,"{'15': 'away', '68': 'home'}",spain,la liga,Celta,Villarreal,2022-2023
2022-09-11,15:15,1:4,"{'9': 'away', '14': 'away', '22': 'away', '44': 'away', '59': 'home'}",spain,la liga,Elche,Ath Bilbao,2022-2023
2023-05-14,15:15,1:0,{'41': 'home'},spain,la liga,Elche,Ath Madrid,2022-2023
2023-01-22,15:15,1:1,"{'20': 'away', '67': 'home'}",spain,la liga,Elche,Osasuna,2022-2023
2023-06-04,20:00,1:1,"{'10': 'away', '71': 'home'}",spain,la liga,Elche,Cadiz,2022-2023
2023-01-06,17:30,0:1,{None: 'away'},spain,la liga,Elche,Celta,2022-2023
2023-02-19,13:00,0:1,{'90': 'away'},spain,la liga,Elche,Espanol,2022-2023
2023-04-01,20:00,0:4,"{'20': 'away', '56': 'away', '66': 'away', '70': 'away'}",spain,la liga,Elche,Barcelona,2022-2023
2022-10-31,20:00,0:1,{'54': 'away'},spain,la liga,Elche,Getafe,2022-2023
2022-11-08,18:00,1:2,"{'16': 'home', '39': 'away', '66': 'away'}",spain,la liga,Elche,Girona,2022-2023
2023-04-29,15:15,4:0,"{'45': 'home', None: 'home'}",spain,la liga,Elche,Vallecano,2022-2023
2022-10-10,20:00,1:1,"{'15': 'home', '71': 'away'}",spain,la liga,Elche,Mallorca,2022-2023
2023-02-24,20:00,2:3,"{'7': 'home', '9': 'home', '65': 'away', '68': 'away', '90': 'away'}",spain,la liga,Elche,Betis,2022-2023
2022-10-19,20:00,0:3,"{'11': 'away', '75': 'away', '89': 'away'}",spain,la liga,Elche,Real Madrid,2022-2023
2022-08-27,16:30,0:1,{'20': 'away'},spain,la liga,Elche,Sociedad,2022-2023
2023-03-11,15:15,1:1,"{'4': 'away', '90': 'home'}",spain,la liga,Elche,Valladolid,2022-2023
2023-05-24,18:30,1:1,"{'10': 'away', None: 'home'}",spain,la liga,Elche,Sevilla,2022-2023
2022-08-22,19:00,1:1,"{'23': 'away', '30': 'home'}",spain,la liga,Elche,Almeria,2022-2023
2023-04-23,13:00,0:2,"{'19': 'away', '42': 'away'}",spain,la liga,Elche,Valencia,2022-2023
2023-02-04,15:15,3:1,"{'3': 'home', '22': 'away', '45': 'home', '52': 'home'}",spain,la liga,Elche,Villarreal,2022-2023
2023-04-08,15:15,1:2,"{'22': 'away', '75': 'away', '90': 'home'}",spain,la liga,Espanol,Ath Bilbao,2022-2023
2023-05-24,21:00,3:3,"{'21': 'away', '44': 'away', '46': 'away', '64': 'home', '76': 'home', '79': 'home'}",spain,la liga,Espanol,Ath Madrid,2022-2023
2023-02-04,13:00,1:1,"{'45': 'away', '59': 'home'}",spain,la liga,Espanol,Osasuna,2022-2023
2023-04-21,20:00,0:0,,spain,la liga,Espanol,Cadiz,2022-2023
2023-03-18,17:30,1:3,"{'26': 'away', '45': 'away', '82': 'away', '86': 'home'}",spain,la liga,Espanol,Celta,2022-2023
2022-10-23,13:00,2:2,"{'11': 'away', '24': 'home', '67': 'home', '82': 'away'}",spain,la liga,Espanol,Elche,2022-2023
2023-05-14,20:00,2:4,"{'11': 'away', '20': 'away', '40': 'away', '53': 'away', '73': 'home', '90': 'home'}",spain,la liga,Espanol,Barcelona,2022-2023
2023-04-30,17:30,1:0,{'38': 'home'},spain,la liga,Espanol,Getafe,2022-2023
2023-01-07,20:00,2:2,"{'32': 'away', '51': 'home', '76': 'home', '85': 'away'}",spain,la liga,Espanol,Girona,2022-2023
2022-08-19,19:00,0:2,"{'40': 'away', '59': 'away'}",spain,la liga,Espanol,Vallecano,2022-2023
2023-02-25,13:00,2:1,"{'22': 'home', '41': 'away', '51': 'home'}",spain,la liga,Espanol,Mallorca,2022-2023
2023-01-21,15:15,1:0,{'43': 'home'},spain,la liga,Espanol,Betis,2022-2023
2022-08-28,21:00,1:3,"{'12': 'away', '43': 'home', '88': 'away', '90': 'away'}",spain,la liga,Espanol,Real Madrid,2022-2023
2023-02-13,20:00,2:3,"{'23': 'away', '51': 'away', '63': 'away', '74': 'home', '87': 'home'}",spain,la liga,Espanol,Sociedad,2022-2023
2022-10-16,17:30,1:0,{'78': 'home'},spain,la liga,Espanol,Valladolid,2022-2023
2022-09-10,15:15,2:3,"{'1': 'away', '26': 'away', '45': 'home', '62': 'home'}",spain,la liga,Espanol,Sevilla,2022-2023
2023-06-04,20:00,3:3,"{'10': 'away', '13': 'home', '49': 'home', '58': 'away', '73': 'home', '87': 'away'}",spain,la liga,Espanol,Almeria,2022-2023
2022-10-02,13:00,2:2,"{'53': 'away', '56': 'home', '83': 'home', '90': 'away'}",spain,la liga,Espanol,Valencia,2022-2023
2022-11-09,19:00,0:1,{'64': 'away'},spain,la liga,Espanol,Villarreal,2022-2023
2022-10-23,20:00,4:0,"{'12': 'home', '18': 'home', '22': 'home', '73': 'home'}",spain,la liga,Barcelona,Ath Bilbao,2022-2023
2023-04-23,15:15,1:0,{'44': 'home'},spain,la liga,Barcelona,Ath Madrid,2022-2023
2023-05-02,18:30,1:0,{'85': 'home'},spain,la liga,Barcelona,Osasuna,2022-2023
2023-02-19,20:00,2:0,"{'43': 'home', '45': 'home'}",spain,la liga,Barcelona,Cadiz,2022-2023
2022-10-09,20:00,1:0,{'17': 'home'},spain,la liga,Barcelona,Celta,2022-2023
2022-09-17,15:15,3:0,"{'34': 'home', '41': 'home', '48': 'home'}",spain,la liga,Barcelona,Elche,2022-2023
2022-12-31,13:00,1:1,"{'7': 'home', '73': 'away'}",spain,la liga,Barcelona,Espanol,2022-2023
2023-01-22,17:30,1:0,{'35': 'home'},spain,la liga,Barcelona,Getafe,2022-2023
2023-04-10,20:00,0:0,,spain,la liga,Barcelona,Girona,2022-2023
2022-08-13,20:00,0:0,,spain,la liga,Barcelona,Vallecano,2022-2023
2023-05-28,18:00,3:0,{None: 'home'},spain,la liga,Barcelona,Mallorca,2022-2023
2023-04-29,20:00,4:0,"{'14': 'home', '36': 'home', '39': 'home', '82': 'home'}",spain,la liga,Barcelona,Betis,2022-2023
2023-03-19,20:00,2:1,"{'9': 'away', '45': 'home', '90': 'home'}",spain,la liga,Barcelona,Real Madrid,2022-2023
2023-05-20,20:00,1:2,"{'5': 'away', '71': 'away', '90': 'home'}",spain,la liga,Barcelona,Sociedad,2022-2023
2022-08-28,18:30,4:0,"{'24': 'home', '43': 'home', '64': 'home', '90': 'home'}",spain,la liga,Barcelona,Valladolid,2022-2023
2023-02-05,20:00,3:0,"{'58': 'home', '70': 'home', '79': 'home'}",spain,la liga,Barcelona,Sevilla,2022-2023
2022-11-05,20:00,2:0,"{'48': 'home', '62': 'home'}",spain,la liga,Barcelona,Almeria,2022-2023
2023-03-05,15:15,1:0,{'16': 'home'},spain,la liga,Barcelona,Valencia,2022-2023
2022-10-20,20:00,3:0,"{'31': 'home', '35': 'home', '38': 'home'}",spain,la liga,Barcelona,Villarreal,2022-2023
2022-10-18,19:00,2:2,"{'2': 'away', '27': 'home', '62': 'away', '76': 'home'}",spain,la liga,Getafe,Ath Bilbao,2022-2023
2022-08-15,18:30,0:3,"{'15': 'away', '59': 'away', '75': 'away'}",spain,la liga,Getafe,Ath Madrid,2022-2023
2023-05-28,18:00,2:1,"{'2': 'away', '39': 'home', '90': 'home'}",spain,la liga,Getafe,Osasuna,2022-2023
2022-11-05,13:00,0:0,,spain,la liga,Getafe,Cadiz,2022-2023
2023-05-03,21:00,1:0,{'3': 'home'},spain,la liga,Getafe,Celta,2022-2023
2023-05-20,17:30,1:1,"{'8': 'home', '45': 'away'}",spain,la liga,Getafe,Elche,2022-2023
2023-01-15,13:00,1:2,"{'6': 'away', '7': 'home', '62': 'away'}",spain,la liga,Getafe,Espanol,2022-2023
2023-04-16,15:15,0:0,,spain,la liga,Getafe,Barcelona,2022-2023
2023-03-04,13:00,3:2,"{'2': 'home', '14': 'home', '43': 'home', '54': 'away', '80': 'away'}",spain,la liga,Getafe,Girona,2022-2023
2023-02-12,13:00,1:1,"{'38': 'away', '77': 'home'}",spain,la liga,Getafe,Vallecano,2022-2023
2022-12-30,16:00,2:0,"{'51': 'home', '78': 'home'}",spain,la liga,Getafe,Mallorca,2022-2023
2023-01-28,20:00,0:1,{'86': 'away'},spain,la liga,Getafe,Betis,2022-2023
2022-10-08,20:00,0:1,{'3': 'away'},spain,la liga,Getafe,Real Madrid,2022-2023
2022-09-11,17:30,2:1,"{'45': 'home', '48': 'home', '50': 'away'}",spain,la liga,Getafe,Sociedad,2022-2023
2022-10-01,15:15,2:3,"{'20': 'away', '29': 'home', '31': 'home', '37': 'away', '48': 'away'}",spain,la liga,Getafe,Valladolid,2022-2023
2023-03-19,17:30,2:0,"{None: 'home', '90': 'home'}",spain,la liga,Getafe,Sevilla,2022-2023
2023-04-26,18:30,1:2,"{'7': 'away', '58': 'away', '71': 'home'}",spain,la liga,Getafe,Almeria,2022-2023
2023-02-20,20:00,1:0,{'82': 'home'},spain,la liga,Getafe,Valencia,2022-2023
2022-08-28,16:30,0:0,,spain,la liga,Getafe,Villarreal,2022-2023
2022-11-04,20:00,2:1,"{'67': 'home', '75': 'home', '78': 'away'}",spain,la liga,Girona,Ath Bilbao,2022-2023
2023-03-13,20:00,0:1,{'90': 'away'},spain,la liga,Girona,Ath Madrid,2022-2023
2022-10-23,17:30,1:1,"{'37': 'away', '45': 'home'}",spain,la liga,Girona,Osasuna,2022-2023
2022-10-15,13:00,1:1,"{'46': 'away', '90': 'home'}",spain,la liga,Girona,Cadiz,2022-2023
2022-08-26,19:00,0:1,{'49': 'away'},spain,la liga,Girona,Celta,2022-2023
2023-04-16,13:00,2:0,"{'45': 'home', '70': 'home'}",spain,la liga,Girona,Elche,2022-2023
2023-04-01,13:00,2:1,"{None: 'away', '88': 'home'}",spain,la liga,Girona,Espanol,2022-2023
2023-01-28,15:15,0:1,{'61': 'away'},spain,la liga,Girona,Barcelona,2022-2023
2022-08-22,21:00,3:1,"{'42': 'home', '47': 'home', '64': 'home', '73': 'away'}",spain,la liga,Girona,Getafe,2022-2023
2022-12-29,16:00,2:2,"{'2': 'away', '34': 'home', '62': 'away', '75': 'home'}",spain,la liga,Girona,Vallecano,2022-2023
2023-05-04,18:30,2:1,"{'45': 'home', '80': 'away', '84': 'home'}",spain,la liga,Girona,Mallorca,2022-2023
2023-05-28,18:00,1:2,"{'36': 'home', '47': 'away', '77': 'away'}",spain,la liga,Girona,Betis,2022-2023
2023-04-25,18:30,4:2,"{'12': 'home', '24': 'home', '34': 'away', '46': 'home', '62': 'home', '85': 'away'}",spain,la liga,Girona,Real Madrid,2022-2023
2022-10-02,17:30,3:5,"{'8': 'away', '23': 'home', '27': 'home', '42': 'away', '48': 'home', '66': 'away', '71': 'away', '85': 'away'}",spain,la liga,Girona,Sociedad,2022-2023
2022-09-09,20:00,2:1,"{'21': 'home', '38': 'away', '88': 'home'}",spain,la liga,Girona,Valladolid,2022-2023
2023-01-14,15:15,2:1,"{'13': 'away', '46': 'home', '88': 'home'}",spain,la liga,Girona,Sevilla,2022-2023
2023-02-17,20:00,6:2,"{'8': 'home', '34': 'home', '36': 'home', '43': 'home', '66': 'away', '77': 'home', '79': 'home', '81': 'away'}",spain,la liga,Girona,Almeria,2022-2023
2023-02-05,15:15,1:0,{'64': 'home'},spain,la liga,Girona,Valencia,2022-2023
2023-05-20,13:00,1:2,"{'9': 'away', '24': 'home', '90': 'away'}",spain,la liga,Girona,Villarreal,2022-2023
2023-03-05,17:30,0:0,,spain,la liga,Vallecano,Ath Bilbao,2022-2023
2023-04-09,20:00,1:2,"{'22': 'away', '24': 'away', '85': 'home'}",spain,la liga,Vallecano,Ath Madrid,2022-2023
2023-04-14,20:00,2:1,"{'40': 'home', '43': 'home', '66': 'away'}",spain,la liga,Vallecano,Osasuna,2022-2023
2022-10-22,13:00,5:1,"{'44': 'home', '45': 'home', '63': 'home', '79': 'home', '82': 'away', '89': 'home'}",spain,la liga,Vallecano,Cadiz,2022-2023
2022-11-10,18:00,0:0,,spain,la liga,Vallecano,Celta,2022-2023
2022-10-03,20:00,2:1,"{'32': 'away', None: 'home', '90': 'home'}",spain,la liga,Vallecano,Elche,2022-2023
2023-05-21,13:00,1:2,"{'23': 'away', '42': 'home', '59': 'away'}",spain,la liga,Vallecano,Espanol,2022-2023
2023-04-26,21:00,2:1,"{'19': 'home', '53': 'home', '83': 'away'}",spain,la liga,Vallecano,Barcelona,2022-2023
2022-10-14,20:00,0:0,,spain,la liga,Vallecano,Getafe,2022-2023
2023-03-18,15:15,2:2,"{'23': 'home', '29': 'away', None: 'away'}",spain,la liga,Vallecano,Girona,2022-2023
2022-08-27,18:30,0:2,"{'13': 'away', '64': 'away'}",spain,la liga,Vallecano,Mallorca,2022-2023
2023-01-08,15:15,1:2,"{'7': 'away', '20': 'home', '40': 'away'}",spain,la liga,Vallecano,Betis,2022-2023
2022-11-07,20:00,3:2,"{'5': 'home', '37': 'away', '41': 'away', '44': 'home', '67': 'home'}",spain,la liga,Vallecano,Real Madrid,2022-2023
2023-01-21,13:00,0:2,{None: 'away'},spain,la liga,Vallecano,Sociedad,2022-2023
2023-05-04,21:00,2:1,"{'48': 'home', '80': 'home', '84': 'away'}",spain,la liga,Vallecano,Valladolid,2022-2023
2023-02-19,15:15,1:1,"{'29': 'away', '65': 'home'}",spain,la liga,Vallecano,Sevilla,2022-2023
2023-02-06,20:00,2:0,"{'54': 'home', '63': 'home'}",spain,la liga,Vallecano,Almeria,2022-2023
2022-09-10,13:00,2:1,"{'5': 'home', '52': 'home', '90': 'away'}",spain,la liga,Vallecano,Valencia,2022-2023
2023-05-28,18:00,2:1,"{'56': 'home', '63': 'home', '83': 'away'}",spain,la liga,Vallecano,Villarreal,2022-2023
2023-05-01,18:00,1:1,"{'58': 'home', '90': 'away'}",spain,la liga,Mallorca,Ath Bilbao,2022-2023
2022-11-09,20:30,1:0,{'16': 'home'},spain,la liga,Mallorca,Ath Madrid,2022-2023
2023-03-31,20:00,0:0,,spain,la liga,Mallorca,Osasuna,2022-2023
2023-05-12,20:00,1:0,{'16': 'home'},spain,la liga,Mallorca,Cadiz,2022-2023
2023-01-20,20:00,1:0,{'59': 'home'},spain,la liga,Mallorca,Celta,2022-2023
2023-03-04,17:30,0:1,{'88': 'away'},spain,la liga,Mallorca,Elche,2022-2023
2022-10-28,20:00,1:1,"{'48': 'home', '70': 'away'}",spain,la liga,Mallorca,Espanol,2022-2023
2022-10-01,20:00,0:1,{'20': 'away'},spain,la liga,Mallorca,Barcelona,2022-2023
2023-04-23,17:30,3:1,"{'23': 'away', '56': 'home', '64': 'home', '90': 'home'}",spain,la liga,Mallorca,Getafe,2022-2023
2022-09-03,13:00,1:1,"{'87': 'home', '90': 'away'}",spain,la liga,Mallorca,Girona,2022-2023
2023-06-04,17:30,3:0,"{'51': 'home', '71': 'home', '90': 'home'}",spain,la liga,Mallorca,Vallecano,2022-2023
2022-08-20,18:30,1:2,"{'9': 'away', '56': 'home', '73': 'away'}",spain,la liga,Mallorca,Betis,2022-2023
2023-02-05,13:00,1:0,{'13': 'home'},spain,la liga,Mallorca,Real Madrid,2022-2023
2023-03-12,13:00,1:1,"{'3': 'away', '50': 'home'}",spain,la liga,Mallorca,Sociedad,2022-2023
2023-01-07,17:30,1:0,{'90': 'home'},spain,la liga,Mallorca,Valladolid,2022-2023
2022-10-15,17:30,0:1,{'53': 'away'},spain,la liga,Mallorca,Sevilla,2022-2023
2022-09-17,13:00,1:0,{'25': 'home'},spain,la liga,Mallorca,Almeria,2022-2023
2023-05-25,18:30,1:0,{'64': 'home'},spain,la liga,Mallorca,Valencia,2022-2023
2023-02-18,17:30,4:2,"{'20': 'home', '43': 'away', '45': 'home', '50': 'away', '56': 'home', '63': 'home'}",spain,la liga,Mallorca,Villarreal,2022-2023
2022-12-29,18:15,0:0,,spain,la liga,Betis,Ath Bilbao,2022-2023
2022-10-23,15:15,1:2,"{'54': 'away', '71': 'away', '84': 'home'}",spain,la liga,Betis,Ath Madrid,2022-2023
2022-08-26,21:00,1:0,{'34': 'home'},spain,la liga,Betis,Osasuna,2022-2023
2023-04-09,15:15,0:2,"{'53': 'away', '59': 'away'}",spain,la liga,Betis,Cadiz,2022-2023
2023-02-04,20:00,3:4,"{'6': 'away', '9': 'home', '23': 'home', '42': 'away', '56': 'away', '69': 'away', '84': 'home'}",spain,la liga,Betis,Celta,2022-2023
