date,time,final_score,goals,country,league,home,away,season
2022-08-15,20:30,3:0,"{None: 'home', '39': 'home', '60': 'home'}",spain,la liga,Betis,Elche,2022-2023
2023-04-15,17:30,3:1,"{'27': 'home', '34': 'home', '48': 'away', '69': 'home'}",spain,la liga,Betis,Espanol,2022-2023
2023-02-01,20:00,1:2,"{'65': 'away', '80': 'away', '85': 'home'}",spain,la liga,Betis,Barcelona,2022-2023
2023-05-24,21:00,0:1,{'68': 'away'},spain,la liga,Betis,Getafe,2022-2023
2022-09-18,17:30,2:1,"{'7': 'away', '15': 'home', '71': 'home'}",spain,la liga,Betis,Girona,2022-2023
2023-05-15,20:00,3:1,"{'5': 'home', '44': 'home', '52': 'away', '90': 'home'}",spain,la liga,Betis,Vallecano,2022-2023
2023-03-19,13:00,1:0,{None: 'home'},spain,la liga,Betis,Mallorca,2022-2023
2023-03-05,20:00,0:0,,spain,la liga,Betis,Real Madrid,2022-2023
2023-04-25,21:00,0:0,,spain,la liga,Betis,Sociedad,2022-2023
2023-02-18,15:15,2:1,"{'2': 'home', '30': 'away', '45': 'home'}",spain,la liga,Betis,Valladolid,2022-2023
2022-11-06,20:00,1:1,"{'43': 'home', '81': 'away'}",spain,la liga,Betis,Sevilla,2022-2023
2022-10-16,20:00,3:1,"{'23': 'home', '52': 'away', '66': 'home', '71': 'home'}",spain,la liga,Betis,Almeria,2022-2023
2023-06-04,20:00,1:1,"{'1': 'home', '71': 'away'}",spain,la liga,Betis,Valencia,2022-2023
2022-09-11,20:00,1:0,{'61': 'home'},spain,la liga,Betis,Villarreal,2022-2023
2023-06-04,17:30,1:1,"{'49': 'away', '72': 'home'}",spain,la liga,Real Madrid,Ath Bilbao,2022-2023
2023-02-25,17:30,1:1,"{'78': 'away', '85': 'home'}",spain,la liga,Real Madrid,Ath Madrid,2022-2023
2022-10-02,20:00,1:1,"{'42': 'home', '50': 'away'}",spain,la liga,Real Madrid,Osasuna,2022-2023
2022-11-10,20:30,2:1,"{'40': 'home', '70': 'home', '82': 'away'}",spain,la liga,Real Madrid,Cadiz,2022-2023
2023-04-22,20:00,2:0,"{'42': 'home', '48': 'home'}",spain,la liga,Real Madrid,Celta,2022-2023
2023-02-15,20:00,4:0,"{'8': 'home', '31': 'home', '45': 'home', '80': 'home'}",spain,la liga,Real Madrid,Elche,2022-2023
2023-03-11,13:00,3:1,"{'8': 'away', '22': 'home', '39': 'home', '90': 'home'}",spain,la liga,Real Madrid,Espanol,2022-2023
2022-10-16,15:15,3:1,"{'12': 'home', '35': 'home', '83': 'away', '90': 'home'}",spain,la liga,Real Madrid,Barcelona,2022-2023
2023-05-13,20:00,1:0,{'70': 'home'},spain,la liga,Real Madrid,Getafe,2022-2023
2022-10-30,15:15,1:1,"{'70': 'home', '80': 'away'}",spain,la liga,Real Madrid,Girona,2022-2023
2023-05-24,18:30,2:1,"{'31': 'home', '84': 'away', '89': 'home'}",spain,la liga,Real Madrid,Vallecano,2022-2023
2022-09-11,13:00,4:1,"{'36': 'away', '45': 'home', '72': 'home', '89': 'home', '90': 'home'}",spain,la liga,Real Madrid,Mallorca,2022-2023
2022-09-03,15:15,2:1,"{'9': 'home', '17': 'away', '65': 'home'}",spain,la liga,Real Madrid,Betis,2022-2023
2023-01-29,20:00,0:0,,spain,la liga,Real Madrid,Sociedad,2022-2023
2023-04-02,15:15,6:0,"{'22': 'home', '29': 'home', '32': 'home', '36': 'home', '73': 'home', '90': 'home'}",spain,la liga,Real Madrid,Valladolid,2022-2023
2022-10-22,20:00,3:1,"{'5': 'home', '54': 'away', '79': 'home', '81': 'home'}",spain,la liga,Real Madrid,Sevilla,2022-2023
2023-04-29,17:30,4:2,"{'5': 'home', '17': 'home', '42': 'home', '45': 'away', '47': 'home', '61': 'away'}",spain,la liga,Real Madrid,Almeria,2022-2023
2023-02-02,20:00,2:0,"{'52': 'home', '54': 'home'}",spain,la liga,Real Madrid,Valencia,2022-2023
2023-04-08,20:00,2:3,"{'16': 'home', '39': 'away', '48': 'home', '70': 'away', '80': 'away'}",spain,la liga,Real Madrid,Villarreal,2022-2023
2023-01-14,20:00,3:1,"{'25': 'home', '37': 'home', '40': 'away', '62': 'home'}",spain,la liga,Sociedad,Ath Bilbao,2022-2023
2022-09-03,17:30,1:1,"{'5': 'away', '55': 'home'}",spain,la liga,Sociedad,Ath Madrid,2022-2023
2022-12-31,15:15,2:0,"{'22': 'home', '64': 'home'}",spain,la liga,Sociedad,Osasuna,2022-2023
2023-03-03,20:00,0:0,,spain,la liga,Sociedad,Cadiz,2022-2023
2023-02-18,13:00,1:1,"{'5': 'home', '90': 'away'}",spain,la liga,Sociedad,Celta,2022-2023
2023-03-19,15:15,2:0,{None: 'home'},spain,la liga,Sociedad,Elche,2022-2023
2022-09-18,17:30,2:1,"{'17': 'home', '19': 'away', '29': 'home'}",spain,la liga,Sociedad,Espanol,2022-2023
2022-08-21,21:00,1:4,"{'1': 'away', '6': 'home', '66': 'away', '69': 'away', '79': 'away'}",spain,la liga,Sociedad,Barcelona,2022-2023
2023-04-08,17:30,2:0,"{'45': 'home', '60': 'home'}",spain,la liga,Sociedad,Getafe,2022-2023
2023-05-13,13:00,2:2,"{'5': 'home', '24': 'home', '37': 'away', '45': 'away'}",spain,la liga,Sociedad,Girona,2022-2023
2023-04-22,17:30,2:1,"{'57': 'away', '59': 'home', '81': 'home'}",spain,la liga,Sociedad,Vallecano,2022-2023
2022-10-19,19:00,1:0,{'4': 'home'},spain,la liga,Sociedad,Mallorca,2022-2023
2022-10-30,20:00,0:2,"{'86': 'away', '90': 'away'}",spain,la liga,Sociedad,Betis,2022-2023
2023-05-02,21:00,2:0,"{'47': 'home', '85': 'home'}",spain,la liga,Sociedad,Real Madrid,2022-2023
2023-02-05,17:30,0:1,{'73': 'away'},spain,la liga,Sociedad,Valladolid,2022-2023
2023-06-04,17:30,2:1,"{'28': 'home', '73': 'home', '77': 'away'}",spain,la liga,Sociedad,Sevilla,2022-2023
2023-05-23,18:30,1:0,{'45': 'home'},spain,la liga,Sociedad,Almeria,2022-2023
2022-11-06,15:15,1:1,"{'10': 'home', '25': 'away'}",spain,la liga,Sociedad,Valencia,2022-2023
2022-10-09,17:30,1:0,{'33': 'home'},spain,la liga,Sociedad,Villarreal,2022-2023
2023-03-17,20:00,1:3,"{'30': 'away', '57': 'away', '74': 'home', '78': 'away'}",spain,la liga,Valladolid,Ath Bilbao,2022-2023
2023-04-30,20:00,2:5,"{'20': 'away', '24': 'away', '38': 'away', '42': 'home', '74': 'home', '86': 'away', '90': 'away'}",spain,la liga,Valladolid,Ath Madrid,2022-2023
2023-02-12,17:30,0:0,,spain,la liga,Valladolid,Osasuna,2022-2023
2022-09-16,20:00,0:1,{'90': 'away'},spain,la liga,Valladolid,Cadiz,2022-2023
2022-10-19,18:00,4:1,"{'32': 'home', '43': 'away', '62': 'home', '74': 'home', '79': 'home'}",spain,la liga,Valladolid,Celta,2022-2023
2022-11-05,15:15,2:1,"{'40': 'home', '46': 'home', '63': 'away'}",spain,la liga,Valladolid,Elche,2022-2023
2023-03-05,13:00,2:1,{None: 'away'},spain,la liga,Valladolid,Espanol,2022-2023
2023-05-23,21:00,3:1,"{'2': 'home', '22': 'home', '73': 'home', '84': 'away'}",spain,la liga,Valladolid,Barcelona,2022-2023
2023-06-04,20:00,0:0,,spain,la liga,Valladolid,Getafe,2022-2023
2023-04-22,17:30,1:0,{'24': 'home'},spain,la liga,Valladolid,Girona,2022-2023
2023-01-14,13:00,0:1,{None: 'away'},spain,la liga,Valladolid,Vallecano,2022-2023
2023-04-09,13:00,3:3,"{'33': 'home', '53': 'away', '58': 'away', '68': 'home', '86': 'home', '90': 'away'}",spain,la liga,Valladolid,Mallorca,2022-2023
2022-10-09,13:00,0:0,,spain,la liga,Valladolid,Betis,2022-2023
2022-12-30,20:30,0:2,"{'83': 'away', '89': 'away'}",spain,la liga,Valladolid,Real Madrid,2022-2023
2022-10-22,15:15,1:0,{'16': 'home'},spain,la liga,Valladolid,Sociedad,2022-2023
2023-05-14,17:30,0:3,"{None: 'away', '78': 'away', '90': 'away'}",spain,la liga,Valladolid,Sevilla,2022-2023
2022-09-05,20:00,1:0,{'90': 'home'},spain,la liga,Valladolid,Almeria,2022-2023
2023-01-29,13:00,1:0,{'90': 'home'},spain,la liga,Valladolid,Valencia,2022-2023
2022-08-13,18:00,0:3,{None: 'away'},spain,la liga,Valladolid,Villarreal,2022-2023
2022-10-08,17:30,1:1,"{'4': 'home', '73': 'away'}",spain,la liga,Sevilla,Ath Bilbao,2022-2023
2022-10-01,17:30,0:2,"{'29': 'away', '57': 'away'}",spain,la liga,Sevilla,Ath Madrid,2022-2023
2023-02-26,20:00,2:3,"{'18': 'away', '63': 'home', '67': 'away', '78': 'home', '85': 'away'}",spain,la liga,Sevilla,Osasuna,2022-2023
2023-01-21,20:00,1:0,{'89': 'home'},spain,la liga,Sevilla,Cadiz,2022-2023
2023-04-07,20:00,2:2,"{'43': 'home', '81': 'home', '89': 'away', '90': 'away'}",spain,la liga,Sevilla,Celta,2022-2023
2023-01-28,17:30,3:0,"{'29': 'home', '43': 'home', '45': 'home'}",spain,la liga,Sevilla,Elche,2022-2023
2023-05-04,18:30,3:2,"{'22': 'home', '29': 'away', '43': 'away', '69': 'home', '88': 'home'}",spain,la liga,Sevilla,Espanol,2022-2023
2022-09-03,20:00,0:3,"{'21': 'away', '36': 'away', '50': 'away'}",spain,la liga,Sevilla,Barcelona,2022-2023
2023-01-08,17:30,2:1,"{'36': 'home', '80': 'home', '87': 'away'}",spain,la liga,Sevilla,Getafe,2022-2023
2023-05-01,20:00,0:2,"{'23': 'away', '55': 'away'}",spain,la liga,Sevilla,Girona,2022-2023
2022-10-29,17:30,0:1,{'61': 'away'},spain,la liga,Sevilla,Vallecano,2022-2023
2023-02-11,17:30,2:0,"{'28': 'home', '40': 'home'}",spain,la liga,Sevilla,Mallorca,2022-2023
2023-05-21,20:00,0:0,,spain,la liga,Sevilla,Betis,2022-2023
2023-05-27,18:00,1:2,"{'3': 'home', '29': 'away', '69': 'away'}",spain,la liga,Sevilla,Real Madrid,2022-2023
2022-11-09,18:00,1:2,"{'20': 'away', '36': 'away', '44': 'home'}",spain,la liga,Sevilla,Sociedad,2022-2023
2022-08-19,21:00,1:1,"{'80': 'away', '86': 'home'}",spain,la liga,Sevilla,Valladolid,2022-2023
2023-03-12,15:15,2:1,"{'2': 'away', '45': 'home', '73': 'home'}",spain,la liga,Sevilla,Almeria,2022-2023
2022-10-18,18:00,1:1,"{'6': 'away', '86': 'home'}",spain,la liga,Sevilla,Valencia,2022-2023
2023-04-23,20:00,2:1,"{'34': 'home', '55': 'away', '90': 'home'}",spain,la liga,Sevilla,Villarreal,2022-2023
2023-04-22,15:15,1:2,"{'9': 'away', '56': 'away', '90': 'home'}",spain,la liga,Almeria,Ath Bilbao,2022-2023
2023-01-15,15:15,1:1,"{'18': 'away', '37': 'home'}",spain,la liga,Almeria,Ath Madrid,2022-2023
2022-09-12,20:00,0:1,{'28': 'away'},spain,la liga,Almeria,Osasuna,2022-2023
2023-03-18,13:00,1:1,"{'49': 'away', '90': 'home'}",spain,la liga,Almeria,Cadiz,2022-2023
2022-10-29,13:00,3:1,"{'25': 'away', '52': 'home', '60': 'home', '90': 'home'}",spain,la liga,Almeria,Celta,2022-2023
2023-05-02,18:30,2:1,"{'22': 'home', '52': 'home', '90': 'away'}",spain,la liga,Almeria,Elche,2022-2023
2023-01-27,20:00,3:1,"{'21': 'home', '61': 'home', '77': 'home', '90': 'away'}",spain,la liga,Almeria,Espanol,2022-2023
2023-02-26,17:30,1:0,{'24': 'home'},spain,la liga,Almeria,Barcelona,2022-2023
2022-11-09,18:00,1:0,{'26': 'home'},spain,la liga,Almeria,Getafe,2022-2023
2022-10-20,18:00,3:2,"{'13': 'home', '17': 'home', '38': 'home', '47': 'away', '83': 'away'}",spain,la liga,Almeria,Girona,2022-2023
2022-10-08,13:00,3:1,"{'8': 'home', '17': 'home', '39': 'home', '81': 'away'}",spain,la liga,Almeria,Vallecano,2022-2023
2023-05-20,17:30,3:0,"{'12': 'home', '42': 'home', '58': 'home'}",spain,la liga,Almeria,Mallorca,2022-2023
2023-02-11,15:15,2:3,"{'6': 'away', '27': 'home', '42': 'away', '62': 'home', '70': 'away'}",spain,la liga,Almeria,Betis,2022-2023
2022-08-14,21:00,1:2,"{'6': 'home', '61': 'away', '75': 'away'}",spain,la liga,Almeria,Real Madrid,2022-2023
2023-01-08,13:00,0:2,"{'47': 'away', '53': 'away'}",spain,la liga,Almeria,Sociedad,2022-2023
2023-05-28,18:00,0:0,,spain,la liga,Almeria,Valladolid,2022-2023
2022-08-27,21:00,2:1,"{'30': 'away', '42': 'home', '55': 'home'}",spain,la liga,Almeria,Sevilla,2022-2023
2023-04-09,17:30,2:1,"{'49': 'home', '58': 'home', '61': 'away'}",spain,la liga,Almeria,Valencia,2022-2023
2023-03-04,15:15,0:2,"{'76': 'away', '88': 'away'}",spain,la liga,Almeria,Villarreal,2022-2023
2023-02-11,20:00,1:2,{None: 'away'},spain,la liga,Valencia,Ath Bilbao,2022-2023
2022-08-29,21:00,0:1,{'66': 'away'},spain,la liga,Valencia,Ath Madrid,2022-2023
2023-03-11,20:00,1:0,{'74': 'home'},spain,la liga,Valencia,Osasuna,2022-2023
2023-01-06,20:00,0:1,{'9': 'away'},spain,la liga,Valencia,Cadiz,2022-2023
2022-09-17,17:30,3:0,"{'37': 'home', '82': 'home', '90': 'home'}",spain,la liga,Valencia,Celta,2022-2023
2022-10-15,15:15,2:2,"{'29': 'away', '41': 'home', '45': 'home', '65': 'away'}",spain,la liga,Valencia,Elche,2022-2023
2023-05-28,18:00,2:2,"{'38': 'home', '40': 'away', '50': 'away', '90': 'home'}",spain,la liga,Valencia,Espanol,2022-2023
2022-10-29,20:00,0:1,{'90': 'away'},spain,la liga,Valencia,Barcelona,2022-2023
2022-09-04,20:00,5:1,"{'7': 'home', '14': 'home', '16': 'home', '65': 'home', '68': 'home', '78': 'away'}",spain,la liga,Valencia,Getafe,2022-2023
2022-08-14,18:30,1:0,{'45': 'home'},spain,la liga,Valencia,Girona,2022-2023
2023-04-03,20:00,1:1,"{'9': 'away', '82': 'home'}",spain,la liga,Valencia,Vallecano,2022-2023
2022-10-22,17:30,1:2,"{'52': 'home', '66': 'away', '83': 'away'}",spain,la liga,Valencia,Mallorca,2022-2023
2022-11-10,19:00,3:0,"{'63': 'home', '81': 'home', '90': 'home'}",spain,la liga,Valencia,Betis,2022-2023
2023-05-21,17:30,1:0,{'33': 'home'},spain,la liga,Valencia,Real Madrid,2022-2023
2023-02-25,20:00,1:0,{'40': 'home'},spain,la liga,Valencia,Sociedad,2022-2023
2023-04-27,18:30,2:1,"{'6': 'away', '60': 'home', '90': 'home'}",spain,la liga,Valencia,Valladolid,2022-2023
2023-04-16,20:00,0:2,"{'55': 'away', '75': 'away'}",spain,la liga,Valencia,Sevilla,2022-2023
2023-01-23,20:00,2:2,"{'48': 'home', '54': 'away', '65': 'home', '74': 'away'}",spain,la liga,Valencia,Almeria,2022-2023
2023-05-03,18:30,1:1,"{'62': 'away', '72': 'home'}",spain,la liga,Valencia,Villarreal,2022-2023
2023-05-13,17:30,5:1,"{'24': 'home', '37': 'home', '45': 'away', '50': 'home', '61': 'home', '90': 'home'}",spain,la liga,Villarreal,Ath Bilbao,2022-2023
2023-06-04,17:30,2:2,"{'9': 'home', '18': 'away', '56': 'away', '90': 'home'}",spain,la liga,Villarreal,Ath Madrid,2022-2023
2022-10-17,20:00,2:0,"{'42': 'home', '52': 'home'}",spain,la liga,Villarreal,Osasuna,2022-2023
2023-05-24,18:30,2:0,"{'20': 'home', '45': 'home'}",spain,la liga,Villarreal,Cadiz,2022-2023
2023-04-30,15:15,3:1,"{'2': 'home', '12': 'home', '29': 'away', '70': 'home'}",spain,la liga,Villarreal,Celta,2022-2023
2022-09-04,17:30,4:0,"{'26': 'home', '36': 'home', '89': 'home', '90': 'home'}",spain,la liga,Villarreal,Elche,2022-2023
2023-04-27,18:30,4:2,"{'45': 'away', '53': 'home', '63': 'home', '73': 'away', '80': 'home', '90': 'home'}",spain,la liga,Villarreal,Espanol,2022-2023
2023-02-12,20:00,0:1,{'18': 'away'},spain,la liga,Villarreal,Barcelona,2022-2023
2023-02-27,20:00,2:1,"{'9': 'away', '44': 'home', '52': 'home'}",spain,la liga,Villarreal,Getafe,2022-2023
2023-01-22,13:00,1:0,{'90': 'home'},spain,la liga,Villarreal,Girona,2022-2023
2023-01-30,20:00,0:1,{'70': 'away'},spain,la liga,Villarreal,Vallecano,2022-2023
2022-11-06,17:30,0:2,"{'32': 'away', '75': 'away'}",spain,la liga,Villarreal,Mallorca,2022-2023
2023-03-12,17:30,1:1,"{'38': 'away', '55': 'home'}",spain,la liga,Villarreal,Betis,2022-2023
2023-01-07,15:15,2:1,"{'47': 'home', '60': 'away', '63': 'home'}",spain,la liga,Villarreal,Real Madrid,2022-2023
2023-04-02,17:30,2:0,"{'77': 'home', '81': 'home'}",spain,la liga,Villarreal,Sociedad,2022-2023
2023-04-15,13:00,1:2,"{'2': 'away', '34': 'away', '74': 'home'}",spain,la liga,Villarreal,Valladolid,2022-2023
2022-09-18,15:15,1:1,"{'8': 'away', '51': 'home'}",spain,la liga,Villarreal,Sevilla,2022-2023
2022-10-23,17:30,2:1,"{'31': 'away', '56': 'home', '90': 'home'}",spain,la liga,Villarreal,Almeria,2022-2023
2022-12-31,15:15,2:1,"{'21': 'away', '45': 'home', '89': 'home'}",spain,la liga,Villarreal,Valencia,2022-2023
