league,date,home_team,away_team,bookie,market,bet,odds
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Betway,h2h,draw,3.6
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Betfair,h2h,away wins,2.52
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Betfair,h2h,home wins,2.96
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Betfair,h2h,draw,3.7
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Sky Bet,h2h,away wins,2.4
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Sky Bet,h2h,home wins,2.75
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Sky Bet,h2h,draw,3.6
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,William Hill,h2h,away wins,2.38
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,William Hill,h2h,home wins,2.7
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,William Hill,h2h,draw,3.6
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,LiveScore Bet,h2h,away wins,2.38
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,LiveScore Bet,h2h,home wins,2.7
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,LiveScore Bet,h2h,draw,3.5
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Virgin Bet,h2h,away wins,2.38
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Virgin Bet,h2h,home wins,2.7
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Virgin Bet,h2h,draw,3.5
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Ladbrokes,h2h,away wins,2.4
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Ladbrokes,h2h,home wins,2.75
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Ladbrokes,h2h,draw,3.5
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Coral,h2h,away wins,2.45
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Coral,h2h,home wins,2.8
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Coral,h2h,draw,3.5
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Bet Victor,h2h,away wins,2.4
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Bet Victor,h2h,home wins,2.7
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Bet Victor,h2h,draw,3.4
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Grosvenor,h2h,away wins,2.4
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Grosvenor,h2h,home wins,2.75
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Grosvenor,h2h,draw,3.45
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Mr Green,h2h,away wins,2.48
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Mr Green,h2h,home wins,2.8
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Mr Green,h2h,draw,3.55
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Casumo,h2h,away wins,2.48
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Casumo,h2h,home wins,2.8
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Casumo,h2h,draw,3.55
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Unibet,h2h,away wins,2.45
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Unibet,h2h,home wins,2.8
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Unibet,h2h,draw,3.55
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,LeoVegas,h2h,away wins,2.45
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,LeoVegas,h2h,home wins,2.75
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,LeoVegas,h2h,draw,3.5
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,BoyleSports,h2h,away wins,2.38
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,BoyleSports,h2h,home wins,2.75
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,BoyleSports,h2h,draw,3.5
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Matchbook,h2h,away wins,2.54
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Matchbook,h2h,home wins,2.96
EPL,2024-01-14T14:00:00Z,Everton,Aston Villa,Matchbook,h2h,draw,3.7
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Paddy Power,h2h,home wins,2.15
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Paddy Power,h2h,away wins,2.9
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Paddy Power,h2h,draw,3.8
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Betfair,h2h,home wins,2.3
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Betfair,h2h,away wins,3.1
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Betfair,h2h,draw,4.0
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Betway,h2h,home wins,2.15
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Betway,h2h,away wins,3.0
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Betway,h2h,draw,3.8
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,888sport,h2h,home wins,2.15
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,888sport,h2h,away wins,3.0
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,888sport,h2h,draw,3.8
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Sky Bet,h2h,home wins,2.15
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Sky Bet,h2h,away wins,3.0
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Sky Bet,h2h,draw,3.8
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,William Hill,h2h,home wins,2.1
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,William Hill,h2h,away wins,2.9
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,William Hill,h2h,draw,3.9
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,LiveScore Bet,h2h,home wins,2.15
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,LiveScore Bet,h2h,away wins,2.9
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,LiveScore Bet,h2h,draw,3.8
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Virgin Bet,h2h,home wins,2.15
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Virgin Bet,h2h,away wins,2.9
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Virgin Bet,h2h,draw,3.8
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Ladbrokes,h2h,home wins,2.15
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Ladbrokes,h2h,away wins,3.0
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Ladbrokes,h2h,draw,3.7
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Coral,h2h,home wins,2.15
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Coral,h2h,away wins,3.0
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Coral,h2h,draw,3.75
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Bet Victor,h2h,home wins,2.15
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Bet Victor,h2h,away wins,2.9
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Bet Victor,h2h,draw,3.7
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,LeoVegas,h2h,home wins,2.17
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,LeoVegas,h2h,away wins,2.95
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,LeoVegas,h2h,draw,3.9
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Grosvenor,h2h,home wins,2.14
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Grosvenor,h2h,away wins,2.95
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Grosvenor,h2h,draw,3.85
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Mr Green,h2h,home wins,2.18
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Mr Green,h2h,away wins,3.0
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Mr Green,h2h,draw,3.95
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Casumo,h2h,home wins,2.2
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Casumo,h2h,away wins,3.0
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Casumo,h2h,draw,3.95
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Unibet,h2h,home wins,2.17
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Unibet,h2h,away wins,3.0
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Unibet,h2h,draw,3.9
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,BoyleSports,h2h,home wins,2.1
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,BoyleSports,h2h,away wins,2.9
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,BoyleSports,h2h,draw,3.8
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Matchbook,h2h,home wins,2.3
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Matchbook,h2h,away wins,3.1
EPL,2024-01-14T16:30:00Z,Manchester United,Tottenham Hotspur,Matchbook,h2h,draw,4.0
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Betway,h2h,home wins,1.33
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Betway,h2h,away wins,8.5
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Betway,h2h,draw,4.75
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Paddy Power,h2h,home wins,1.29
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Paddy Power,h2h,away wins,9.5
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Paddy Power,h2h,draw,5.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,888sport,h2h,home wins,1.3
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,888sport,h2h,away wins,9.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,888sport,h2h,draw,4.75
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Betfair,h2h,home wins,1.35
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Betfair,h2h,away wins,10.5
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Betfair,h2h,draw,5.7
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,William Hill,h2h,home wins,1.3
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,William Hill,h2h,away wins,9.5
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,William Hill,h2h,draw,5.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Sky Bet,h2h,home wins,1.3
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Sky Bet,h2h,away wins,10.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Sky Bet,h2h,draw,5.25
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,LiveScore Bet,h2h,home wins,1.29
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,LiveScore Bet,h2h,away wins,8.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,LiveScore Bet,h2h,draw,5.25
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Virgin Bet,h2h,home wins,1.29
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Virgin Bet,h2h,away wins,8.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Virgin Bet,h2h,draw,5.25
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Ladbrokes,h2h,home wins,1.33
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Ladbrokes,h2h,away wins,10.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Ladbrokes,h2h,draw,4.8
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Coral,h2h,home wins,1.33
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Coral,h2h,away wins,10.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Coral,h2h,draw,4.8
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Bet Victor,h2h,home wins,1.3
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Bet Victor,h2h,away wins,10.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Bet Victor,h2h,draw,4.8
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Grosvenor,h2h,home wins,1.27
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Grosvenor,h2h,away wins,10.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Grosvenor,h2h,draw,5.5
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Mr Green,h2h,home wins,1.3
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Mr Green,h2h,away wins,10.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Mr Green,h2h,draw,5.6
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Casumo,h2h,home wins,1.3
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Casumo,h2h,away wins,10.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Casumo,h2h,draw,5.6
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Unibet,h2h,home wins,1.29
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Unibet,h2h,away wins,10.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,Unibet,h2h,draw,5.6
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,LeoVegas,h2h,home wins,1.29
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,LeoVegas,h2h,away wins,10.0
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,LeoVegas,h2h,draw,5.5
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,BoyleSports,h2h,home wins,1.29
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,BoyleSports,h2h,away wins,9.5
EPL,2024-01-20T12:30:00Z,Arsenal,Crystal Palace,BoyleSports,h2h,draw,5.0
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Paddy Power,h2h,home wins,1.95
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Paddy Power,h2h,away wins,3.6
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Paddy Power,h2h,draw,3.5
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Betway,h2h,home wins,1.95
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Betway,h2h,away wins,3.5
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Betway,h2h,draw,3.5
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,888sport,h2h,home wins,1.95
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,888sport,h2h,away wins,3.45
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,888sport,h2h,draw,3.38
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Sky Bet,h2h,home wins,1.95
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Sky Bet,h2h,away wins,3.75
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Sky Bet,h2h,draw,3.6
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Betfair,h2h,home wins,2.04
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Betfair,h2h,away wins,3.9
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Betfair,h2h,draw,3.75
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,William Hill,h2h,home wins,1.91
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,William Hill,h2h,away wins,3.6
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,William Hill,h2h,draw,3.6
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,LiveScore Bet,h2h,home wins,1.95
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,LiveScore Bet,h2h,away wins,3.4
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,LiveScore Bet,h2h,draw,3.5
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Virgin Bet,h2h,home wins,1.95
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Virgin Bet,h2h,away wins,3.4
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Virgin Bet,h2h,draw,3.5
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Ladbrokes,h2h,home wins,2.0
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Ladbrokes,h2h,away wins,3.6
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Ladbrokes,h2h,draw,3.4
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Coral,h2h,home wins,2.0
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Coral,h2h,away wins,3.7
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Coral,h2h,draw,3.4
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Bet Victor,h2h,home wins,1.95
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Bet Victor,h2h,away wins,3.7
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Bet Victor,h2h,draw,3.4
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Casumo,h2h,home wins,2.0
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Casumo,h2h,away wins,3.75
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Casumo,h2h,draw,3.65
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Mr Green,h2h,home wins,1.97
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Mr Green,h2h,away wins,3.75
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Mr Green,h2h,draw,3.65
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,LeoVegas,h2h,home wins,1.95
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,LeoVegas,h2h,away wins,3.7
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,LeoVegas,h2h,draw,3.6
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Grosvenor,h2h,home wins,1.93
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Grosvenor,h2h,away wins,3.65
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Grosvenor,h2h,draw,3.55
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Unibet,h2h,home wins,1.96
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Unibet,h2h,away wins,3.7
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,Unibet,h2h,draw,3.65
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,BoyleSports,h2h,home wins,1.91
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,BoyleSports,h2h,away wins,3.6
EPL,2024-01-20T17:30:00Z,Brentford,Nottingham Forest,BoyleSports,h2h,draw,3.6
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Paddy Power,h2h,home wins,3.4
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Paddy Power,h2h,away wins,2.1
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Paddy Power,h2h,draw,3.3
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,888sport,h2h,home wins,3.38
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,888sport,h2h,away wins,2.05
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,888sport,h2h,draw,3.25
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Betway,h2h,home wins,3.3
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Betway,h2h,away wins,2.1
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Betway,h2h,draw,3.3
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Betfair,h2h,home wins,3.6
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Betfair,h2h,away wins,2.24
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Betfair,h2h,draw,3.45
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,William Hill,h2h,home wins,3.3
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,William Hill,h2h,away wins,2.05
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,William Hill,h2h,draw,3.5
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Sky Bet,h2h,home wins,3.4
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Sky Bet,h2h,away wins,2.1
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Sky Bet,h2h,draw,3.4
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,LiveScore Bet,h2h,home wins,3.25
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,LiveScore Bet,h2h,away wins,2.05
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,LiveScore Bet,h2h,draw,3.3
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Virgin Bet,h2h,home wins,3.25
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Virgin Bet,h2h,away wins,2.05
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Virgin Bet,h2h,draw,3.3
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Ladbrokes,h2h,home wins,3.5
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Ladbrokes,h2h,away wins,2.1
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Ladbrokes,h2h,draw,3.3
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Coral,h2h,home wins,3.5
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Coral,h2h,away wins,2.15
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Coral,h2h,draw,3.3
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Bet Victor,h2h,home wins,3.4
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Bet Victor,h2h,away wins,2.1
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Bet Victor,h2h,draw,3.3
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Grosvenor,h2h,home wins,3.45
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Grosvenor,h2h,away wins,2.02
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Grosvenor,h2h,draw,3.5
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Unibet,h2h,home wins,3.5
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Unibet,h2h,away wins,2.06
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Unibet,h2h,draw,3.55
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Casumo,h2h,home wins,3.55
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Casumo,h2h,away wins,2.08
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Casumo,h2h,draw,3.55
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Mr Green,h2h,home wins,3.55
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Mr Green,h2h,away wins,2.07
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,Mr Green,h2h,draw,3.55
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,LeoVegas,h2h,home wins,3.5
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,LeoVegas,h2h,away wins,2.05
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,LeoVegas,h2h,draw,3.55
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,BoyleSports,h2h,home wins,3.3
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,BoyleSports,h2h,away wins,2.05
EPL,2024-01-21T14:00:00Z,Sheffield United,West Ham United,BoyleSports,h2h,draw,3.4
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Paddy Power,h2h,home wins,4.33
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Paddy Power,h2h,away wins,1.7
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Paddy Power,h2h,draw,4.0
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Betway,h2h,home wins,4.2
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Betway,h2h,away wins,1.67
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Betway,h2h,draw,4.2
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,888sport,h2h,home wins,4.3
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,888sport,h2h,away wins,1.63
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,888sport,h2h,draw,4.1
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Betfair,h2h,home wins,4.6
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Betfair,h2h,away wins,1.78
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Betfair,h2h,draw,4.3
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,William Hill,h2h,home wins,4.2
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,William Hill,h2h,away wins,1.65
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,William Hill,h2h,draw,4.33
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Sky Bet,h2h,home wins,4.5
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Sky Bet,h2h,away wins,1.67
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Sky Bet,h2h,draw,4.2
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,LiveScore Bet,h2h,home wins,4.2
